#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC328_MUSLIMS;Î°´óµÄ[Root.GetTitledFirstName]¶Ô[New.GetTitledName]¡¢ÒÔ¼°ÔÚ[From.GetFullBaseName]µÄ[New.Religion.GetHighGodName]×·ËæÕßÃÇ·¢¶¯ÁË[Root.Religion.GetCrusadeName]£¡Õû¸ö[Root.Religion.GetName]Ö®¹ú¶¼±»ÕÙ»½¼ÓÈëÕ½Õù¶Ô¿¹[New.Religion.GetName]µÄÍşĞ²£¡\n\n·è×ÓµÄĞ°Ëµ±ØĞë±»·ÛËé£¡;[Root.GetTitledFirstName], dans sa grandeur, a déclar?une [Root.Religion.GetCrusadeName] contre [New.GetTitledName] et les partisans de la religion de [New.Religion.GetHighGodName] au sein de [From.GetFullBaseName]? La nation entière des fidèles aux croyances de [Root.Religion.GetName] est appelée aux armes pour combattre la menace qu'est le [New.Religion.GetName]?\n\nLes faux écrits de l'Homme fou doivent être réduits ?néant?;[Root.GetTitledFirstName] hat einen [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die Gläubigen von '[New.Religion.GetHighGodName]' in [From.GetFullBaseName] ausgerufen! Alle Menschen, die sich zum [Root.Religion.GetName] bekennen, werden zu den Waffen gerufen zum Kampf gegen die Bedrohung durch die Sekte [New.Religion.GetName]!\n\nDie Irrlehren dieses Wahnsinnigen müssen beseitigt werden!;;El gran [Root.GetTitledFirstName] ha declarado una [Root.Religion.GetCrusadeName] contra [New.GetTitledName] y los seguidores de [New.Religion.GetHighGodName] en el [From.GetFullBaseName]. ¡Toda la nación [Root.Religion.GetName] es llamada a las armas contra la amenaza [New.Religion.GetName]! ¡Las falsas obras del Loco deben ser destrozadas!;;;;;;;;;x
EVTDESC328_CHRIST;Î°´óµÄ[Root.GetTitledFirstName]¶Ô[New.GetTitledName]ºÍÔÚ[From.GetFullBaseName]µÄ[New.Religion.GetGroupName]Òì½ÌÍ½·¢¶¯ÁË[Root.Religion.GetCrusadeName]£¡ËùÓĞÕæÕıµÄ[Root.Religion.GetName]¶¼±»ÕÙ»½¼ÓÈëÕ½Õù¶Ô¿¹ÕâĞ©¹ÅÀÏµÄÆÈº¦Õß£¡\n\nÖ÷»áÖ¤Ã÷ÎÒÃÇÊÇÕıÈ·µÄ£¡;[Root.GetTitledFirstName], dans sa grandeur, a déclar?une [Root.Religion.GetCrusadeName] contre [New.GetTitledName] et les infidèles de la religion de [New.Religion.GetGroupName] au sein de [From.GetFullBaseName]? Tous les vrais fidèles aux croyances de [Root.Religion.GetName] sont appelés aux armes pour combattre notre ancien oppresseur?\n\nLe Seigneur nous apportera son soutien?;[Root.GetTitledFirstName] hat einen [Root.Religion.GetCrusadeName] gegen [New.GetTitledName] und die [New.Religion.GetGroupName]-Ketzer in [From.GetFullBaseName] ausgerufen! Alle Männer, die sich wahrhaftig zum [Root.Religion.GetName] bekennen, sind aufgerufen, gegen die Unterdrücker von einst ins Feld zu ziehen!\n\n Gott ist mit uns!;;El gran [Root.GetTitledFirstName] ha declarado [Root.Religion.GetCrusadeName] contra [New.GetTitledName] y los infieles [New.Religion.GetGroupName] en [From.GetFullBaseName]. ¡¡Se ha llamado a las armas a todos verdaderos hombres del [Root.Religion.GetName] contra los antiguos opresores! \n\n¡El Señor nos dar?la razón!;;;;;;;;;x
EVTOPTA328;ÎªÁËÉñºÍÒÔÉ«ÁĞ£¡;Pour Dieu, et pour Israël?;Für Gott und Israel!;;¡Por Dios e a Israel!;;;;;;;;;x
temple_desc;ÉñÃíÍ¬Ê±Ìá¹©¿É¹ÛµÄÊÕÈëºÍ¸ßÖÊÁ¿Õ÷ÕÙ±ø¡£ÉñÃíÒ²Ìá¹©ò¯³Ï¸øÆä³ÖÓĞÕß£¬ÒÔ¼°³ÖÓĞÕßµÄÁìÖ÷¡£;Les temples offrent des revenus modérés et des levées de troupes correctes. Ils peuvent aussi donner de la piét??leur propriétaire et au souverain du propriétaire.;Tempel sorgen für bescheidene Einnahmen und liefern gute Lehnstruppen. Tempel bescheren dem Besitzer und seinem Lehnsherrn darüber hinaus auch Pietät.;;Los templos proporcionan ingresos moderados y buenas levas. También pueden dar Piedad a su titular, y al señor de su titular.;;;;;;;;;x
ARRANGE_BETROTHAL_DESC;Óë×îºÏÊÊµÄÇ±ÔÚÅäÅ¼°²ÅÅ¶©»é¡£;Arrangez des fiançailles avec les potentiels conjoints les plus en vue.;Arrangiert ein Verlöbnis mit der am ehesten in Frage kommenden Person.;;Organizar una boda con el cónyuge potencial más elegible.;;;;;;;;;x
HINT_SPLASH_TEXT;ÔÚÍõ¹ú·çÔÆIIÖĞ£¬Äú½«°çÑİÒ»ÏµÁĞÀ´×ÔÍ¬Ò»¼Ò×åµÄÖĞÊÀ¼ÍÍ³ÖÎÕß¡£Ã»ÓĞÔ¤¶¨Ä¿±ê£¬µ«Õâ¸öÊÀ½çÂúÊÇÒ°ĞÄ²ª²ªµÄ³ğµĞ¡­¡­È·±£¸ü¶àÍÁµØµÄ°²È«ÒÔÔöÇ¿ÄãµÄÁ¦Á¿²¢±£»¤ÄãµÄ¼ÒÈË¡£;Dans Crusader Kings II, vous incarnez une succession de souverains médiévaux issus d'une seule et même dynastie. Aucun objectif n'est fix? mais le monde est rempli de rivaux ambitieux... Emparez-vous de plus de terres et amplifiez votre pouvoir pour protéger votre famille.;In Crusader Kings II schlüpft Ihr in die Rolle einer Abfolge mittelalterlicher Herrscher, die alle der gleichen Dynastie entstammen. Ein vorgegebenes Ziel gibt es nicht, doch die Welt ist reich an machthungriger Konkurrenz... Vergrößert Euren Landbesitz, um Eure Position und die Eurer Familie zu stärken.;;En Crusader Kings II, se juega como una sucesión de gobernantes medievales de una única dinastía. No hay ninguna meta definida, pero el mundo est?lleno de ambiciosos rivales... Asegura más tierras para aumentar tu poder y proteger tu familia.;;;;;;;;;x
HINT_SPLASH_START;×÷ÎªÒ»¸öÍ³ÖÎÕß£¬ÄúµÄÊ×ÒªÈÎÎñÊÇÈ·±£ÓĞÒ»Î»¼Ì³ĞÈË¡£Èç¹ûÄú°çÑİµÄÈËÎïÈ¥ÊÀÊ±Ã»ÓĞÒ»¸öºÏ·¨µÄ¼Ì³ĞÈËµÄ»°£¬ÓÎÏ·¾Í½«½áÊø¡£ÆäËûĞèÒªÄú×¢ÒâµÄÊÂÎñ¶¼»áÒÔ¾¯¸æµÄĞÎÊ½³öÏÖÔÚÆÁÄ»ÉÏ·½¡£;En tant que souverain, vous devez commencer par vous doter d'un héritier. Si votre personnage meurt sans héritier légitime, la partie se termine. Les autres questions nécessitant votre attention apparaissent sous forme d'alertes en haut de l'écran?;Als Herrscher ist es Eure dringlichste Pflicht, für einen Nachfolger zu sorgen. Wenn Euer Charakter ohne legitimen Nachfolger stirbt, endet das Spiel. Weitere dringliche Aufgaben erscheinen in Form von Benachrichtigungen am oberen Bildschirmrand.;;Como gobernante, tu primera prioridad es conseguir un heredero. Si no tienes un heredero legítimo cuando tu personaje muera, el juego terminar? ¡Otros asuntos urgentes aparecerán como alertas a lo largo de la parte superior de la pantalla!;;;;;;;;;x
HINT_SPLASH_VICTORY;Äã²»ÄÜÇ××Ô³ÖÓĞÎŞÏŞÁ¿µÄÍÁµØ¡£ÏëÒªÀ©ÕÅ£¬Äã½«ĞèÒªÒÀÀµ·â³¼Í³ÖÎÕß¡£Ê¹ÓÃÍ·ÏÎºÍÀñÎïÈÃËûÃÇ¿ªĞÄ£¬³ı·ÇËûÃÇ¾ö¶¨ÅÑÂÒ£¡ÓÎÏ·½«ÔÚ1452Äê½áÊø£¬Èç¹ûÄãµÄÑªÂöÄÜÔÚÄÇÃ´³¤µÄÊ±¼äÄÚ±£×¡È¨Á¦¡­¡­;Vous ne pouvez pas détenir un nombre illimit?de terres, il faudra donc composer avec des vassaux. Contentez-les ?l'aide de titres et de présents pour éviter une révolte? La partie se terminera en 1452, si votre lignée réussit ?rester au pouvoir aussi longtemps...;Als Einzelperson könnt Ihr nicht unendlich viel Land selbst kontrollieren. Um dennoch zu expandieren, müsst Ihr auf Vasallenherrscher setzen. Titel und Geschenke sorgen dafür, dass die Vasallen zufrieden sind und keinen Aufstand anzetteln. Das Spiel endet im Jahre 1452, vorausgesetzt, Eure Familie kann sich so lange halten...;;No puedes mantener cantidades infinitas de tierra. Para expandirte, tendrás que confiar en los gobernantes vasallos. ¡Mantenerlos contentos con títulos y regalos har?que estén menos dispuestos a rebelarse! El juego termina en 1452, si tu línea puede permanecer tanto tiempo en el poder...;;;;;;;;;x
HINT_SPLASH_2_TITLE;[Culture.GetName][Religion.GetName][Government.GetName];[Government.GetName] de culture [Culture.GetName] et de religion [Religion.GetName];[Culture.GetName] [Religion.GetName] [Government.GetName];;[Culture.GetName] [Religion.GetName] [Government.GetName];;;;;;;;;x
#HINT_SPLASH_2_INTRO;You have chosen to play as a [Culture.GetName] [Religion.GetName] [PrimaryTitle.GetRulerTitle].;;Zum Spielen ausgew?hlt habt Ihr eine/n [Culture.GetName] [Religion.GetName] [PrimaryTitle.GetRulerTitle].;;Has decidido jugar como un [PrimaryTitle.GetRulerTitle] [Culture.GetName] [Religion.GetName].;;;;;;;;;x;
HINT_SPLASH_2_CUL_DESC;[Culture.GetName]ÎÄ»¯Ğ§¹û£º;Effets de la culture [Culture.GetName]?;Kultureffekte für "[Culture.GetName]":;;Efectos de la cultura [Culture.GetName]:;;;;;;;;;x
HINT_SPLASH_2_CUL_FEATURES;[Culture.GetFeatures];[Culture.GetFeatures];[Culture.GetFeatures];;[Culture.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_GOV_DESC;[Government.GetDesc];[Government.GetDesc];[Government.GetDesc];;[Government.GetDesc];;;;;;;;;x
HINT_SPLASH_2_GOV_FEATURES;[Government.GetFeatures];[Government.GetFeatures];[Government.GetFeatures];;[Government.GetFeatures];;;;;;;;;x
HINT_SPLASH_2_REL_DESC;[Religion.GetDesc];[Religion.GetDesc];[Religion.GetDesc];;[Religion.GetDesc];;;;;;;;;x
HINT_SPLASH_2_REL_FEATURES;[Religion.GetFeatures];[Religion.GetFeatures];[Religion.GetFeatures];;[Religion.GetFeatures];;;;;;;;;x
REL_INVESTITURE_DESC;$NAME$µÄÖ÷½ÌÃÇÏò½Ì×Ú¶ø²»ÊÇÊÀË×ÁìÖ÷½»Ë°;Les évêques de religion $NAME$ peuvent payer leurs impôts auprès du pape au détriment de leur souverain séculier;$NAME$ Bischöfe können beschließen, die Steuern dem Papst statt dem weltlichen Lehnsherrn zu zahlen.;;Los obispos $NAME$ pueden pagar el impuesto al Papa, en lugar de a su señor secular;;;;;;;;;x
REL_ANTIPOPES_DESC;$NAME$Í³ÖÎÕß¿ÉÒÔÉè¶ÔÁ¢½Ì×Ú;Les souverains de religion $NAME$ peuvent désigner des antipapes;$NAME$ Herrscher können Gegenpäpste ausrufen;;Gobernantes $NAME$ pueden crear antipapas;;;;;;;;;x
REL_EXCOMMUNICATION_DESC;$HEAD_TITLE$¿ÉÒÔ¿ª³ı$NAME$ÈËÎïµÄ½Ì¼®;Le $HEAD_TITLE$ peut excommunier les personnages de religion $NAME$;Der $HEAD_TITLE$ kann $NAME$ Personen exkommunizieren;;El $HEAD_TITLE$ puede excomulgar personajes $NAME$;;;;;;;;;x
REL_GRANT_DIVORCE_DESC;$HEAD_TITLE$¿ÉÒÔÍ¬ÒâÀë»é;Le $HEAD_TITLE$ peut accorder les divorces;Der $HEAD_TITLE$ kann Scheidungen zulassen;;El $HEAD_TITLE$ puede conceder divorcios;;;;;;;;;x
REL_GRANT_INVASION_DESC;$HEAD_TITLE$¿ÉÒÔ´ÍÓèÈëÇÖµÄÕ½Õù½è¿Ú;Le $HEAD_TITLE$ peut accorder les casus belli d'invasion;Der $HEAD_TITLE$ kann den Kriegsgrund 'Invasion' zuerkennen;;El $HEAD_TITLE$ puede conceder el casus belli de invasión;;;;;;;;;x
REL_GRANT_CLAIM_DESC; $HEAD_TITLE$ ¿ÉÒÔ´ÍÓèÍ·ÏÎµÄĞû³Æ;Le $HEAD_TITLE$ peut accorder des revendications aux titres;Der $HEAD_TITLE$ kann Ansprüche auf Herrschaftstitel zuerkennen;;El $HEAD_TITLE$ puede conceder reclamaciones sobre títulos;;;;;;;;;x
REL_CALL_CRUSADE_DESC;$HEAD_TITLE$¿ÉÒÔºÅÕÙ$CRUSADE$;Le $HEAD_TITLE$ peut appeler ?partir en $CRUSADE$;Der $HEAD_TITLE$ kann einen $CRUSADE$ ausrufen;;El $HEAD_TITLE$ puede llamar a la $CRUSADE$;;;;;;;;;x
REL_PRIESTS_INHERIT_DESC;ÉñÖ°ÈËÔ±£¨ÉñÃíÁìÖ÷£©¿ÉÒÔ¼Ì³ĞÍ·ÏÎ;Les religieux terriens peuvent hériter de titres;Priester (Eigentümer der Tempel) können Titel erben;;Los sacerdotes (titulares de templo) pueden heredar títulos;;;;;;;;;x
REL_PRIESTS_MARRY_DESC;ÉñÖ°ÈËÔ±¿É»éÅä;Les religieux peuvent se marier;Priester dürfen heiraten;;Los sacerdotes pueden casarse;;;;;;;;;x
REL_FEMALE_TEMPLE_HOLDERS_DESC;Å®ĞÔ¿ÉÒÔÓµÓĞÉñÃíµØ²ú;Les femmes peuvent posséder des propriétés religieuses;Frauen darf eine Tempel-Liegenschaft zugeteilt werden;;Las mujeres pueden poseer templos;;;;;;;;;x
REL_NO_FEMALE_RULER_OPINION_PENALTY_DESC;¶ÔÅ®ĞÔÍ³ÖÎÕßÓë¼Ì³ĞÕßÃ»ÓĞºÃ¸Ğ³Í·£;Aucune pénalit?d'opinion envers les souverains femmes et leurs héritiers;Kein Meinungsabzug für weibliche Herrscher oder Erben;;No hay penalización de opinión contra mujeres gobernantes y herederas.;;;;;;;;;x
REL_AUTOCEPHALY_DESC;¶àÄÁÊ×¡ª¡ªÎå´óÄÁÊ×ºÍ¹úÍõ¿ØÖÆÏÂµÄ×ÔÖ÷½Ì»á;Patriarches multiples ?les cinq pentarques et les patriarches autocéphales dépendant de rois;Mehrere Patriarchen: die fünf Pentarchen und die Autokephalen Patriarchen unter Königen;;Patriarcas múltiples - los cinco pentarcas y patriarcas autocéfalos bajo reyes;;;;;;;;;x
REL_PREPARED_INVASIONS_DESC;ºÜÈõĞ¡µÄÍ³ÖÎÕßÄÜ¹»×¼±¸ÈëÇÖ;Les souverains relativement faibles peuvent préparer des invasions;Schwächere Herrscher können 'Invasionen vorbereiten';;Los gobernantes bastante débiles pueden preparar invasiones;;;;;;;;;x
REL_RIVER_MOVEMENT_DESC;´¬¶ÓÄÜ¹»ÔÚÖ÷ÒªºÓÁ÷ÉÏº½ĞĞ;Les flottes peuvent naviguer sur les fleuves majeurs;Flotten können große Flüsse befahren;;Las flotas pueden navegar por los ríos más importantes;;;;;;;;;x
REL_RAIDING_DESC;Í³ÖÎÕß¿ÉÒÔ½ÙÂÓÁÚ½üµÄÒì½ÌÍ½;Les souverains peuvent faire des incursions chez leurs voisins infidèles pour les piller;Herrscher können die Gebiete andersgläubiger Nachbarn plündern;;Los gobernantes pueden asaltar a vecinos infieles por botín;;;;;;;;;x
REL_VASSALS_DONT_MIND_RAISED_DESC;Õ÷µ÷·â³¼µÄÕ÷ÕÙ±ø²»»á½µµÍºÃ¸Ğ;Les vassaux ne sont pas perturbés par la levée de leurs troupes;Vasallen haben keine Einwände, wenn ihre Lehnstruppen einberufen werden;;Los vasallos no se oponen si se reclutan levas.;;;;;;;;;x
REL_DIVINE_BLOOD_DESC;Í³ÖÎÕß¿ÉÒÔ¼ŞÈ¢½üÇ×À´ÌáÉı·â³¼ºÃ¸Ğ;Les souverains peuvent offrir leurs proches parents en mariage pour améliorer l'opinion de leurs vassaux;Herrscher können nahe Verwandte verheiraten, um Beziehungen zu Vasallen zu verbessern;;Los jefes se pueden casar con parientes cercanos para mejorar las opiniones del vasallo;;;;;;;;;x
REL_DECADENCE_DESC;$NAME$¼Ò×å»á¸¯»¯;Les dynasties d'un gouvernement de type '$NAME$' peuvent devenir décadentes;$NAME$ Dynastien können Dekadenz entwickeln;;Las dinastías $NAME$ pueden volverse decantes;;;;;;;;;x
REL_NO_MATRI_MARRIAGES_DESC;²»ÔÊĞíÄ¸Ïµ»éÒö;Les mariages matrilinéaires ne sont pas autorisés;Matrilineares Heiraten ist nicht gestattet;;No se permiten los matrimonios matrilineales;;;;;;;;;x
REL_POLYGAMY_DESC;$NAME$ÄĞĞÔ¿ÉÒÔ×î¶àÈ¢§Y$NUM$§!¸öÆŞ×Ó£¨³ı·Ç±»ÔÊĞíÄÉæª£©;Les hommes de religion $NAME$ peuvent avoir jusqu'?§Y$NUM$? épouses (sauf s'ils sont autorisés ?avoir des concubines);Männer können bis zu §Y$NUM$? Ehefrauen haben (außer sie dürfen sich Konkubinen zulegen);;Los hombres $NAME$ pueden tener hasta §Y$NUM$? esposas (a menos que se les permita tener concubinas);;;;;;;;;x
REL_CONCUBINAGE_DESC;$NAME$ ÄĞĞÔ¿ÉÒÔ×î¶àÄÉ §Y$NUM$§!¸öæª;Les hommes de religion $NAME$ peuvent prendre jusqu'?§Y$NUM$? concubines;Männer können bis zu §Y$NUM$? Konkubinen haben;;Los hombres $NAME$ pueden tomar hasta §Y$NUM$? concubinas;;;;;;;;;x
REL_DEF_ATTRITION_DESC;·ÇÒì½Ì£¨µÍ¿Æ¼¼£©ÔÚ$NAME$µÄÊ¡·İÉÏÖ»ÓµÓĞºÜµÍµÄ²¹¸øÉÏÏŞ;Les non-païens (dotés d'une technologie faible) ont une capacit?de ravitaillement très faible dans les comtés de religion $NAME$;Nichtheiden (mit gering entwickelten technischen Fertigkeiten) haben eine sehr geringe Maximal-Versorgung in $NAME$ Grafschaften;;Los no paganos (con tecnología baja) tienen un límite de suministro muy bajo en condados $NAME$ ;;;;;;;;;x
REL_PEACE_PRESTIGE_LOSS_DESC;ºÍÆ½Ê±¼äÌ«³¤£¬Í³ÖÎÕß»áÊ§È¥ÍşÍû;Les souverains peuvent perdre du prestige s'ils restent en période de paix pendant trop longtemps;Herrscher verlieren Prestige, wenn zu lange Frieden herrscht;;Los gobernantes pierden Prestigio llevan demasiado tiempo en paz;;;;;;;;;x
REL_CAN_REFORM_DESC;ÄÜ¹»½øĞĞ×Ú½Ì¸Ä¸ï;Peut être réformée;Kann reformiert werden;;Puede ser reformado;;;;;;;;;x
REL_HEAD_CAN_BE_CREATED_DESC;Ò»Ãû×Ú½ÌÁìĞä£¨$HEAD_TITLE$£©¿ÉÍ¨¹ıÌØÊâ¾öÒé´´½¨;Un chef religieux (le $HEAD_TITLE$) peut être créé par le biais d'une décision spéciale;Ein religiöses Oberhaupt ($HEAD_TITLE$) kann per besonderer Entscheidung geschaffen werden;;Se puede crear un líder religioso (el $HEAD_TITLE$) por una decisión especial;;;;;;;;;x
REL_SECULAR_HEAD_DESC;$TITLE_NAME$ÓÉÊÀË×Í³ÖÎÕß¼æÈÎµÄ£¬²¢ÇÒ¿ÉÒÔÕı³£´İ»Ù»ò´´½¨;Le titre de $TITLE_NAME$ est détenu par un souverain séculier et peut être détruit ou créé normalement;$TITLE_NAME$ wird von einem weltlichen Herrscher gehalten und kann ganz normal abgeschafft oder geschaffen werden;;$TITLE_NAME$ lo posee un gobernante secular y puede ser destruido o creado normalmente;;;;;;;;;x
REL_ALWAYS_A_HEAD_DESC;ÎŞÂÛÊÇ·ñÓµÓĞÍÁµØ£¬$HEAD_TITLE$×Ü»á´æÔÚ;Un $HEAD_TITLE$ existe toujours, qu'il dispose d'un titre foncier ou non;Es gibt immer einen $HEAD_TITLE$, auch ohne eigenen Landbesitz;;Siempre hay un $HEAD_TITLE$, conseguido o no;;;;;;;;;x
REL_NO_HEAD_DESC;²»´æÔÚ£¨¿ÉÒÔ´æÔÚ£©×Ú½ÌÁìĞä;Il n'y a pas de chef religieux, et celui-ci ne peut pas exister;Ein Religionsoberhaupt gibt es nicht (und kann es nicht geben);;No hay (ni puede existir) ninguna autoridad religiosa;;;;;;;;;x
REL_CASTE_OPINIONS_DESC;ÖÖĞÕÌØÖÊ¶ÔºÃ¸ĞÓ°Ïì¾Ş´ó;Les traits de caste ont un effet majeur sur les opinions;Kastenmerkmale haben großen Einfluss auf die Beliebtheit;;Los rasgos de castas tienen gran efecto en las opiniones;;;;;;;;;x
REL_PACIFIST_DESC;´ó·ù½µµÍÊ¡·İÅÑÂÒ¼¸ÂÊ\n§Y*§! ´ó·ùÌá¸ßËùÓĞ·â³¼ºÃ¸Ğ\n§Y*§! Í³ÖÎÕßÄÜ¹»Ö±Ï½¸ü¶àÍÁµØ\n§Y*§! Í³ÖÎÕß²»ÄÜ·¢ÆğÊ¥Õ½;La probabilit?de révolte provinciale est grandement réduite\n§Y*?D'importants bonus sont octroyés ?toutes les opinions de vassaux\n§Y*?Les souverains peuvent détenir des domaines plus vastes\n§Y*?Les souverains ne peuvent pas déclarer de guerres saintes;Wesentlich geringere Wahrscheinlichkeit von Provinzrevolten\n§Y*? Großer Bonus auf Vasallenbeliebtheit\n§Y*? Herrscher können über eine größere Domäne verfügen\n§Y*? Herrscher können keine Heiligen Kriege erklären;;Mucho menor probabilidad de revueltas provinciales\n§Y*? Grandes bonificaciones para todas opiniones de los vasallos\n§Y*? Los gobernantes pueden retener dominios más grandes\n§Y*? Los gobernantes no pueden declarar guerras santas;;;;;;;;;x
REL_HEIR_DESIGNATION_DESC;¿ÉÒÔÇÕ¶¨ÈÎºÎºÏ·¨ºó´úÎª¼Ì³ĞÈË;Peut désigner tout enfant valide comme héritier;Kann jedes in Frage kommende Kind zum Thronfolger erklären;;Puede nombrar heredero a cualquier descendiente válido;;;;;;;;;x
buddhist_FEATURES;§Y*§! Ö»¿É¶Ô·ÇÓ¡¶È×Ú½Ì·¢¶¯Ğ¡Ê¥Õ½;§Y*? Peut uniquement déclarer des guerres saintes limitées contre les religions non-indiennes;§Y*? Kann nur eingeschränkt Heilige Kriege gegen nichtindische Religionen führen;;§Y*? Sólo puede declarar guerras santas limitada contra religiones no indias;;;;;;;;;x
hindu_FEATURES;§Y*§! ¿É¶Ô·ÇÓ¡¶È×Ú½Ì·¢¶¯Ê¥Õ½;§Y*? Peut uniquement déclarer des guerres saintes contre les religions non-indiennes;§Y*? Kann nur gegen nichtindische Religionen Heilige Kriege führen;;§Y*? Sólo puede declarar guerras santas contra religiones no indias;;;;;;;;;x
cathar_FEATURES;"§Y*§! Å®ĞÔ¿ÉÒÔµ£ÈÎÊàÃÜÔºÖ°Î»\n§Y*§!Å®ĞÔ¿ÉÒÔ´ø±ø×÷Õ½;§Y*? Les femmes peuvent occuper n'importe quel poste du Conseil\n§Y*? Les femmes peuvent mener des armées au combat;§Y*? Frauen können alle Ratspositionen bekleiden\n§Y*? Frauen können Armeen befehligen;;§Y*? Las mujeres pueden ocupar todos los puestos de consejero\n§Y*?Las mujeres pueden dirigir ejércitos;;;;;;;;;x
#feudal_government_desc;Feudal government revolves around the oath between liege and vassal, and Feudal lords can only directly own so many Holdings before they must start to rely on vassals - whose loyalty may vary... There are several Succession Laws to pick between - each with its own merits. The Centralization Law controls the maximum size of your Demesne and the number of direct vassals you can have.;;Im Zentrum einer Feudalregierung steht der Eid zwischen Lehnsherr und Vasall. Die Anzahl der Liegenschaften, die ein feudaler Herrscher pers?nlich regieren kann, ist begrenzt. Anschlie?end kommen Vasallen ins Spiel, deren Loyalit?t unterschiedlich gro? sein kann... F¨¹r die Erbfolge stehen verschiedene Gesetze zur Wahl, von denen jedes seine Vorz¨¹ge hat. In den Zentralisierungsgesetzen ist die maximale Gr??e der Dom?ne und die m?gliche Anzahl der direkten Vasallen festgelegt.;;El gobierno feudal gira en torno al juramento entre se?or y vasallo, y los se?ores feudales s¨®lo pueden poseer directamente un n¨²mero de posesiones antes de empezar a confiar en vasallos -cuya lealtad puede variar...Hay varias leyes de sucesi¨®n entre las que escoger - cada uno con sus propios m¨¦ritos. La ley de centralizaci¨®n controla el tama?o m¨¢ximo de tu dominio y el n¨²mero de vasallos directos que puedes tener.;;;;;;;;;x;
#muslim_government_desc;The Arabic Iqta system is similar to the Feudal system - rulers must rely on land holding vassals or varying loyalty and ambition. The maximum number of vassals and the number of Holdings you can directly own are controlled by the Centralization Law. However, there is only one form of Succession available - the chaotic 'Open' type, where the son with most land inherits.;;"""Das arabische Iqtasystem ?hnelt dem Feudalsystem. Auch hier muss der Herrscher auf m?glicherweise unzuverl?ssige Vasallen vertrauen. In den Zentralisierungsgesetzen ist festgelegt, wie viele Liegenschaften und wie viele Vasallen Ihr maximal haben k?nnt. Allerdings gibt es bei der Erbfolge nur eine einzige Variante: das chaotische """"Offene"""" System, bei dem immer der Sohn mit dem gr??ten Landbesitz erbt.""";;El sistema Iqta ¨¢rabe es similar al sistema feudal - los jefes deben confiar en vasallos que poseen tierras, o lealtades y ambiciones variables. El n¨²mero m¨¢ximo de vasallos y de posesiones que puedes poseer directamente est¨¢n controlados por la ley de la centralizaci¨®n. Sin embargo, s¨®lo hay s¨®lo una forma de sucesi¨®n disponible, del ca¨®tico tipo 'abierto', donde hereda el hijo con m¨¢s tierras.;;;;;;;;;x;
nomadic_government_desc;ÓÎÄÁ¶ÔÓµÓĞµØ²ú²»¸ĞĞËÈ¤£¬Ö»Ï²»¶¸ü¶àµÄÄÁ³¡Ñø¸ü¶àµÄÑòºÍÂí¡£ÓÎÍæÎ§ÈÆ²¿ÂäµÄÈË¿Ú¼°ÆäÌá¹©µÄÈËÁ¦¡£¿ªÀ«µØĞÎÏÂµÄ¿ÕµØ²ú¸ñ»áÔö¼Ó×î´óÈË¿Ú¡£ÓÎÄÁÒ²ÄÜÓµÓĞÆÕÍ¨·â³¼£¬µ«ËûÃÇ¸ü×¢ÖØ¹ÜÀí²¿ÂäÖĞÇ¿´óµÄ²¿×å¡£;Les nomades ne s'intéressent guère ?la possession de propriétés et préfèrent les pâturages pour leurs moutons et leurs chevaux. Le jeu est centr?sur la population totale de la tribu et sur les effectifs dont elle dispose. Les emplacements de fief vides sur du terrain ouvert augmentent la population maximale. Bien que les nomades aient des vassaux normaux, ils s'occupent principalement de gérer les autres clans majeurs de la tribu, qui sont peu nombreux, mais très influents.;Nomaden haben kein Interesse am Besitz von Liegenschaften. Stattdessen konzentrieren sie sich auf Weideland für ihre Schafe und Pferde. Wichtig für das Spiel sind hier die Gesamtbevölkerung des Stammes und wie viel Mannstärke verfügbar ist. Leere Bauplätze in den Liegenschaften sorgen für eine Zunahme der maximalen Bevölkerung. Auch wenn Nomaden normale Vasallen haben können, beschäftigen sie sich zumeist mit der Kontrolle einzelner Stammesklans, die zwar nicht zahlreich, dafür aber um so mächtiger sind.;;Los nómadas no están muy interesados en poseer posesiones, sólo en más tierras de pastoreo para sus ovejas y caballos. El juego gira en torno a la población total de la tribu y la mano de obra que proporciona. Las ranuras vacías de explotaciones en terreno abierto aumentan la población máxima. Mientras que los nómadas pueden tener vasallos normales, en su mayoría están preocupados con la administración de los otros importantes clanes de la tribu, pocos pero poderosos.;;;;;;;;;x
