#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ONLY_ONE_TRIBAL;Ã¿¸öÊ¡·İÖ»ÄÜ´æÁôÒ»¸ö²¿Âä¡£;Chaque comt?ne peut héberger qu'une seule tribu.;In jeder Provinz kann nur ein Stamm leben.;;Sólo una tribu puede vivir en cada provincia.;;;;;;;;;x
EVTDESC_HL_1030;ÓĞÒ»Õó×ÓÁË£¬Äã¸Ğµ½ÈËÃÇÔÚ¹¬Í¢ÀïÌ¸ÂÛÄã¡£Ò»Ğ©¶Ô»°ÔÚÄã×ß½øÎİÊ±¾ÍÍ»È»Í£Ö¹¡£ÉùÒôÇÄÇÄÔÚÄã±³ºó½»Ì¸£¬Ò»Ğ©ÈË¶Ô¾­¹ıµÄÄãÁíÑÛÏà¿´¡£Ëæ×ÅÊ±¼äÍÆÒÆ£¬ÄãÍÆ¶Ï³öÒòÎªÄ³Ğ©ÊÂÇé£¬Äã³ÉÎªÁËÕâĞ©ÈËºÃÆæ¡¢º¦ÅÂ¡¢¼µ¶Ê»òÕß¶¼ÓĞµÄ¶ÔÏó¡£\n\nÁ÷½øÄã¶ú¶äµÄÖĞÉËÀï£¬×î¶àµÄ´ÊÓï¾ÍÊÇ¡­¡­ÀÇ¡£Ã»´í£¬¾ÍÊÇÄÇĞ©Ò¥ÑÔËµµÄÊÇ¡ª¡ªÄãµÄÄ¸Ç×ÊÇÍ·ÀÇ¡­¡­;Depuis quelque temps, vous sentez qu'on parle de vous ?la cour. Les conversations s'arrêtent lorsque vous approchez, on chuchote dans votre dos, on vous jette des regards furtifs. Avec le temps, votre inquiétude grandit... Il vous semble déceler chez les autres de l'envie, de la peur, de la curiosit? et peut-être un mélange des trois.\n\nLe mot que vous saisissez le plus souvent est... loup. L'autre jour encore, vous avez entendu parler, et ce n'est pas la première fois, d'une rumeur disant que votre mère était une louve...;Seit einiger Zeit habt Ihr nun schon den Verdacht, dass bei Hof über Euch getuschelt wird. Manchmal verstummt eine Unterhaltung abrupt, wenn Ihr den Raum betretet, und manchmal spürt Ihr im Vorbeigehen die forschenden Blicke, die man Euch zuwirft, und die gedämpften Stimmen, die Euch folgen. Aus dieser Beobachtung seid Ihr mittlerweile zu dem Schluss gekommen, dass der Grund dafür wohl Neugier, Furcht, Neid oder eine Kombination dieser drei sein muss.\n\nEin Wort gibt es, das Ihr beim Belauschen der Tuscheleien ständig aufschnappt: Wolf. Erst gestern konntet Ihr wieder hören, wie jemand das Gerücht wiederholte, dass Ihr das Kind einer Wolfsmutter seiet.;;Desde hace un tiempo, has sentido que la gente habla sobre ti en la corte. Hay conversaciones que paran al entrar en la habitación, palabras que se pronuncian en voz baja a tus espaldas, miradas furtivas miradas mientras caminas. Con el tiempo, has podido deducir ciertas cosas. Parece que generalmente eres objeto de curiosidad, miedo, envidia o una combinación de cualquiera de los tres.\n\nLa palabra que más a menudo oyes repetir cuando escuchas los chismes a escondidas es... lobo. De hecho, el otro día escuchaste a alguien contar un rumor que ya has escuchado antes varias veces ?que has nacido de una loba?;;;;;;;;x
EVTOPTA_HL_1030;ÊÇµÄ£¬ÎÒÊÇÀÇ£¡àé°¡à»£¡;Oui, je suis un loup? Grrr?;Ja, ein Wolf bin ich! Knurr!;;¡S? soy un lobo! ¡Grrr!;;;;;;;;;x
EVTOPTB_HL_1030;ÎÒÒª½ÌÑµËûÃÇ±ğÎêÈèÎÒÄ¸Ç×£¡;Je vais leur apprendre ?insulter ma mère?;War das eine Beleidigung meiner Mutter? Denen werd ich's zeigen!;;¡Les enseñar?a no insultar a mi madre!;;;;;;;;;x
EVTOPTC_HL_1030;ËûÃÇÓÀÔ¶Ò²±ğÏë¹ÂÁ¢ÎÒ£¡;Ils ne me laisseront jamais tranquille?;Sie werden mich nie in Ruhe lassen!;;¡Nunca me dejan solo!;;;;;;;;;x
EVTOPTD_HL_1030;ÕâĞ©ÈË²»ÖµµÃÎÒ×¢Òâ¡£;Ces gens ne méritent pas mon attention.;Diese Leute verdienen nichts als Gleichgültigkeit.;;Esa gente no merece mi atención.;;;;;;;;;x
EVTDESC_HL_1031;×î½üÒ»¶ÎÊ±¼ä£¬ÄãÌıµ½¹¬Í¢ÀïÓĞÈËÔÚÒéÂÛ[From.GetSonDaughter][From.GetFirstName]¡£µ±Äã³öÏÖÔÚ·¿¼äÀïÊ±ÒéÂÛ¾ÍÖÕÖ¹ÁË£¬µ±ÄãÀë¿ªºóÓÖ¿ªÊ¼Ğ¡ÉùÒéÂÛ£¬µ±Äã×ß¹ıÊ±×ÜÓĞÈËÆæ¹ÖµÄ¿´×ÅÄã¡£Ëæ×ÅÊ±¼äÍÆÒÆ£¬ÄãËÆºõÍÆ¶Ï³öÄ³ÖÖ½áÂÛ¡ª¡ª[From.GetFirstName]ËÆºõÈÃÕâĞ©ÈËºÃÆæ¡¢¿Ö¾å¡¢¼µ¶Ê£¬ÓÖ»òÕßÊÇÕâÈıÖÖµÄ½áºÏ¡£\n\nµ±ÄãÍµÌıÒ»Ğ©Ì¸»°Ê±£¬ÄãÌıµ½×î¶àµÄËÆºõ¾ÍÊÇ¡­¡­ÀÇ¡£ÊÂÊµÉÏ£¬ÄãËùÌıµ½×î¶àµÄÒ¥ÑÔ¾ÍÊÇ[From.GetHerHis]¡®ÕæÕıÄ¸Ç×¡¯ÊÇÒ»Ö»ÀÇ¡­¡­;Depuis un certain temps, des rumeurs courent au sujet de votre [From.GetSonDaughter] [From.GetFirstName]. Les conversations s'arrêtent lorsque vous approchez, on chuchote dans votre dos, on vous jette des regards furtifs. Avec le temps, votre inquiétude grandit... [From.GetFirstName] semble susciter l'envie, la peur, la curiosit? et peut-être un mélange des trois, au sujet de .\n\nLe mot que vous saisissez le plus souvent est... loup. L'autre jour encore, vous avez entendu parler, et ce n'est pas la première fois, d'une rumeur disant que sa vraie mère était une louve...;Seit einer Weile wisst Ihr, dass über Eure/n [From.GetSonDaughter] [From.GetFirstName] geredet wird. Manchmal verstummt eine Unterhaltung, wenn Ihr den Raum betretet, und manchmal spürt Ihr im Vorbeigehen die forschenden Blicke oder hört die gedämpften Stimmen, wenn Ihr vorübergeht. Allem Anschein nach ist [From.GetFirstName] das Objekt von Neugier, Furcht, Neid oder einer Kombination dieser drei.\n\nEin Wort gibt es, das sich ständig zu wiederholen scheint, wenn ihr die Tuscheleien belauscht: Wolf. Erst gestern konntet Ihr wieder hören, wie jemand das Gerücht wiederholte, das Euch schon mehrfach zu Ohren gekommen ist, nämlich dass [From.GetFirstName] das Kind einer Wolfsmutter sei.;;Desde hace algún tiempo, has oído a gente en la corte murmurar sobre tu [From.GetSonDaughter] [From.GetFirstName]. Hay conversaciones que paran cuando entras en la habitación, palabras dichas en voz baja a tus espaldas, miradas furtivas al pasar. Con el tiempo, has conseguido deducir ciertas cosas. Por lo general, parece que [From.GetFirstName] es sujeto de curiosidad, miedo, envidia o una combinación de cualquiera de los tres.\n\nLa palabra que más a menudo oyes repetir cuando escuchas los chismes a escondidas es... lobo. De hecho, el otro día escuchaste a alguien contar un rumor que ya has escuchado antes varias veces ?que [From.GetHerHis] "auténtica" madre era una loba?;;;;;;;;;x
EVTOPTA_HL_1031;ÎÒ¸ú¸ßĞËËûÃÇ³ÆÎÒµÄ[From.GetSonDaughter]ÎªÒ»Ö»ÀÇ£¡;Ce qu'ils pensent de [From.GetSonDaughter] me remplit de fierté !;Es freut mich, dass man meine/n [From.GetSonDaughter] einen Wolf nennt!;;¡Me alegra que llamen a lobo a mi [From.GetSonDaughter]!;;;;;;;;;x
EVTOPTB_HL_1031;ÎÒ±ØĞëÍ£Ö¹ÕâÖÖ¶Ô»°¡£;Je dois mettre un terme ?ces rumeurs.;Ich muss diesem Gerede ein Ende setzen!;;Tengo que poner fin a estos chismes. ;;;;;;;;;x
EVTTITLE_HL_1040;ÀÇÑª;Sang de loup;Wolfsblut;;Sangre de lobo;;;;;;;;;x
EVTDESC_HL_1040;Ëæ×ÅÊ±¼äÏûÊÅ£¬Ò»Ğ©ÔÚ¸Ä±ä¶øÒ»Ğ©Ö±ÖÁ²»±ä¡£ÎŞÂÛÈçºÎ£¬ÄãÖªµÀÀÇÑªÔÚÄãÉíÌåÀïÁ÷ÌÊ¡£Õâ¸öÖªÊ¶¸øÓÚÄãÁ¦Á¿£¬ÓĞÊ±Ò²ÈÃÄã»³ÒÉÄãµÄÕæÕıµÄÉíÊÀ¡­¡­;Le temps s'écoule, les années passent mais rien ne change vraiment. Vous sentez toujours le sang des loups couler dans vos veines. Cette connaissance vous rend plus fort, mais parfois vous vous demandez qui vous êtes vraiment...;Der Lauf der Zeit kann vieles ändern, doch manche Dinge bleiben bestehen. Ihr habt mittlerweile Gewissheit, dass in Euren Adern Wolfsblut fließt. Es ist ein Wissen, das Euch Kraft gibt ?und doch bleibt die Frage bestehen, wer Ihr in Wirklichkeit seid.;;A medida que pasa el tiempo, los años cambian, pero hay cosas que permanecen iguales. De alguna manera, sabes que sangre de un lobo corre por tus venas. Este conocimiento te da fuerzas, aunque a veces haga que te preguntes quién eres en realidad...;;;;;;;;;x
EVTOPTA_HL_1040;ÎÒµÄÎ´À´»¹Î´±»´´Ôì¡£;Mon avenir reste ?tracer.;Noch stehen mir alle Lebenswege offen.;;Mi futuro todavía est?por venir.;;;;;;;;;x
EVTDESC_HL_1041;ÄãµÄ[From.GetSonDaughter][From.GetFirstName]ÒÑ¾­³ÉÄê¡£Ææ¹ÖµÄÊÇ£¬[From.GetHerHis]²»Ñ°³£µÄÀÇÒ»ÑùµÄĞÔ¸ñ£¬Ò»Ö±´æÔÚ¡£ËÆºõ»¹Ëæ×ÅÊ±¼äÍÆÒÆ±äµÃ¸üÃ÷ÏÔ¡­¡­;Votre [From.GetSonDaughter] [From.GetFirstName] est désormais adulte. Mais son caractère étrangement canin demeure cependant. Il s'est peut-être même accentu?avec le temps...;Eure/Euer [From.GetSonDaughter] [From.GetFirstName] ist nun erwachsen. Das ungewöhnlich Wölfische [From.GetHerHis] Wesens blieb allerdings erhalten und ist möglicherweise sogar noch ausgeprägter als früher.;;T?[From.GetSonDaughter] [From.GetFirstName] ha llegado a la edad adulta. Aunque no obstante, [From.GetHerHis] extraña personalidad lobuna permanece. Quizás se ha hecho aún más fuerte con el tiempo..;;;;;;;;;x
EVTOPTA_HL_1041;ÎÒÏ£ÍûÕâµÄÊÇ×£¸£¶ø·Ç×çÖä¡£;Espérons que ce sera une bénédiction et non une malédiction.;Ich hoffe, dies erweist sich als Segen und nicht als Fluch.;;Espero que ser?una bendición y no una maldición.;;;;;;;;;x
EVTTITLE_HL_1100;ÀÇÈº;La meute;Wölfe;;Lobos;;;;;;;;;x
EVTDESC_HL_1100;ÔÚá÷ÁÔÊ±£¬Äã×ÜÄÜ¿´µ½ÀÇÈº¡£ËûÃÇËÆºõÖ»ÔÚÄãÒ»¸öÈËµÄÊ±ºò»òÊÇÃ»ÓĞÆäËûÈËÔÚ¿´×ÅµÄÊ±ºò½Ó½üÄã¡£Õâ¸øÄãºÜÆæÃîµÄĞË·Ü¸Ğ£¬ÈÃÄãÑªÒº·ĞÌÚ£¬Òıµ¼³öÄãµÄá÷ÁÔ±¾ÄÜ¡£;Lorsque vous chassez, il vous arrive de croiser une meute de loups de temps ?autre. Ils semblent n'apparaître seulement lorsque personne ne vous accompagne ou ne prête attention ?vous. Leur présence vous stimule étrangement, votre coeur bat plus vite et vos instincts de chasseur se réveillent.;Bei der Jagd kommt es immer wieder vor, dass Ihr ein Rudel Wölfe zu Gesicht bekommt, allerdings immer nur dann, wenn Ihr alleine oder unbeobachtet seid. Diese Begegnungen haben eine seltsame, erquickende Wirkung auf Euch und Ihr spürt, wie Euer Herz höher schlägt und sich der Jagdinstinkt in Eurem Inneren zu regen beginnt.;;Durante la cacería, sigues viendo un grupo de lobos de vez en cuando. Sin embargo, parece que sólo surgen cuando estás solo o nadie más mira. Todo esto tiene un extraño efecto estimulante en ti, haciendo que tu sangre corra con fuerza y sacando tus instintos de caza.;;;;;;;;;x
EVTOPTA_HL_1100;á÷ÁÔ£¡ÎÒ¸Ğ¾õºÜÓĞ»îÁ¦£¡;La chasse? Je me sens tellement en vie?;Die Jagd! Ich fühle mich lebendig wie nie!;;¡La caza! ¡Me siento tan vivo!;;;;;;;;;x
EVTTITLE_HL_1200;ÉîÒ¹;Nuit noire;In tiefer Nacht;;En lo más profundo de la noche;;;;;;;;;x
EVTDESC_HL_1200;ÓĞºÃ¼¸ÍíÉÏÁË£¬ÄãÎŞ·¨ÈëË¯¡£Í¨³£Õâ·¢ÉúÔÚÉîÒ¹¡ª¡ªÀÇÈºÔÚÍâº¿½Ğ¡£ÄãÔÚé½ÉÏÕ·×ª·´²à£¬ÓĞÊ±ÄÜÃãÇ¿ÈëÃß£¬¸ü¶àµÄÊ±ºò£¬Ìı×Åº¿½Ğµ½ÌìÁÁ¡£µ«ÊÇÃ¿µ±°²¾²µÄÊ±ºò£¬ÄãÓÖ»áË¼ÄîÕâ¸ö°éËæ·çµÄÒ°ÊŞµÄÉùÒô¡£Äã¸Ğµ½½¹Ôê¡­¡­;Depuis quelques nuits, vous dormez mal. Tout commence ?minuit, lorsque les loups se mettent ?hurler. Vous vous retournez dans votre lit et, parfois, vous réussissez ?vous rendormir, mais les hurlements ne s'arrêtent qu'une fois la matinée bien avancée. Et quand tout redevient calme, les hurlements portés par le vent vous manquent. Vous êtes en proie ?une certaine agitation...;Mehrere Nächte habt Ihr nun schon schlecht und wenig geschlafen. Üblicherweise ab Mitternacht, wenn Ihr von draußen das Heulen der Wölfe hört, bis zum späten Morgen wälzt Ihr Euch ruhelos in den Laken umher, dann verstummt das Geheul. Doch selbst wenn Ruhe einkehrt, vermisst Ihr die vom Wind herbeigetragenen Stimmen der Wölfe. Und was Euch bleibt, an einem Morgen wie diesem, ist ein Gefühl der Rastlosigkeit...;;Durante varias noches ya, has sido incapaz de dormir bien. Generalmente comienza a la medianoche - el aullido de los lobos afuera. Te retuerces y giras y a a veces vuelves a dormir, pero el aullido no se para hasta entrada la mañana. E incluso en este caso, al caer el silencio, echas de menos al sonido de las voces caninas en el viento. Te sientes inquieto.;;;;;;;;;x
EVTOPTA_HL_1200;ÕâÊÇÊ²Ã´£¿;Que m'arrive-t-il?;Was geht hier vor sich?;;¿Qu?es esto?;;;;;;;;;x
INCOME_EXTRA_HOLDING;À´×Ô´Ë$TYPE$µÄÊÕÈë;Revenus provenant de cette propriét?($TYPE$);Einkommen aus $TYPE$;;Ingresos de este $TYPE$;;;;;;;;;x
MODIFIER_GLOBAL_MOVEMENT_SPEED;È«Í¼ÒÆ¶¯ËÙ¶È;Vitesse de déplacement globale;Allgemeine Bewegungsgeschwindigkeit;;Velocidad de movimiento global;;;;;;;;;x
BUILDING_CAPITAL;ÔÚ§Y$CAPITAL$§!µÄ½¨Öş: $BONUS$;Construction ?§Y$CAPITAL$?? $BONUS$;Gebäude in §Y$CAPITAL$?: $BONUS$;;Edificio en §Y$CAPITAL$?: $BONUS$;;;;;;;;;x
CB_NAME_DISPUTE;Õù¶áÖĞµÄ[Title.GetBaseName];Contester [Title.GetBaseName];[Title.GetBaseName] anfechten;;Disputa [Title.GetBaseName];;;;;;;;;x
WAR_NAME_DISPUTE;$OTHER_TITLE$µÄÕù¶á;Contestation pour $OTHER_TITLE$;Anfechtung: $OTHER_TITLE$;;Disputa de $OTHER_TITLE$;;;;;;;;;x
HAS_SETTLEMENT_CONSTRUCTION;ÓĞ¶¨¾Óµã½¨Éè;Possède une construction coloniale;Siedlungsbau im Gange;;Tiene una construcción de asentamientos;;;;;;;;;x
NOT_HAS_SETTLEMENT_CONSTRUCTION;Ã»ÓĞ¶¨¾Óµã½¨Éè;Ne possède pas de construction coloniale;Siedlungsbau NICHT im Gange;;NO tiene una construcción de asentamientos;;;;;;;;;x
HAS_SETTLEMENT;ÓĞÒ»¸ö$TYPE$;Possède un '$TYPE$';$TYPE$ vorhanden;;Tiene un $TYPE$;;;;;;;;;x
NOT_HAS_SETTLEMENT;Ã»ÓĞÒ»¸ö$TYPE$;Ne possède pas de '$TYPE$';$TYPE$ NICHT vorhanden;;No tiene un $TYPE$;;;;;;;;;x
EVTTITLE_HL_1201;ÀÇÈºµÄºô»½;L'appel des loups;Ruf der Wölfe;;La llamada de los lobos;;;;;;;;;x
EVTDESC_HL_1201;Õâ¾ø²»»áÍ£Ö¹¡£µ±Ò¹Íí½µÁÙ£¬ÀÇÈºÒ»Ö±ÔÚÍâÃæº¿½Ğ¡£Ã»ÓĞÈËÄÜË¯µÃ°²ÎÈ£¬µ«ÊÇÄãËù¸Ğ¾õµ½Í´¿à¿ÉÄÜ³¬¹ıÆäËûÈË¡£ÀÇº¿²»½ö½öÈÃÄãÎŞ·¨°²Ë¯£¬¸üÈÃÄãÔÚËü½áÊøºó¼ÌĞøÏë×ÅËü£¬Ö»ÄÜµÈ´ıËüÔÙ´Î³öÏÖ¡­¡­;C'est sans fin. Nuit après nuit, les loups continuent de hurler. Personne ne parvient ?dormir, mais vous en souffrez probablement plus que quiconque. Non seulement les hurlements vous empêchent de dormir, mais lorsqu'ils s'arrêtent, vous ne parvenez pas ?les oublier et vous espérez les entendre ?nouveau...;Es nimmt und nimmt kein Ende. Jede Nacht hört Ihr von draußen das Heulen der Wölfe. Niemand schläft mehr gut, doch mehr als Ihr selbst leidet niemand. Denn das Heulen raubt Euch nicht nur den Schlaf. Auch tagsüber könnt Ihr kaum an etwas anderes denken, denn Ihr sehnt Euch ständig nach dem Zeitpunkt, wenn das Wölfe wieder anfangen zu heulen...;;Nunca para. Noche tras noche, los lobos sigue aullando afuera. Nadie duermen bien, pero probablemente t?eres el que sufre más que nadie. No sólo los aullidos te impiden dormir, sino que cuando para no puedes dejar de pensar en ello, esperándolo que vuelva.;;;;;;;;;x
EVTOPTA_HL_1201;ÎÒÍâ³öÓëÀÇÈº»áÃæ£¬Ò»¸öÈË¡£;J'irai rencontrer ces loups, sans personne pour m'accompagner.;Ich werde aufbrechen und die Wölfe aufsuchen, allein.;;Saldr?y encontrar?a esos lobos, solo.;;;;;;;;;x
EVTOPTB_HL_1201;ÎÒ½«´øÁì»¤ÎÀÍâ³ö¡£;J'irai rencontrer ces loups sous escorte.;Ich werde aufbrechen, mit einer Eskorte.;;Saldr? llevando guardias.;;;;;;;;;x
EVTOPTC_HL_1201;ÎÒ»áµÈ´ı¡ª¡ª¿Ï¶¨µÄ£¬Õâ¸ö·è¿ñµÄĞĞÎªÖÕ½«Í£Ö¹¡£;Je vais attendre. Cette folie s'arrêtera bien un jour.;Ich werde abwarten. Irgendwann wird dieser Wahnsinn wohl enden.;;Esperar??seguramente esta locura terminar?pronto.;;;;;;;;;x
wolves_go_out_alone_tooltip;ÀÇÈºÖĞµÄÒ»Í·ÀÇ¡£;Loup parmi les loups.;Ein Wolf unter Wölfen.;;Un lobo entre los lobos.;;;;;;;;;x
wolves_go_out_with_guards_tooltip;Ò»´óÈºÈ«¸±Îä×°µÄ¾ü¶Ó³ö·¢ÁË¡£;Un important détachement d'hommes en armes a pris la route.;Eine gut bewaffnete Eskorte zieht los.;;Sale un gran grupo de hombres armados y protegidos.;;;;;;;;;x
wolves_ignore_tooltip;´ÓÏÖÔÚÆğÄã½«ºöÂÔÀÇ¡£;Désormais, vous ne faites plus attention aux loups.;Ihr ignoriert die Wölfe von nun an.;;No haces caso de los lobos de aqu?en adelante.;;;;;;;;;x
EVTTITLE_HL_1202;ÓÌÔ¥;Hésitation;Zögern;;Indecisión;;;;;;;;;x
EVTDESC_HL_1202;ÔÚÒ¹ÍíÄãÍâ³öÈ¥»á¼ûº¿½ĞµÄÀÇÈº£¬ËüÃÇ¾Û¼¯ÔÚ¸½½üµÄÒ»¸öÉ½ÇğÉÏ¡£µ±ÄãºÍÄãµÄÊÌÎÀÂıÂı½Ó½ü£¬ÀÇÈºÉÔÎ¢ºóÍË£¬±íÏÖµÄĞ¡ĞÄÒíÒí¡£;Vous sortez dans la nuit rencontrer les loups qui hurlent. Vous approchez d'une colline non loin de l?o?ils semblent s'être rassemblés. Alors que vos gardes s'approchent d'eux, les loups reculent légèrement et montrent des signes d'agressivit?;Des Nachts brecht Ihr auf, um die heulenden Wölfe zu finden, und Ihr nähert Euch einem nahe gelegenen Hügel, auf dem sie versammelt zu sein scheinen. Als Ihr Euch in Begleitung Eurer Eskorte nähert, ziehen sich die Wölfe zögernd zurück. Sie wirken beunruhigt.;;Sales de noche para ver los lobos aulladores, acercándote a un cerro cercano donde parece que se han reunido. Mientras t?y tus guardias os acercáis, los lobos retroceden levemente, mostrando un cierto nerviosismo.;;;;;;;;;x
EVTOPTA_HL_1202;ÊÌÎÀ¡ª¡ªÈÃÎÒ¹ÂÉíÈ¥¼ûÕâĞ©Ò°ÊŞ¡£;Gardes, laissez-moi avec ces bêtes.;Wache, zurückbleiben! Ich werde mich diesen Tieren alleine nähern.;;Guardias - déjame que me vea con estas bestias a solas.;;;;;;;;;x
wolves_continue_alone_tooltip;Äã¹ÂÉíÒ»ÈË·ÜÁ¦È¥¼ûÒ°ÊŞ¡£;Vous accélérez le pas afin afin de ne pas rencontrer les bêtes.;Ihr geht voran, um Euch den Wölfen alleine zu nähern.;;Avanzas para ver a las bestias a solas.;;;;;;;;;x
EVTOPTB_HL_1202;ÕâÊÇÃ»ÓĞÒâÒåµÄ¡ª¡ªÈÃÎÒÃÇ·µ»Ø°É¡£;C'est inutile, rentrons.;Das ist sinnlos. Wir ziehen ab!;;Esto es inútil, regresemos.;;;;;;;;;x
EVTTITLE_HL_1203;ÓĞ¶«Î÷²»¼ûÁË;Il manque quelque chose;Irgendetwas fehlt;;Echando algo de menos;;;;;;;;;x
EVTDESC_HL_1203;ÀÇÈºÒÑ¾­ÔÚÄãµÄ¼ÒÔ°ÍâÃæÍ£Ö¹ÁËº¿½Ğ£¬²¢ÇÒËüÃÇµ½ÏÖÔÚÎªÖ¹ÒÑ¾­°²¾²ÁËÁ½¸öĞÇÆÚ¡£ÔÚÄã¹¬Í¢ÀïµÄÃ¿¸öÈË¶¼ËÉÁËÒ»¿ÚÆø£¬±íÊ¾ËûÃÇË¯Ãß¸üºÃÁË£¬³ıÁËÄã¡­¡­Äã·¢ÏÖÔÚÄãµÄÁé»êÀïÒ»Æ¬¿Õ°×£¬ÓĞ¶«Î÷²»¼ûÁË¡£Äã¾­³£ÃÎµ½ÀÇÈºµÄº¿½Ğ£¬²¢ÇÒÓĞÊ±ÄãÃÎµ½ÄãÓëÀÇÈº±¼ÅÜÁËÒ»ÖçÒ¹¡£ÔÚÁè³¿±»¾ªĞÑÊ±ĞÄÀï²»ÓÉµÃ²úÉúÒ»ÖÖ¿ÕĞé¸Ğ¡£;De vos fenêtres, vous n'entendez plus les loups hurler. La nuit est silencieuse depuis maintenant presque deux semaines. Tous les membres de votre cour expriment leur soulagement et déclarent mieux dormir. Tous, mais pas vous... Vous ressentez un vide, il manque quelque chose. Vous rêvez souvent de loups hurlant ?la lune, parfois même vous courez en meute avec eux. Mais le matin, vous vous réveillez en proie ?un sentiment de vide.;Das Heulen der Wölfe vor Eurem Zuhause hat aufgehört und seit zwei Wochen herrscht nun Stille bei Nacht. Bei Hofe macht sich Erleichterung breit. Alle freuen sich, dass nichts mehr die wohlverdiente Nachtruhe stört. Alle außer Euch... denn in Eurem Herzen hat nicht die Erleichterung, sondern eine unerklärliche Leere Einzug gehalten. In Euren Träumen hört Ihr es noch, das Heulen der Wölfe, und manchmal hetzt Ihr als Wolf unter Wölfen durchs Traumland. Doch morgens erwacht Ihr, viel zu früh, und geplagt von einem Gefühl der Leere.;;Los lobos finalmente han dejado sus aullidos nocturnos en el exterior de tu casa, y ha habido silencio por la noche durante casi dos semanas. Todos los miembros de la corte están aliviados, diciendo que duermen mejor. Todos menos que t?.. descubres que hay un vacío en tu alma, algo que ahora te falta. A menudo sueñas con los lobos aullando, y a veces en tus sueños corres con ellos durante la noche, sólo para despertar temprano por la mañana con una sensación de vacío.;;;;;;;;;x
EVTOPTA_HL_1203;ÎÒÊÇË­£¿;Qui suis-je?;Wer bin ich?;;¿Quién soy yo?;;;;;;;;;x
EVTTITLE_HL_1210;ÀÇÈº¼¯Ìå;La meute;Das Wolfsrudel;;La manada de lobos;;;;;;;;;x
EVTDESC_HL_1210;Äã¹ÂÉíÒ»ÈËĞ¡ĞÄÒíÒí½Ó½üÀÇÈºÊ±£¬ËüÃÇÕ¾ÔÚÄÇÀïÒ»¶¯²»¶¯ÏñÊÇÔÚµÈÄã¡£ËüÃÇµÄÊıÁ¿´ó¸ÅÓĞÊ®À´Ö»¡£µ±Äã×ß½øËüÃÇ£¬ËüÃÇÒ»Ö»Ò»Ö»µÄ½Ó½üÄã£¬ÓÃ±Ç×ÓĞáÄãµÄÆøÎ¶²¢½Ó½üÄã£¬·¢³öÁËÎØÎØµÄÅØÏø¡£Ò»ÖÖÇ¿ÁÒµÄ¹éÊô¸ĞÔÚĞÄÀï²úÉú£¬²¢ÇÒÄãµÄÈ«ÉíÉíÌå¸Ğ¾õµ½Ò»ÖÖĞË·Ü¡£ÔÚ¼¸·ÖÖÓºó£¬ÀÇÈºÃÇ¿ªÊ¼ÒÆ¶¯£¬ÕÙ»½×ÅÄã¼ÓÈëËüÃÇ£¬Äã¿ªÊ¼ÂıÅÜ£¬ÂıÂı±äÎª¿ìÅÜ¡£²»¾Ã£¬ÄãÅÜ²½µ½´ïÂúËÙ£¬Ëæ×ÅÀÇÈº½øÈëÁË»ÄÒ°¡­¡­;Vous vous approchez des loups avec précaution, sans escorte. Ils restent l??vous attendre, totalement immobiles. La meute comporte une douzaine de loups. Une fois auprès d'eux, chaque animal s'approche de vous un par un, vous sent et vous donne des coups de museau en grognant doucement. Un sentiment d'appartenance vous envahit et vous sentez une nouvelle énergie grandir en vous. Après un moment, les loups vous font signe de les rejoindre. Vous commencez ?courir en leur compagnie. Bientôt, vous courez ?perdre haleine, ?la suite des loups, dans la nature...;Als Ihr Euch vorsichtig dem Wolfsrudel nähert, schauen diese Euch reglos an. Etwa ein Dutzend von ihnen zählt Ihr. Sie beschnüffeln und stupsen Euch mit der Schnauze sachte an, wobei ein leises, sanftes Knurren zu hören ist. Ihr verspürt ein Gefühl der Zugehörigkeit in Eurem Innersten und in Eurem Körper scheint etwas zu erwachen. Kurze Zeit später zieht das Rudel weiter. Die Wölfe setzen sich in Bewegung und bieten Euch einen Platz in ihrer Mitte an. Nun beginnt auch Ihr zu laufen. Erst langsam, dann schneller und schneller, bis Ihr gemeinsam mit dem Rudel im Dunkel der Wildnis verschwunden seid...;;Según te acercas con cuidado a los lobos, solo, permanecen parados y te esperan, inmóviles. Resulta para ser una manada de una docena. Cuando los alcanzas, se acercan a ti, uno a uno, olfateándote y empujar con sus hocicos, gruñendo suavemente. Un sentimiento de pertenencia brota de dentro de ti, y sientes una aceleración por por todo el cuerpo. Tras unos momentos, los lobos empiezan a moverse, haciéndote señas para unirte con ellos, y comienzas a trotar, echando a correr. Pronto, estás corriendo a toda velocidad, siguiendo a la manada de lobos por las tierras desoladas...;;;;;;;;;x
EVTOPTA_HL_1210;à»ÎØÎØ£¡;Grrrr?;Knurr!;;¡Grrr!;;;;;;;;;x
wolves_run_with_wolves_tooltip;ÄãÓëÀÇÈºÈÚÎªÒ»Ìå¡£;Vous rejoignez la meute.;Ihr schließt Euch dem Wolfsrudel an.;;Te unes a la manada de lobos.;;;;;;;;;x
EVTTITLE_HL_1230;ÀÇÈºá÷ÁÔ;La chasse;Wölfe auf der Jagd;;La caza de lobos;;;;;;;;;x
