;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
;#MODIFIER_COMBAT_RATING;Combat Rating;;Kampfkraft;;Clasificaci¨®n de combate;;;;;;;;;x;
CR_DIFF_LOWER_THAN;§Y$FIRST$§!ºÍ§Y$SECOND$§!µÄ¾ö¶·µÈ¼¶²îÖµµÍÓÚ§Y$VAL$§!;La différence de classement de combat entre §Y$FIRST$? et §Y$SECOND$? est inférieure ?§Y$VAL$?;Kampfkraftunterschied zwischen §Y$FIRST$? und §Y$SECOND$? niedriger als §Y$VAL$?;;Clasificación de combate entre §Y$FIRST$?y §Y$SECOND$? §Y$VAL$? menor que §Y$VAL$?;;;;;;;;;x
EVTOPTE_WOL_2080;°ÑÕâÊÂ²ØÔÚĞÄµ×¡£;Gardons ces informations pour nous.;Behaltet diese Information für Euch.;;Guardarme esta información.;;;;;;;;;x
EVTDESC_WOL_2081;[From.GetTitledName]Éù³ÆÓĞÖ¤¾İÖ¤Ã÷ÎÒ·Ì°ùÁË[From.GetObjectPronoun]¡ª¡ª¡ª¡ªÕâÑùËû¾ÍÄÜ´ş²¶ºÍÇô½ûÎÒÁË£¡;[From.GetTitledName] prétend détenir des informations prouvant mes tentatives de diffamation envers sa personne... ce qui justifie une arrestation aux yeux de la loi?;[From.GetTitledName] behauptet, es gebe Beweise dafür, dass ich schlecht über [From.GetObjectPronoun] geredet hätte ?ein triftiger Grund für meine Festnahme und Verurteilung!;;[From.GetTitledName] dice tener pruebas que he calumniado a [From.GetObjectPronoun] ¡un motivo justo para arrestarme y encarcelarme!;;;;;;;;;x
EVTDESC_WOL_2081_BASTARD;[From.GetTitledName]Éù³Æ·¢ÏÖÁËÈ·ÔäµÄÖ¤¾İÖ¤Ã÷ÎÒµÄÇ×Éú¸¸Ç×ÆäÊµÊÇ[Root.RealFather.GetTitledName]£¬ÕâÈÃÎÒ±ä³ÉÁËÒ°ÖÖ£¡ÓĞÁËÕâÖ¤¾İÎÒ¾Í»á±»´ş²¶²¢ÇÒ±»Ã»ÊÕÍ·ÏÎ£¡;[From.GetTitledName] prétend détenir des informations prouvant que mon vrai père est en réalit?[Root.RealFather.GetTitledName], ce qui ferait de moi un enfant illégitime? Je risque une arrestation, et je pourrais même perdre mes titres de noblesse?;[From.GetTitledName] behauptet, dass Beweise vorlägen, dass [Root.RealFather.GetTitledName] in Wirklichkeit mein Vater ist, was mich zu einem Bastard machen würde! Ich könnte deswegen festgenommen oder meine Titel könnten mir entzogen werden!;;¡[From.GetTitledName] afirma haber descubierto pruebas de que mi verdadero padre es en realidad [Root.RealFather.GetTitledName], lo que me convierte en bastardo/a! ¡Esto podría hacer que me arrestaran o incluso despojarme de mis títulos!;;;;;;;;;x
EVTDESC_WOL_2081_TRAITOR;[From.GetTitledName]¹«¿ªÖ¸ÔğÎÒÊÇÅÑÍ½£¬Éù³ÆËûÓĞÄ¿»÷Ö¤ÈË¿ÉÒÔºÍÎÒµ±Ãæ¶ÔÖÊ¡£ÎÒ¿ÉÄÜ»á±»×¥ÆğÀ´£¬ÉõÖÁ±»Ã»ÊÕÍ·ÏÎ£¡;[From.GetTitledName] me dénonce publiquement comme un traître, et prétend avoir des témoins prêts ?témoigner contre moi. Je risque une arrestation, et je pourrais même perdre mes titres de noblesse?;[From.GetTitledName] prangert mich öffentlich als Verräter an und behauptet, es gebe Zeugen, die gegen mich aussagen würden. Ich könnte festgenommen werden oder man könnte mir deswegen sogar meine Titel entziehen!;;[From.GetTitledName] me est?denunciando públicamente como traidor, alegando tener testigos que pueden declarar contra m? ¡Esto podría hacer que me arrestaran o incluso despojarme de mis títulos!;;;;;;;;;x
EVTDESC_WOL_2081_HERETIC;[From.GetTitledName]Éù³ÆÎÒÕıÔÚ´«²¥Òì¶ËĞÅÑö£¡ÎÒ¿ÉÄÜÒò´ËÈëÓü£¡;[From.GetTitledName] prétend que je me livre ?la promotion de croyances hérétiques? Je risque une arrestation ?cause de ce scandale.;[From.GetTitledName] behauptet, ich würde Irrlehren Vorschub leisten! Dies könnte zu meiner Verhaftung führen.;;¡[From.GetTitledName] afirma que promuevo la herejía! Podría ser detenido por esto.;;;;;;;;;x
EVTDESC_WOL_2081_INFIDEL;[From.GetTitledName]Éù³ÆÎÒÕıÔÚ´«²¥ÎÒµÄ[Root.Religion.GetGroupName]ĞÅÑö£¡ÎÒ¿ÉÄÜÒò´ËÈëÓü¡£;[From.GetTitledName] prétend que j'essaie de répandre ma croyance envers [Root.Religion.GetGroupName]? Je risque une arrestation ?cause de ce scandale.;[From.GetTitledName] behauptet, dass ich versuchen würde, [Root.Religion.GetGroupName] zu verbreiten! Dies könnte zu meiner Verhaftung führen.;;¡[From.GetTitledName] afirma que intento extender mi fe [Root.Religion.GetGroupName]! Podría ser detenido por esto.;;;;;;;;;x
EVTDESC_WOL_2081_DEVIANT;[From.GetTitledName]Éù³Æ·¢ÏÖÁË¾ªÌìµÄÖ¤¾İÖ¤Ã÷ÎÒÆ·ĞĞ²»¶Ë²¢ÇÒĞÔÈ¡ÏòÓĞÎÊÌâ¡£ÎÒ¿ÉÄÜÒò´ËÈëÓü¡£;[From.GetTitledName] prétend avoir découvert des preuves irréfutables de mes actions criminelles et de mon manque d'éthique. Je risque une arrestation ?cause de cette diffamation.;[From.GetTitledName] behauptet, schockierende Beweise für meine schändliche Andersartigkeit und meine geringen Moralvorstellungen zu Tage gefördert zu haben. Dieser Rufmord könnte zu meiner Verhaftung führen.;;[From.GetTitledName] afirma que haber descubierto pruebas impactantes de mi perversión criminal y escasa moral. ¡Esta calumnia podría hacer que me detuvieran!;;;;;;;;;x
EVTOPTA_WOL_2081;Ò»ÅÉºúÑÔ£¡;Vils mensonges?;Gemeine Lügen!;;¡Mentiras asquerosas!;;;;;;;;;x
EVTDESC_WOL_2082;[From.GetTitledName]ÎªÎÒÌá¹©ÁËÖ¤¾İÖ¤Ã÷[target_spy_on.GetTitledName]ÕıÔÚ¶ÔÎÒ²ÉÈ¡µĞ¶ÔĞĞ¶¯£¡ÎÒ¸ÃÈçºÎÀûÓÃÕâ¸öĞÅÏ¢ÄØ£¿;[From.GetTitledName] a fourni des informations prouvant que [target_spy_on.GetTitledName] a répandu des rumeurs diffamatoires sur ma personne? Comment puis-je utiliser de telles informations?;[From.GetTitledName] hat mir Beweise zukommen lassen, dass [target_spy_on.GetTitledName] mich übel verleumdet hat! Was soll ich mit dieser Information anfangen?;;¡[From.GetTitledName] me ha proporcionado pruebas de que [target_spy_on.GetTitledName] me est?caluminiando vilmente! ¿Cómo usar esta información?;;;;;;;;;x
EVTDESC_WOL_2082_BASTARD;[From.GetTitledName]·¢ÏÖÁËÒ»·âÀ´Ô´¿É¿¿µÄÇéÊé£¬Ö¤Ã÷[target_spy_on.GetTitledName]ÊÇ¸öÊµÊµÔÚÔÚµÄÒ°ÖÖ£¡[target_spy_on.GetPossPronounCap]Ä¸Ç×£¬[target_spy_on.Mother.GetTitledFirstName]Ôç¾ÍÓë[target_spy_on.RealFather.GetTitledName]×¹ÈëÁË°®ºÓ¡£ÎÒ¸ÃÔõÑùÀûÓÃºÃÕâ¸öĞÅÏ¢ÄØ£¿;[From.GetTitledName] a découvert plusieurs lettres d'amour authentiques prouvant que [target_spy_on.GetTitledName] est en réalit?illégitime? Sa mère, [target_spy_on.Mother.GetTitledFirstName] avait une liaison torride avec [target_spy_on.RealFather.GetTitledName]. Comment puis-je utiliser de telles informations si choquantes?;[From.GetTitledName] hat originale Liebesbriefe zu Tage gefördert, die beweisen, dass [target_spy_on.GetTitledName] in Wirklichkeit ein Bastard ist! Die Mutter, [target_spy_on.Mother.GetTitledFirstName], hatte eine heiße Liebesaffäre mit [target_spy_on.RealFather.GetTitledName]. Was soll ich mit dieser schockierenden Information anfangen?;;[From.GetTitledName] ha descubierto auténticas cartas de amor demostrando que [target_spy_on.GetTitledName] es en realidad bastardo/a! La madre de [target_spy_on.GetPossPronounCap] tuvo un tórrido romance con [target_spy_on.RealFather.GetTitledName]. ¿Cómo debo usar esta espantosa información?;;;;;;;;;x
EVTDESC_WOL_2082_DEVIANT;[From.GetTitledName]ÏòÎÒÍ¸Â¶ÁËÒ»¸ö¾ªÈËµÄÊÂÊµ£¡[target_spy_on.GetTitledName]ÊÇ¸öËÀ»ùÀĞ£¡ÕâÃ´¾¢±¬µÄÏûÏ¢ÎÒ¸ÃÈçºÎÉÆ¼ÓÀûÓÃÄØ£¿;[From.GetTitledName] a découvert la vérit?aussi répugnante que bizarre ?propos des penchants sexuels de [target_spy_on.GetTitledName]. Comment pourrais-je utiliser cette information si juteuse?;[From.GetTitledName] hat mir bizarre und abstoßende Beweise vorgelegt in Bezug auf die sexuellen Vorlieben von [target_spy_on.GetTitledName]. Was soll ich mit dieser pikanten Information anfangen?;;[From.GetTitledName] me ha dado pruebas extrañas y repulsivas acerca de las preferencias sexuales de [target_spy_on.GetTitledName]. ¿Cómo debería usar esta jugosa información?;;;;;;;;;x
EVTDESC_WOL_2082_HERETIC;[From.GetTitledName]Éù³Æ[target_spy_on.GetTitledName]ÕıÔÚ³¢ÊÔ´«²¥°¹ÔàµÄÒì¶ËĞÅÑö¡£ÎÒ¸ÃÈçºÎÀûÓÃºÃÕâ¸öĞÅÏ¢ÄØ£¿;[From.GetTitledName] prétend que [target_spy_on.GetTitledName] tente actuellement de promouvoir ses viles hérésies. Comment puis-je utiliser de telles informations?;[From.GetTitledName] behauptet, dass [target_spy_on.GetTitledName] versuchen würde, widerwärtigen Irrlehren Vorschub zu leisten. Was soll ich mit dieser Information anfangen?;;[From.GetTitledName] afirma que [target_spy_on.GetTitledName] intenta promover herejías viles. ¿Cómo debo usar esta información?;;;;;;;;;x
EVTDESC_WOL_2082_INFIDEL;[From.GetTitledName]¸úÎÒËµ[target_spy_on.GetTitledName]ÕıÔÚ[target_spy_on.Capital.Capital.GetName]´«²¥[target_spy_on.GetPossPronoun]´íÎóĞÅÑö¡£ÎÒ¸ÃÈçºÎÓ¦¶ÔÄØ£¿;[From.GetTitledName] affirme que [target_spy_on.GetTitledName] prêche sa fausse religion ?[target_spy_on.Capital.Capital.GetName]. Comment devrais-je répondre ?ceci?;[From.GetTitledName] teilte mir mit, dass [target_spy_on.GetTitledName] eine falsche Religion in [target_spy_on.Capital.Capital.GetName] durch Predigten verbreitet. Wie soll ich darauf reagieren?;;[From.GetTitledName] dice que [target_spy_on.GetTitledName] predica su falsa religión [target_spy_on.Capital.Capital.GetName]. ¿Cómo debo responder a esto?;;;;;;;;;x
EVTDESC_WOL_2082_TRAITOR;¾¡¹ÜÏûÏ¢µÄÀ´Ô´¿ÉÒÉ£¬[From.GetTitledName]ÏòÎÒÌá¹©ÁËÖ¤¾İÖ¤Ã÷[target_spy_on.GetTitledName]ÕıÔÚÃÜÄ±·´ÅÑÎÒ£¡ÎÒ¸ÃÈçºÎÓ¦¶ÔÄØ£¿;[From.GetTitledName] m'a présent?des informations qui, malgr?le fait qu'elles proviennent de sources douteuses, affirment que [target_spy_on.GetTitledName] est en train de monter un complot pour me trahir? Comment devrais-je répondre ?ceci?;[From.GetTitledName] hat mir Beweise vorgelegt, dass [target_spy_on.GetTitledName] Hochverrat gegen mich plant! Wie soll ich darauf reagieren?;;¡Aunque de la procedencia algo dudosa, [From.GetTitledName] me ha presentado pruebas de que [target_spy_on.GetTitledName] est?tramando traición contra m? ¿Cómo debo responder a esto?;;;;;;;;;x
EVTDESC_WOL_2083;[From.GetTitledName]¶ÔÎÒ´øÀ´µÄ¹ØÓÚ[target_spy_on.GetTitledName]µÄÖ¤¾İ¸Ğµ½¼ÈÇìĞÒÓÖÄÕÅ­£¬[target_spy_on.GetSubjectPronounCap]ÒÑ±»¹«¿ªÖ¸Ôğ²¢ĞßÈè¡£;[From.GetTitledName] a exprim?sa gratitude et sa colère ?l'égard des informations que j'ai fournies contre [target_spy_on.GetTitledName]. [target_spy_on.GetSubjectPronounCap] est désormais publiquement dénoncé[target_spy_on.GetNoneE] et humilié[target_spy_on.GetNoneE]?;[From.GetTitledName] war für die Beweise, die ich gegen [target_spy_on.GetTitledName] vorlegte, dankbar und gleichzeitig aufgebracht. [target_spy_on.GetSubjectPronounCap] wurde öffentlich angeprangert und gedemütigt!;;[From.GetTitledName] qued?agradecido/a, y trastornado/a, por las pruebas que le proporcion?contra [target_spy_on.GetTitledName]. ¡[target_spy_on.GetSubjectPronounCap] ha sido públicamente denunciado/a y humillado/a!;;;;;;;;;x
EVTOPTA_WOL_2083;Ä¾¹ş¹ş£¡;Mouhahaha?;Hahahaha!;;¡Jajajaja!;;;;;;;;;x
EVTDESC_WOL_2084;[From.GetTitledName]¶ÔÎÒ´øÀ´µÄ¹ØÓÚ[target_spy_on.GetTitledName]µÄÖ¤¾İ¸Ğµ½¼ÈÇìĞÒÓÖÄÕÅ­£¬²¢»áÓÃËüÀ´Ğ²ÆÈ[target_spy_on.GetObjectPronoun]Àë¿ªÅÉÏµ¡£;[From.GetTitledName] a exprim?sa gratitude et sa colère ?l'égard des informations que j'ai fournies contre [target_spy_on.GetTitledName], et compte les utiliser ?des fins de chantage pour l'intérêt du factionnalisme.;[From.GetTitledName] war dankbar für und gleichzeitig aufgebracht über die Beweise, die ich gegen [target_spy_on.GetTitledName] vorlegte und wird sie als Druckmittel verwenden, um sicherzustellen, dass [target_spy_on.GetObjectPronoun] sich keiner Fraktion anschließt.;;[From.GetTitledName] qued?agradecido/a, y trastornado/a, por las pruebas que le proporcion?contra [target_spy_on.GetTitledName]. Lo usar?para chantajear[target_spy_on.GetObjectPronoun] para sacarle de las facciones.;;;;;;;;;x
EVTOPTA_WOL_2084;ÎÒËù×öµÄÒ»ÇĞ¶¼ÊÇÎªÁË¹ú¼ÒµÄÎÈ¶¨¡­¡­;Ce qu'on ne ferait pas pour la stabilit?du royaume...;Was ich nicht alles für die Stabilität des Reiches tue...;;Lo que hago por la estabilidad del reino...;;;;;;;;;x
EVTDESC_WOL_2085;[From.GetTitledName]¶ÔÎÒÌá¹©µÄ¹ØÓÚ[target_spy_on.GetTitledName]µÄÖ¤¾İ¸Ğµ½´ó³ÔÒ»¾ª£¬µ«±íÊ¾²»»á¶Ô[target_spy_on.GetObjectPronoun]²ÉÈ¡ÈÎºÎĞĞ¶¯¡£;[From.GetTitledName] a exprim?son choc ?l'égard des informations que j'ai fournies sur [target_spy_on.GetTitledName], mais refuse de prendre toute action que ce soit.;[From.GetTitledName] war schockiert über die Beweise, die ich gegen [target_spy_on.GetTitledName] vorlegte, wird aber keine Maßnahmen ergreifen gegen [target_spy_on.GetObjectPronoun].;;[From.GetTitledName] reaccion?con sorpresa ante las pruebas que le proporcion?contra [target_spy_on.GetTitledName], pero no tomar?ninguna acción contra [target_spy_on.GetObjectPronoun]. ;;;;;;;;;x
EVTOPTA_WOL_2085;×øÊ§Á¼»ú£¡;Une opportunit?gâchée?;Eine verschwendete Gelegenheit!;;¡Una oportunidad malgastada!;;;;;;;;;x
EVTDESC_WOL_2086;[From.GetTitledName]Éù³ÆÓĞÖ¤¾İÖ¤Ã÷ÎÒ·Ì°ùÁË[From.GetObjectPronoun]¡£[From.GetSubjectPronounCap]±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í»áÊØ¿ÚÈçÆ¿¡­¡­;[From.GetTitledName] prétend détenir des informations prouvant mes tentatives de diffamation envers sa personne. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, dass Beweise vorlägen, dass ich [From.GetObjectPronoun] verleumdet hätte. [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] afirma tener pruebas de que he calumniado a [From.GetObjectPronoun]. [From.GetSubjectPronounCap]. Promete guardárselas para s?si prometo quedarme fuera de todas las facciones;;;;;;;;;x
EVTDESC_WOL_2086_BASTARD;[From.GetTitledName]Éù³Æ·¢ÏÖÁËÎÒµÄÇ×Éú¸¸Ç×ÊÇ[Root.RealFather.GetTitledName]µÄÖ¤¾İ£¬Ö¤Ã÷ÎÒÊÇ¸öÒ°ÖÖ£¡[From.GetSubjectPronounCap]±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í»áÊØ¿ÚÈçÆ¿¡­¡­;[From.GetTitledName] prétend détenir des informations prouvant que mon vrai père est en réalit?[Root.RealFather.GetTitledName]. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, Beweise gefunden zu haben, dass [Root.RealFather.GetTitledName] in Wirklichkeit mein Vater ist, was mich zu einem Bastard machen würde! [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;¡[From.GetTitledName] afirma haber descubierto la prueba que mi verdadero padre es de hecho [Root.RealFather.GetTitledName], lo que me convierte en un bastardo! Promete guardársela para s?si prometo quedarme fuera de todas las facciones..;;;;;;;;;x
EVTDESC_WOL_2086_TRAITOR;[From.GetTitledName]¹«¿ªÖ¸ÔğÎÒÎªÅÑÍ½£¬Éù³ÆÓĞÄ¿»÷Ö¤ÈË¿ÉÒÔºÍÎÒµ±Ãæ¶ÔÖÊ¡£[From.GetSubjectPronounCap]±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í²»ÔÙ×·¾¿¡­¡­;[From.GetTitledName] vient de me dénoncer publiquement pour traîtrise, et prétend avoir des témoins prêts ?témoigner contre ma personne. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] prangert mich öffentlich als Hochverräter an und behauptet, dass es Zeugen gäbe, die gegen mich aussagen würden. [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] me est?denunciando públicamente como traidor, afirmando tener testigos que pueden declarar contra m? Promete guardarse esto para s?si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTDESC_WOL_2086_HERETIC;[From.GetTitledName]Éù³ÆËûÒÑ¾­ÖªµÀÎÒÕıÔÚ´«²¥Òì¶ËĞÅÑöÁË£¬µ«Ëû±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í»áÊØ¿ÚÈçÆ¿¡­¡­;[From.GetTitledName] prétend savoir que je me livre ?la promotion de croyances hérétiques, mais promet de garder le secret, si je promets de rester en dehors de toute faction...;[From.GetTitledName] behauptet, Bescheid zu wissen darüber, dass ich Irrlehren Vorschub leisten würde, verspricht aber, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] afirma saber que estoy promoviendo la herejía, pero promete guardárselo para s?[From.GetReflexivePronoun] si prometo quedarme fuera de todas las facciones.;;;;;;;;;x
EVTDESC_WOL_2086_INFIDEL;[From.GetTitledName]Éù³ÆËûÒÑ¾­ÖªµÀÎÒÕıÔÚ´«²¥ÎÒµÄ[Root.Religion.GetGroupName]ĞÅÑöÁË£¡[From.GetSubjectPronounCap]±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í»áÊØ¿ÚÈçÆ¿¡­¡­;[From.GetTitledName] prétend savoir que je vise ?répandre ma croyance en la religion[Root.Religion.GetGroupName]? [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, über meine Versuche, meinen als Irrlehre verschrienen Glauben zu verbreiten, Bescheid zu wissen! [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;¡[From.GetTitledName] afirma saber mis intentos por extender mi fe [Root.Religion.GetGroupName]![From.GetSubjectPronounCap] promete guardárselo para s?si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTDESC_WOL_2086_DEVIANT;[From.GetTitledName]Éù³Æ·¢ÏÖÁË¾ªÌìµÄÖ¤¾İÖ¤Ã÷ÎÒÆ·ĞĞ²»¶Ë²¢ÇÒĞÔÈ¡ÏòÓĞÎÊÌâ¡£[From.GetSubjectPronounCap]±£Ö¤Ö»ÒªÎÒÀë¿ªËùÓĞÅÉÏµ£¬[From.GetReflexivePronoun]¾Í»áÊØ¿ÚÈçÆ¿¡­¡­;[From.GetTitledName] prétend avoir découvert des preuves irréfutables de mes actions criminelles et de mon manque d'éthique. [From.GetSubjectPronounCap] promet de garder le secret, si je promets de rester en dehors de toutes les factions...;[From.GetTitledName] behauptet, schockierende Beweise für meine schändliche Andersartigkeit und meine geringen Moralvorstellungen zu Tage gefördert zu haben. [From.GetSubjectPronounCap] verspricht, dies unter Verschluss zu halten, falls ich verspreche, mich keiner Fraktion anzuschließen...;;[From.GetTitledName] afirma haber descubierto pruebas impactantes de mi perversión criminal y escasa moral. [From.GetSubjectPronounCap] promete guardárselo para s?si prometo quedarme fuera de todas las facciones...;;;;;;;;;x
EVTOPTA_WOL_2086;ÎÒÃ»ÓĞÆäËûµÄÑ¡Ôñ¡­¡­;Je n'ai d'autre choix que d'acquiescer.;Ich habe keine andere Wahl, als dem zuzustimmen.;;No tengo más remedio que aceptar.;;;;;;;;;x
EVTOPTB_WOL_2086;¾ø²»£¡;Jamais?;Niemals!;;¡Jamás!;;;;;;;;;x
EVTDESC_WOL_2087;Ãæ¶ÔÌúÖ¤£¬[From.GetTitledFirstName]·¢ÊÄ»áÀë¿ªËùÓĞÅÉÏµ²¢±£Ö¤¶ÔÄãÖÒĞÄ¹¢¹¢¡£;Confronté[From.GetNoneE] au grand nombre de preuves, [From.GetTitledFirstName] a jur?de renouveler sa loyaut?et de rester en dehors de toutes les factions.;Die Beweise überzeugten [From.GetTitledFirstName], sich keiner Fraktion anzuschließen und loyal zu sein.;;Cuando se vio ante las pruebas, [From.GetTitledFirstName] jur?quedarse fuera de todas las facciones y ser leal.;;;;;;;;;x
EVTDESC_WOL_2088;[From.GetTitledFirstName]¶ÔÖ¤¾İÂú²»ÔÚºõ£¬Ö±½ØÁËµ±µØ±íÊ¾¾Ü¾øÍ£Ö¹²ÎÓëÕşÖÎÅÉÏµ¡£;[From.GetTitledFirstName] a ouvertement moqu?mes preuves, refusant de cesser de se mêler aux affaires de factionnalisme politique.;[From.GetTitledFirstName] lachte nur über die Beweise und weigerte sich prompt, politischen Fraktionen fern zu bleiben.;;[From.GetTitledFirstName] solo se ri?de la prueba, rechazando de plano dejar de meterse en el faccionalismo político.;;;;;;;;;x
EVTOPTA_WOL_2088;[From.GetSubjectPronounCap]»áºó»ÚµÄ£¡;[From.GetSubjectPronounCap] finira par regretter ses actions?;[From.GetSubjectPronounCap] wird das noch bedauern!;;¡Vivir?para lamentarlo!;;;;;;;;;x
EVTDESC_WOL_2090;Ãæ¶ÔÌúÖ¤£¬[From.GetTitledFirstName]ĞûÊÄ¼ÓÈëÎÒµÄÅÉÏµ¡£;Confronté[From.GetNoneE] au grand nombre de preuves, [From.GetTitledFirstName] a jur?de rejoindre mes factions.;Die Beweise überzeugten [From.GetTitledFirstName], sich meiner Fraktion anzuschließen.;;Cuando se vio ante la prueba, [From.GetTitledFirstName] jur?unirse a mi facción.;;;;;;;;;x
EVTDESC_WOL_2091;[From.GetTitledFirstName]¶ÔÖ¤¾İÂú²»ÔÚºõ£¬Ö±½ØÁËµ±µØ±íÊ¾¾Ü¾ø¼ÓÈëÎÒµÄÅÉÏµ¡£;[From.GetTitledFirstName] a ouvertement moqu?mes preuves, refusant simplement de rejoindre mes factions.;[From.GetTitledFirstName] lachte nur über die Beweise und weigerte sich prompt, meiner Fraktion anzugehören.;;[From.GetTitledFirstName] se ri?de las pruebas, se niega rotundamente a unirse a mi facción.;;;;;;;;;x
EVTDESC_WOL_2100;ÎÒÕÒ²»µ½¹ØÓÚ[target_spy_on.GetTitledName]µÄÓĞ¼ÛÖµµÄÇé±¨ÁË£¬²»¹ı£¬Çé±¨Ô±¸øÎÒÖ§ÁËÒ»ÕĞ£¬ÎÒ¿ÉÒÔ±à°¡£¡Ëû½âÊÍ¾ÍµÈÓÚÑÚÊÎ¡­¡­;Je n'ai trouv?aucune nouvelle information utile ?propos de [target_spy_on.GetTitledName], mais, conformément aux propos de mon informateur secret, rien ne m'empêche d'inventer une histoire ou deux. Plus c'est gros...;Es gibt nichts Neues oder Nützliches über [target_spy_on.GetTitledName] zu berichten. Allerdings hält mich nichts davon ab, wie mein zwielichtiger Informant so schön sagte, meiner Fantasie freien Lauf zu lassen. Je größer die Lüge...;;No he averiguado nada nuevo o útil sobre [target_spy_on.GetTitledName] pero, como mi informante en las sombras me señal? nada me impide inventarme cosas. Cuanto mayor sea la mentira... ;;;;;;;;;x
EVTOPTA_WOL_2100_1;±à³öÀ´ÁË£¡[target_spy_on.GetSubjectPronounCap]Ï²»¶´©ÆğÀ´Ïñ¸ö[target_spy_on.GetManWomanOpp]£¡;J'ai trouvé ! [target_spy_on.GetSubjectPronounCap] aime se vêtir comme un[target_spy_on.GetNoneEOpp] [target_spy_on.GetManWomanOpp]?;Ich hab's! [target_spy_on.GetSubjectPronoun] kleidet sich gern wie ein/e [target_spy_on.GetManWomanOpp]!;;¡Lo tengo! ¡A [target_spy_on.GetSubjectPronoun] le/la gusta disfrazarse como un/una [target_spy_on.GetManWomanOpp]!;;;;;;;;;x
EVTOPTA_WOL_2100_2;Õâ¸ö¹»²»¹»¾­µä£¿[target_spy_on.GetSubjectPronounCap]Ï²»¶â«ÙôÄĞÍ¯¡£;Que diriez-vous d'un grand classique? [target_spy_on.GetSubjectPronoun] couche avec des petits garçons?;Ein Klassiker gefällig? [target_spy_on.GetSubjectPronoun] bevorzugt kleine Jungs als Bettgenossen!;;¿Qu?tal un clásico? ¡Se lleva a niños a la cama!;;;;;;;;;x
;#EVTOPTA_WOL_2100_3;Hmmm. Midgets, old shoes, animals... Yes! [target_spy_on.GetFirstName] is having an affair with a feisty goat!;;Hmmm. Zwerge, alte Schuhe, Tiere... Das ist es! [target_spy_on.GetFirstName] hat eine Aff?re mit einer widerborstigen Ziege!;;Hum. Enanos, zapatos viejos, animales... ?S¨ª! ?[target_spy_on.GetFirstName] tiene un romance con una cabra batalladora!;;;;;;;;;x;
EVTOPTA_WOL_2100_4;[target_spy_on.GetSubjectPronounCap]Ï²»¶ÓÃ´¦Å®ÑªÏ´Ôè£¡ÎÒ¼òÖ±ÊÇÌì²Å£¡;[target_spy_on.GetSubjectPronounCap] aime se baigner dans le sang de vierges. Génial?;[target_spy_on.GetSubjectPronounCap] badet gerne im Blut von Jungfrauen. Brillant!;;A [target_spy_on.GetSubjectPronounCap] le gusta bañarse en sangre de vírgenes. ¡Brillante!;;;;;;;;;x
;#EVTOPTA_WOL_2100_5;How about murder? I am sure [target_spy_on.GetSubjectPronoun] murdered a childhood friend at the tender age of 11.;;Wie w?re es mit Mord? [target_spy_on.GetSubjectPronounCap] ermordete einen Spielgef?hrten im zarten Alter von 11 Jahren.;;?Y asesinato? Estoy seguro de que [target_spy_on.GetSubjectPronounCap] asesin¨® a un amigo de la infancia a la tierna edad de 11 a?os.;;;;;;;;;x;
