;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
gamer;ÓÎÏ·´óÊ¦;Expert en jeux;Meisterspieler;;Maestro de juego;;;;;;;;;x
EVTDESCA_WOL_10204;[From.GetBestName]Ò»Ö±ÔÚ²»ÖªÆ£¾ëµÄ°´ÕÕ¼Æ»®À´µñ¿ÌÊ¯Ëş¡£ËûÏÖÔÚÍÏ×ÅËûÆ£±¹µÄÉíÇûÀ´ÏòÄã¿ÒÇëÒ»Ğ©¶îÍâµÄ×Ê½ğ£¬ÒòÎªËûÎŞ·¨ÕÕÁÏËûµÄ¼ÒÈË£¬¶øËûµÄ¸¸Ç×Éú²¡ÁË¡£;[From.GetBestName] a travaill?sans compter les jours précédents pour calculer la manière de tailler les pierres de la tour. Il vient vous voir, de grandes cernes sous les yeux, pour vous demander des fonds supplémentaires? sa famille a du mal ?subsister sans lui pour les aider, et son père est malade.;[From.GetBestName] hat in den letzten Tagen unermüdlich an den Plänen für die Zurichtung der Steine für den Turm gearbeitet. Er spricht Euch nun mit dunklen Augenringen an und bittet Euch um einen Lohnzuschlag, da seine Familie sich ohne ihn kaum über Wasser halten könne, während sein Vater krank sei.;;[From.GetBestName] ha estado trabajando sin descanso los días anteriores planificando cómo tallar las piedras de la torre. Ahora él te acerca con ojeras bajo los ojos y te solicita unos pagos adicionales, para ayudar a su familia que est?sufriendo sin él pues su padre est?enfermo.;;;;;;;;;x
EVTOPTA_WOL_10204;¿ÉÒÔ£¬µ«ÄãÒ»¶¨Òª¼ÌĞøÄãµÄ¹¤×÷¡£;Entendu, mais continuez ?travailler.;In Ordnung, aber setzt die Arbeit auf jeden Fall fort.;;Est?bien, pero asegúrate de continuar con tu trabajo.;;;;;;;;;x
EVTOPTB_WOL_10204;ÄãÖ»»áÓÃÕâĞ©Ç®È¥ÍâÃæ·çÁ÷!;Vous utilisez cet argent pour vos plaisirs personnels.;Ihr verwendet das Geld lediglich für eure Weibergeschichten.;;Estás usando el dinero en tus aventuras lujuriosas.;;;;;;;;;x
EVTOPTC_WOL_10204;¿ÉÒÔ£¬µ«ÄãÒ»¶¨Òª¼ÌĞøÄãµÄ¹¤×÷;Entendu, mais continuez ?travailler.;In Ordnung, aber setzt die Arbeit auf jeden Fall fort.;;Est?bien, pero asegúrate de continuar con tu trabajo.;;;;;;;;;x
EVTOPTD_WOL_10204;ÎÒ¸øÁËÄãÒ»·İ¹¤×÷£¬ÏÖÔÚÇë¼ÌĞø¹¤×÷°É£¡;Je vous ai déj?pay? alors au travail?;Ich habe Euch bereits bezahlt! Worauf wartet Ihr noch?;;!Te pagado por un trabajo, ahora manos a la obra!;;;;;;;;;x
EVTDESC_WOL_10205;ÔÚ¿ªÊ¼½¨ÖşÕâ¸ö´ó¹¤³ÌÖ®Ç°£¬ÎÒÃÇĞèÒªÈ·±£ÎÒÃÇÓĞ×ã¹»µÄÓÅÖÊÊ¯²Ä¡£ÄãµÄ²ÆÕş×Ü¹Ü½¨ÒéÕÒµ½Ò»¸ö¿ÉÒÔ³¤ÆÚÌá¹©ÓÅÖÊÊ¯²ÄµÄ¿É¿¿µÄ½ø»õÉÌ£¬»òÕß×Ô¼º½¨Á¢Ò»¸ö²ÉÊ¯³¡¡£;Avant de pouvoir débuter la construction d'un projet de cette envergure, nous devons nous assurer d'avoir de la pierre de qualit?en quantit?suffisante. Votre intendant vous suggère d'importer la pierre grâce ?un partenaire commercial fiable. Cependant, la région bénéficierait sans doute d'un accès ?une carrière voisine.;Bevor der Bau eines so großen Gebäudes beginnen kann, müssen wir uns vergewissern, dass wir über einen ausreichenden Vorrat an qualitativ hochwertigen Steinen verfügen. Euer Truchsess schlägt vor, die Steine über einen zuverlässigen Handelspartner zu importieren, allerdings wäre es für die Region eventuell von Vorteil, Zugriff auf einen Steinbruch in der Nähe zu erhalten.;;Antes de empezar la construcción de un edificio tan grande necesitamos asegurarnos de tener suficiente piedra de calidad. Tu administrador te aconseja importar piedra de un compañero comercial fiable, mientras que podría ser beneficioso para la región tener acceso a una cantera cercana.;;;;;;;;;x
EVTOPTA_WOL_10205;Ê¯²ÄºÜÖØÒª;Importer la pierre.;Importiert die Steine.;;Importa la piedra.;;;;;;;;;x
EVTOPTB_WOL_10205;½¨Á¢Ò»¸ö²ÉÊ¯³¡.;Creuser une carrière.;Baut einen Steinbruch.;;Construye una cantera.;;;;;;;;;x
EVTOPTC_WOL_10205;ÎÒÃÇ¿ÉÒÔÓÃÒ»Ğ©³Ç±¤ÀïµÄÀÏ²ÄÁÏ¡£;Je pourrais utiliser quelques vieilles pierres du château.;Ich könnte alte Baumaterialien von der Burg wiederverwenden.;;Puedo reutilizar algunos antiguos materiales de construcción del castillo.;;;;;;;;;x
EVTDESC_WOL_10206;ÄúÔÚ[This.Capital.GetName]ĞŞÖşµÄ¸ßËş·¢ÉúÁËÊÂ¹Ê£¬Ò»¶Ô¹¤ÈË·ò¸¾±»Ò»¿é´ÓÉş×ÓÉÏµôÂäµÄ»¨¸ÚÑÒÔÒÖĞ£¬ÕÉ·òµ±³¡ËÀÍö¡£µ±µØ¾ÓÃñÏÖÔÚÒªÇóÄú½øĞĞ¸üÑÏ¸ñµÄ°²È«ÅàÑµ²¢Åâ³¥·¢ÉúÊ§È¥ÄĞÈËµÄ±¯¾çµÄ¼ÒÍ¥¡£;Alors que la construction de votre grande tour ?[This.Capital.GetName] se poursuit, deux ouvriers étaient sous un bloc de granite lorsque les cordes qui le soulevaient ont lâch? Les habitants demandent une meilleure formation aux principes de sécurit?et un dédommagement aux familles pour la perte de leurs maris dans cette tragédie.;Während des Baus Eures großen Turms in [This.Capital.GetName] kamen mehrere Arbeiter durch einen hinabstürzenden Granitblock ums Leben, unter dem sie standen, als das Seil riss. Die Einwohner fordern nun verbesserte Sicherheitsschulungen und eine Entschädigung für diejenigen Familien, die durch das Unglück Männer verloren.;;Durante la construcción de tu magnífica torre en [This.Capital.GetName] un par de los trabajadores fueron atrapados bajo un bloque de granito que se estaba levantando, cuyas cuerdas se rompieron. Los habitantes ahora requieren una formación de seguridad más estricta y compensación a las familias que perdieron sus maridos en la tragedia.;;;;;;;;;x
EVTOPTA_WOL_10206;ÕâĞ©Å©Ãñ¶¼ÊÇÏûºÄÆ·.;Les paysans sont sacrifiables.;Bauern sind ersetzbar.;;Los campesinos son prescindibles.;;;;;;;;;x
EVTOPTB_WOL_10206;ÎÒ»á²¹³¥¼ÒÊôµÄËğÊ§¡£;Je dédommagerai les familles.;Ich entschädige die Familien für ihren Verlust.;;Compensar?a las familias por su pérdida.;;;;;;;;;x
EVTDESC_WOL_10207;ÔÚÏòÈ«Ê¡Ìá¹©ÁË¼¸Ê®Äê½¨Öş²ÄÁÏºó£¬[Root.GetName] µÄ²ÉÊ¯³¡ÒòÎª²»ÔÙÄÜ²ú³ö¸ßÖÊÁ¿µÄÊ¯²Ä£¬ÒÑ¾­Í£¹¤ÁË¡£;Après des décennies de bons et loyaux services, la carrière de [Root.GetName] a ét?fermée et la quantit?de pierres de qualit?a dernièrement baiss?;Nachdem der Steinbruch in [Root.GetName] jahrzehntelang die Provinz mit Baumaterialien versorgt hat, wurde er geschlossen, da die Menge an qualitativ hochwertigen Steinen, die dort abgebaut werden konnten, zuletzt zu gering war.;;Tras décadas de proporcionar materiales de construcción a la provincia, se ha cerrado la cantera de [Root.GetName], ya que últimamente ha disminuido la cantidad de piedras de calidad del emplazamiento.;;;;;;;;;x
EVTOPTA_WOL_10207;ÕâÌ«Ôã¸âÁË¡£;C'est dommage.;Das ist nicht gut.;;Qu?lastima.;;;;;;;;;x
EVTDESC_WOL_10210;[From.GetBestName]µÄ±¨¸æÊ¹ÄãÔÚ¹¬Í¢ÖĞĞÄ·³ÒâÂÒ¡£ [From.GetSheHeCap]ÒÑ¾­¿´µ½£¬ÏÖÔÚËşÂ¥¼ÌĞøÏòÉÏÑÓÉì£¬ÒÑ¾­¿ìÒª¸ß¹ı½ÌÌÃÁË¡£ [From.GetSheHeCap]Ìá¸ßÁË[From.GetHerHis]ÉùÒô£¬¼¸ºõ¼â½Ğ¡°ÕâÊÇ²»¿É½ÓÊÜµÄĞĞÎª¡£ÎŞÂÛÄãÔõÃ´³¢ÊÔÒ²²»ÄÜÕÚ±Î½øÈëÌìÌÃµÄÂ·£¬ÕâÊÇÒ»¸öÖØÒª½Ì»áÊÂÎñ£¡¡°¡£;[From.GetBestName] vient vous parler ?la cour, dans un état de grande agitation. [From.GetSheHeCap] constate que la tour dépasse désormais tous les temples du royaume. [From.GetSheHeCap] hausse le ton jusqu'?hurler: « C'est inacceptable, vous ne pouvez pas accéder au paradis ainsi, c'est une prérogative de la religion? ».;[From.GetBestName] spricht Euch am Hof an und ist deutlich verärgert. [From.GetSheHeCap] hat bemerkt, dass der Turm nun jeden Tempel im Reich überragt. [From.GetSheHeCap] spricht mit lauter Stimme und schreit beinahe: 'Dieses Verhalten kann nicht hingenommen werden. Ihr könnt Euch den Weg in den Himmel nicht erschleichen, egal wie sehr Ihr es versucht. Dies ist eine Kirchenangelegenheit!';;[From.GetBestName] se te acerca a la corte claramente disgustado. [From.GetSheHeCap] ha visto que ahora que la torre se extiende por encima de cualquier templo del Reino. [From.GetSheHeCap] levanta la voz [From.GetHerHis] y casi grita: 'Es un comportamiento inaceptable. No puedes hacer trampa para entrar en el Cielo, !es un asunto de la iglesia!';;;;;;;;;x
EVTOPTA_WOL_10210;»Øµ½ÄãµÄ¾É¼Æ»®ÉÏ¡£;Retournez ?vos vieux livres.;Kehrt zurück zu Euren alten Schriften.;;Vuelve a los antiguos escritos.;;;;;;;;;x
EVTOPTB_WOL_10210;ÎÒ²ÂÎÒÃÇ¿ÉÒÔÊÊµ±½µµÍËşµÄ¸ß¶È¡£;On peut sans doute réduire un peu la hauteur de la tour.;Ich schätze, wir könnten die Turmhöhe etwas verringern.;;Creo que podemos recortar cierta altura de la torre.;;;;;;;;;x
EVTOPTC_WOL_10210;ÎÒÖ»Ìı´Ó[Root.Religion.GetRandomGodName].;Je ne fais qu'obéir aux instructions de [Root.Religion.GetRandomGodName].;Ich folge nur den Geboten von [Root.Religion.GetRandomGodName].;;Sólo sigo las palabras de [Root.Religion.GetRandomGodName].;;;;;;;;;x
EVTOPTD_WOL_10210;[From.GetSheHeCap]¸ÉÈÅÁËÎÒ. [From.GetSheHeCap] ±ØĞëÏûÊ§.;[From.GetSheHeCap] en a après moi. [From.GetSheHeCap] doit disparaitre.;[From.GetSheHeCap] hat es auf mich abgesehen. [From.GetSheHeCap] muss verschwinden.;;[From.GetSheHeCap] corre detrás de m? [From.GetSheHeCap] debe desaparecer.;;;;;;;;;x
EVTTOOLTIPWOL10210;§Y[From.GetBestName]§! ½«±»ÎüÒıµ½ËşÂ¥µÄ¶¥²¿;Nous allons tendre un piège ?§Y[From.GetBestName]? au sommet de la tour.;§Y[From.GetBestName]? wird auf die Turmspitze gelockt.;;Se atraer?a §Y[From.GetBestName]? a la cumbre de la torre.;;;;;;;;;x
EVTDESC_WOL_10212;ÎÒÉè·¨Ëµ·ş[From.GetBestName]¸ú×ÅÎÒµ½½¨ÖşËşÂ¥µÄ¶¥²¿£¬ÕâÑù[From.GetSheHe]¿ÉÒÔÈ«Ãæ¼ì²éËşÂ¥¡£´Ó¶¥²¿¹Û¿´ÃÀÀöµÄ·ç¾°£¬¶ø[From.GetName]¼´½«ÔÚÕæÕıµÄÌåÑé¡£;J'ai pu persuader [From.GetBestName] de m'accompagner au sommet de la tour afin de lui permettre de l'inspecter intégralement. La vue du haut de la tour est ?couper le souffle, et bientôt, cette expression sera ?prendre au pied de la lettre.;Ich schaffte es, [From.GetBestName] zu überreden, mir zur Spitze des im Bau befindlichen Turms zu folgen, damit [From.GetSheHe] den Turm in Augenschein nehmen konnte. Wie atemberaubend die Aussicht von der Spitze in Wirklichkeit ist, wird [From.GetName] schon bald schlagartig klar werden.;;He conseguido convencer a [From.GetBestName] para que me siga a la parte superior de la torre en construcción para que [From.GetSheHe] pueda inspeccionar la torre. La vista desde arriba es impresionantemente bella, tal como [From.GetBestName] pronto experimentar?en el sentido literal.;;;;;;;;;x
EVTOPTA_WOL_10212;Ğ¡ĞÄÓĞ...;Faites attention...;Seid vorsichtig, wo Ihr hintretet...;;Con cuidado...;;;;;;;;;x
EVTTOOLTIPWOL10212;[Root.GetName] ÍÆÁË [From.GetName].;[Root.GetName] pousse [From.GetName].;[Root.GetName] schubst [From.GetName].;;[Root.GetName] empuja a [From.GetName].;;;;;;;;;x
EVTDESC_WOL_10214;µ±ÄãÎªÁË½«[From.GetBestName]ÍÆÏÂËş¶øÃÍµØÉì³öÊÖ²¢½«ÉíÌåµÄÈ«²¿ÖØÁ¿Ç°ÇãµÄÊ±ºò£¬[From.GetSheHe]Í»È»ÍäÏÂÁËÑü. ¿´À´[From.GetSheHeCap]ÔÚµØÉÏ¿´µ½ÁËÒ»Ã¶½ğ±Ò»òÕßÊ²Ã´¶«Î÷. ÄãÒ»¸öÄğõÄÔ½¹ıÁË[From.GetHerHim]×¹Èë¿ÕÆøÖ®ÖĞ.;Alors que vous allongez les bras et déplacez votre poids pour pousser [From.GetBestName] du haut de la tour, [From.GetSheHe] se baisse soudain. [From.GetSheHeCap] semble avoir trouv?une pièce de monnaie ?terre. Quant ?vous, vous voil?dans les airs.;Als Ihr Eure Arme nach vorne streckt und Euer ganzes Körpergewicht in die Bewegung hineinlegt, um [From.GetBestName] vom Turm zu stoßen, beugt [From.GetSheHe] sich plötzlich nach unten. [From.GetSheHeCap] hat anscheinend eine Münze gefunden, die am Boden lag. Ihr greift ins Leere und fallt ins Bodenlose.;;Mientras estiras tus brazos hacia adelante y pone todo su peso corporal detrás de ellos para empujar a [From.GetBestName] de la torre, [From.GetSheHe]se inclina de repente. [From.GetSheHeCap] se encontr?una moneda perdida en el suelo mientras te deslizas más all? al aire abierto.;;;;;;;;;x
EVTOPTA_WOL_10214;Å¶ ÎÒµÄÌì°¡£¡£¡£¡;Oh non, pas ça...;Oh weh...;;Dios mío..;;;;;;;;;x
EVTDESC_WOL_10215;¿´À´[From.GetBestName] ÊÇµÃÖªÁË´ÓÒÔÉÏµÄ¹ÛµãÓÚÊÇ±ãÈ¥¹ÛÉÍÔÚËş¶¥²¿µÄ¾°¹Û£¬ÄãÉì³öÄãµÄÊÖ±Û¸ø[From.GetHerHim] ÇáÇáÒ»ÍÆ¡£;Alors que [From.GetBestName] contemple le paysage depuis le sommet de la tour, vous allongez les bras et le poussez légèrement.;Während [From.GetBestName] von der Turmspitze aus die Landschaft betrachtet, streckt Ihr Eure Arme aus und versetzt [From.GetHerHim] einen sanften Schubs.;;Mientras [From.GetBestName] est?viendo el paisaje desde el punto más alto de la torre, estiras los brazos y [From.GetHerHim] das un empujoncito.;;;;;;;;;x
EVTOPTA_WOL_10215;Å¶ Ç×°®µÄ¡£;Oh, mon dieu.;Oh weh.;;Dios mío..;;;;;;;;;x
EVTDESC_WOL_10216;Õâ×ùÎ°´óµÄËş£¬ÔÚ¾­¹ı³¤Ê±¼äµÄ½¨ÔìºóÖÕÓÚÍê³ÉÁË¡£´ËËşµÄ¸ß¶È¿ÉÒÔÊ¹ËûÔÚ·Ç³£Ò£Ô¶µÄµØ·½±»ÈË¿´µ½£¬ÈËÃÇ±»×Å¸ßËşÎŞÓëÂ×±ÈµÄ¸ß¶ÈÓë½¨ÔìÆäËùÓÃµÄÁ¦Á¿Õğ¾ªÁË¡£ÔÚÊ©¹¤¹ı³ÌÖĞ£¬Äã»¨·Ñ´óÁ¿ÄãµÄÊ±¼äÀ´ÍêÉÆÈçºÎ¹¹ÔìÕâ½¨ÖşÎï£¬Õâ×ùËşÂ¥½«Ìá¹©³ÖĞø¼¸¸öÊÀ¼ÍµÄ·ÀÓù£¬¿ÉÒÔ½«ÊıÇ§µĞ¾üµ²ÔÚº£ÍåµÄ¸÷¸öÎ»ÖÃ¡£;La grande tour que vous vouliez depuis si longtemps est enfin terminée. Elle est si grande qu'on la voit de très loin, et le peuple est ?la fois fascin?et effray?par le pouvoir dont vous avez certainement fait usage pour accomplir un tel exploit. Vous avez pass?votre temps ?perfectionner tous les différents aspects de sa construction afin qu'elle survive ?l'épreuve des siècles et aux assauts de milliers de soldats ennemis.;Der riesige Turm, dessen Bau Ihr vor so langer Zeit plantet, ist endlich fertig. Aufgrund seiner Höhe ist er aus großer Entfernung sichtbar und die Menschen sind gleichermaßen erstaunt und entsetzt über die Macht, die ein solches Bauwerk repräsentiert. Während der Bauarbeiten habt Ihr viel Zeit darauf verwendet, ein Gebäude zu erschaffen, das die Jahrhunderte überdauern und feindlichen Invasoren trotzen kann.;;La gran torre que planeaste construir hace tanto, por fin est?terminada. Con una torre de tal altura se puede ver de una distancia lejana y la gente queda igualmente asombrada y asustada por el poder que debes tener para lograr semejante hazaña. Durante la construcción has pasado el tiempo perfeccionando todos los diferentes aspectos de cómo construir edificios que durarán siglos por venir y defensas que mantendrán a raya a miles de soldados enemigos.;;;;;;;;;x
EVTOPTA_WOL_10216;ÎÒ¾õµÃÎÒÏÖÔÚ¿ÉÒÔËãÊÇÒ»¸ö×¨ÒµµÄ½¨ÖşÊ¦ÁË;On peut dire que je suis un professionnel.;Ich darf mich durchaus als Fachmann bezeichnen.;;Yo me considero un profesional.;;;;;;;;;x
EVTOPTB_WOL_10216;Õâ½ö½öÊÇÎÒµÄÒ»¸öÒµÓà°®ºÃ;Pour moi, ce n'est qu'un passe-temps.;Lediglich eins meiner Hobbys, mehr nicht.;;Esto es simplemente un pasatiempo.;;;;;;;;;x
EVTDESCA_WOL_10217;ÄãµÄ½¾°Á£¬[Root.GetName]ËşÒÑ¾­¿ªÊ¼ÇãĞ±¡£ËùÓĞµÄÈË¶¼ÔÚÎÒ±³ºóËÄ´¦Ì¸ÂÛ£¬²¢×÷³ö¹ØÓÚËşµÄĞ¦»°¡£ÎÒÏÖÔÚ¿ªÊ¼µ£ĞÄËü»áÒòÎª²»¿°ÖØ¸º¶ø¿åËú¡£;Votre fiert? la tour de [Root.GetName], commence ?pencher sur le côt? Partout, on se rit de moi et on se moque de la tour. La honte que je ressens n'est dépassée que par la peur qu'elle puisse un jour tomber.;Euer ganzer Stolz, der Turm von [Root.GetName], hat sich zu neigen begonnen. Die Menschen in der ganzen Gegend tuscheln hinter meinem Rücken und witzeln über den Turm. Die Peinlichkeit der Situation wird nur noch übertroffen von der Angst, dass der Turm tatsächlich umkippen könnte.;;Tu orgullo, la torre de [Root.GetName] ha comenzado a inclinarse. La gente de todos lados habla a mis espaldas y bromean sobre la torre. La vergüenza sólo se siente superada por el temor de que en realidad se caiga.;;;;;;;;;x
EVTDESCB_WOL_10217;ÔÚÄãÕ¼¾İ [Root.GetName] Ö®Ç°£¬ [tower_founder.GetBestName] ÔÚÕâ¸ÇÁËÒ»×ù¸ßËş¡£Àú¾­¶àÄêÊùÊØ×¤Ôú£¬ÏÖÔÚËşÒÑ¾­¿ªÊ¼ÇãĞ±£¬ÈËÃÇµ£ĞÄËüËæÊ±»áµ¹Ëú¡£;Avant votre règne sur le comt?de [Root.GetName], [tower_founder.GetBestName] y a construit une grande tour. Aujourd'hui, après des années passées ?frôler le ciel, la tour a commenc??pencher et les gens ont peur qu'elle tombe ?tout moment.;Bevor Ihr in den Besitz der Ländereien von [Root.GetName] kamt, wurde hier von [tower_founder.GetBestName] ein hoher Turm errichtet. Nachdem sich der Turm jahrelang als Beobachtungsposten bewährt hatte, begann er sich zu neigen und die Bevölkerung befürchtet, dass er demnächst umkippt.;;Antes de que poseyeras las tierras de la provincia [Root.GetName]. [tower_founder.GetBestName] construy?una torre alta. Ahora, tras años de proteger el cielo de las cercanías, la torre ha comenzado a inclinarse y la gente se preocupa que un día se pueda caer cualquier día.;;;;;;;;;x
EVTOPTA_WOL_10217;Õâ¶¼ÊÇÊ¯½³µÄ´í£¡;C'est la faute des maçons?;Das ist alles die Schuld des Maurers!;;!Esto es culpa de los albañiles!;;;;;;;;;x
EVTOPTB_WOL_10217;¶¼ÊÇÀÁ¶èµÄ¹¤ÈË²»·ş´ÓÃüÁîµÄ½á¹û£¡;C'est la faute des ouvriers qui n'ont pas suivi les ordres?;Daran sind die faulen Arbeiter schuld, die sich nicht an die Vorgaben halten!;;!Esto obra de trabajadores vagos que no siguen las órdenes!;;;;;;;;;x
EVTOPTC_WOL_10217;ºÜ²»ĞÒ£¬ÕâÓ¦¸ÃÊÇÎÒ×Ô¼ºµÄÎÊÌâ;Je suis le seul responsable de cet échec.;Das ist leider meine eigene Schuld.;;Lamentablemente esto es culpa mía.;;;;;;;;;x
EVTOPTD_WOL_10217;¶àÃ´²»ĞÒ£¬ÕâÊÇÒ»×ùºÜºÃµÄËş;C'est bien malheureux. C'était pourtant une belle tour.;Das ist bedauerlich. Es ist ein schöner Turm.;;Qu?pena. Es una buena torre.;;;;;;;;;x
EVTDESC_WOL_10218;ÕâËşµÄÇãĞ±½Ç¶ÈÔ½À´Ô½´ó£¬Ò²ĞíÄã¸Ã¶ÔËü×öÒ»µãĞŞ¸´£¿;La tour penche un peu plus chaque jour. Peut-être devriez-vous tenter de la renforcer?;Jeden Tag neigt sich der Turm mehr. Vielleicht solltet Ihr versuchen, den Turm zu retten, indem Ihr die Konstruktion verstärkt.?;;Con cada día que pasa, aumenta el ángulo de inclinación de la torre. ?Quizás deberías tratar de salvar la torre con un reforzando la construcción?;;;;;;;;;x
EVTOPTA_WOL_10218;ÎÒ±ØĞë²»Ï§Ò»ÇĞ´ú¼ÛÀ´±£»¤Õâ×ùËş£¡;Je dois la sauver ?tout prix?;Ich muss den Turm retten, egal was es kostet!;;!Debo salvar la torre, el precio no es problema!;;;;;;;;;x
EVTOPTB_WOL_10218;»¨Ğ©ĞÄË¼À´Õü¾ÈÕâ×ùËş¡£;Voyons si nous pouvons faire quelque chose.;Ich bemühe mich darum, den Turm zu retten.;;Pon un poco de esfuerzo para salvar la torre.;;;;;;;;;x
EVTOPTC_WOL_10218;ÎÒ°ÑÎÒµÄÃüÔËÍĞ¸¶¸øÕâ×ùËş¡£;Le destin sauvera ma tour, j'ai confiance.;Ich überlasse es dem Schicksal, den Turm zu retten.;;Pongo la confianza en el destino para salvar la torre.;;;;;;;;;x
EVTDESCA_WOL_10219;¸ÃËşÊÇÏÖÔÚ±äµÃÎÈ¹ÌÁËÒ»Ğ©£¬Ï£Íû½«²»ÔÙÒ»Äê±ÈÒ»ÄêÍá¡£È»¶øÕâ×ùËşÒÑ¾­£¬ÇãĞ±ÁË²»ÉÙ£¬ËüÈÔÈ»ÊÇÄãµÄÒ»¸ö³ÜÈè¡£;La tour est maintenant renforcée, espérons qu'elle ne penchera plus davantage chaque année. Cependant, elle penche déj?bien assez, et vous avez honte de dire que c'est vous qui l'avez construite.;Die Turmkonstruktion wurde verstärkt und die Neigung wird nun nicht mehr zunehmen. Sein Schiefstand ist allerdings erheblich und es ist beschämend, daran erinnert zu werden, dass Ihr ihn erbaut habt.;;La torre ya est?reforzada y ya no se inclinar?cada vez más cada año, con suerte. Sin embargo, la torre sin embargo ya est?un poco inclinada, y todavía da vergüenza confesar que t?la construiste.;;;;;;;;;x
EVTDESCB_WOL_10219;¸ÃËşÊÇÏÖÔÚ±äµÃÎÈ¹ÌÁËÒ»Ğ©£¬Ï£Íû½«²»ÔÙÒ»Äê±ÈÒ»ÄêÍá¡£È»¶øÕâ×ùËşÒÑ¾­£¬ÇãĞ±ÁË²»ÉÙ£¬ËüÈÔÈ»ÏÔµÃÊ®·Ö¹ÖÒì¡£;La tour est maintenant renforcée, espérons qu'elle ne penchera plus davantage chaque année. Cependant, elle penche déj?bien assez, ce qui lui donne un air étrange.;Die Turmkonstruktion wurde verstärkt und die Neigung wird nun nicht mehr zunehmen. Sein Schiefstand ist allerdings erheblich und er sieht immer noch recht seltsam aus.;;La torre ya est?reforzada y ya no se inclinar?cada vez más cada año, con suerte. Sin embargo, la torre sin embargo ya est?un poco inclinada, y todavía parece bastante rara.;;;;;;;;;x
EVTOPTA_WOL_10219;ÖÁÉÙËûÃ»ÂäÔÚ±ğÈËÍ·ÉÏ¡£¡£¡£;Au moins elle ne s'est pas écrasée sur quelqu'un.;Wenigstens ist er niemandem auf den Kopf gefallen.;;Al menos que no se cay?sobre la cabeza de alguien.;;;;;;;;;x
EVTDESC_WOL_10220;°ëÒ¹£¬ÄãÔÚÒ»Éù¾ŞÏìÖ®ºó¾ªĞÑ£¬ÕâÊÇÄãÌı¹ıµÄ×î´óµÄÉÁµç±¬Õ¨µÄÉùÒô¡£ÄãÍûÏò´°Íâ¿´µ½ÁË×îÁîÄã¾ª¿ÖµÄÒ»Ä»£¬ÄãµÄÔ¤ÆÚÊÇÕıÈ·µÄ¡£ÄãµÄËşÖÕÓÚºäÈ»µ¹Ëú£¬²¢ÔÒÖĞÁËÒ»¶Ô·ò¸¾µÄ·¿×Ó£¬ËûÃÇÔÚÊıÍò¿é»¨¸ÚÑÒµÄºä»÷ÏÂºÁÎŞ»ú»áÌÓÉú¡£;Un bruit d'explosion vous réveille en plein milieu de la nuit, suivi d'un grondement. Vous n'avez jamais entendu la foudre faire autant de bruit. Craignant le pire, vous vous précipitez ?la fenêtre, et effectivement, le pire est arriv? La tour penchée s'est effondrée sur deux maisons qui n'avaient aucune chance face aux milliers de blocs de granite s'abattant sur leurs toits.;Ihr wacht mitten in der Nacht durch einen lauten Knall auf, auf den ein lang anhaltendes, krachendes Geräusch folgt. Es hört sich an wie das längste Donnergrollen, das Ihr je gehört habt. Ihr lauft zum Fenster, da Ihr das Schlimmste befürchtet, und findet Eure Befürchtungen bestätigt. Der schiefe Turm ist schließlich umgekippt und auf zwei Häuser gefallen, die keine Chance hatten gegen die Macht der Granitblöcke, die zu Tausenden auf die Dächer prasselten.;;Despiertas en medio de la noche escuchando un golpe seguido largo estruendo como si fuera el trueno más largo que hayas oído nunca. Te apresuras a la ventana esperando lo peor posible y las expectativas eran correctas. La torre inclinada ha caído finalmente sobre un par de casas que no tuvieron ninguna posibilidad contra el poder de miles de bloques del granito que bombardeando el tejado. ;;;;;;;;;x
EVTOPTA_WOL_10220;ÎÒÏ£ÍûÃ»ÓĞÈËÊÜÉË¡£;J'espère qu'il n'y a pas de blessés.;Ich hoffe, niemand wurde verletzt.;;Espero que nadie haya salido herido.;;;;;;;;;x
