#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
INTERACTION_RELIGION_MUST_MARRY_REGULARLY;$RELIGION$ ¸Ã½ÇÉ«²»ÄÜÈë×¸»éÒö;Les adeptes de la religion $RELIGION$ ne peuvent pas contracter de mariage matrilinéaire;$RELIGION$ Charaktere können nicht matrilineal heiraten;;Los personajes de religión $RELIGION$ no pueden casarse matrilinealmente;;;;;;;;;x
yazidi_DESC;ÑÅ×ÈµÏ½ÌÊÇÕıÈ·ÏÊÃ÷µÄ×Ú½Ì£¬µ«ÔÚÓÎÏ·ÖĞ±»ÊÓÎªÑ·ÄáÅÉÒì¶Ë¡£ÑÅ×ÈµÏ½ÌÅÉÏàĞÅÉÏµÛ´´ÔìÁËÊÀ½ç£¬²¢Áô¸øÖ÷¹ÜÊÀ½çµÄÆßÎ»ÌìÊ¹£¬ÆäÁìĞäÊÇ¿×È¸ÌìÊ¹£¬Malek Taus»òÈöÒÁµ«£¬Ëû±»»ù¶½½ÌÍ½ºÍÄÂË¹ÁÖÍ¨³£ÈÏ¶¨ÎªÊÇÈöµ©¡£;La religion yézidie est une religion distincte traitée comme hérésie sunnite dans le jeu. Les yézidis croient que Dieu a crée le monde et y a laiss?sept anges pour l'administrer. Leur chef est l'ange-paon, Malek Taous ou Chaïtan? un être habituellement identifi?par les chrétiens et les musulmans comme étant Satan.;Der Yazidi-Islam ist in Wirklichkeit eine separate Religion, wird im Spiel jedoch als eine Häresie des Sunni-Islam dargestellt. Seine Anhänger glauben, dass Gott die Welt aus einer Perle erschuf und dann sieben heilige Engel damit beauftragte, die Welt zu versorgen.;;La religión Yazid?es propiamente en una religión por si misma, pero es tratada como una herejía sun?por el juego. Los Yazidíes creen que Dios cre?el mundo y dej?a siete ángeles al mando, liderados por el Ángel del Pavo Real, Malek Taus o Shaytan, un ser muchas veces identificado por los cristianos y musulmanes como Satán.;;;;;;;;;x
ibadi_DESC;ÒÁ°Íµ×ÅÉÓëÊ²Ò¶ÅÉºÍÑ·ÄáÅÉ²»Í¬¡£ ÒÁ°Íµ×ÅÉÈÏÎª£¬ÊÜµ½Ç´ÔğµÄÁé»ê½«ÓÀÔ¶´ıÔÚµØÓü¡£ ÒÁ°Íµ×ÅÉÒ²¾Ü¾ø³ĞÈÏÄÂË¹ÁÖ»á¿´µ½ÉóÅĞÈÕÕæÖ÷µÄ¸ÅÄî¡£;L'ibadisme est distinct de l'islam chiite et sunnite. Les ibadis croient que les âmes condamnées ?l'Enfer y resteront ?jamais. Les ibadis rejettent aussi la notion que les musulmans verront Allah au jour du Jugement dernier.;Der Ibadi-Islam unterscheidet sich sowohl vom Shia-Islam, als auch vom Sunni-Islam. Die Ibadi glauben dass die Seelen in Hölle dort für die Ewigkeit bleiben. Sie glauben auch nicht dass Muslime am Tag des Letztes Gerichtes Allah sehen werden.;;El Ibadismo es distinto tanto del islamismo sun?como del chi? Los ibadíes creen que las almas están condenadas al Infierno y estarán all?por toda la eternidad. Los ibadías también rechazan que los musulmanes verán a Al?en el Día del Juicio.;;;;;;;;;x
hurufi_DESC;ºúÈå·Ç½ÌÅÉµÄĞÅÑöÊÇÒ»¸öÉñÃØµÄ¿¨°ÍÀ­£¬ÔÚÒÁË¹À¼½ÌËÕ·Æ½ÌÅÉ£¬±»ÊÓÎªÒì¶ËĞ°Ëµ¡£;La foi hurufite celle d'une secte mystique et kabbalistique soufie que l'Islam considère comme une hérésie.;Der Hurufismus ist eine mystische, kabbalistische Sekte im Islam.;;La fe huruf?es una secta  mística, kabalística y suf?dentro del Islam, es considerada una herejía.;;;;;;;;;x
karaite_DESC;¿¨À­ÅÉÊÇÓÉµ¥¶À×÷ÎªÓÌÌ«½Ì·¨ÂÉÓëÉñÑ§µÄ×î¸ß·¨ÂÉ»ú¹¹ËşÄÉºÕ³ĞÈÏµÄÒ»ÏîÓÌÌ«½ÌÔË¶¯.  Òò´ËËüÊÇÓëÖ÷Á÷À­±ÈÓÌÌ«½Ì²»Í¬. ¿¨À­ÅÉÈÏÎª£¬ËùÓĞÁ÷´«ÏÂÀ´µÄÄ¦Î÷ÊÕµ½µÄÉñµÄ½ëÃü¶¼±»¼ÇÂ¼ÔÚÊéÃæ£¬ÎŞĞè¶îÍâ¿ÚÊö·¨»ò½âÊÍ. ÔÚÓÎÏ·ÖĞ, ¿¨À­ÅÉÊÇ×÷ÎªÓÌÌ«½ÌµÄÒì¶Ë.Õâ¸öÒì¶Ë×Ú½ÌÃ»ÓĞÕıÊ½ÁìĞäÒ²Ã»ÓĞÌØ±ğµÄÓÎÏ·»úÖÆ.;Le judaïsme karaïte est un mouvement juif caractéris?par la reconnaissance du seul Tanakh et de son autorit?suprême sur les lois religieuses et la théologie juive. En cela, il est distinct du courant rabbinique majoritaire. Les karaïtes soutiennent que tous les commandements divins reçus de Dieu par Moïse furent consignés dans la Torah écrite sans lois orales additionnelles ou explications. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Das Karaitische Judentum ist eine religiöse Bewegung, welche nur die Tanakh als höchste Authorität für jüdische Rechtsordnung und Theologie anerkennt. Sie meinen dass die göttlichen Gebote vollständig in der Torah dargelegt sind, ohne das mündliche Überlieferungen oder Erläuterungen notwendig sind. Im Spiel werden die Karaiten als eine jüdische Häresie behandelt. Diese Häresie hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El judaísmo karaita es un movimiento judáico caracterizado por el reconocimiento sólo de la Tanaj como autoridad legal absoluta en los asuntos religiosos y la teología. Esto es lo que lo diferencia del judaísmo rabínico tradicional. Los karaitas consideran que todos los mandamientos dados a Moisés por Dios fueron escritos en la Tor? sin leyes orales ni explicaciones añadidas. En el juego el judaísmo karaita es una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
samaritan_DESC;ÈöÂíÀûÑÇÅÉÓëÓÌÌ«½ÌÃÜÇĞÏà¹ØµÄÑÇ²®À­º±×Ú½Ì.ÈöÂêÀûÑÇÅÉÉù³ÆËûÃÇµÄ³ç°İÊÇ¹Å´ú°Í±ÈÂ×Á÷ÍöÖ®Ç°µÄÒÔÉ«ÁĞÈË,±£ÎÀÁËÒÔÉ«ÁĞµÄÍÁµØµÄÈË£¬¶ø²»ÊÇÓÌÌ«½Ì£¬ËûÃÇÉù³ÆÕâ²»ÊÇ¸Ä±äºÍĞŞÕıÁËµÄ×Ú½Ì. ÔÚÓÎÏ·ÖĞ, ÈöÂíÀûÌ¹»áÊÇ×÷ÎªÓÌÌ«½ÌµÄÒì¶Ë.Õâ¸öÒì¶ËÊÇÃ»ÓĞÕıÊ½µÄ×Ú½ÌÁìĞäºÍÌØ±ğÓÎÏ·µÄ»úÖÆ.;Le samaritanisme est une religion abrahamique très proche du judaïsme. Les samaritains affirment que leur culte est celui de la véritable religion des anciens Israélites, pratiquée antérieurement ?leur exil babylonien et préserv?par ceux qui sont restés en Israël. Ils opposent leur culte ?celui du judaïsme qu'ils considèrent comme étant une religion liée mais altérée et amendée. \n\nDans le jeu, cette hérésie du judaïsme n'a ni chef officiel ni mécanique spécifique.;Der Samaritismus ist ein Abrahamische Religion die eng mit der Judentum verwandt ist. Die Samariter glauben, dass ihr Glaube die ursprüngliche Religion vor dem Exil der Israeliten in Babylon darstellt, am Leben gehalten von den wenigen, die damals in der Heimat zurückgeblieben sind. Das Judentum sehen sie als verwandte, aber veränderte Religion an. Im Spiel wird der Samaritismus als jüdische Heräsie behandelt. Diese Häresie hat kein offizielles Oberhaupt und keine speziellen Spielmechaniken.;;El samaritanismo es una religión abrahámica claramente relacionada con el judaismo. Los samaritanos consideran que su adoración es la verdadera religión que profesaban los israelitas antes del exilio babilónico, preservada por aquellos que permanecieron en Israel, al contrario que el judaísmo que consideran una religión relacionada con la suya pero que fue alterada y enmenda. En el juego el samaritanismo es considerado una herejía del judaísmo tradicional. Esta herejía no tiene un líder religioso formal ni mecánicas especiales en el juego.;;;;;;;;;x
title_fraticelli_cardinal;Êà»úÖ÷½Ì;Cardinal;Kardinal;;Cardenal;;;;;;;;;x
expected_next_title_fraticelli_cardinal;Ô¤ÆÚµÄÏÂÒ»Î»Êà»úÖ÷½Ì;Probable prochain cardinal;Erwarteter neuer Kardinal;;Presunto próximo cardenal;;;;;;;;;x
expected_next_title_fraticelli_cardinal_tooltip;µ±Êà»úÖ÷½Ì³öÏÖ¿ÕÈ±Ö®Ê±£¬ÕâÎ»Ö÷½Ì½«³ÉÎªºò²¹.;Cet évêque sera probablement le prochain cardinal fraticelle dès qu'une place sera disponible.;Dieser Bischof wird wahrscheinlich als nächster zum Kardinal ernannt, wenn ein Sitz im Kollegium frei wird.;;Este obispo ser? probablemente, el próximo Cardenal cuando haya una vacante.;;;;;;;;;x
best_candidate_title_fraticelli_cardinal;ÎÒ×îºÃµÄºò²¹Êà»úÖ÷½Ì.;Notre meilleur candidat ?la Curie;Mein bester Kardinalskandidat;;Mi mejor candidato a Cardenal;;;;;;;;;x
best_candidate_title_fraticelli_cardinal_tooltip;Íõ¹úÄÚµÄËùÓĞÖ÷½ÌÖĞ£¬ÕâÎ»Ö÷½ÌÊÇ×îÓĞ¿ÉÄÜ±»½Ì×ÚÈÎÃüÎªÊà»úÖ÷½ÌµÄ.;De tous nos évêques, celui-ci est le plus susceptible d'être nomm?cardinal par le Pape fraticelle.;Von allen Bischöfen in meinem Reich wird dieser wahrscheinlich am ehesten vom Papst zum Kardinal ernannt.;;De todos los obispos de mi Reino, este es el que tiene más probabilidades de que el Papa lo nombre Cardenal.;;;;;;;;;x
EVTOPTJ96501;×ÅÖØÓÚ¾«Í¨·ÀÎÀµØĞÎ.;Apprendre la maîtrise du terrain dans une optique défensive.;Spezialisierung auf defensives Gelände.;;Especializarse en terreno defensivo.;;;;;;;;;x
EVTOPTK96501;×ÅÖØÓÚ°üÎ§Õ½Êõ.;Apprendre les tactiques de siège.;Spezialisierung auf Belagerungstaktiken.;;Especializarse en tácticas de asedio.;;;;;;;;;x
create_ibadi_caliphate;½¨Á¢ÒÁ°Íµ×ÅÉ¹şÀï·¢Í·ÏÎ.;Créer le califat ibadite;Das Ibadi-Kalifat erschaffen;;Crear el Califato Ibad?;;;;;;;;x
create_ibadi_caliphate_desc;½¨Á¢ÒÁ°Íµ×ÅÉ¹şÀï·¢Í·ÏÎ²¢È·Á¢ÄãÔÚÒÁ°Íµ×ÅÉÄÂË¹ÁÖÖĞ¾«ÉñÁìĞäµØÎ».;Créer le califat ibadite nous permettra d'assoir notre position de chef spirituel de tous les vrais musulmans.;Das Ibadi-Kalifat erschaffen und eure Position als  geistiger Führer aller Ibadi-Muslimen bestätigen.;;Crear el Califato Ibad?y asumir la posición como lider de todos los fieles Ibadíes.;;;;;;;;;x
UNSUPPORTED_VERSION;§R²»Ö§³Ö§!;§RNON SUPPORTEE?;§RUNGESTÜTZT?;;§RNO COMPATIBLE?;;;;;x
