#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AIREASON_ALL_HELP_IS_APPRECIATED;¶ÔËùÓĞµÄ°ïÖú±íÊ¾¸ĞĞ»;Toute aide est appréciable;Jegliche Hilfe ist willkommen;;Toda ayuda se agradece;;;;;;;;;x
DS_HOSTILE_6;ÒòÎª§Y$ATTACKER$§!ºÍËûÃÇÃûÒåÉÏµÄÁìÖ÷§Y$LIEGE$§!Ö®¼äµÄÕ½Õù¶øÓëÖ®§YµĞ¶Ô§!.;§YHostile? envers le §Y$ATTACKER$? ?cause de la guerre contre leur seigneur nominal, §Y$LIEGE$?.;§YHostile? gegen §Y$ATTACKER$? aufgrund des Krieges gegen den nominellen Lehnsherren, §Y$LIEGE$?.;;§YHostile? hacia §Y$ATTACKER$? Debido a su guerra con el señor nominal, §Y$LIEGE$?.;;;;;;;;;x
UW_NOT_POSSIBLE_TO_ATTACH;´ËµØÎŞÓÑ¾ü¿É¸úËæ.;Il n'y a pas ici d'unités amies auxquelles se joindre.;Hier gibt es keine befreundete Einheiten, denen Ihr Euch anschließen könntet.;;No hay unidades aliadas aqu?para adjuntar a.;;;;;;;;;x
UW_UNITS_ATTACHED;¸úËæÒÔÏÂ¾ü¶Ó.;Les unités suivantes sont rattachées;Die folgenden Einheiten haben sich angeschlossen.;;Las siguientes unidades se adjuntan.;;;;;;;;;x
UW_ATTACH_TO;Ëø¶¨¸úËæ$NAME$.;Rattacher pour toujours suivre $NAME$.;Folgender Einheit anschließen: $NAME$.;;Adjuntar para seguir siempre a $NAME$.;;;;;;;;;x
UW_DETACH_FROM;Í£Ö¹¸úËæ$NAME$.;Détacher de $NAME$.;Von folgender Einheit lösen: $NAME$.;;Separar del siguiente $NAME$.;;;;;;;;;x
INTERACTION_NO_OUTSIDER_OCCUPATION;ÈÎºÎ §Y$REVOLTER$§! µÄÁìµØ¾ùÎ´±» §Y$OUTSIDER$§! Õ¼Áì;Aucune propriét?de §Y$REVOLTER$? n'est occupée par §Y$OUTSIDER$?.;Keine der §Y$REVOLTER$s? Besitztümer werden von $OUTSIDER$ belegt.;;Ninguna de las posesiones de §Y$REVOLTER$?  están ocupadas por §Y$OUTSIDER$?.;;;;;;;;;x
OL_UNIT_MOVING;Â·ÏßÉÏµÄÏÂ¸öÊ¡·İÊÇ §Y$TARGET$§W.;Le prochain comt?sur notre route est §Y$TARGET$§W.;Nächste Provinz auf der Route ist §Y$TARGET$§W.;;Siguiente provincia en la ruta es §Y$TARGET$§W.;;;;;;;;;x
k_andalusia;°²´ïÂ¬Î÷ÑÇ;Andalousie;Andalusien;;Andalucía;;;;;;;;;x
k_brittany;²¼ÁĞËşÄá;Bretagne;Bretagne;;Britania;;;;;;;;;x
k_brittany_adj;²¼ÁĞËşÄá;bretonne;Bretonisch;;Bretón;;;;;;;;;x
k_aquitaine;°¢»ùÌ¹;Aquitaine;Aquitanien;;Aquitania;;;;;;;;;x
k_aquitaine_adj;°¢»ùÌ¹;aquitaine;Aquitanisch;;Aquitano;;;;;;;;;x
d_aquitaine_adj;°¢»ùÌ¹;aquitaine;Aquitanisch;;Aquitana;;;;;;;;;x
b_asperg;°¢Ë¹Åå¸ñ;Asperg;Asperg;;Asperg;;;;;;;;;x
opinion_father_of_child;ÎÒµÄº¢×Ó;Mon enfant;Mein Kind;;Mi hijo;;;;;;;;;x
#plot_kill_character_short;É±ËÀÈËÎï;;Charakter t?ten;;Matar personaje;;;;;;;;;x;
#plot_kill_spouse_short;É±ËÀÅäÅ¼;;Gatten t?ten;;Matar al C¨®nyuge ;;;;;;;;;x;
CB_NAME_DEJURECLAIM;¶Ô[Title.GetBaseName]µÄ·¨ÀíĞû³Æ;Revendication de jure sur [Title.GetBaseName];De jure Anspruch auf [Title.GetBaseName];;Reclamar el [Title.GetBaseName] de facto;;;;;;;;;x
WAR_NAME_DEJURECLAIM;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$·¨ÀíÕ½Õù£¬¶Ô$OTHER_TITLE$;$ORDER$Guerre de revendication de jure entre $FIRST$ et $SECOND$ pour obtenir $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ De jure Krieg über $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ de facto guerra sobre $OTHER_TITLE$;;;;;;;;;x
TITLE_CREATION_REQ_DUCHIES;ÄãĞèÒª³ÖÓĞÖÁÉÙ§Y$DUCHIES$§!¸ö¹«¾ôÍ·ÏÎ.;Vous devez détenir au moins §Y$DUCHIES$? titres ducaux.;Ihr müsst mindestens den §Y$DUCHIES$? Herzogtums-Titel innehaben.;;Tienes que poseer al menos §Y$DUCHIES$? títulos de Duque;;;;;;;;;x
TITLE_TITULAR_NO_CAPITAL;¸ÃÍ·ÏÎÎŞ·¨Õı³£´´½¨.;Ce titre ne peut pas être créé normalement.;Dieser Titel kann nicht normal erschaffen werden.;;Este título no se puede crear con normalidad. ;;;;;;;;;x
TITLE_TITULAR_CREATION_DESC;´´½¨´ËÍ·ÏÎ½«»á¸øÄú´øÀ´§G$PRESTIGE$§!ÍşÍû, »¨·Ñ§R$GOLD$§!¤ÒÔ¼°§R$PIETY$§! $PIETYNAME$.;La création de ce titre vous conférerait §G$PRESTIGE$? en prestige et vous coûtera §R$GOLD$? pièces d'or et §R$PIETY$? en $PIETYNAME$;Die Erschaffung dieses Titels würde Euch §G$PRESTIGE$? Ansehen geben und kostet Euch §R$GOLD$??und §R$PIETY$? [Player.Religion.GetPietyName].;;Crear este título te dar?§G$PRESTIGE$? de Prestigio y te costar?§R$GOLD$??y §R$PIETY$? de [Player.Religion.GetPietyName].;;;;;;;;;x
TITLE_TITULAR_REQ_HELD_CAPITAL;Äú±ØĞëÓµÓĞ§Y$TITLE$§!Í·ÏÎ.;Vous devez tenir les §Y$TITLE$?.;Ihr müsst den §Y$TITLE$? innehaben.;;Necesitas poseer el §Y$TITLE$?.;;;;;;;;;x
EVTDESC65115;ÎÒ·¢ÏÖµØÃæÉÏµÄÄà°Í·Ç³£ÃÀÎ¶.ÓÚÊÇ´ó¿ì¶äÒÃ.Õı³ÔµÃ¿ªĞÄ, Ò»¸öÄêÇáµÄÅ®º¢×ÓÏòÎÒ×ßÀ´. ËıÎÊÎÒ, 'ÄãÊÇ¸ö°×³Õ»¹ÊÇÕ¦µØ?';Je trouve une boue savoureuse sur le sol. Mangeons quelques-uns. Pendant que je mangeais, une jeune fille vint vers moi. Elle m'a dit « Etes-vous stupide ou quoi? »;Ich finde schmackhaften Dreck auf der Erde. Esst etwas davon. Während ich esse, ein junges Mädchen kommt zu mir. Sie fragt mich: 'Seid Ihr dumm oder soetwas?';;Me parece delicioso el barro en el suelo. Come un poco. Mientras come, una joven se acerca. Pregunta, '¿Eres tonto o qu?';;;;;;;x
EVTOPTA65115;ÎÒºÜ´ÏÃ÷£¬¹ÃÄïºÜ±¿.;Je suis intelligent. Stupide fille.;Ich klug. Mädchen dumm.;;Soy inteligente. Chica estúpida.;;;;;;;;;x
EVTOPTB65115;±¿ÈË×ö±¿ÊÂ.;N'est stupide que la stupidit?;Dumm ist wer Dummes tut.;;Estúpido es lo que hace el estúpido. ;;;;;;;;;x
EVTDESC65120;½ñÌìÔÚ²Ù³¡ÉÏÏ°Á·ÁËÒ»ÕûÌìµÄ½£Êõ.µ±Á·Ï°½áÊøÊ±·¢ÏÖÊÖÉÏ¼ûÁËºì.Ô­À´ÎÒÈ«³ÌÎÕÔÚÁË½£ÈĞÉÏ! ¹ş¹ş¹ş.;Exercice ?l'épée aujourd'hui. Remarqu?qu'?la fin des exercices, main était rouge. Tenu l'épée tout le temps par la mauvaise extrémité ! Hahaha.;Übte heute mit dem Schwert auf dem Feld. Bemerkte, dass meine Hand rot war, als die Übungsstunde vorbei war. Hielt Schwert am falschen Ende die ganze Zeit! Hahaha.;;Practicar con la espada en el campo hoy. Te das cuenta de que las manos están rojas al terminar de practicar. ¡He estado cogiendo la espada por el otro extremo! Jajaja.;;;;;;;;;x
EVTOPTA65120;ßÏ!;YOW!;YOW!;;¡YOW!;;;;;;;;;x
EVTDESC65125;ÆïÂíÊ±¸Ğ¾õ½ñÌìµÄÂí¶ù±íÏÖµÄºÜÆæ¹Ö.ËüµÄÍ·²»¼ûÁË£¬Ò»Ö±Íùºóµ¹ĞĞ. ¾ÍÕâÑùÒ»Â·Æïµ½ÁË[Root.Location.GetName] ;Le cheval était étrange aujourd'hui lors de la promenade. Il n'avait pas de tête et il ne se déplaçait qu'en reculant. En me baladant de cette manière dans [Root.Location.GetName], un garçon d'écurie m'a dit de regarder de l'autre côt? Je me suis exécut?et j'ai trouv?la tête du cheval.;Pferd seltsam heute beim Ausritt. Kopf fehlte und lief nur rückwärts. Ritt auf diese Weise nach [Root.Location.GetName], wo Stalljunge sagte;;El Caballo estaba raro hoy mientras lo montaba. La cabeza había desaparecido y sólo se movía hacia atrás. As?llego hasta [Root.Location.GetName] donde el mozo de cuadra dijo,;;;;;;;;;;xface other way, stupid!; ;;;;;;;;;;;;;x Did, and found
EVTOPTA65125;°¥Ñ½.ÎÒ´íÁË...;Oups? J'ai fait une gaffe...;Ups. Ich habe schlecht gemacht?;Ups. He hecho mal ...;;;;;;;;;x
EVTOPTB65125;ÉÏÎÒµÄÂ·¸üÈİÒ×.;Conduire ?ma façon c'est bien mieux.;Meine Reitweise ist besser.;;Montar mi mejor forma.;;;;;;;;;x
EVTDESC65126;½ñÌìÔçÉÏÍüÁË´©¿ã×ÓÁË.ºÜ¶àÈË¼â½Ğ,ºÜ¶àÈË·³ÄÕ.°³²»Ã÷°×ÕâÊÇÎªÉ¶.;J'ai oubli?de mettre un pantalon, ce matin. Beaucoup de cris, beaucoup de personnes choquées. Je ne comprends pas.;Verga?heute Morgen Hosen anzuziehen. Viel Geschrei, viele ungehalten. Ich nicht verstehen.;;Se olvid?de poner en los pantalones esta mañana. Muchos gritos, molest?a muchos. No lo entiendo.;;;;;;;;;x
EVTOPTA65126;µ­¶¨£¡Ğ¡´í¶øÒÑ£¡;Calmez-vous? Ce n'est qu'une simple erreur?;Ruhig! Einfacher Fehler!;;¡Cálmate! ¡Un simple error!;;;;;;;;;x
EVTDESC65130;½ñÌìÎÒÅ¼È»·¢ÏÖÁËÒ»·ù»­£¬»­×ÅÎÒÕâ±²×Ó¼û¹ıµÄ×îĞ°¶ñ¡¢×îÕøÄüµÄÉúÎï.ÕâÖÖ¶ÔÓÚ×ÔÈ»µÄÙôäÂÊ¹ÎÒ²»º®¶øÀõ.ÇÒ²»ÌáÄÇ½»´íµÄÑÀ³İ,³óÂªµÄ¶ú¶ä... [Root.GetHerHis]¹âÊÇÄÇ³¬´óµÄ±Ç×Ó¾Í×ã¹»ÈÃÎÒ¶ñĞÄ!ÕâÊ±ºòÒ»¸öÂ·¹ıµÄÍ¢³¼ÎÊÎÒ£¬¶ÔÓÚÎÒµÄĞÂ»­ÏñÊÇ·ñÂúÒâ.;Aujourd'hui je suis tomb?sur un tableau de la créature la plus atroce et la plus horrible que j'ai jamais vue. Cet erreur de la nature m'a glac?les sangs. Ses dents tordues, ses oreilles... Son gros nez ?lui seul me donnait la nausée? Un courtisan près de moi m'a alors demand?ce que je pensais de mon nouveau portrait...;Heute stolperte ich über das Gemälde der bösartigsten, hässlichsten Kreatur, das ich jemals zu Gesicht bekommen habe. Diese Beleidigung der Natur lie?mich bis in die Knochen erzittern. Die schiefen Zähne, die Ohren... [Root.GetHerHis] überdimensionale Größe allein reichte aus, dass mir übel wurde! Ein nahestehender Höfling fragte mich dann, was ich von diesem neuen Porträt hielt.;;Hoy me top?con una pintura de la criatura más miserable y horrible que jamás haya visto . Esta afrenta a la naturaleza me dej?helado hasta los huesos. Los dientes torcidos, los oídos ... ¡[Root.GetHerHis] nariz de gran tamaño era suficiente para hacer que me diera náuseas! Un cortesano que se hallaba cerca, me pregunt?qu?pensaba de mi nuevo retrato.;;;;;;;;;x
EVTOPTA65130;ÎÒĞèÒªÒ»Ãæ¾µ×Ó...;J'ai besoin d'un miroir...;Ich benötige einen Spiegel?;Necesito un espejo ...;;;;;;;;;x
EVTOPTB65130;Õâ»è°µµÄ¹âÏßÎóµ¼ÁËÎÒ. Õâ±Ç×Ó»¹ÊÇÍ¦ÓĞĞÍµÄÂï!;La faible lumière m'a tromp? Ce nez a du caractère?;Das schlechte Licht betrog mich. Diese Nase hat Charakter!;;La poca luz me engañó. ¡Esa nariz tiene personalidad!;;;;;;;;;x
EVTDESC65135;ÎÒ½ñÌìµÃÖª[Root.Location.GetName]µØ·½µÄÄ¸Ç×£¬ÎªÁËÈÃËıÃÇµÄÅ®¶ùÆ½Ê±¹Ô¹ÔµÄ£¬°ì·¨¾ÍÊÇÍşĞ²°ÑËıÃÇ¼Ş¸øÒ»¸ö×î×î¿ÉÅÂµÄÈË... ÎÒ.;J'ai appris aujourd'hui que les mères de [Root.Location.GetName] savent se faire obéir de leurs filles en les menaçant de les marier de force ?quelqu'un comme... moi.;Heute erfuhr ich, dass Mütter in [Root.Location.GetName] ihre Töchter im Rahmen halten, indem sie ihnen drohen, sie mit jemandem zu verheiraten, der so hässlich ist wie... ich.;;Hoy aprend?que las madres en [Root.Location.GetName] mantienen a sus hijas a raya con la amenaza de casarlas con alguien tan horrible como ... yo.;;;;;;;;;x
EVTOPTA65135;ÎÒµÄ¶à»¨µãÊ±¼ä´ôÔÚ¼ÒÀï...;Je devrais passer plus de temps ?l'intérieur de ma demeure...;Ich sollte mehr Zeit im Haus verbringen?;Debo pasar más tiempo en casa ...;;;;;;;;;x
EVTOPTB65135;ËıÃÇ»¹ÄÜ×öµÃ¸üÔã!;Ils pourraient faire pire?;Sie könnten es schlechter treffen!;;¡Se puede hacer peor!;;;;;;;;;x
EVTDESC65140;Á÷´«ÔÚ[Root.Location.GetName]µÄ¶ñ¶¾´«ÑÔËµÎÒÊÇÒ»¸öĞ°¶ñµÄÎ×Ê¦£¬Ô´ÓÚÎÒ... ¶ÀÌØµÄÍâ±í.ÖÁÉÙÎÒµÄ¾ü¶Ó·ÀÖ¹ÁËÄÇĞ©Å©ÃñÕë¶ÔÕâĞ©ºÁÎŞ¸ù¾İµÄÖ¸¿Ø²ÉÈ¡½øÒ»²½ĞĞ¶¯.;Une rumeur fourbe me prétendant sorcière a ét?diffusée dans [Root.Location.GetName] en raison de mon apparence... unique. Au moins, ce statut dissuade les paysans de réagir contre moi face ?ces accusations infondées.;Bösartige Gerüchte, dass ich eine Hexe sei, haben die Runde in [Root.Location.GetName] gemacht, aufgrund meines?einzigartigen Aussehens. Zumindest verhindert meine Position, dass die Bauern auf diese haltlosen Anschuldigungen reagieren.;;Ciertos rumores de que soy una bruja se han extendido en [Root.Location.GetName] debido a mi ... apariencia única. Por lo menos mi rango impide que los campesinos actúen sobre estas acusaciones sin fundamento.;;;;;;;;;x
EVTOPTA65140;ÄÇĞ©»µÈËºÜ¿ì»áÕÒµ½Ğ©¸ü³óµÄÈËÈ¥É§ÈÅ.;Ces misérables trouveront bientôt quelqu'un de plus laid ?martyriser.;Die Schurken werden bald jemand hässlicheren finden, um ihn zu belästigen.;;Los miserables pronto encontrarán a alguien más feo a quién molestar.;;;;;;;;;x
EVTOPTB65140;×çÖäËûÃÇ!×çÖäËûÃÇÉú¶ù×ÓÃ»Æ¨ÑÛ.;La vérole soit sur eux? Qu'ils engendrent des enfants hideux ?mourir.;Mögen die Pocken über sie kommen! Mögen Sie hässliche, hässliche Kinder hervorbringen.;;¡La viruela a ellos! Que críen niños feos, feos.;;;;;;;;;x
EVTDESC65145;´ÓĞ¡µ½´ó,ÄÇĞ©Ç×½üÎÒµÄÈË´ÓÀ´¶¼²»°ÑÎÒ³¤µÃÌØ±ğ³óµ±×÷Ò»¸öÃØÃÜ¿´´ı. ÏÖÔÚ£¬ÎÒ³É³¤ÎªÒ»Î»[Root.GetManWoman],ËûÃÇ¶ÔÎÒÍâ±íµÄ·´Ó¦ËÆºõÔÚÇÄÇÄµØ±ä»¯...;En grandissant, ceux qui m'entouraient n'ont jamais fait mystère du fait qu'enfant ma laideur ne faisait aucun doute. Maintenant que je deviens un[Root.GetNoneE] [Root.GetManWoman], ils semblent réagir différemment ?mon apparence...;Als ich aufwuchs, machten die in meiner Nähe nie einen Hehl daraus, dass ich ein besonders hässliches Kind war. Nun, da ich in ein [Root.GetManWoman] bekommen werde, scheinen sie anders auf mein Aussehen zu reagieren...  ;;Mientras crecía, mis allegados nunca ocultaron que yo era un niño particularmente feo. Ahora, como me estoy me estoy haciendo [Root.GetManWoman], parecen reaccionar de manera diferente a mi apariencia ...;;;;;;;;;x
EVTOPTA65145;³óĞ¡Ñ¼±ä³ÉÁË°×Ìì¶ì...;Je ne suis plus un vilain petit canard...;Nicht länger ein hässliches Entlein;;Ya no ser?el patito feo...;;;;;;;;;x
EVTDESC65150;½ñÌìÎÒÔÚÁù¸öÂí¾ÇÆÍ´ÓµÄ°ïÖúÏÂÆïÉÏÎÒ×î°®µÄ±¦Âí,Ëü·¢³öÁËÒ»ÕóÆæ¹ÖµÄ´­Ï¢È»ºóºäÈ»¿åµ¹.Âí¾ÇÖ÷ÈËËµÕâÆ¥ÂíÒÑ¾­ËÀÁË,ËüµÄ±³¼¹ÕÛ¶ÏÁË. Ëû°µÊ¾£¬´Ó½ñÒÔºóÎŞÂÛÔÚÊ²Ã´³¡ºÏÏÂ£¬ÎÒ¶¼»¹ÊÇ²½ĞĞµÄºÃ£¬ÕâÈÃÃ¿Ò»¸ö¹ØĞÄÎÒµÄÈË¶¼·ÅĞÄ.;Aujourd'hui, alors que je montais mon cheval favori avec l'aide de six palefreniers, il poussa un étrange soupir et s'effondra. Le maître des écuries constata que le cheval était mort le dos bris? Il sous-entendit qu'il serait peut-être préférable pour tout le monde que je me contente de marcher dorénavant.;Als ich heute mein Lieblingspferd mit der Hilfe von sechs Stallburschen bestiegt, seufzte es auf seltsame Art und kollabierte. Der Stallmeister sagte, das Pferd sei tot, dass sein Rücken gebrochen sei. Er lie?anklingen, dass es vielleicht für alle Beteiligten besser wäre, wenn ich von nun an lieber zu Fu?ginge.;;Hoy, con la ayuda de seis mozos de cuadra,me mont?en mi caballo favorito el cual dej?escapar un suspiro extraño y se derrumb? El maestro de establos, afirm?que el caballo estaba muerto, que tenía su espalda rota. Dio a entender que tal vez sería mejor para todos que fuera andando a partir de ahora.;;;;;;;;;x
EVTOPTA65150;ÎÒ¿ÉÄÜÉÔÎ¢³¤ÅÖÁËµã...;J'ai peut-être un peu grossi...;Ich habe vielleicht etwas zugenommen?;Puede que haya ganado un poco de peso ...;;;;;;;;;x
EVTOPTB65150;±Õ×ì! ¸øÀÏ×ÓÔÙÕÒÆ¥Âí!;Ridicule? Trouvez-moi un autre cheval?;Unsinn! Besorgt mir ein anderes Pferd!;;¡Tonterías! ¡Encuéntrame otro caballo!;;;;;;;;;x
EVTDESC65151;È·Êµ²»ÄÜÔÙÅÖÁË.ÎÒÒÑ¾­¾ö¶¨ÁËÒªÉÙ³Ô¶à¶ÍÁ¶. ÎÒÏëÎÒ×îÖÕÒ»¶¨¿ÉÒÔ¿´µ½×Ô¼ºµÄ½ÅµÄ!;C'est assez. J'ai décid?de moins manger et de faire davantage d'exercice. Voyez-vous ça, il me semble que je vois enfin mes pieds?;Genug ist genug. Ich habe mich dazu entschlossen, weniger zu essen und mehr Sport zu treiben. Hah, ich glaube, ich kann schon fast meine Füße sehen!;;Ya es suficiente. He decidido comer menos y hacer más ejercicio. ¿Por qu? ¡Creo que por fin puedo verme los pies!;;;;;;;;;x
EVTDESC65155;ÎÒÕıÔÚÊÓ²ì[Root.Location.GetName]µÄ·ÀÓù¹¤ÊÂ£¬µ±ÎÒÊÔÍ¼×ß½øÆäÖĞÒ»×ùËşÂ¥Ê±,ÎÒ¾ÓÈ»ÔÚËşÃÅÄÇ¿¨×¡ÁË!ÎÒ·¢ÏÖÎÒ½øÍË²»ÄÜ£¬×îºó¿¿ÁËËÄ¸ö×³ºº²Å°ÑÎÒÀ­³öÀ´.;En inspectant les défenses de [Root.Location.GetName], je tentai d'entrer dans une tour et me retrouvai coinc?dans la porte? Je ne pouvais bouger dans une direction ou l'autre, et il fallut la force de quatre hommes pour me tirer de l?;Als ich die Verteidigung von [Root.Location.GetName] entlang ging und versuchte einen der Türme zu betreten, blieb ich im Eingang stecken! Ich hatte keine Möglichkeit mich zu bewegen und es benötigte die Stärke von 4 Männern, um mich rauszuziehen.;;Estaba revisando las defensas de [Root.Location.GetName] y al tratar de entrar en una de las torres, ¡me qued?atrapado en la puerta! Era incapaz de moverme en cualquier dirección y necesit?la fuerza de cuatro hombres para tirar de m?y liberarme.;;;;;;;;;x
EVTOPTA65155;ÎÒ¶¼ÅÖ³ÉÊ²Ã´ÑùÁË? ±ğÔÙ¸øÎÒ¿¾ÈéÖíÁË.;Que suis-je devenu? C'est décid? j'arrête de me goinfrer.;Was ist aus mir geworden? Kein Ferkel mehr für mich.;;¿En qu?me he convertido? Ni un cochinillo más para m?;;;;;;;;;x
EVTOPTB65155;Õâ×ùËşÂ¥ÊĞ¸øĞ¡º¢×ÓÉè¼ÆµÄÂğ? ¸øÎÒ°ÑËùÓĞµÄÃÅ¶¼ÔÒ¿ª!;Cette tour a-t-elle ét?conçue pour des enfants? Élargissez toutes les portes?;Wurde dieser Turm für die Benutzung durch Kinder erbaut? Erweitert alle Eingänge!;;¿Acaso esta torre fue diseñada para niños? ¡Agrandad todas las puertas! ;;;;;;;;;x
EVTDESC65160;ÎÒ´©¹ı[Root.Location.GetName]×İºá½»´íµÄ½ÖÍ·Ê±£¬ÓöÉÏÁËµ±µØµÄ¡®Ç®°üËÑ²é¹Ù¡¯£¬ËûËµ¿´ÎÒĞÎ¼£¿ÉÒÉ£¬Òª¼ì²é¼ì²éÎÒµÄÇ®°ü£¬ÓÚÊÇÎÒÀÏÊµÌı´ÓÁË.;Lors d'une promenade dans les rues de [Root.Location.GetName], le percepteur local de l'impôt demanda ?voir ma bourse remplie d'or, et j'obéis aussitôt.;"Als ich durch die Straßen von[Root.Location.GetName] lief, wurde ich vom örtlichen Geldbeutel-Kontrolleur angesprochen. Er bat mich, meinen Geldbeutel sehen zu dürfen - und ich kam seinem Wunsch ordnungsgemäß nach.";;Mientras caminaba por las calles de [Root.Location.GetName], se me acerc?el Inspector de bolsas local. Pidi?ver a mi bolsa, y yo cumpl?debidamente.;;;;;;;;;x
EVTOPTA65160;µÈÏÂ... ÄÇ²»ÊÇÊ²Ã´Ç®°üËÑ²é¹Ù...;Une minute... Ce n'était pas le percepteur des impôts...;Moment... das war nicht der Geldbeutel-Kontrolleur...;;Espera ... que no era el Inspector de bolsas ...;;;;;;;;;x
EVTDESC3460;Ò»Î»Ê¥Ö°ÈËÔ±½ñÌìÀ´µ½ÁË¹¬Í¢£¬Ì¸ÂÛĞÅÑöµÄÎÊÌâ£¬µ«ËûºÜ¿ì¾ÍÂ¶³öÁË·ÇÕıÍ³»ù¶½ĞÅÍ½µÄÕæÊµÃæÄ¿¡£×÷ÎªÈÎºÎÊ±ºò¡¢ÈÎºÎµØµãµÄ¼á¶¨µÄÎÀ½ÌÕß£¬ÎÒÏàĞÅÎÒ×öÁËÕıÈ·µÄÊÂÇé¡ª¡ª°ÑÕâ¸öµ¨¸ÒÙôäÂÎÒµÄĞÅÑöºÍÎÒµÄ½ÌÌÃµÄÒì½ÌÍ½¹Ø½ø¼àÓü.;Un religieux est venu ?la Cour aujourd'hui parler des choses de la foi, mais il devint rapidement clair qu'il avait des opinions peu orthodoxes. En tant que défenseur zél?de l'Église en tout temps, je crois avoir bien agi en donnant l'ordre d'emprisonner ce païen blasphémateur qui osait critiquer ma foi et mon Église.;Ein heiliger Mann kam heute an den Hof, um mit mir über Angelegenheiten des Glaubens zu sprechen. Doch wurde klar, dass er unorthodoxe Ansichten pflegte. Als Verteidiger der Kirche nehme ich an, dass ich das Richtige tat, indem ich die Anweisung gab, einen blasphemischen Heiden in den Kerker zu werden, der es wagte, meinen Glauben und meine Kirche zu kritisieren.;;Un hombre santo lleg?a la corte hoy para hablar de asuntos de fe, pero pronto qued?claro que tenía puntos de vista poco ortodoxos. Como soy un celoso defensor de la iglesia, creo que hice lo correcto cuando orden?que encarcelaran a un pagano que se atrevi?a blasfemar contra mi fe y mi iglesia.;;;;;;;;;x
EVTOPTA3460;Ö÷µÄÖ¼Òâ!;Dieu le veut?;Deus vult!;;¡Deus vult!;;;;;;;;;x
EVTDESC61100;×÷Îª[Root.Liege.GetTitledFirstName]µÄÉãÕş,ÎÒµÄÖ°ÔğÊÇº´ÎÀÕâ¸ö½®Óò.ÎÒ¸Ğ¾õ[Root.Liege.GetHerHis]Ä³¿éÁìÍÁÔÚÎÒµÄÖ±½Ó¹ÜÀíÏÂ»á¸ü¼Ó·±ÈÙ.;Mon devoir en tant que régent de [Root.Liege.GetTitledFirstName] est de protéger le Royaume. J'estime qu'une de ses propriétés prospérerait bien mieux sous ma supervision directe.;Als der Regent von [Root.Liege.GetTitledFirstName] ist es meine Aufgabe, das Reich zu schützen. Ich habe das Gefühl, dass eines der [Root.Liege.GetHerHis] Besitztümer unter meiner direkten Aufsicht noch mehr aufblühen würde.;;Como regente de [Root.Liege.GetTitledFirstName], mi deber es proteger el reino. Creo que una de [Root.Liege.GetHerHis] posesiones prosperaría mucho más bajo mi supervisión directa.;;;;;;;;;x
EVTOPTA61100;[Root.Liege.GetTitledFirstName]Ï£ÍûÈç´Ë!;[Root.Liege.GetTitledFirstName] le veut?;[Root.Liege.GetTitledFirstName] verfügt es!;;¡[Root.Liege.GetTitledFirstName] lo desea!;;;;;;;;;x
EVTOPTB61100;»¹ÊÇËãÁË£¬ÎÒ±ØĞëµÃÖªµÀÎÒÈ¨Á¦µÄ½çÏŞ.;Non, je dois me souvenir des limites de mon rang.;Nein, ich muss mich an die Grenzen meiner Position erinnern.;;No, debo recordar los límites de mi rango.;;;;;;;;;x
EVTTOOLTIP61101;Äã´Ó[Root.Liege.GetTitledFirstName]ÊÖÖĞ´Û¶áÁËÒ»¸öÍ·ÏÎ.;Vous usurpez un titre de [Root.Liege.GetTitledFirstName].;Ihr eignet Euch den Titel von [Root.Liege.GetTitledFirstName] an.;;Usurpas un título de [Root.Liege.GetTitledFirstName].;;;;;;;;;x
EVTDESC61101;[Root.Regent.GetTitledName],ÄúµÄÉãÕş, ÒÔ[Root.Regent.GetHerHis]ÎŞÇîµÄÖÇ»Û¾ö¶¨£¬ÄúµÄÒ»¸öÍ·ÏÎÈç¹û±»Ö±½Ó´ÍÓè¸ø[Root.Regent.GetHerHim]£¬½«»á¸üÓĞÀûÓÚÄúµÄÁìµØ.;[Root.Regent.GetTitledName], votre régent, a décid?dans son infinie sagesse qu'un de vos titres serait plus bénéfique au pays s'il était en sa possession.;[Root.Regent.GetTitledName], Euer Regent, hat in [Root.Regent.GetHerHis] grenzenlosen Weisheit entschieden, dass einer Eurer Titel dem Reich mehr bringen würde, wenn dieser direkt an [Root.Regent.GetHerHim] übergehen würde.;;[Root.Regent.GetTitledName], su regente, ha decidido en [Root.Regent.GetHerHis] sabiduría infinita que uno de sus títulos beneficiaría más al reino si lo adjudicara directamente a [Root.Regent.GetHerHim].;;;;;;;;;x
EVTOPTA61101;*Á÷¿ÚË®*;*bave*;*sabber*;;* Babea *;;;;;;;;;x
EVTOPTB61101;*Ã£È»µØÄıÊÓ×ÅÇ°·½*;*regarde d'un oeil vide*;*starrt leer*;;* Mirando distraídamente hacia delante *;;;;;;;;;x
