;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC107304;ÎªÁË½«ÄúµÄ²¿¶Ó×°ÔØÉÏ´¬£¬Çë½«ÄúµÄ½¢¶ÓÊ»ÈëÒ»¸öÂ½µØÊ¡·İÒÔÁîÆäÈë¸Û.È»ºóÄú¿ÉÒÔ½«ÄúµÄ²¿¶Ó¿ªÈëÍ¬Ò»Ê¡·İ,Í¨¹ıµã»÷¾ü¶ÓÉÏ´¬¼üÊ¹µÃ²¿¶ÓÓë½¢¶ÓºÏ²¢. ÄãÒ²¿ÉÒÔÈÃÄãÔÚÁÙº£Ê¡·İµÄ¾ü¶ÓÖ±½ÓÒÆ¶¯µ½ÔÚÁÚ½ü¸ÃÊ¡·İÑóÃæÉÏµÄ½¢¶ÓÉÏµÄĞÎÊ½Ê¹µÃ²¿¶ÓµÇ´¬. Çë×¢Òâ,½¢¶ÓÔ½´óÄÜ×°ÔØµÄ²¿¶ÓÔ½¶à.;Pour faire monter vos troupes ?bord de vos navires, faites entrer votre flotte au port en lui ordonnant de faire route vers une de vos provinces terrestres. Vous pouvez ensuite déplacer votre armée vers cette province et les fusionner en cliquant sur Fusionner les troupes comme précédemment, puis en cliquant sur le bouton Embarquer. Vous pouvez également déplacer votre armée sur une flotte en mer si cette flotte se trouve sur une province maritime côtière. Notez qu'il faut une plus grande flotte pour transporter une plus grande armée.;Um Eure Truppen auf Schiffe zu verladen, müsst Ihr die Flotte in den Hafen bringen, indem Ihr sie zu einer Eurer Landprovinzen befehligt. In die gleiche Provinz könnt Ihr nun Eure Landtruppen verlegen und sie wie gehabt mit einem Klick auf 'Zusammenfassen' zu einer Armee zusammenfassen. Klickt dann auf die Schaltfläche 'Armee einschiffen'. Außerdem könnt Ihr Truppen auf Schiffe verladen, indem Ihr den Landtruppen einen Marschbefehl zu einer Flotte erteilt, die sich in Küstengewässern aufhält. Ihr solltet berücksichtigen, dass für größere Armeen größere Flotten benötigt werden.;;Para cargar tus tropas en los barcos, lleva tu Flota al puerto y ordénale que se desplace hacia una de tus Provincias. Puedes mandar tus Ejércitos a la misma Provincia y unirlos haciendo clic sobre el botón Unificar Tropas como anteriormente y luego haciendo en el botón Embarcar Ejército. También puedes llevar tus Ejércitos en una Flota al mar manteniendo la Flota en una provincia costera y desplazando tus tropas hacia las embarcaciones. Ten presente que para transportar Ejércitos grandes se necesitan Flotas.;;;;;;;;;x
EVTDESC107306;µ±ÄúµÄ²¿¶ÓÍ£ÁôÔÚµĞÈË¿ØÖÆµÄÁìµØÊ±ºò, ËûÃÇ½«»áÎ§¹¥µĞÈËµÄµØ²ú.ÄúĞèÒªÕ¼Áì¸ÃÊ¡·İÄÚËùÓĞµÄµØ²úÒÔÍêÈ«Õ¼¾İ¸ÃµØÇø. Î§³ÇÕ½ĞèÒªÏûºÄÊ±¼ä,Í¬Ê±Î§³Ç²¿¶ÓÈËÊı±ØĞë¶àÓÚÊØ¾ü. Î§¹¥²¿¶ÓÔ½¶à,¹¥ÏİµÄÊ±¼äÔ½¿ì. µ±µØ±¤ÀİµÄµÈ¼¶Ò²»áÓ°Ïìµ½Î§³ÇÊ±¼äµÄ³¤¶Ì.Èç¹ûÄãÏëÁË½âÎ§³ÇµÄ½ø¶È, ÇëÑ¡ÔñÄãµÄ²¿¶Ó»òÕßµã»÷ÕıÔÚÎ§¹¥µÄÊ¡·İ.;Si vos armées se retrouvent en territoire ennemi, elles assiègeront n'importe quelle propriét? Pour occuper pleinement une province, vous devrez prendre possession de toutes ses propriétés. Gagner un siège prend du temps et les forces qui attaquent doivent être plus nombreuses que celles qui défendent. Pour voir la progression d'un siège, sélectionnez votre armée ou encore la province qui est assiégée.;Wenn Eure Armee im Feindgebiet Halt macht, beginnt sie mit der Belagerung. Um eine Provinz vollständig zu besetzen, müsst Ihr jedes Besitztum in der Provinz einnehmen. Eine siegreiche Belagerung erfordert Zeit und eine Überzahl an Truppen. Je größer die zahlenmäßige Überlegenheit gegenüber den Garnisonstruppen, desto kürzer die Belagerungszeit. Auch die Festungsstufe hat einen Einfluss. Um den Belagerungsfortschritt anzuzeigen, wählt die Armee aus oder klickt auf die belagerte Provinz.;;Cuando tus ejércitos se detengan en tierras enemigas, empezarán a asediar las Propiedades del enemigo. Con el fin de ocupar completamente la provincia, tendrás que tomar todas las Propiedades que all?se encuentren. Ganar un Asedio lleva tiempo, y las fuerzas atacantes deben ser mayores que la Guarnición de defensa. Cuanto los atacantes más superen en número a los que se defienden, más rápido se realizar?el asedio. El Nivel de Fortaleza de un asentamiento también afectar?a la rapidez en que se asedia. Para ver el progreso del Asedio, selecciona tu Ejército o haz clic en la Provincia Asediada.;;;;;;;;;x
;#CHRONICLE_DIVORCED;[From.GetTitledFirstName] announced the formal annulment of [Root.GetHerHis] marriage with [Spouse.GetTitledName].;;[From.GetTitledFirstName] verk¨¹ndet die offizielle Annullierung [Root.GetHerHis] Ehe mit [Spouse.GetTitledName].;;[From.GetTitledFirstName] anunci¨® la anulaci¨®n formal de [Root.GetHerHis] boda con [Spouse.GetTitledName].;;;;;;;;;x;
CHRONICLE_GRAND_TOURNAMENT; [From.GetTitledFirstName] ¾Ù°ìÁËÒ»³¡Ê¢´óµÄ±ÈÎä, ÑûÇëÁË¹úÄÚËùÓĞµÄ´óÁìÖ÷ºÍÆïÊ¿Ç°Íù²Î¼Ó.;[From.GetTitledFirstName] a organis?un grand tournoi. Tous les grands seigneurs et tous les grands chevaliers du royaume y sont conviés.;[From.GetTitledFirstName] veranstaltete ein großes Turnier und lud dazu alle Fürsten und Ritter des Reiches ein.;;[From.GetTitledFirstName] lleva a cabo un magnífico torneo, todos los caballeros y gran señores están invitados.;;;;;;;;;x
CHRONICLE_FURUSIYYA; [From.GetTitledFirstName] ¾Ù°ìÁËÒ»³¡ÆïÊõ´ó»á, ÑûÇëÁË¹úÄÚËùÓĞµÄÓÂÊ¿ÃÇÇ°Íù±ÈÊÔÎäÒÕ.;[From.GetTitledFirstName] a organis?une Furusiyya. Tous les grands guerriers du royaume sont invités ?y montrer leurs talents martiaux.;[From.GetTitledFirstName] veranstaltete ein großes Furusiyya und lud zu den Kampfwettbewerben alle großen Krieger des Reiches ein.;;[From.GetTitledFirstName] celebra un Furusiyya, todos los guerreros del reino están invitados a competir con sus habilidades con las armas.;;;;;;;;;x
EVTDESC_108000;ÄãµÄ [Root.GetChancellorName], [Root.job_chancellor.GetTitledFirstName], ½¨ÒéÄãÇåÀíµôÄãĞÂÈ¡µÃµÄÍ·ÏÎ²¢½«Æä·Ö·â¸øĞÂÀÏ·â³¼ÒÔ¼õÇáÄãµÄÍ³ÖÎ¸ºµ£.;Votre [Root.GetChancellorName], [Root.job_chancellor.GetTitledFirstName], vous propose de faire l'inventaire des titres nouvellement acquis et de les distribuer ?des vassaux nouveaux ou existants afin d'alléger la charge pesant sur votre gouvernement.;Euer [Root.GetChancellorName], [Root.job_chancellor.GetTitledFirstName], bietet Euch an, die kürzlich erworbenen Domänentitel an alte und neue Vasallen zu verteilen, damit Euch die Regierungsgeschäfte nicht über Gebühr belasten.;;Tu [Root.GetChancellorName], [Root.job_chancellor.GetTitledFirstName], se ha ofrecido para revisar tus recién adquiridos títulos de terratenencia y distribuirlos entre tus actuales vasallos o incluso nuevos vasallos para aligerar tu carga de gobierno.;;;;;;;;;x
EVTDESC_108001;ÄãµÄ [Root.GetTreasurerName], [Root.job_treasurer.GetTitledFirstName], ½¨ÒéÄãÇåÀíµôÄãĞÂÈ¡µÃµÄÍ·ÏÎ²¢½«Æä·Ö·â¸øĞÂÀÏ·â³¼ÒÔ¼õÇáÄãµÄÍ³ÖÎ¸ºµ£.;Votre [Root.GetTreasurerName], [Root.job_treasurer.GetTitledFirstName], vous propose de faire l'inventaire des titres nouvellement acquis et de les distribuer ?des vassaux nouveaux ou existants afin d'alléger la charge pesant sur votre gouvernement.;Euer [Root.GetTreasurerName], [Root.job_treasurer.GetTitledFirstName], bietet Euch an, die kürzlich erworbenen Domänentitel an alte und neue Vasallen zu verteilen, damit Euch die Regierungsgeschäfte nicht über Gebühr belasten.;;Tu [Root.GetTreasurerName], [Root.job_treasurer.GetTitledFirstName], se ha ofrecido para revisar tus títulos de terratenencia recién adquiridos y distribuirlos entre tus actuales vasallos o incluso nuevos vasallos para aligerar tu carga de gobierno.;;;;;;;;;x
EVTDESC_108002;ÄãµÄ [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], ½¨ÒéÄãÇåÀíµôÄãĞÂÈ¡µÃµÄÍ·ÏÎ²¢½«Æä·Ö·â¸øĞÂÀÏ·â³¼ÒÔ¼õÇáÄãµÄÍ³ÖÎ¸ºµ£.;Votre [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], vous propose de faire l'inventaire des titres nouvellement acquis et de les distribuer ?des vassaux nouveaux ou existants afin d'alléger la charge pesant sur votre gouvernement.;Euer [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], bietet Euch an, die kürzlich erworbenen Domänentitel an alte und neue Vasallen zu verteilen, damit Euch die Regierungsgeschäfte nicht über Gebühr belasten.;;Tu [Root.GetLordSpiritualName], [Root.job_spiritual.GetTitledFirstName], se ha ofrecido para revisar tus títulos de terratenencia recién adquiridos y distribuirlos entre tus actuales vasallos o incluso nuevos vasallos para aligerar tu carga de gobierno.;;;;;;;;;x
increase_plot_power;¼äµı×Ü¹Ü¿ÉÒÔÌáÉıÒõÄ±Á¦Á¿;Le maître-espion augmente votre puissance d'intrigue.;Agentenführer erhöht Verschwörungsstärke;;El Jefe de Espionaje aumenta el poder de conspiración;;;;;;;;;x
EVTOPTB75003;ÈÃ¼äµı×Ü¹Ü [Root.job_spymaster.GetTitledFirstName] ²ÎÓëµ½ÒõÄ±ÖĞ!;Que le maître-espion [Root.job_spymaster.GetTitledFirstName] s'occupe du complot?;Agentenführer [Root.job_spymaster.GetTitledFirstName] mit der Verschwörung beauftragen!;;¡Mandar el Jefe de Espionaje [Root.job_spymaster.GetTitledFirstName] al complot!;;;;;;;;;x
increase_assassinate_chance;¼äµı×Ü¹ÜÌáÉıÒõÄ±Á¦Á¿;Le maître-espion augmente votre puissance d'intrigue.;Agentenführer erhöht Verschwörungsstärke;;El Jefe de Espionaje aumenta el poder de conspiración;;;;;;;;;x
MODIFIER_PLOT_POWER;ÌáÉıÒõÄ±Á¦Á¿;Augmentation de la puissance d'intrigue;Verschwörungsstärke erhöht;;Aumentar Poder de Conspiración;;;;;;;;;x
ca_culture_moors_1;Ä¦¶ûÆï±øÓª;Écuries maures;Maurische Kavalleriekaserne;;Cuartel de la Caballería Mora;;;;;;;;;x
ca_culture_moors_1_desc;ÕâÀïÊÇÕ÷ÕÙÑµÁ·¾«Ó¢Ä¦¶ûÆï±øµÄµØ·½.Ä¦¶ûÈËÓµÓĞÓÆ¾ÃµÄÆï±øÑµÁ·ÀúÊ·,ÕâĞ©Æï±øÊ±ÊÀ½çÉÏ×î°ôµÄÆï±ø,ËûÃÇ×°±¸×Å³¤Ã¬,½£,ÒÔ¼°¹­¼ı,ÕâÊ¹µÃËûÃÇ¾ß±¸ÁË¼«¸ßµÄÕ½ÂÔÁé»îĞÔ.;C'est ici que l'élite de la cavalerie maure est recrutée et s'entraîne. Les Maures possèdent une des meilleures traditions de cavalerie du monde? armés de lances, d'épées et d'arcs, ils possèdent une grande flexibilit?tactique.;Hier wird die Elite der maurischen Kavallerie rekrutiert und ausgebildet. Die Mauren, die eine lange Tradition im Kampf zu Pferd haben, verwenden Lanzen, Schwerter und Bögen. Ihre Kampfweise ist von großer taktischer Flexibilität.;;Aqu?es donde se recluta y entrena la élite de la caballería mora. Los moros cuentan con una larga tradición en el campo de batalla, son considerados unos de los mejores caballeros del mundo ?armados con lanzas, espadas y arcos, tienen una gran flexibilidad táctica.;;;;;;;;;x
RETTYPE_CUL_ANDALUSIAN;°²´ïÂ¬Î÷ÑÇÆï±ø;Cavalerie andalouse;Andalusische Kavallerie;;Caballería Andalus?;;;;;;;;x
RETTYPE_CUL_BERBER;°Ø°Ø¶ûÆï±ø;Cavalerie berbère;Berber-Kavallerie;;Caballería Bereber;;;;;;;;;x
INTERACTION_REQUIRES_ACTOR_IS_INDEPENDENT;§Y[Actor.GetTitledFirstName]§! ÊÇ¶ÀÁ¢µÄ;§Y[Actor.GetTitledFirstName]? est indépendant;§Y[Actor.GetTitledFirstName]? ist unabhängig;;§Y[Actor.GetTitledFirstName]? es independiente;;;;;;;;;x
vice_royalty_baron_female;Å®ÄĞ¾ô×Ü¶½;Vice-reine baronne;Vize-Baronin;;Virreina de la Baronía;;;;;;;;;x
vice_royalty_count_female;Å®²®¾ô×Ü¶½;Vice-reine comtesse;Vize-Gräfin;;Virreina del Condado;;;;;;;;;x
vice_royalty_duke_female;Å®¸±×Ü¶½;Vice-reine mineure;Geringere Vizekönigin;;Virreina secundaria;;;;;;;;;x
vice_royalty_king_female;Å®×Ü¶½;Vice-reine;Vizekönigin;;Virreina;;;;;;;;;x
vice_royalty_emperor_female;Å®´ó×Ü¶½;Grande vice-reine;Hohe Vizekönigin;;Virreina principal;;;;;;;;;x
ERA_CHAR_INFO_1316;º£ÒòÀïÏ£ÊÇÉñÊ¥ÂŞÂíµÛ¹ú»ÊµÛº£ÒòÀïÏ£ÈıÊÀÖ®×Ó,ÓëËû¸¸Ç×Ò»Ñù,ËûÔÚÓ×ÄêÊ±ÆÚ¾Í¼´Î»ÎªÈÕ¶úÂü¹úÍõÁË.ÔÚËû12ËêÊ±, ¹¬Í¢Àï±¬·¢ÁËÕë¶ÔËûÄ¸Ç×µÄÕş±ä,ÉãÕşÈ¨Îª¿ÆÂ¡´óÖ÷½ÌËù¶á.ÔÚÕş±äÖĞ,ÎªÁËÊÔÍ¼ÌÓÍÑ¿ÆÂ¡´óÖ÷½ÌµÄ°ó¼Ü,º£ÒòÀïÏ£²îµãÄçËÀ.µ±Ëû³ÉÄêºó,º£ÒòÀïÏ£ÎªÁËÆ½ºâÅÓ´óµÛ¹úÄÚµÄ¸÷¸öÀûÒæ¼¯ÍÅºÄ·ÑÁË´óÁ¿µÄ¾«Á¦.ËûÍ¬ÅÑÂÒµÄÁìÖ÷ºÍË¹À­·òÒì½ÌÍ½Ö®¼ä±¬·¢ÁË¶à³¡Õ½Õù.º£ÒòÀïÏ£»¹Í¬½Ì×Ú¸ñÀï¸ßÀûÆßÊÀÖ®¼ä¾ÍÖ÷½ÌĞğÈÎÈ¨ÎÊÌâ·¢ÉúÁË¼¤ÁÒµÄÕùÖ´, ÕâÖ±½Óµ¼ÖÂÁËËû±»½Ì»áÆÆÃÅ.Ãæ¶Ô×ÅµÛ¹úÄÚ¼´½«±¬·¢µÄÅÑÂÒ,º£ÒòÀïÏ£±»ÆÈ³ÜÈèµØÔÚ¿¨ÅµÉ¯³Ç±¤ÍâµÄ·çÑ©ÖĞ¹òÁËÈıÌìÈıÒ¹ÒÔÆòÇó½Ì×ÚµÄÉâÃâ.;Henri était le fils de l'empereur romain germanique Henri III. Comme son père avant lui, il devint roi des Germains très jeune. Il faillit se noyer ?l'âge de 12 ans lorsqu'il tenta d'échapper aux ravisseurs mandatés par l'archevêque de Cologne dans ce qui allait être un coup d'État réussi contre sa mère pour obtenir la régence. Adulte, il passa le plus clair de son temps ?équilibrer les intérêts de divers groupes puissants au sein de son vaste empire. Il mena plusieurs guerres contre des princes rebelles et contre les Slaves païens. Henri fut également au centre d'une controverse avec le pape Grégoire VII qui mena ?son excommunication. Confront??la possibilit?d'une rébellion dans l'empire, Henri fut contraint ?l'humiliation en demeurant ?genoux pendant trois jours dans une tempête de neige ?Canossa, attendant le pardon du pape.;Heinrich, der Sohn Heinrichs des III., Kaiser des Heiligen Römischen Reiches, wurde wie sein Vater schon früh zum König der Deutschen gekrönt. Als er 12 war, ertrank er beinahe bei einem Entführungsversuch des Erzbischofs von Köln, der Heinrichs Mutter die Regentschaft zu entreißen plante, womit er letztlich erfolgreich sein sollte. Als Erwachsener hatte Heinrich die Aufgabe, für eine Balance unter der Vielzahl der verschiedenen Interessensgruppen in seinem riesigen Reich zu sorgen. Dabei führte er Kriege gegen verschiedene aufständische Fürsten sowie gegen die heidnischen Slawen. Eine erbitterte Auseinandersetzung mit Papst Gregor VII. hatte Heinrichs Exkommunikation zu Folge. Um eine mögliche Rebellion im Reich zu vermeiden, war Heinrich gezwungen, den schmachvollen Gang nach Canossa anzutreten. Dort kniete der Kaiser drei Tage lang im Schneesturm, bis der Papst ihm Vergebung gewährte.;;Enrique fue el hijo del Emperador Enrique III del Sacro Imperio y, al igual que su padre, se convirti?en Rey de los Germanos a muy temprana edad. A los 12 años casi muere ahogado al tratar de escapar de un secuestro en manos del Arzobispo de Colonia durante un ataque político contra su madre por conseguir la regencia y que finalmente result?exitoso. Enrique, ya adulto, pas?mucho tiempo tratando de mantener el equilibrio entre los muchos  grupos con poderosos intereses dentro del vasto imperio. Luch?en distintas guerras contra príncipes rebeldes y también contra Eslavos Paganos. As?mismo, tuvo también una amarga controversia con el Papa Gregorio VII sobre la investidura, lo que le comport?la excomunión. Ante una posible rebelión en el Imperio, Enrique, humillado, tuvo que arrodillarse durante tres días bajo una tormenta en Canossa esperando el perdón del Papa.;;;;;;;;;x
administration;ĞĞÕşÌåÖÆ;Administration;Verwaltung;;Administración;;;;;;;;;x
administration_desc;Ò»¸öµÛ¹ú¼È¿ÉÒÔ²ÉÓÃ·â½¨ÌåÖÆÒ²¿ÉÒÔ²ÉÓÃÂŞÂíÊ½ĞĞÕşÌåÖÆ.ÂŞÂíÊ½ĞĞÕşÌåÖÆ²¢½ÏÄÑ½¨³É,²¢ÇÒĞèÒª¶à´Î¸Ä¸ï²ÅÄÜ´ïµ½.;Un empire peut être dirig?selon le système féodal ou selon une administration impériale inspirée du modèle romain. Cette dernière option, cependant, n'est pas facilement accessible et peut exiger des réformes en profondeur.;Ein Reich kann nach feudalem System regiert werden oder nach kaiserlich-imperialem System, d. h. nach römischem Vorbild. Letzteres ist jedoch meist nur dann möglich, wenn vorher umfassende Reformen durchgeführt wurden.;;Un imperio se puede organizar mediante un sistema feudal o con una administración imperial siguiendo el modelo romano. Esta segunda opción no siempre es posible y requiere profundas reformas.;;;;;;;;;x
feudal_administration;·â½¨ÌåÖÆ;Administration féodale;Feudale Verwaltung;;Administración Feudal;;;;;;;;;x
feudal_administration_option;·â½¨;Féodal;Feudal;;Feudal;;;;;;;;;x
feudal_administration_desc;·â½¨Éç»áÊÇÒ»¸ö·â½¨ÁìÖ÷ÎªÖ÷Òª¹¹³ÉµÄµÈ¼¶Éç»á,ÆäÖĞµÄÃ¿Ò»¸ö³ÉÔ±¶¼¶ÔÖ±½ÓÁìµ¼µÄÉÏ¼¶ÁìÖ÷ĞíÒÔĞ§ÖÒ²¢¶ÔÖ¸»Ó×ÅÖ±½ÓÏÂ¼¶ÁìÖ÷.ÕâÊÇÖĞÊÀ¼ÍÊ±ÆÚ×îÆÕ±éµÄÉç»áĞÎÌ¬ ,ÔÚÕâÖÖÉç»áĞÎÌ¬ÖĞÁìÖ÷µÄÍ³ÖÎºÜ´ó³Ì¶ÈÉÏÊÇ½¨Á¢ÔÚ[Player.GetHerHis]ÖÚ¶à·â³¼µÄÖÒ³ÏÖ®ÉÏ.;Une sociét?féodale est une hiérarchie de seigneurs terriens. Chaque personne dans ce système jure allégeance ?celles qui se trouvent au-dessus d'elle et commande ?celles qui se trouvent en dessous. C'est ainsi que la majorit?du monde médiéval fonctionne. Cela signifie qu'un souverain dépend grandement de la loyaut?de ses plus puissants vassaux.;Eine Feudalgesellschaft bezeichnet ein hierarchisches System von Fürsten mit Landbesitz. Jede Person hat einen Lehnsherrn, dem sie direkt unterstellt ist, sowie Lehnsmänner, die ihr direkt unterstellt sind. Der Großteil der mittelalterlichen Welt folgte diesem Prinzip. Als Konsequenz davon war der Herrscher stark von der Loyalität [Player.GetHerHis] einflussreicheren Vasallen abhängig.;;Una sociedad feudal es una jerarquía de terratenientes en la cual cada persona del sistema debe lealtad a sus superiores y dan órdenes a los que tienen por debajo. La mayor parte del mundo medieval funciona de este modo, lo que significa que el gobernante depende, en gran medida, de la lealtad de [Player.GetHerHis] vasallos más poderosos.;;;;;;;;;x
imperial_administration;µÛ¹úÌåÖÆ;Administration impériale;Kaiserlich-imperiale Verwaltung;;Administración Imperial;;;;;;;;;x
imperial_administration_option;µÛ¹ú;Impérial;Kaiserlich;;Imperial;;;;;;;;;x
imperial_administration_desc;ÕâÖÖÕşÖÎÌåÖÆÀàËÆÓÚÂŞÂíµÛ¹úÊ±ÆÚµÄÌåÖÆ, ÊÇÓÉ²»Í¬µÈ¼¶µÄ¹ÙÀôÌåÏµÒÔ»ÊµÛµÄÃûÒå¶Ô¹ú¼ÒÈÕ³£ÊÂÎñ½øĞĞ´¦Àí.ÕâÖÖÌåÖÆÍ¨¹ıÏ÷ÈõµØ·½·â³¼µÄÈ¨Á¦À´Ê¹µÃÕşÈ¨ÎÈ¹Ì.;Ce système est similaire ?celui qui existait dans l'Empire romain? une hiérarchie de magistrats et de fonctionnaires s'occupe de la gestion au quotidien au nom de l'empereur. Ce système permet une structure puissante qui accorde moins de pouvoirs aux vassaux définitivement attachés ?leur terre.;Dieses Verwaltungssystem ähnelt dem des Römischen Reiches. Eine Hierarchie von Magistraten und Funktionären erledigt die Regierungsgeschäfte im Namen des Kaisers. Dabei entsteht ein Machtgefüge, bei dem weniger Macht in die Hände der Fürsten bzw. Grundherren übergeht.;;Este sistema de administración es similar al del Imperio Romano, cuenta con una jerarquía de magistrados y funcionarios que llevan diariamente los asuntos en nombre del emperador. Esto permite crear una estructura de poder que ofrece menos poder a los vasallos que poseen tierras de forma permanente.;;;;;;;;;x
vice_royalty_duke_byzantine;½«¾ü;Strategos;Strategos;;Strategos;;;;;;;;;x
vice_royalty_king_byzantine;¶¼¶½;Exarque;Exarch;;Exarca;;;;;;;;;x
vice_royalty_emperor_byzantine;´ó¶¼¶½;Grand exarque;Gro?Exarch;;Gran Exarca;;;;;;;;;x
vice_royalty_duchy_of_byzantine;¾üÕò;Thème de;Thema von;;Tema de;;;;;;;;;x
vice_royalty_kingdom_of_byzantine;ĞĞÊ¡;Exarchat de;Exarchat von;;Exarcado de;;;;;;;;;x
vice_royalty_empire_of_byzantine;¹ÜÇø;Grand exarchat de;Gro?Exarchat von;;Gran Exarcado de;;;;;;;;;x
enables_centralization_1;¶Ô¹«¾ô¼°ÒÔÉÏ·â³¼Ö´ĞĞÏŞÖÆÍõÈ¨·¨ÂÉ.\n;Permet la loi de centralisation faible pour les ducs et titres supérieurs.\n;Aktiviert geringere Zentralisierungsgesetze für Herzöge und höhere Ränge.\n;;Permite Leyes de Baja Centralización para Duques y superiores.\n;;;;;;;;;x
enables_centralization_2;¶Ô¹«¾ô¼°ÒÔÉÏ·â³¼Ö´ĞĞÖĞµÈÍõÈ¨·¨ÂÉ.\n;Permet la loi de centralisation moyenne pour les ducs et titres supérieurs.\n;Aktiviert mittlere Zentralisierungsgesetze für Herzöge und höhere Ränge.\n;;Permite Leyes de Centralización Media para Duques y superiores.\n;;;;;;;;;x
enables_centralization_3;¶Ô¹«¾ô¼°ÒÔÉÏ·â³¼Ö´ĞĞ¸ßÍõÈ¨·¨ÂÉ.\n;Permet la loi de centralisation forte pour les ducs et titres supérieurs.\n;Aktiviert höhere Zentralisierungsgesetze für Herzöge und höhere Ränge.\n;;Permite Leyes de Alta Centralización para Duques y superiores.\n;;;;;;;;;x
enables_centralization_4;¶Ô¹«¾ô¼°ÒÔÉÏ·â³¼Ö´ĞĞ¾ø¶ÔÍõÈ¨·¨ÂÉ.\n;Permet la loi de centralisation absolue pour les ducs et titres supérieurs.\n;Aktiviert absolute Zentralisierungsgesetze für Herzöge und höhere Ränge.\n;;Permite Leyes de una Centralización Absoluta para Duques y superiores.\n;;;;;;;;;x
disables_centralization_1;³·ÏúÏŞÖÆÍõÈ¨·¨ÂÉ.\n;Désactive la centralisation faible.\n;Deaktiviert geringere Zentralisierung.\n;;Inhabilita la Baja Centralización.\n;;;;;;;;;x
disables_centralization_2;³·ÏúÖĞµÈÍõÈ¨·¨ÂÉ.\n;Désactive la centralisation moyenne.\n;Deaktiviert mittlere Zentralisierung.\n;;Inhabilita la Centralización Media.\n;;;;;;;;;x
disables_centralization_3;³·Ïú¸ßÍõÈ¨·¨ÂÉ.\n;Désactive la centralisation forte.\n;Deaktiviert höhere Zentralisierung.\n;;Inhabilita la Alta Centralización.\n;;;;;;;;;x
disables_centralization_4;³·Ïú¾ø¶ÔÍõÈ¨·¨ÂÉ.\n;Désactive la centralisation absolue.\n;Deaktiviert absolute Zentralisierung.\n;;Inhabilita la Centralización Absoluta.\n;;;;;;;;;x
allows_change_government;ÔÊĞí²ÉÓÃ·â½¨ÖÆ.\nÔÊĞí½¨Á¢ÉÌÒµ¹²ºÍ¹ú.\n;Permet l'adoption du féodalisme.\nPermet la fondation d'une république marchande.\n;Erlaubt Einführung des Feudalsystems.\nErlaubt Gründung einer Handelsrepublik.\n;;Permite Adoptar el Feudalismo.\n;;;;;;;;;x
disallows_change_government;½ûÖ¹²ÉÓÃ·â½¨ÖÆ.\n½ûÖ¹½¨Á¢ÉÌÒµ¹²ºÍ¹ú.\n;Empêche l'adoption du féodalisme.\nEmpêche la fondation d'une république marchande.\n;Verhindert Einführung des Feudalsystems\nVerhindert Gründung einer Handelsrepublik.\n;;Impide Adoptar el Feudalismo.\nImpide Fundar una República Mercante.\n;;;;;;;;;x
CHRONICLE_FOUNDED_HRE; [Root.GetDynName] ÓÉ [Root.RelHead.GetBestName] ÓÚ [GetDateText] ¼ÓÃáÎªÉñÊ¥ÂŞÂíµÛ¹ú»ÊµÛ, ´Ó¶øÖØ½¨ÁËÎ÷ÂŞÂíµÛ¹ú.;[Root.GetDynName] fut couronn?saint-empereur romain par [Root.RelHead.GetBestName] le [GetDateText], restaurant ainsi l'Empire romain d'Occident.;[Root.GetDynName] wurde am [GetDateText] von [Root.RelHead.GetBestName] zum Kaiser des Heiligen Römischen Reiches gekrönt. Das Weströmische Reich ist damit wiederhergestellt.;;[Root.GetDynName] fue coronado Emperador Sacro Romano por [Root.RelHead.GetBestName] el [GetDateText], de este modo se restaur?el Imperio Romano en el Oeste.;;;;;;;;;x
EVTTITLE_CM_510;ÉñÊ¥ÂŞÂíµÛ¹ú;Le Saint-Empire romain germanique;Das Heilige Römische Reich;;El Sacro Imperio Romano;;;;;;;;;x
