;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ACQUISITION_CLAIM;×÷ÎªĞû³ÆÕß¶øÕ÷·ş;Conquis en tant que revendicateur;Erobert als Anspruchsteller;;Conquistado como un pretendiente;;;;;;;;;x
HAS_ANY_OPINION_MOD;ÈÎºÎÈË¶ÔÄãÓĞ¡°§Y$MOD$§!¡±ÕâÒ»¿´·¨£¨ºÃ¸ĞĞŞÕı£©;Possède l'opinion '§Y$MOD$?' de n'importe qui;Hat die Meinung '§Y$MOD$?' von anderen;;Tiene el '§Y$MOD$?' 'opinión de cualquiera;;;;;;;;;x
HAS_NO_OPINION_MOD;Ã»ÓĞÈË¶ÔÄãÓĞ¡°§Y$MOD$§!¡±ÕâÒ»¿´·¨£¨ºÃ¸ĞĞŞÕı£©;Ne possède pas l'opinion '§Y$MOD$?' de n'importe qui;Hat nicht die Meinung '§Y$MOD$?' von anderen;;No tiene '§Y$MOD$? 'opinión de cualquiera;;;;;;;;;x
AGE_DIFF_AT_LEAST;ÄêÁä²îÒìÖÁÉÙÓĞ;La différence d'âge est d'au moins ;Altersunterschied wenigstens ;;Diferencia de edad por lo menos;;;;;;;;;x
AGE_DIFF_LESS_THAN;ÄêÁä²îÒìÉÙÓÚ;La différence d'âge est inférieure ?;Altersunterschied weniger als ;;Diferencia de edad inferior a;;;;;;;;;x
EVTTITLE_WOL_55;Ò»¸ö°¹ÔàµÄÃØÃÜ;Un vilain secret;Ein schmutziges Geheimnis;;Un secreto sucio;;;;;;;;;x
EVTDESC_WOL_55;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ°Ñ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]×¥¸öÏÖĞĞ£¡ÓÉÓÚ³Á½şÔÚ¼¤ÇéÖ®ÖĞ£¬ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Perdus dans leur passion, ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich  beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Sie waren derart in ihrer Leidenschaft versunken, dass sie mich nicht bemerkten. Ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome como suelo hacer- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti! ¡Presas de la pasión, no me vieron, pero todavía estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_CR;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ°Ñ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]×¥¸öÏÖĞĞ£¡ÎÒ¼òÖ±²»¸ÒÏàĞÅ......[GetFromVsFromFromRelation]ºÍ[GetFromFromVsFromRelation]£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Je ne peux pas y croire... [GetFromVsFromFromRelation] et [GetFromFromVsFromRelation]? Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich  beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Es ist kaum zu glauben: [GetFromVsFromFromRelation] und [GetFromFromVsFromRelation]! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome como suelo hacer- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti! No me lo puedo creer... [GetFromVsFromFromRelation] y [GetFromFromVsFromRelation] ¡No me vieron, pero todavía estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_M_HOMO;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ·¢ÏÖ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]ÕıÔÚ×öÄĞÈËÖ®¼ä²»Ó¦¸Ã×öµÄÊÂÇé£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit... deux hommes ne devraient jamais agir ainsi? Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich  beim Spionieren tatsächlich [FromFrom.GetTitledName] und meinen [GetFromRelation] [From.GetFirstName] in flagranti erwischt! So etwas können Männer doch nicht miteinander tun! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome como suelo hacer- ¡pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] hacer lo que un hombre no debería hacer con otro! ¡No me vieron, pero todavía estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_F_HOMO;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ·¢ÏÖ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]ÕıÔÚ³àÂãµØ×öÒ»¸ö·Ç³£Ææ¹ÖÇÒ¹ı·ÖÇ×êÇµÄ......¡°ÔË¶¯¡±¡£ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit, en plein milieu d'un exercice aussi étrange qu'intime... ?même la peau. Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine [GetFromRelation] [From.GetFirstName] bei einer seltsamen und intimen Übung gesehen! Dabei waren beide nackt. Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] realizando un ejercicio íntimo y extraño... desnudos. ¡No me vieron, pero aún estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_PRIEST;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ°Ñ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]×¥¸öÏÖĞĞ£¡[From.GetManWoman]¿ÉÊÇÉñµÄÆÍÈË£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Un[From.GetNoneE] [From.GetManWoman] de Dieu? Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Eine/n [From.GetManWoman] Gottes! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti! ¡Un/Una [From.GetManWoman]de Dios!¡No me vieron, pero aún estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_AGE_YOUNG;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ°Ñ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]×¥¸öÏÖĞĞ£¡Õæ²»º¦ëı£¬[From.GetSubjectPronoun]¶¼ÄÜµ±[FromFrom.GetPossPronoun][From.GetSonDaughter]ÁË£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Avec une telle différence d'âge, ils devraient avoir honte? Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Dabei könnte [From.GetSubjectPronoun] doch [FromFrom.GetPossPronoun] [From.GetSonDaughter] sein! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti! ¡Qu?vergüenza, [From.GetSubjectPronoun] podría ser [FromFrom.GetPossPronoun] [From.GetSonDaughter]!¡No me vieron, pero aún estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_AGE_OLD;¾ÍÔÚÇ°¼¸Ìì - ÎÒÈç³£µØÇ±·üÁËÆğÀ´ - ÎÒ°Ñ[FromFrom.GetTitledName]ºÍÎÒµÄ[GetFromRelation][From.GetFirstName]×¥¸öÏÖĞĞ£¡Õæ²»º¦ëı£¬[From.GetSubjectPronoun]¶¼ÄÜµ±[FromFrom.GetPossPronoun][From.GetFatherMother]ÁË£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÎÒÒÀÈ»¸Ğµ½·Ç³£Õğ¾ª£¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Avec une telle différence d'âge, ils devraient avoir honte? Ils ne m'ont pas vu, mais je suis toujours sous le choc?;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Dabei könnte [From.GetSubjectPronoun] doch [FromFrom.GetPossPronoun] [From.GetFatherMother] sein! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt.;;Justo el otro día -escondiéndome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti ¡Qu?vergüenza, [From.GetSubjectPronoun] podría ser [FromFrom.GetPossPronoun] [From.GetFatherMother]!¡No me vieron, pero aún estoy impactado! ;;;;;;;;;x
EVTDESC_WOL_55_F_MARRIED;¾ÍÔÚÇ°¼¸Ìì£¬ÎÒÏñÒÔÍùÒ»ÑùÇ±·üÁËÆğÀ´¡£ÎÒ½« [FromFrom.GetTitledName] ºÍÎÒµÄ [GetFromRelation] [From.GetFirstName] ×¥ÁË¸öÏÖĞĞ£¡ËûÃÇ²¢Ã»ÓĞ×¢Òâµ½ÎÒ£¬µ«ÊÇÎÒÈÔÈ»¸Ğµ½·Ç³£Õğ¾ª£¡ [Root.Religion.GetRandomGodName] ÔÚÉÏ£¬ [From.GetSubjectPronounCap] ¿ÉÊÇ¸öÒÑ»éµÄ [From.GetManWoman] £¡;L'autre jour - alors que je rôdais comme je le fais souvent - j'ai surpris [FromFrom.GetTitledName] et m[From.GetHerHis] [GetFromRelation], [From.GetFirstName], en flagrant délit? Ils ne m'ont pas vu, mais je suis toujours sous le choc? [From.GetSubjectPronounCap] n'est pas célibataire, par [Root.Religion.GetRandomGodName]?;Neulich habe ich beim Spionieren tatsächlich [FromFrom.GetTitledName] und meine/n [GetFromRelation] [From.GetFirstName] in flagranti erwischt! Sie bemerkten mich nicht und ich bin noch immer sehr geschockt. [From.GetSubjectPronounCap] ist ein/e verheiratete/r [From.GetManWoman], bei [Root.Religion.GetRandomGodName]!;;Justo el otro día -escondiéndome, como hago a menudo- pill?a [FromFrom.GetTitledName] y mi [GetFromRelation] [From.GetFirstName] infraganti!¡No me vieron, pero aún estoy impactado! '[From.GetSubjectPronounCap] es [From.GetManWoman] casado/ casada con [Root.Religion.GetRandomGodName]! ;;;;;;;;;x
EVTOPTA_WOL_55;Õæ²»ÒªÁ³£¡ËûÃÇ±ØĞë±»ÆØ¹â£¡;C'est scandaleux? Ils doivent être dénoncés?;Was für ein Skandal! Das muss offengelegt werden!;;¡Escandaloso! ¡Hay que exponerlos!;;;;;;;;;x
EVTOPTA_WOL_55_UNHOLY;Ğ°¶ñµÄ×ïÈË£¡ËûÃÇ±ØĞë±»ÆØ¹â£¡;Pécheurs impies? Ils doivent être dénoncés?;Unheilige Sünder! Das muss offengelegt werden!;;¡Pecadores impíos! ¡Hay que exponerlos!;;;;;;;;;x
EVTOPTB_WOL_55;ÑªÈâÖ®ÇûÊÇ´àÈõµÄ¡£¼ÈÍù²»¾Ì¡£;La chair est faible. On pardonne et on oublie.;Das Fleisch ist schwach... Vergeben sei es und vergessen.;;La carne es débil. Perdona y olvide.;;;;;;;;;x
EVTOPTC_WOL_55;ÎÒÎÅµ½ÁË½ğ×ÓµÄÎ¶µÀ£¡;Ça sent les bénéfices?;Dabei könnte ein Profit für mich herausspringen!;;¡Huele a beneficio! ;;;;;;;;;x
EVTTOOLTIP_WoL_60;[This.GetBestName]µÄ·çÁ÷ÔÏÊÂ±»ÆØ¹â;La liaison de [This.GetBestName] est rendue publique;Die Affäre von [This.GetBestName] wird offengelegt;;Se expone la aventura de [This.GetBestName];;;;;;;;;x
EVTTOOLTIP_WoL_56;[This.GetTitledName]±»ÇÃÕ©;[This.GetTitledName] est victime de chantage;[This.GetTitledName] wird erpresst;;¡[This.GetTitledName] es chantajeado/a! ;;;;;;;;;x
EVTDESC_WOL_56;ÖÂ[Root.GetTitledFirstName]¡£ÎÒÖªµÀÄãÔÚºÍÎÒµÄ[GetFromVsFromFromRelation][FromFrom.GetTitledFirstName]¸ÉÊ²Ã´£¬ÄãÕâ¸ö[GetFromRootInsult]£¡¼´±ãÈç´Ë£¬ÎÒÒÀÈ»Ã÷°×ÑªÈâÖ®ÇûµÄ´àÈõ£¬¶ÔÕâ¶Î·çÁ÷ÔÏÊÂ£¬ÎÒÔ¸Òâ±ÕÉÏÎÒµÄ×ì°Í£¬Ö»ÒªµÃµ½Ò»µã...¡°¾è¿î¡±¡£\n\n[From.GetBestName];?[Root.GetTitledFirstName]. Je suis au courant de vos activités avec m[FromFrom.GetHerHis] [GetFromVsFromFromRelation] [FromFrom.GetTitledFirstName], espèce [GetFromRootInsultNounAdj]. Cependant, je comprends bien que la chair est faible, et je pourrais peut-être me taire sur cette affaire en échange d'une petite... somme.\n\n[From.GetBestName];[Root.GetTitledFirstName], ich wei? was Ihr mit meinem/r [GetFromVsFromFromRelation] [FromFrom.GetTitledFirstName] treibt. [GetFromRootInsult] wie Ihr sind mir ein Gräuel! Allerdings wäre ich zum Schweigen bereit, wenn ihr mir ein kleines Geschenk machen würdet.\n\n[From.GetBestName];;Para [Root.GetTitledFirstName]. S?lo que estás haciendo con mi [GetFromVsFromFromRelation] [FromFrom.GetTitledFirstName], so [GetFromRootInsult]. Sin embargo, entiendo que la carne es débil y estaría dispuesta a guardar silencio sobre este asunto a cambio de una pequeña donación.\n\n [FromFrom.GetFirstName];;;;;;;;;x
EVTDESC_WOL_56_CR;ÖÂ [Root.GetTitledFirstName] £¬ÎÒÖªµÀÄãºÍÄãµÄ [GetFromFromRelation] ÔÚ¸ÉÊ²Ã´£¬ÄãÕâ¸ö [GetFromRootInsult] £¡ËäÈ»ÄãÃÇÁ©ÁîÎÒ¸Ğµ½¶ñĞÄ£¬µ«ÊÇÎÒÕıÆÈÇĞµØĞèÒªµã×Ê½ğ¡£Ö»ÒªÄã¿Ï³öÕâ±ÊĞ¡Ç®£¬ÎÒ¾Í»á°ÑÕâÒ»ÇĞÍüµô¡£\n\n[From.GetBestName];?[Root.GetTitledFirstName]. Je sais très bien ce que vous et ma [GetFromFromRelation] faites, espèce [GetFromRootInsultNounAdj]. Bien que vous me répugniez, j'ai besoin d'argent, et je pourrais oublier tout ceci en échange d'une petite somme.\n\n[From.GetBestName];[Root.GetTitledFirstName], ich wei?was Ihr mit Eurer/m [GetFromFromRelation] treibt. [GetFromRootInsult] wie Ihr sind mir ein Gräuel! Allerdings bin ich in Geldnöten und wäre gegen eine kleine Spende bereit, die Sache zu vergessen.\n\n[From.GetBestName];;Para [Root.GetTitledFirstName]. S?lo que [GetFromFromRelation] y t?estáis haciendo, so [GetFromRootInsult]. Aunque me dais asco, estoy en una situación de extrema necesidad de fondos que me permitiría olvidar a cambio de una pequeña donación.\n\n [From.GetBestName];;;;;;;;;x
EVTDESC_WOL_56_HOMO;ÖÂ[Root.GetTitledFirstName]¡£ÎÒ¿´µ½ÁËÄãºÍÎÒµÄ[GetFromVsFromFromRelation]»¥ÏàÔÚ¸ÉÊ²Ã´£¬ÄãÕâ¸ö[GetFromRootInsult]£¡ÕæÊÇÁîÈËÑá¶ñ£¡¼´±ãÈç´Ë£¬ÄãÃÇÓ¦¸ÃÇìĞÒÎÒÊÇÒ»¸ö¿íÈİµÄ[From.GetManWoman]£¬Ö»ÒªµÃµ½Ò»±ÊĞ¡Ğ¡µÄ¾è¿î£¬ÎÒÔ¸Òâ°ÑÕâÒ»ÇĞÍüµô¡£\n\n[From.GetBestName];?[Root.GetTitledFirstName]. J'ai eu le malheur d'assister aux activités auxquelles vous et m[FromFrom.GetHerHis] [GetFromFromRelation] vous livrez, espèce [GetFromRootInsultNounAdj]. Abomination? Cependant, j'ai l'âme généreuse, et je pourrais oublier tout ceci en échange d'un petit don.\n\n[From.GetBestName];[Root.GetTitledFirstName], ich habe gesehen, was Ihr und mein/e [GetFromVsFromFromRelation] miteinander treibt. [GetFromRootInsult] wie Ihr sind mir ein Gräuel! Abscheulich! Doch als [From.GetManWoman] von großer Güte wäre ich gegen eine Spende bereit, die Sache zu vergessen.\n\n[From.GetBestName];;Para [Root.GetTitledFirstName]. S?lo que tu [GetFromFromRelation] y t?estáis haciendo. ¡[GetFromRootInsult]. ¡Abominación! Aún as? soy [From.GetManWoman] amable y estoy dispuesto a olvidar a cambio de una pequeña donación.\n\n [FromFrom.GetFirstName];;;;;;;;;x
EVTOPTA_WOL_56;ÄÇ¸ö[GetRootFromInsult]£¡ÎÒ»á³öÇ®......;Espèce [GetRootFromInsultNounAdj]? Je paierai...;[GetRootFromInsult]! Ich werde bezahlen...;;¡[GetRootFromInsult]! Pagar?..;;;;;;;;;x
EVTOPTB_WOL_56;ÎÒÄşÔ¸ÈÌÊÜÁ÷ÑÔòãÓï£¡;Je préférerais subir le scandale?;Ich werde diesen Skandal auch so überstehen!;;¡Prefiero sufrir el escándalo! ;;;;;;;;;x
EVTTOOLTIP_WoL_57;Ç®±»ËÍµ½ÁË[This.GetBestName];L'argent est envoy??[This.GetBestName];[This.GetBestName] bekommt das Geld;;El dinero se envía a [This.GetBestName];;;;;;;;;x
EVTDESC_WOL_57;ÖÂÄãÕâ¸ö[GetFromRootInsult][Root.GetFirstName]£¡¸øÄã£¬ÄÃ×ÅÎÒµÄÇ®¡£Èç¹ûÄã²»Ñ§»á±ÕÉÏÄãµÄ×ì£¬ÎÒ½«»á¶ÔÄã×öÄãÏë¶¼²»¸ÒÏëµÄÊÂÇé£¡\n\n[From.GetFirstName];?l'espèce [GetFromRootInsultNounAdj] [Root.GetFirstName]. Voici, prenez mon argent. Si vous n'oubliez pas cette affaire, je vous ferai subir des choses que vous n'oseriez jamais imaginer?\n\n[From.GetFirstName];[Root.GetFirstName], Ihr bekommt mein Geld. [GetFromRootInsult] wie Ihr sind mir ein Gräuel und ich werde mich furchtbar rächen, wenn Ihr nicht Stillschweigen bewahrt!\n\n[From.GetFirstName];;Para [GetFromRootInsult] [Root.GetFirstName]. Toma, ten mi dinero. ¡Si no te callas, te har?cosas que no puede ni empezar a maginar! \n\n [FromFrom.GetFirstName];;;;;;;;;x
EVTOPTA_WOL_57;¿úÌ½±ğÈËÒ²ÄÜ»ñµÃÈç´Ë½±Àø£¡;L'espionnage peut être si gratifiant?;Spionieren kann wirklich lukrativ sein!;;¡Fisgonear puede ser tan gratificante! ;;;;;;;;;x
EVTDESC_WOL_59;ÖÂÄãÕâ¸ö[GetFromFromRootInsult][Root.GetFirstName]¡£ÕâËãÊ²Ã´±äÌ¬ÍæĞ¦£¿[From.GetFirstName]µÄÆ·µÂÃ»ÈËÄÜ¹»ÖÊÒÉ£¡×öÄãÏë×öµÄ£¬·´ÕıÎŞÂÛÈçºÎ¶¼Ã»ÈË»áÏàĞÅÄãµÄ»ÑÑÔ¡£\n\n[FromFrom.GetFirstName];?l'espèce [GetFromFromRootInsultNounAdj] [Root.GetFirstName]. Serait-ce une plaisanterie de mauvais goût? La vertu de [From.GetFirstName] est impeccable? Faites comme bon vous semble, personne ne croira ?vos mensonges de toute façon.\n\n[FromFrom.GetFirstName];[Root.GetFirstName], soll das ein Witz sein? [GetFromFromRootInsult] wie Ihr haben wirklich Phantasie! Die Tugend von [From.GetFirstName] ist unbefleckt! Tut, was Ihr wollt. Niemand wird Euch Glauben schenken.\n\n[FromFrom.GetFirstName];;[GetFromFromRootInsult] de [Root.GetFirstName]. ¿Esto es una especie de broma enfermiza? ¡La virtud de [From.GetFirstName] es inmaculada! Haz lo que quieras, de todas formas, nadie creer?tus mentiras.\n\n [FromFrom.GetFirstName];;;;;;;;;x
EVTOPTA_WOL_59;ºÜºÃ¡£ÎÒÏ²»¶ÕâÑù£¡;Très bien. J'en profiterai?;Nun gut. Es wird mir ein Vergnügen sein!;;Muy bien. ¡Lo disfrutar? ;;;;;;;;;x
EVTOPTB_WOL_59;ËäÈ»ÕâÖµµÃÒ»ÊÔ£¬µ«ÎÒÃ»ÓĞÄÇÃ´²ĞÈÌ¡£;Qui ne tente rien n'a rien, je ne suis cependant pas cruel ?ce point.;Den Versuch war es wert. Aber so grausam bin ich nicht.;;Vali?la pena intentarlo, pero no soy cruel.;;;;;;;;;x
EVTTITLE_WOL_60;Í¨¼é³óÎÅ;Scandale adultère;Ehebruchskandal;;Escándalo adúltero;;;;;;;;;x
EVTDESC_WOL_60;[From.GetBestName]¸æËßËùÓĞÈË£º[From.GetSubjectPronoun]¿´¼ûÎÒºÍ[FromFrom.GetFirstName]Í¨¼é¡£Õâ¸ö³óÎÅµÄÈ·ÊÇÊÂÊµ¡£;[From.GetBestName] prétend partout nous avoir vus, [FromFrom.GetFirstName] et moi-même, en pleins ébats. Le scandale est réel.;[From.GetBestName] hat überall verkündet, dass [From.GetSubjectPronoun] mich und [FromFrom.GetFirstName] beim Sex gesehen hat. Der Skandal ist nicht mehr aufzuhalten.;;[From.GetBestName] ha contado a todos que [From.GetSubjectPronoun] me vio hacer el amor con [FromFrom.GetFirstName]. El escándalo es un hecho.;;;;;;;;;x
EVTOPTA_WOL_60_F;¿ÉÁ¯µÄ[FromFrom.GetFirstName]¡£ÎÒ²¢·Ç´òËãÒªÉËº¦[FromFrom.GetObjectPronoun]¡£;Pauvre [FromFrom.GetFirstName]. Je n'ai jamais voulu lui causer des ennuis.;Oh, [FromFrom.GetFirstName]. Das wollte ich [FromFrom.GetObjectPronoun] nicht antun.;;Pobre [FromFrom.GetFirstName]. No quise herir a [FromFrom.GetObjectPronoun]. ;;;;;;;;;x
EVTOPTA_WOL_60_M;àŞ£¬ºÃ°É¡£Õâ¾ÍÊÇÖĞÊÀ¼Í£¡;Oh, bon. C'est le Moyen-Âge, après tout?;Pah! Wir leben doch im Mittelalter!;;Ah bien. ¡Es la Edad media! ;;;;;;;;;x
EVTDESC_WOL_61;[FromFrom.GetBestName] ¸æËßËùÓĞÈË [FromFrom.GetSubjectPronoun] ¿´¼ûÁËÎÒºÍ [From.GetFirstName] ÉÏ´²¡£Õâ¸ö³óÎÅµÄÈ·ÊôÊµ¡£;[FromFrom.GetBestName] prétend partout nous avoir vus, [From.GetFirstName] et moi-même, en pleins ébats. Le scandale est réel.;[FromFrom.GetBestName] hat überall verkündet, dass [FromFrom.GetSubjectPronoun] mich und [From.GetFirstName] beim Sex gesehen hat. Der Skandal ist nicht mehr aufzuhalten.;;FromFrom.GetBestName] ha estado diciendo a todos que [FromFrom.GetSubjectPronoun] me vio haciendo el amor con [From.GetFirstName]. El escándalo es un hecho.;;;;;;;;;x
EVTOPTA_WOL_61_F;ÎÒµÄÃûÓş±»³¹µ×»ÙÁË£¡;Oh, la ruine s'empare de moi?;Ich bin ruiniert!;;¡Estoy perdido! ;;;;;;;;;x
EVTDESC_WOL_62;[FromFrom.GetBestName]°ÑÎÒµÄ[GetFromRelation][From.GetFirstName]ºÍ[FromFromFrom.GetTitledName]Ö®¼äµÄ·çÁ÷ÔÏÊÂ¸øÆØ¹âÁË£¡;[FromFrom.GetBestName] a dénonc?une liaison entre m[From.GetHerHis] [GetFromRelation] [From.GetFirstName] et [FromFromFrom.GetTitledName]?;[FromFrom.GetBestName] hat eine Affäre zwischen meiner/m [GetFromRelation] [From.GetFirstName] und [FromFromFrom.GetTitledName] aufgedeckt!;;[FromFrom.GetBestName] ha expuesto un romance entre mi [GetFromRelation] [From.GetFirstName] y [FromFromFrom.GetTitledName]! ;;;;;;;;;x
EVTOPTA_WOL_62;ÎÒµÄĞÄÒªËéÁË£¡;J'ai le coeur brisé !;Das bricht mir das Herz!;;¡Mi corazón se rompe! ;;;;;;;;;x
EVTOPTA_WOL_62_CR;[From.GetSubjectPronounCap]Óë[From.GetPossPronoun]×Ô¼ºµÄ[GetFromVsFromFromFromRelation]Í¨¼é£¡£¿;[From.GetSubjectPronounCap] a une liaison avec s[FromFromFrom.GetHerHis] propre [GetFromVsFromFromFromRelation]??;[From.GetSubjectPronounCap] hat mit [From.GetPossPronoun] eigenen [GetFromVsFromFromFromRelation] Ehebruch begangen!?;;¿¡[From.GetSubjectPronounCap] engañado con [From.GetPossPronoun] propio [GetFromVsFromFromFromRelation]! ?;;;;;;;;;x
EVTDESC_WOL_63;[FromFromFrom.GetBestName]°ÑÎÒµÄ[GetFromRelation][From.GetFirstName]ºÍ[FromFrom.GetTitledName]Ö®¼äµÄ·çÁ÷ÔÏÊÂ¸øÆØ¹âÁË¡£;[FromFromFrom.GetBestName] a dénonc?une liaison entre m[From.GetHerHis] [GetFromRelation] [From.GetFirstName] et [FromFrom.GetTitledName]?;[FromFromFrom.GetBestName] hat eine Affäre zwischen meiner/m [GetFromRelation] [From.GetFirstName] und [FromFrom.GetTitledName] aufgedeckt!;;[FromFromFrom.GetBestName] ha expuesto un romance entre mi [GetFromRelation] [From.GetFirstName] y [FromFrom.GetTitledName]! ;;;;;;;;;x
EVTOPTA_WOL_63_CR;[From.GetSubjectPronounCap]Óë[From.GetPossPronoun]×Ô¼ºµÄ[GetFromVsFromFromRelation]Í¨¼é£¡£¿;[From.GetSubjectPronounCap] a une liaison avec s[FromFrom.GetHerHis] propre [GetFromVsFromFromRelation]??;[From.GetSubjectPronounCap] hat mit [From.GetPossPronoun] eigenen [GetFromVsFromFromRelation] Ehebruch begangen!?;;¿¡[From.GetSubjectPronounCap] engañado con [From.GetPossPronoun] proprio [GetFromVsFromFromRelation]! ?;;;;;;;;;x
