;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
ADD_AMBITION_EFFECT;$CHAR$ 获得野心 $OBJECTIVE$?\n;$CHAR$ acquiert l'ambition? $OBJECTIVE$?\n;$CHAR$ erh鋖t die Ambition $OBJECTIVE$?\n;;$CHAR$ gana la ambici髇 $OBJECTIVE$?\n;;;;;;;;;x
LIEGE_EXPENSE;领主;Seigneur;Lehnsherr;;Se駉r;;;;;;;;;;;x
CONFIRM_DISBAND_NO_RET;\n没有亲卫队将被解散.;\nAucune escorte ne sera dissoute.;\nEs wird kein Gefolge aufgel鰏t.;;\nNo se disolver?ning鷑 s閝uito.;;;;;;;;;;;x
CONFIRM_DISBAND_RET;\n所有亲卫队将解除戒备状态.?;\nToutes les troupes d'escorte seront retir閑s.;\nAlle Gefolge-Truppen werden ihre Waffen niederlegen.;;\nTodas las tropas de los s閝uitos se retirar醤.;;;;;;;;;;;x
obj_improve_martial_title;提升军事能力;Am閘iorer la comp閠ence martiale;Kampff鋒igkeit verbessern;;Mejorar habilidad marcial;;;;;;;;;x
obj_improve_martial_desc;[This.GetTitledFirstName]想要提升[This.GetHerHis]军事能力，因为它少的可怜(低于 8?).;[This.GetTitledFirstName] souhaite am閘iorer ses aptitudes martiales trop m閐iocres (valeur inf閞ieure ?8?)..;[This.GetTitledFirstName] m鯿hte [This.GetHerHis] Kampff鋒igkeit verbessern, denn ihr Wert ist niedriger als 8.;;[This.GetTitledFirstName] quiere mejorar su habilidad marcial, dado que su valor es inferior a 8.;;;;;;;;;x
improve_martial_quit;你寻找其他的提升你的军事能力的方法.;Vous cherchez d'autres moyens d'am閘iorer votre aptitude militaire.;Ihr sucht nach einem anderen Weg, Eure Kampff鋒igkeit zu verbessern.;;Buscas otra manera de mejorar tu habilidad marcial.;;;;;;;;;x
EVTDESC94000;在战斗中指挥部队的能力一直都吸引着你.为了学习这门关键的学科，你下令用木头制作了一套军队模型.亲爱的[Root.Spouse.GetFirstName]嘲笑你，说你在摆弄玩具，但是说实话，女人怎么会知道什么是战争;L'art de mener les hommes au combat vous a toujours fascin? Pour 閠udier cette science pointue, vous avez ordonn?la construction d'une arm閑 miniature en bois. Votre ch[Root.GetBoyGirl] [Root.Spouse.GetFirstName] se moque de vous et de vos jouets mais, apr鑣 tout, qu'est-ce que les femmes comprennent ?l'art de la guerre?;Die Kunst, wie man M鋘ner in die Schlacht f黨rt, hat Euch schon immer fasziniert. Um diese entscheidende Wissenschaft zu studieren, habt Ihr den Bau einer h鰈zernen Miniatur-Armee bestellt. Die liebe [Root.Spouse.GetFirstName] spottet 黚er Euch, weil Ihr ;;El arte de dirigir a los hombres en la batalla siempre te ha fascinado. Para estudiar esta ciencia, has ordenado construir un ej閞cito de madera en miniatura. Tu querida [Root.Spouse.GetFirstName] se burla de ti por jugar con "juguetes" pero, 縬u?sabr醤 ;;;;;;;;;x
EVTOPTA94000;前进，士兵们！我们必须战斗到最后一刻！;En avant, soldats? Nous nous battrons jusqu'?notre dernier souffle?;Vorw鋜ts, M鋘ner! Wir k鋗pfen bis zum letzten Mann!;;delante, soldados! ucharemos hasta el final!;;;;;;;;;x
EVTDESC94001;你听说在[Root.Location.GetName]有其他的爱好者和你有着共同的兴趣，他们也喜欢摆弄模型军队的战斗.他们很快就要举行一场锦标赛来决定谁是最伟大的将军.也许你应该用你的出场来带给他们荣耀;Vous avez entendu dire que d'autres personnes vivant ?[Root.Location.GetName] partagent votre passion des arm閑s miniatures et organisent r間uli鑢ement des batailles glorieuses entre eux. D'ailleurs, un tournoi est pr関u pour bient魌, dont l'issue d閠erminera le meilleur g閚閞al. Peut-阾re que vous devriez les honorer de votre pr閟ence?;Ihr habt von anderen Enthusiasten in [Root.Location.GetName] erfahren, die Euer Interesse an Miniatur-Armeen teilen, die sie gegeneinander in glorreiche K鋗pfe schicken. Sie werden bald mit einem Turnier ein f黵 alle Mal entscheiden, wer der gr鲞te Genera;;Te has enterado de que existen otros entusiastas en [Root.Location.GetName] que comparten tu inter閟 por los ej閞citos en miniatura y se enfrentan entre s?en batallas gloriosas. Pronto celebrar醤 un torneo para determinar de una vez por todas qui閚 es el;;;;;;;;;x
EVTOPTA94001;是的！我的军队会碾碎一切对手！;Oui? Mon arm閑 ne fera qu'une bouch閑 des adversaires?;Ja! Meine Armee wird alle Gegner zerquetschen!;;? is ej閞citos acabar醤 con cualquier oponente!;;;;;;;;;x
EVTOPTB94001;不，我没有时间浪费在这些愚蠢的游戏上.;Non, je n'ai pas de temps ?perdre dans ces jeux idiots.;Nein, ich habe keine Zeit, die ich mit n鋜rischen Spielen verschwenden kann.;;No, no tengo tiempo para perder en bobadas.;;;;;;;;;x
EVTTOOLTIP94002;你去寻求这些和你有着相同爱好的人.;Vous allez ?la rencontre de vos fr鑢es d'鈓es.;Ihr sucht diese Gleichgesinnte.;;Sales en b鷖queda de estas almas gemelas.;;;;;;;;;x
EVTDESC94002;你来到了游戏爱好者们聚集的小屋.你的保镖踢开摇摇欲坠的房门，向里面摸不清头脑的年轻农民们宣告你的到来.他们已经围坐在一张桌子周围，正在用他们上色的小兵人打仗.;Vous vous rendez dans la petite masure o?les amateurs de jeu se sont r閡nis. Vos gardes du corps ouvrent d'un coup de pied la porte branlante de la cahute et annoncent votre arriv閑 aux rustres adolescents effar閟 ?l'int閞ieur. Ils sont d閖?assis autour d'une table, au milieu d'une bataille avec leurs propres petites arm閑s peintes.;Ihr macht Euch auf den Weg zur kleinen H黷te, wo sich die Spiel-Enthusiasten versammelt haben. Eure Leibw鋍hter treten die wackelige T黵 auf und verk黱digen den verwirrten Bauermkindern Eure Gegenwart. Sie sitzen bereits um einen Tisch, inmitten einer Sch;;Consigues llegar al peque駉 caser髇 en el que se han reunido los entusiastas jugadores. Tus guardaespaldas abren la puerta de una patada y anuncian tu presencia a los desconcertados adolescentes de su interior. Est醤 sentados alrededor de una mesa, en mit;;;;;;;;;x
EVTOPTA94002;那么，谁第一个来跟我战斗;Parfait. Qui veut m'affronter en premier?;So. Wer tritt als Erster gegen mich an?;;Est?bien. 縌ui閚 ser?el primero?;;;;;;;;;x
EVTTOOLTIP94003;你伟大的军队在战斗中遭遇失败.;La d閒aite de votre grande arm閑 sur le champ de bataille.;Eure gro遝 Armee wird auf dem Kampffeld geschlagen.;;tu gran ej閞cito se encuentra con la derrota en el campo de batalla.;;;;;;;;;x
EVTDESC94003;你用你的木头军队跟人交战，你的卫兵们静静地站立在木屋的墙边保持警戒.色子总是不如你愿，但是至少你收获了一些有价值的战术心得.当他的模型军队包围你最后一支部队的时候，一个年轻人用发抖的声音怯怯的问道：\n "您-您-要-要-投-投降么，大人";Tandis que vos gardes en armure sont silencieusement adoss閟 aux murs de la cabane, vous entrez en guerre avec votre arm閑 en bois. Les d閟 n'ont pas jou?en votre faveur mais au moins, vous avez appris beaucoup de chose en mati鑢e de strat間ie. Cernant le reste de votre arm閑 avec sa cavalerie miniature, l'un des adolescents angoiss?demande d'une voix tremblante? \n玍-voulez-v-vous ca-pituler, Mon Seigneur??W鋒rend Eure gepanzerten Wachen entlang der W鋘de der H黷te stillstehen, k鋗pft Ihr mit Eurer h鰈zernen Armee. Die W黵fel rollen nicht wie gew黱scht, aber zumindest habt Ihr einige wertvolle taktische Erkenntnisse gewonnen. Als einer der zitternden Jugend;;Mientras tus guardas armados permanecen observan en silencio junto a las paredes del caser髇, combates con tu ej閞cito de madera. Los dados no juegan a tu favor, pero al menos has aprendido varias ideas t醕ticas. Con su caballer韆 rodeando al 鷏timo miemb;;;;;;;;;x
EVTOPTA94003;投降你叫我投降卫兵，把这个家伙扔到地牢里去！;Abandonner? ABANDONNER?! Gardes? Mettez ce mis閞able au cachot?;Sich ergeben? ERGEBEN?! Wache, werft diesenn Schuft in den Kerker!;;縍ENDIRME? Guardas, levad a este mocoso a las mazmorras!;;;;;;;;;x
EVTOPTB94003;我投降.年轻人，出色的战斗！;Je capitule. Bien jou? jeune homme?;Ich ergebe mich. Gut gespielt, Junge!;;Me rindo. Bien luchado, muchacho.;;;;;;;;;x
EVTTOOLTIP94004;你的木头士兵在这一天中所向无敌.;Vos soldats en bois l'emportent.;Eure h鰈zernen Soldaten tragen den Sieg davon.;;tus soldados de madera salen victoriosos.;;;;;;;;;x
EVTDESC94004;你用你的木头军队跟人交战，你的卫兵们静静地站立在木屋的墙边保持警戒.你总能要到你想要的色子，很快在桌子上只剩下你的部队了.这些吓坏了的小伙子静静地看着你把你的木头军队打包，转身带着你的卫兵离开.;Tandis que vos gardes en armure sont silencieusement adoss閟 aux murs de la cabane, vous entrez en guerre avec votre arm閑 en bois. Les d閟 jouent en votre faveur et, tr鑣 vite, il ne reste que vos soldats sur la table. Les jouvenceaux apeur閟 regardent en silence que vous finissiez de rassembler vos soldats de bois et vous repartez avec vos gardes du corps.;W鋒rend Eure gepanzerten Wachen entlang der W鋘de der H黷te stillstehen, k鋗pft Ihr mit Eurer h鰈zernen Armee. Die W黵fel rollen wie gew黱scht und bald ist Eure Armee die letzte, die auf dem Tisch stehenbleibt. Die ver鋘gstigten B黵schchen sehen schweigen;;Mientras tus guardas observan en silencio junto a las paredes del caser髇, combates con tu ej閞cito de madera. Los dados juegan a tu favor y en poco tiempo tu ej閞cito es el 鷑ico en pie sobre el tablero. Los asustados mozalbetes observan en silencio como;;;;;;;;;x
EVTOPTA94004;过些时候我们再战一??;J'esp鑢e remettre 鏰 tr鑣 bient魌?;Wir sollten das mal wiederholen!;;endremos que repetir esto en otra ocasi髇!;;;;;;;;;x
EVTDESC94005;一天深夜，当你在你的卫兵护送下回家的时候，你碰到了几个喝醉的农夫在街道中间打架.你的卫兵试图架着你离开，但是你想到个主意.这难道不是一个完美的可以提升你的军事能力的实战机会么;Tandis que vous rentrez chez vous escort?par vos gardes du corps, vous passez ?c魌?d'une bande de paysans tr鑣 enivr閟 qui se battent au milieu de la rue. Vos gardes tentent de vous 閘oigner mais vous avez une id閑. N'est-ce pas l?une formidable occasion de se battre r閑llement pour am閘iorer vos capacit閟?;Als Ihr sp鋞 in der Nacht in der Begleitung Eurer Leibwache nach Hause geht, begegnet Ihr mehreren betrunkenen Bauern, die Mitten auf der Stra遝 in eine Schl鋑erei verwickelt sind. Eure Wachen versuchen Euch wegzuf黨ren, doch Ihr habt eine Idee. W鋜e dies;;Al regresar a casa una noche a altas horas, escoltado por tus guardaespaldas, te encuentras con varios campesinos borrachos pele醤dose en mitad de la calle. Tus guardas tratan de alejarte, pero t?tienes una idea. 縉o es esta una oportunidad perfecta para;;;;;;;;;x
EVTOPTA94005;把他们扶起来！;Je veux combattre?;K鋗pft!;;amos!;;;;;;;;;x
EVTOPTB94005;不，这些农民的地位太低了，配不上我.;Non, ces paysans sont trop indigne de moi.;Nein, diese Bauern sind unter meiner W黵de.;;No, estos campesinos est醤 por debajo de m?;;;;;;;;;x
EVTTOOLTIP94006;在这场搏斗中受到伤害.;Rou?de coups.;steckt Niederlage ein.;;sufriendo una derrota.;;;;;;;;;x
EVTDESC94006;在命令你的卫兵退后之后，你加入了这场混战.在这些暴徒反应过来之前你结结实实的打出了几拳，但是当你和他们中的一人公平的搏斗的时候，事情变得很糟糕.很快你就受伤倒在泥泞中，嘴里充满鲜血的味道.你的对手微笑着伸出手来想要帮你起身.;Apr鑣 avoir ordonn??vos gardes de s'閘oigner, vous foncez dans le tas. Vous assenez plusieurs coups avant que les ruffians ne r閍gissent ?votre pr閟ence. Alors que vous combattez l'un d'eux ?la r間uli鑢e, la situation tourne mal. Tr鑣 vite, vous vous retrouvez meurtri dans la boue, avec le go鹴 du sang dans la bouche. Votre adversaire sourit et offre sa main pour vous aider ?vous relever.;Nachdem Ihr Eurer Wache befohlen habt, sich zur點kzuziehen, tretet Ihr dem wilden Nahkampf bei. Ihr steckt einige Schl鋑e ein, bevor die Rohlinge auf Eure Anwesenheit reagieren, aber die Dinge laufen schlecht, als Ihr mit einem von ihnen auf Augenh鰄e k鋗;;Ordenas a tus guardas retirarse y te unes a la refriega. Repartes varios golpes antes de que los rufianes noten tu presencia, pero las cosas van mal cuando te enfrentas a uno mano a mano. Pronto yaces en el barro, con el sabor de la sangre en tu boca. Tu ;;;;;;;;;x
EVTOPTA94006;卫兵，把他们处理掉！别留下活口.;Gardes? Occupez-vous d'eux? Je ne veux aucun survivant.;Wache, schnappt sie euch! Keine 躡erlebenden.;;Guardas, ncargaos de ellos! in supervivientes!;;;;;;;;;x
EVTOPTB94006;谢谢你给我上了一课，朋友.;Merci pour cet entra頽ement, mon ami.;Danke f黵 die Lektion, mein Freund.;;Gracias por la lecci髇, amigo.;;;;;;;;;x
EVTTOOLTIP94007;掌控一场搏斗.;La racl閑.;schl鋑t zu.;;derrotando a los oponentes.;;;;;;;;;x
EVTDESC94007;在命令你的卫兵退后之后，你加入了这场混战.当这些暴徒注意到你的出现的时候，他们就开始围攻你，但是你仍然能够坚持下去.你先躲过他们的拳头，然后结实地打出几拳.很快这些农夫倒在你脚下的泥泞中不省人事.;Apr鑣 avoir ordonn??vos gardes de s'閘oigner, vous foncez dans le tas. Les ruffians se rendent compte de votre pr閟ence et se liguent contre vous, mais vous continuez ?les dominer. Vous esquivez leurs coups et leur en assenez un certain nombre. Tr鑣 vite, les paysans sont tous ?terre, groggy ?vos pieds dans la boue.;Nachdem Ihr Eurer Wache befohlen habt, sich zur點kzuziehen, tretet Ihr dem wilden Nahkampf bei. Als die Raufbolde Eure Anwesenheit bemerken, rotten sie sich gegen Euch zusammen, doch Ihr haltet wacker stand. Ihr weicht einigen Schl鋑en aus und schlagt zur;;Ordenas a tus guardas retirarse y te unes a la pelea salvaje. En cuanto los rufianes advierten tu presencia, se unen en tu contra, pero a鷑 as?consigues aguantar el envite. Esquivas sus golpes y repartes varios de los tuyos. Pronto los campesinos caen in;;;;;;;;;x
EVTOPTA94007;先生们，感谢陪我跳完这支舞，但是我必须离开了.;Merci pour ce petit 閏hauffement, messieurs, mais je dois vous quitter.;Ich bedanke mich f黵 diesen Tanz, aber ich muss fort.;;Gracias por este baile, caballeros, pero debo marchar.;;;;;;;;;x
EVTDESC94010;有传言说一个来自遥远的东方的伟大武士正经过[Root.Location.GetName].听说他已经参加了一百多场战斗，他传奇的战斗技能恐怕无人匹敌.也许能够说服他把他的知识传授一部分给你...;La rumeur court qu'un grand guerrier originaire de contr閑s lointaines d'Orient se trouve actuellement dans les environs de [Root.Location.GetName]. On dit qu'il a pris part ?des centaines de combat et qu'il est un guerrier sans 間al. Peut-阾re quelqu'il pourrait accepter de vous transmettre son savoir?;Es wird gemunkelt, dass ein gro遝r Krieger aus dem fernen Osten derzeit durch [Root.Location.GetName] zieht. Er soll in Hunderten von Schlachten teilgenommen haben und seine legend鋜en Kampff鋒igkeiten sind angeblich un黚ertroffen. Vielleicht kann man ihn;;Se rumorea que un gran guerrero del lejano Este est?atravesando [Root.Location.GetName]. Dicen que ha participado en cientos de batallas o  m醩 y que sus legendarias habilidades de lucha no tienen parang髇. Tal vez podr韆s persuadirlo para que te transmi;;;;;;;;;x
EVTOPTA94010;一定要找到这个人！;Qu'on me ram鑞e cet homme?;Dieser Mann muss gefunden werden!;;ay que encontrar a este hombre!;;;;;;;;;x
EVTDESC94011;在经过长时间的搜索之后你在一个当地的小酒馆里找到了这个传说中的武士.这个老人正浑身冒着臭气地躺在桌子底下熟睡.他的剑的形状不同寻常，而且他的外表清楚的暴露了他来自遥远的东方的，但是这真是我们寻找的那个传奇的武士么酒馆的老板不让他离开，除非有人能帮他付清账单.;Apr鑣 de longues recherches, vous trouvez le guerrier l間endaire dans une auberge du coin. Empestant l'alcool, le vieil homme ronfle bruyamment sous une table. Son 閜閑 est d'une facture inhabituelle et l'apparence de l'homme trahit ses origines orientale, mais cela est-il vraiment le glorieux combattant l間endaire que vous cherchez? L'aubergiste ne le laissera jamais partir tant que son ardoise n'aura pas 閠?r間l?;Nach einer langen Suche findet Ihr den sagenumwobenen Krieger in einem 鰎tlichen Gasthof. Der alte Mann riecht nach Alkohol und schl鋐t unter einem Tisch. Sein Schwert ist von unbekannter Machart und das Erscheinungsbild des Mannes verr鋞 seine 鰏tliche H;;Tras una larga b鷖queda, localizas al legendario guerrero en una posada local. Est?profundamente dormido bajo una mesa y desprende un intenso olor a alcohol. Su espada es de una marca poco familiar y su aspecto ciertamente contradice sus or韌enes orienta;;;;;;;;;x
EVTOPTA94011;又是一个喝醉的傻瓜.;Encore un ivrogne ravag?par l'alcool.;Nur ein betrunkener Narr.;;No es m醩 que otro tonto borracho.;;;;;;;;;x
EVTOPTB94011;我会付这笔钱的...;Je vais payer pour lui...;Ich zahle...;;Pagar?..;;;;;;;;;x
EVTTOOLTIP94012;你支付了这个老人的账单.;Vous payez l'ardoise du vieil homme.;Ich zahlt die Rechnung des alten Mannes.;;Pagas la cuenta del guerrero.;;;;;;;;;x
EVTDESC94012;在这个老人从他的宿醉中挣扎着醒来的时候，你用平静的声音向他解释了你想要提升你的战斗技巧的想法.你问他可不可以当你的老师.他大笑起来，又很快因为头痛而停止了笑声.接着他发现你不是在开玩笑."好的，[Root.GetFirstName]桑，我教，你学，我说，你做，不要问任何问题.";Alors que le vieil homme peine ?se remettre de sa gueule de bois, vous lui expliquez doucement que vous souhaitez am閘iorer votre technique de combat et lui demandez s'il peut vous enseigner son art. L'homme 閏late de rire en grima鏰nt de la migraine ainsi provoqu? Puis il se l鑦e une fois s鹯 que vous ne plaisantez pas. 玊r鑣 bien, [Root.GetFirstName]-san. Je promets enseigner, vous engagez apprendre. Je dis, vous faites, sans questions.?Als der alte Mann versucht, sich von seinem Kater zu erholen, erkl鋜t Ihr ihm, mit ruhiger Stimme, Euren Wunsch, Eure Kampff鋒igkeit zu verbessern. Ihr fragt ihn, ob er Euch lehren w黵de. Er bricht in Gel鋍hter aus und zuckt wegen seiner Kopfschmerzen zus;;Mientras el anciano se esfuerza por recuperarse de la resaca, le explicas con voz tranquila tu deseo de mejorar tu habilidad marcial. Le preguntas si te ense馻r韆. 蒷 rompe a re韗 y se estremece del dolor que le produce la risa. Entonces se da cuenta de q;;;;;;;;;x
EVTOPTA94012;成交.;March?conclu?;Abgemacht.;;Trato hecho.;;;;;;;;;x
EVTOPTB94012;没门，老家伙！;Hors de question, vieillard?;Keineswegs, alter Mann!;;e ninguna manera, hombre!;;;;;;;;;x
EVTTOOLTIP94013;你的训练开始了.;Votre entra頽ement d閎ute.;Euer Training beginnt.;;Comienza tu entrenamiento.;;;;;;;;;x
EVTDESC94013;这个来自东方的年老的武士在你的城堡中住了下来，你的训练进行的十分顺利.一天当你走进他的房间的时候，你看见他正试图用两根小木棍夹住一只苍蝇，他不管什么时候吃东西都坚持用这两根小木棍.你问他为什么这么做，他解释说："能够用筷子夹住苍蝇的人可以做到任何事情.";Le vieux guerrier oriental s'est install?dans votre ch鈚eau et votre entra頽ement se d閞oule bien. Un jour, vous vous rendez dans sa chambre et vous voyez l'homme essayer d'attraper une mouche avec des petites baguettes en bois dont il se sert bizarrement pour manger au lieu des mains. Vous lui demandez ce qu'il fait, et il vous explique? 獿'homme capable attraper mouche avec baguettes, capable accomplir n'importe quoi.?Der alte Krieger aus dem Osten hat sich in Eurem Schloss niedergelassen und Euer Training kommt gut voran. Eines Tages, als Ihr in sein Zimmer kommt, seht Ihr, wie der Mann versucht, eine Fliege mit zwei kleinen Holzst鋌chen zu fangen, auf die er bei jede;;El viejo guerrero oriental se ha establecido en tu castillo y tu entrenamiento marcha bien. Un d韆, al entrar en su alcoba, le sorprendes tratando de atrapar una mosca con los palillos de madera que se empe馻 en utilizar para comer. Le preguntas el motivo;;;;;;;;;x
EVTOPTA94013;你说什么;Hein?;Was?;;縌u?;;;;;;;;;x
EVTTOOLTIP94014;你继续你的训练...;Votre entra頽ement continue...;Euer Training geht weiter...;;Tu entrenamiento contin鷄...;;;;;;;;;x
EVTDESC94014;你和你的武士老师一起在附近的一座湖上坐船旅行.在他钓鱼的时候，你在船上站起身来练习他教给你的动作."我什么时候开始学习如何出拳呢"你问道.他摇晃了一下船，你失去平衡掉进了水中.在你从水面钻出来的时候蒸看见他在大笑，"想要学如何出拳，先学习如何不把身上弄湿吧！你现在浑身都湿透了！";Vous allez faire un tour de bateau sur un lac voisin en compagnie du vieux guerrier. Pendant que ce dernier p阠he, vous vous tenez debout et pratiquez les exercices qu'il vous a enseign閟. 玅uand vais-je apprendre ?frapper mes ennemis?? demandez-vous. L'homme frappe l'esquif et vous perdez votre 閝uilibre, tombant dans l'eau. Vous ressurgissez sous ses 閏lats de rire. 獳pprenez comment frapper apr鑣 avoir appris comment se garder au sec? Vous tout mouill?derri鑢e l'oreille??Ihr unternehmt, mit Eurem alten Kriegslehrer, eine Bootsfahrt auf einem nahe gelegenen See. W鋒rend er angelt, steht Ihr im Boot auf und 黚t die Bewegungen, die er Euch gelehrt hat. "Wann werde ich lernen, wie man schl鋑t?" fragt Ihr. Der Mann schaukelt d;;Das un paseo en barca con tu viejo maestro en un lago cercano. Mientras 閘 pesca, t?est醩 de pie en la barca y practicas los movimientos que te ha ense馻do. "緾u醤do voy a aprender a dar pu馿tazos?", preguntas. El profesor balancea la barca,  pierdes el ;;;;;;;;;x
EVTOPTA94014;到此为止了，老家伙！我受够你了！我们之间的关系结束了！;莂 suffit, p閜闋! J'en ai assez de vous et de vos m閠hodes?;Das war's, alter Mann! Ich hab' die Nase voll! Das reicht!;;asta aqu?hemos llegado, anciano! a estoy harto! emos terminado!;;;;;;;;;x
EVTOPTB94014;叹气...;Soupir...;Seufz...;;Ay...;;;;;;;;;x
EVTDESC94015;在一天的激烈搏斗之后薄暮降临，你在城堡的城墙上面和你的武士导师一起看着夕阳西下."我教了你很多东西，[Root.GetFirstName]桑，"你的导师说道"但是在战斗中最重要的一课就是...不要被击中." 第二天早上，你的训练结束了，老年武士离开了你的城堡.没有人看见他离开.;Une nouvelle journ閑 d'intense d'entra頽ement se termine et vous observez le coucher du soleil depuis les remparts du ch鈚eau avec votre mentor. 珷Je vous ai appris beaucoup de choses, [Root.GetFirstName]-san, mais, en mati鑢e de combat, le plus important dans la lutte ... est de ne pas se faire frapper.牷 vous dit-il. Le lendemain matin, votre formation est termin閑, le vieux guerrier a quitt?le ch鈚eau. Personne ne l'a vu repartir.;Als die D鋗merung nach einem anstrengenden Tag von Kampftraining einbricht, beobachtet Ihr, zusammen mit Eurem Kriegsmentor von der Burgmauer aus, die untergehende Sonne. "Ich lehre Euch viele Dinge, [Root.GetFirstName]-san," sagt Euer Mentor, "aber wicht;;Cuando cae la tarde tras un intenso d韆 de pr醕tica, contemplas la puesta de sol desde las murallas del castillo junto con tu mentor. "Yo ense馻r muchas cosas, [Root.GetFirstName]-san," dice, "pero lecci髇 de lucha m醩 importante ser... no recibir golpe".;;;;;;;;;x
EVTOPTA94015;好吧，我想我还是学到了些真材实料的.;Je suppose que j'ai appris quelque chose.;Ich glaube, ich habe etwas gelernt.;;Bueno, supongo que algo he aprendido.;;;;;;;;;x
obj_improve_stewardship_title;提升管理能力;Am閘iorer la comp閠ence en intendance;Verwaltung verbessern;;Mejorar la administraci髇;;;;;;;;;x
obj_improve_stewardship_desc;[This.GetTitledFirstName]想要提升[This.GetHerHis]管理能力，因为它少得可怜(低于 8?).;[This.GetTitledFirstName] souhaite am閘iorer ses aptitudes trop m閐iocres en intendance (valeur inf閞ieure ?8?).;[This.GetTitledFirstName] m鯿hte [This.GetHerHis] Verwaltung verbessern, weil ihr Wert niedriger als 8 ist.;;[This.GetTitledFirstName] desea mejorar [This.GetHerHis]  administraci髇, dado que su valor es inferior a 8.;;;;;;;;;x
improve_stewardship_quit;你寻找其他提升你的管理能力的途径.;Vous cherchez d'autres moyens d'am閘iorer vos comp閠ences en mati鑢e d'intendance.;Ihr sucht einen anderen Weg, Eure Verwaltung zu verbessern.;;Buscas otra manera de mejorar tu administraci髇.;;;;;;;;;x
EVTDESC94050;当你乘坐马车走在[Root.Location.GetName]的路上的时候，你经过了一座似乎倒闭了的老酒馆.这一场景让你不禁陷入了深深的思考.是什么让他们不得不关闭它呢（体制问题^^）你能不能比之前的所有者干得更加出色呢也许这是提升你的管理能力的黄金机会...;Tandis que vous voyagez en carriole sur une route de [Root.Location.GetName], vous passez pr鑣 de ce qui semble 阾re une auberge abandonn閑. La vue de la b鈚isse d閏lenche en vous une avalanche de questions. Pourquoi le propri閠aire l'a-t-il ferm閑? Pourriez-vous faire un meilleur travail que les anciens propri閠aires? Serait-ce une occasion en or pour am閘iorer votre sens de la gestion? ;Als Ihr mit der Kutsche auf einem Weg in [Root.Location.GetName] reist, passiert Ihr anscheinend ein altes, verlassenes Gasthaus. Der Anblick erf黮lt Euch mit Fragen. Was zwang sie zu schlie遝n? K鰊ntet Ihr eine bessere Arbeit leisten als die bisherigen E;;Mientras viajas en carruaje por una carretera de [Root.Location.GetName], pasas por lo que parece ser una vieja posada clausurada. Su visi髇 te llena de preguntas. 縌u?le habr?forzado a cerrar? 縋odr韆s tu hacerlo mejor que los antiguos propietarios? Ta;;;;;;;;;x
EVTOPTA94050;就这么定了！我将买下这座酒馆！;Ma d閏ision est prise? J'ach鑤e cette auberge.;Es ist entschieden! Ich werde das Gasthaus kaufen!;;st?decidido! omprar?la posada!;;;;;;;;;x
EVTOPTB94050;不，我不会在这堆废墟上浪费一分钱.;Non, hors de question que je dilapide de l'argent dans cette ruine.;Nein, ich werde kein Geld in diese Ruine investieren.;;No, no pienso desperdiciar ni un c閚timo en esta ruina.;;;;;;;;;x
EVTTOOLTIP94051;你买下了酒馆并开始试图恢复它.;Vous achetez l'auberge et vous d閙arrez sa restauration.;Ihr kauft das Gasthaus und fangt mit der Restauration an.;;Compras la posada e inicias los esfuerzos para restaurarla.;;;;;;;;;x
EVTDESC94051;住在你的新酒馆里的流浪汉已经被赶了出去，房顶上的洞已经被补好，整座建筑经过了充分的通风来清除掉大部分的刺激气味.已经聘请了新的员工，现在到了为你的酒馆决定名字的时候.;Les clochards qui avaient investi la ruine ont 閠?chass閟, les trous de la toiture ont 閠?r閜ar閟 et la b鈚isse a 閠?a閞閑 afin de faire dispara顃re les effluves naus閍bondes qui l'envahissaient. Des employ閟 ont 閠?engag閟 et il ne vous reste plus qu'?choisir un nom pour votre auberge.;Die Vagabunden in Eurem neuen Gasthaus wurden vertrieben, die L鯿her im Dach geschlossen und das ganze Geb鋟de gr黱dlich gel黤tet, um die Luft von unangenehmen Ger點hen zu reinigen. Es wurden neue Mitarbeiter eingestellt und nun ist es an der Zeit, dass I;;Los vagabundos de tu nueva posada han sido desalojados, los agujeros del techo reparados y se ha ventilado toda la construcci髇 para eliminar los olores m醩 molestos. Tambi閚 has contratado a nuevos trabajadores. Ha llegado la hora de decidir el nombre de;;;;;;;;;x
EVTOPTA94051;无底啤酒杯！;La Chope Sans Fond?;Der Bodenlose Krug!;;a Jarra Sin Fondo!;;;;;;;;;x
EVTOPTB94051;蜂蜜酒喷泉！;La Fontaine d'Hydromel?;Der Metbrunnen!;;a Fuente de Aguamiel!;;;;;;;;;x
EVTOPTC94051;小丑的抉择！;Le Choix du Bouffon?;Die Wahl des Hofnarren!;;a Elecci髇 del Buf髇!;;;;;;;;;x
EVTOPTD94051;酒鬼老爷！;Le Patron Ivre? ;Der Betrunkene Gutsherr!;;l Escudero Borracho!;;;;;;;;;x
EVTOPTE94051;新月绿洲！;L'Oasis du village?;Die Mond-Oase!;;l Oasis Creciente!;;;;;;;;;x
EVTOPTF94051;交叉弯刀俱乐部！;Aux Cimeterres crois閟?;Der Verein der Gekreuzten Krumms鋌el!;;l Club de las Cimitarras Cruzadas!;;;;;;;;;x
