#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
AIREASON_CAN_PAY_OWN_RANSOM;§Y[GetTitledFirstName]§! ¿ÉÒÔ¸ºµ£ [GetHerHis] ×Ô¼ºµÄÊê½ğ;§Y[GetTitledFirstName]? peut payer sa propre rançon;§Y[GetTitledFirstName]? Kann [GetHerHis] Lösegeld selbst zahlen;;§Y[GetTitledFirstName]? puede permitirse su propio rescate;;;;;;;;;x
EVTDESC_SOA_1553;Ç¿´óµÄ[Root.GetTitledFirstName]£¬Ô¼Ä·Ë¹Î¬¾©ÈËµÄµÜĞÖÃÇĞèÒªÒ»×ùĞÂµÄ»ùµØ£¬À´´ò»÷ÄÇĞ©´ÎÉñµÄĞÅÍ½¡£ÎÒÁË½âµ½ÔÚÄúµÄÖ±Ï½ÁìµØÖĞ, [FromFrom.GetName]ÊÇÒ»¸ö·Ç³£ÊÊºÏµØ·½¡£ÎÒÔ¸Òâ³ö100½ğ±Ò»»È¡Äú¶ÔÎÒÃÇÔÚ´ËµØ½¨ÖşÒªÈûµÄĞí¿É¡£\nÈÙÒ«¹éÓÚ°Â¶¡£¡\n\nÊ×Áì [From.GetFirstName] ½÷ÉÏ;Grandiose [Root.GetTitledFirstName], la fraternit?Jomsviking a besoin d'une nouvelle base d'o?frapper les faibles disciples des dieux inférieurs. Nous croyons savoir qu'il existe un emplacement appropri?pour cela sur votre territoire de [FromFrom.GetName].\nNous sommes prêts ?vous payer 100 d'or en échange du droit d'y construire une forteresse.\n\nGloire ?Odin?\nChef de guerre [From.GetFirstName];Mächtiger [Root.GetTitledFirstName], die Bruderschaft der Jomswikinger braucht eine weitere Basis für ihren Kampf gegen die schwachen Anhänger der geringeren Götter. Ich habe erfahren, dass es in Eurem Reich einen geeigneten Standort gibt, nämlich in [FromFrom.GetName]. Ich zahle Euch 100 Gold für das Recht, dort eine Festung zu errichten.\n Ruhm sei Odin!\n\nKriegshäuptling [From.GetFirstName];;Poderoso [Root.GetTitledFirstName], la hermandad Jomsviking precisa otra base desde la que atacar a los débiles seguidores de los dioses menores. Tengo conocimiento de que hay un lugar apropiado en su heredad, en [FromFrom.GetName]. Estoy dispuesto a pagarle 100 oros a cambio del derecho a construir una fortaleza all?\n¡Gloria a Odín!\n\nJefe Guerrero [From.GetFirstName];;;;;;;;;x
EVTOPTB_SOA_1553;²»ĞĞ£¬ÄÇÀïÊÇÎÒµÄµØÅÌ;Non, cette région et ses richesses m'appartiennent.;Nein, das Gebiet gehört mir.;;No, esa región es mía;;;;;;;;;x
EVTDESC_SOA_1554;Ô¼Ä·Ë¹Î¬¾©ÈËÔÚ[Root.GetName]½¨ÆğÁËÒ»×ù³Ç±¤£¡;Les Jomsvikings ont édifi?un château en [Root.GetName]?;Die Jomswikinger haben in [Root.GetName]eine Burg errichtet!;;¡Los Jomsvikings han construido un castillo en [Root.GetName]!;;;;;;;;;x
EVTDESC_SOA_1561;Î°´óµÄ[Root.PrimaryTitle.GetRulerTitle]£¬ÄúµÄ·ßÅ­·¢Ğ¹´íÁË¶ÔÏó£¡Õ½ÍÅÖÒÊµµØÊÌ·îÕßÉñÃ÷£¬¶øÄúÈ´¶Ô´ËÓĞËù»³ÒÉÊÇÂğ£¿\n\n[From.Religion.GetRandomGodNameCap]×çÖäÄã£¡\n\nÊ×Áì [From.GetFirstName] ½÷ÉÏ;Konungar [Root.PrimaryTitle.GetRulerTitle], cet acte est complètement injustifié ! La fraternit?sert les dieux avec ferveur, mais votre acte pose une question? êtes-vous un vrai nordique, ou un simple pillard?\n\nQue [From.Religion.GetRandomGodName] nous venge?\nChef de guerre [From.GetFirstName];Großer [Root.PrimaryTitle.GetRulerTitle], Euer Zorn ist fehlgeleitet! Der Orden dient treu den Göttern, doch man muss sich fragen, ob Ihr das auch tut!\n\n[From.Religion.GetRandomGodNameCap] soll Euch verfluchen!,\n\nKriegshäuptlingf [From.GetFirstName];;Gran [Root.PrimaryTitle.GetRulerTitle], ¡su ira est?mal encaminada! La Orden sirve fielmente a los dioses, pero cabe preguntarse, ¿y usted?\n\n¡Que [From.Religion.GetRandomGodNameCap] le maldiga!\n\nJefe Guerrero [From.GetFirstName];;;;;;;;;x
EVTOPTC_SOA_4000;Õâ»á¼¤Å­Å©Ãñ¡­¡­;Les paysans vont s'agiter...;Dies wird die Bauern aufrühren...;;Esto sembrar?cizaña entre los campesinos...;;;;;;;;;x
EVTDESC_SOA_4020;±¾µØÒ»¸ö[Root.Location.Religion.GetName]´«µÀÕßÓÃËûµÄÖÇ»Û´ò¶¯ÁËÎÒ¡£ÎŞÂÛÕâÊÇ²»ÊÇÒì¶Ë£¬ÎÒÓĞµã¿ªÊ¼ÏàĞÅËûËµµÄ¡­¡­;La sagesse et les mots d'un prêcheur [Root.Location.Religion.GetName] local m'impressionne fortement. Hérésie ou non, je commence ?y croire...;Ich bin sehr beeindruckt durch die Weisheit eines Predigers in [Root.Location.Religion.GetName]. Ketzerei oder nicht, ich beginne zu glauben...;;Estoy muy impresionado por la sabiduría de un predicador local de [Root.Location.Religion.GetName]. Sea herejía o no, estoy empezando a creer...;;;;;;;;;x
EVTOPTA_SOA_4020;½ÓÊÜ[Root.Location.Religion.GetName]µÄĞÅÌõ£¡;Embrassons la religion [Root.Location.Religion.GetName]?;Bekennt euch zum[Root.Location.Religion.GetName]Glauben!;;¡Abrazar el credo de [Root.Location.Religion.GetName]!;;;;;;;;;x
EVTOPTB_SOA_4020;ÕâÌ«Î£ÏÕÁË¡­¡­;C'est trop risqu?..;Es ist zu gefährlich...;;Es demasiado peligroso...;;;;;;;;;x
EVTDESC_SOA_4021;ÎÒµÄ[GetFromRelation][From.GetBestName]ĞÅ·îÆğÁËÒ»¸öÎ£ÏÕµÄÒì¶Ë£¬¿Ï¶¨ÊÇÊÜÔÚµ±µØµÄ´«µÀÕßÓ°ÏìÁË¡£;M[From.GetHerHis] [GetFromRelation], [From.GetBestName], est adepte d'une dangereuse hérésie, sans doute ?cause de l'influence de prédicateurs locaux.;Mein[GetFromRelation] [From.GetBestName] hat sich zu einer gefährlichen Ketzerei bekannt, wohl unter dem Einfluss fremder Prediger.;;Mi [GetFromRelation] [From.GetBestName] ha abrazado una peligrosa herejía, sin duda influenciado por los predicadores locales.;;;;;;;;;x
EVTOPTA_SOA_4021;ÒªÇó»Ø¹éÕıµÀ£¡;Exigeons sa reconversion? ;Er soll abschwören!;;¡Exigir la reconversión!;;;;;;;;;x
EVTOPTB_SOA_4021;ËæËüÈ¥°É;Ce n'est pas grave;Ignoriert es;;Dejarlo caer;;;;;;;;;x
EVTOPTC_SOA_4021;ºÍ[From.GetObjectPronoun]½øĞĞÉñÑ§±çÂÛ;Une confrontation théologique s'impose;Verwickelt [From.GetObjectPronoun] in eine theologische Debatte;;Involucrar[From.GetObjectPronoun] en el debate teológico;;;;;;;;;x
EVTTOOLTIP_SOA_4022;[This.GetTitledFirstName]ÊÕµ½ÁË×îºóÍ¨ëº¡£;[This.GetTitledFirstName] reçoit un ultimatum;[This.GetTitledFirstName] bekommt ein Ultimatum gestellt;;[This.GetTitledFirstName] recibe un ultimátum;;;;;;;;;x
EVTTOOLTIP_SOA_4025;Ò»·â´ë´Ç½÷É÷µÄĞÅËÍµ½ÁË[This.GetTitledFirstName]ÊÖÀï;Une lettre aux propos savamment mesurés est envoyée ?[This.GetTitledFirstName];Ein vorsichtig formulierter Brief wird an [This.GetTitledFirstName] geschickt;;Se envía una carta escrita con esmero a [This.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4022;ÎÒ×¢Òâµ½Äã±»Òì¶ËµÄÄÇĞ©ÍáÀíĞ°ËµËõÃÉ±Î¡£ÕâÊÇ¶Ô[From.Religion.GetRandomGodName]µÄÃ°·¸£¡ÖØ»ØÕıµÀ°É£¬²»È»Äã½«Ãæ¶ÔÎÒµÄÅ­»ğ¡£ÄãµÄÁìÖ÷£¬\n\n[From.GetTitledFirstName];Il m'a ét?rapport?que votre jugement avait ét?obscurci par des absurdités hérétiques. C'est un affront envers [From.Religion.GetRandomGodName]? Revenez sur le droit chemin ou subissez ma colère?\n\nVotre [From.GetLordLady] lige,\n[From.GetTitledFirstName];Mir ist zu Ohren gekommen, dass Eure Seele von ketzerischer Irrlehre verwirrt worden ist. Diese ist eine Beleidigung von [From.Religion.GetRandomGodName]! Kehrt auf den Pfad der reinen Lehre zurück oder Ihr bekommt meinen Zorn zu spüren. Euer Lehensherr,\n\n[From.GetTitledFirstName];;Ha llegado a mi conocimiento que tu mente se ha visto empañada por herejías sin sentido. ¡Esto es una afrenta a [From.Religion.GetRandomGodName]! Regresa al buen camino o deberás enfrentarte a mi ira. Tu señor,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP_SOA_4023;[This.GetTitledFirstName]ÊÕµ½ÁËÎÒµÄ»ØĞÅ;[This.GetTitledFirstName] reçoit ma réponse;[This.GetTitledFirstName] bekommt meine Antwort;;[This.GetTitledFirstName] recibe mi respuesta;;;;;;;;;x
EVTTOOLTIP_SOA_4024;[This.GetTitledFirstName]µÃÖªÁËÎÒµÄ¾Ü¾ø;[This.GetTitledFirstName] apprend mon refus;[This.GetTitledFirstName] wird über meine Weigerung unterrichtet;;[This.GetTitledFirstName] conoce mi negativa;;;;;;;;;x
EVTDESC_SOA_4023;ÎÒ¾´°®µÄ[GetFromReverseRelation]£¬ÎÒÏòÄú±£Ö¤ÎÒÊÇÒ»¸öÕıÖ±µÄĞÅÍ½¡£ÎÒ²»»áÔÙÌıĞÅÕâĞ©Òì¶ËµÄËµ´Ç£¬²¢Æíµ»ËûÃÇ¿ìĞ©±»ÏûÃğ¡£\n\nÄúÖÒ³ÏµÄ[GetFromRelation]£¬\n\n[From.GetTitledFirstName] ½÷ÉÏ;M[Root.GetHerHis] ch[Root.GetBoyGirl] [GetFromReverseRelation], \nJe vous assure que ma foi est sincère. Je ne prêterai plus attention aux lubies de ces hérétiques et prierai pour leur éradication imminente?\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], ich versichere Euch, dass ich rechtgläubig bin. Ich werde meine Ohren gegenüber den Sprüchen der falschen Prediger verschließen und für ihre baldige Auslöschung beten!\n\nEuer ergebenerl [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], te aseguro que soy un creyente recto. ¡Cerrar?los oídos a las falacias de los herejes locales y rogar?por su erradicación inminente!\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4024;ÎÒ¾´°®µÄ[GetFromReverseRelation]£¬ÎÒ¶Ô´ËÊÂ¿¼ÂÇÔÙÈı£¬µ«ÈÔ¾É¾õµÃÓ¦µ±×ñ´Ó×Ô¼ºµÄÕæĞÄ¡£[From.Religion.GetName]µÄĞÅÑöÊ®·ÖÕıÈ·£¬[Root.Religion.GetName]µÄ½ÌÌõÈ´²¢·ÇÈç´Ë¡£ÎÒ½«ÎªÄúµÄ¾ÈÊêÆíµ»¡£\n\nÄúÖÒ³ÏµÄ[GetFromRelation]£¬\n\n[From.GetTitledFirstName] ½÷ÉÏ;M[Root.GetHerHis] ch[Root.GetBoyGirl] [GetFromReverseRelation], \nJ'ai longuement réfléchi et je pense devoir suivre ce que me dit mon cœur et mon esprit.\nLa religion [From.Religion.GetName] est une meilleure voie que la religion [Root.Religion.GetName].\nJe prierai pour le salut de votre âme.\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], ich habe die Sache sorgfältig bedacht, doch ich muss meinem Herzen und der Erkenntnis folgen. Der  [From.Religion.GetName] klingt in einer Weise wahr, die dem [Root.Religion.GetName] Glauben fehlt. Ich werde für Eure Rettung beten.\n\nEuer ergebener  [GetFromRelation]\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], he reflexionado sobre ello con atención, pero debo escuchar al corazón. La fe de [From.Religion.GetName] es más verosímil que el credo de [Root.Religion.GetName]. Rogar?por tu salvación.\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTOPTC_SOA_4024;ÕâÑù×öºó¹ûºÜÑÏÖØ£¡;Cela ne sera pas sans conséquences?;Das wird Folgen haben;;¡Esto traer?consecuencias!;;;;;;;;;x
EVTDESC_SOA_4025;ÎÒÇ×°®µÄ[Root.GetFirstName]£¬²»Òª±»[Root.Religion.GetName]´«µÀÕßµÄÑıÑÔ¶¯Ò¡£¡ÄãÒ²ÎŞĞèÎª´ËÄÑ¹ı¡£Äã²¢²»ÊÇµÚÒ»¸ö±»ËûÃÇµÄ¹î±çÆÛÆ­µÄÈË¡£ÇëÈÏÕæÑ§Ï°ÎÒËæĞÅ¼ÄÀ´µÄ£¬Õë¶Ô´ËÊÂµÄÉñÑ§±çÂÛ²ÄÁÏ£¬ÎÒÏàĞÅÄãÒ»¶¨ÄÜ¹»ÇåĞÑ¹ıÀ´¡£ÄãµÄÅóÓÑÓëÁìÖ÷£¬\n\n[From.GetTitledFirstName] ½÷ÉÏ;M[Root.GetHerHis] ch[Root.GetBoyGirl] [Root.GetFirstName], ne vous laissez pas influencer par les vils arguments des prédicateurs dévoyés de la religion [Root.Religion.GetName]? Mais ne culpabilisez pas, d'autres avant vous ont ét?charmés par leur fausse logique. Vous trouverez ci-joint un condens?des débats théologiques sur cette question, et je ne doute pas que vous retrouverez vos esprits.\n\nVotre ami[From.GetNoneE] et [From.GetLordLady] lige,\n[From.GetTitledFirstName];Mein lieber [Root.GetFirstName], lasst Euch nicht beirren von den fehlgeleiteten Gedanken der Prediger des [Root.Religion.GetName]! Seid darüber aber nicht gar zu betrübt - Ihr seid nicht der Erste, der ihrer Irrlehre erliegt. Studiert bitte meine beigefügte Zusammenfassung früherer theologischer Diskurse über diese Frage  und ich bin sicher, dass Ihr wieder zur Vernunft kommen werdet. Euer Freund und Lehensherr,\n\n[From.GetTitledFirstName];;Mi querido [Root.GetFirstName], no te dejes llevar por los falsos argumentos de los predicadores de [Root.Religion.GetName]! No te sientas mal por ello, no eres el primero en caer víctima de sus razonamientos equivocados. Estudia el resumen de debates teológicos previos sobre este asunto que te adjunto y seguro recobrarás la razón. Tu amigo y señor,\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4026;ÎÒ¾´°®µÄ[GetFromReverseRelation]£¬ÄúÃôÈñµÄÄ¿¹â¿ÉÒÔ¶´´©×îëüëÊµÄÉñÑ§ÃÔÎí¡£ÎÒÒÑ±»Äú¸»ÓĞÑ§Ê¶µÄ¹Ûµã³¹µ×Ëµ·ş£¡ÇëÄú·ÅĞÄ£¬ÎÒ²»»áÔÙ²½ÈëÆçÍ¾¡£Íò·Ö¸ĞĞ»£¡\n\nÄúµÄ[GetFromRelation]£¬\n\n[From.GetTitledFirstName];M[Root.GetHerHis] ch[Root.GetBoyGirl] [Root.GetFirstName], votre regard perçant peut voir même ?travers le brouillard le plus épais. Vos arguments érudits ont achev?de me convaincre? Ayez la certitude que je ne m'égarerai plus sur de mauvais chemins.\n\nAvec toute ma reconnaissance de [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber [GetFromReverseRelation], Euer scharfsinniger Blick durchdringt selbst den dichtesten theologischen Nebel! Ich bin vollständig überzeugt von Euren Argumenten! Seid versichert, dass ich nie mehr vom rechten Wg abkommen werde.\n\nEuer dankbarer  [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], tu mirada penetrante puede disipar incluso la niebla teológica más espesa. ¡Estoy totalmente convencido por tus doctos argumentos! Ten la seguridad de que nunca voy a extraviarme de nuevo.\n\nTu agradecido [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4031;ÎÒµÄ[GetFromRelation][From.GetTitledFirstName]Ğ¡ĞÄµØÏòÎÒËµÃ÷ÁË[From.GetPossPronoun][From.Religion.GetName]ĞÅÑö£¬²¢ÊÔÍ¼ÈÃÎÒÒ²ĞÅ·îÆğ[From.GetPossPronoun]ĞÅÌõ£¡;M[From.GetHerHis] [GetFromRelation] [From.GetTitledFirstName] m'a contact?pour parler du dogme [From.Religion.GetName], tentant de me convertir ?ses nouveaux rites?;Mein[GetFromRelation] [From.GetTitledFirstName] hat mich vorsichtig auf [From.GetPossPronoun] [From.Religion.GetName] Überzeugungen angesprochen und versucht, mich zu [From.GetPossPronoun] Art des Gottesdienstes zu bekehren!;;¡Mi [GetFromRelation] [From.GetTitledFirstName] me ha confesado sus creencias sobre [From.Religion.GetName] y ha intentado convertirme a su forma de culto!;;;;;;;;;x
EVTOPTA_SOA_4031;ÒÔ[Root.Religion.GetRandomGodName]Ö®Ãû£¬[From.GetSubjectPronoun]ÊÇ¶ÔµÄ£¡;Par [Root.Religion.GetRandomGodName], [From.GetSubjectPronoun] a raison?;Bei [Root.Religion.GetRandomGodName], [From.GetSubjectPronoun] hat recht!;;Por [Root.Religion.GetRandomGodName], ¡tiene razón!;;;;;;;;;x
EVTOPTB_SOA_4031;²»ĞĞ£¬µ«ÎÒÒ²²»»á×öÊ²Ã´;Nous n'en ferons rien;Nein, doch ich werde nichts unternehmen;;No, pero no voy a tomar medidas;;;;;;;;;x
EVTOPTC_SOA_4031;ºÍ[From.GetObjectPronoun]½øĞĞÉñÑ§±çÂÛ;Une confrontation théologique s'impose;Verwickelnt [From.GetObjectPronoun] in eine theologische Debatte;;Involucrar[From.GetObjectPronoun] en un debate teológico;;;;;;;;;x
EVTOPTD_SOA_4031;ÎÀ±ø£¡×¥×¡Õâ¸öÒì¶Ë£¡;Gardes, emparez-vous de cet hérétique?;Wache! Nehmt den Ketzer fest!;;¡Guardias! ¡Capturad al hereje!;;;;;;;;;x
EVTOPTE_SOA_4031;Í¨Öª[From.Liege.GetTitledFirstName]¡­¡­;Informons-en [From.Liege.GetTitledFirstName]...;Benachrichtigt [From.Liege.GetTitledFirstName]...;;Informar a [From.Liege.GetTitledFirstName]...;;;;;;;;;x
EVTDESC_SOA_4032;ÎÒÇ×°®µÄ[GetFromReverseRelation]£¬ [FromFrom.GetBestName]¸Õ¸Õ½Ó½üÁËÎÒ£¬ËûÏëËµ·şÎÒ¼ÓÈë[FromFrom.GetObjectPronoun]ÔÚ[FromFrom.GetPossPronoun]±°ÁÓµÄÒì¶Ë£¡ÎÒÏ£ÍûÄúÄÜÈÃ[FromFrom.GetObjectPronoun]»Ö¸´ÇåĞÑ¡£\n\nÄãÖÒ³ÏµÄ[GetFromRelation]£¬\n\n[From.GetTitledFirstName] ½÷ÉÏ;M[Root.GetHerHis] ch[Root.GetBoyGirl] [GetFromReverseRelation], \n[FromFrom.GetBestName] vient ?l'instant de tenter de me convaincre d'adopter sa vilaine hérésie?\nJ'espère que vos paroles sauront lui faire comprendre son égarement.\n\nVotre fidèle [GetFromRelation],\n[From.GetTitledFirstName];Mein lieber, [GetFromReverseRelation], ich bin von [FromFrom.GetBestName] angesprochen worden, der mich überreden wollte, mich [FromFrom.GetObjectPronoun] in [FromFrom.GetPossPronoun] Ketzerei anzuschließen! Ich hoffe, Ihr könnt [FromFrom.GetObjectPronoun] wieder zur Vernunft bringen.\n\nEuer getreuer [GetFromRelation],\n\n[From.GetTitledFirstName];;Mi querido [GetFromReverseRelation], ¡[FromFrom.GetBestName] acaba de intentar convencerme de que me una a [FromFrom.GetObjectPronoun] en su vil herejía! Espero que puedas convencer[FromFrom.GetObjectPronoun] para que vea con claridad.\n\nTu fiel [GetFromRelation],\n\n[From.GetTitledFirstName];;;;;;;;;x
EVTDESC_SOA_4101;Ğ°¶ñµÄ[From.Religion.GetName]Òì¶ËÕıÈçÒ°»ğ°ãÔÚ[From.GetName]ÂûÑÓ¡£×÷ÎªÕıÍ³µÄ[Root.Religion.GetName]ĞÅÑöµÄÁìĞä£¬ÒÔ[Root.Religion.GetRandomGodName]Ö®Ãû£¬ÎÒ±ØĞëÎªÕòÑ¹Ëü×öµãÊ²Ã´£¡;L'infecte hérésie des [From.Religion.GetName]s se répand comme un feu de paille en [From.GetName]. En tant que chef de la véritable foi, je dois agir pour [Root.Religion.GetRandomGodName]?;Die üble [From.Religion.GetName] Ketzerei breitet sich in [From.GetName] wie ein Flächenbrand aus. Als Oberhaupt des wahren [Root.Religion.GetName] Glaubens muss ich handeln, um sie im Namen [Root.Religion.GetRandomGodName] auszurotten!!;;La absurda herejía de [From.Religion.GetName] se est?extendiendo como un reguero de pólvora en [From.GetName]. Como cabeza de la verdadera fe [Root.Religion.GetName], ¡debo tomar medidas para acabar con ella en nombre de [Root.Religion.GetRandomGodName]!;;;;;;;;;x
EVTOPTA_SOA_4101;ÅÉ³ö×Ú½Ì²ÃÅĞËù£¡;Que l'on envoie l'inquisition?;Schickt die Inquisition!;;¡Enviad la Inquisición!;;;;;;;;;x
EVTOPTB_SOA_4101;Ïò[From.Holder.TopLiege.GetTitledName]ÅÉÈ¥Ò»ÃûÊ¹½Ú;Envoyons un message au [From.Holder.TopLiege.GetTitledName];Schickt [From.Holder.TopLiege.GetTitledName] einen Legaten;;Enviar un legado a [From.Holder.TopLiege.GetTitledName];;;;;;;;;x
EVTOPTC_SOA_4101;ºÍÒì¶Ë¶Ô»°;Qu'on ouvre la discussion avec ces hérétiques;Eröffnet einen Dialog mit den Ketzern;;Abrir un diálogo con los herejes;;;;;;;;;x
EVTOPTD_SOA_4101;ÎÒÎŞÄÜÎªÁ¦;J'ai les mains liées...;Meine Hände sind gebunden;;Tengo las manos atadas;;;;;;;;;x
EVTTOOLTIP_SOA_4110;Ò»´ó¶Ó´«µÀÕßºÍÎÀ±øÒÑ¾­³ö·¢;Un important groupe de prêtres et de gardes armés est envoy?Eine große Gruppe von Predigern mit bewaffneten Begleitern wird losgeschickt;;Se envía un gran grupo de predicadores y guardias armados;;;;;;;;;x
EVTTOOLTIP_SOA_4120;Ò»ÃûÊ¹½Ú±»ÅÉÍù[This.GetTitledName]ÄÇÀï;Un message est envoy??[This.GetTitledName];Ein Legat wird zu [This.GetTitledName] geschickt;;Se envía un legado a [This.GetTitledName];;;;;;;;;x
EVTTOOLTIP_SOA_4130;Ò»´óÈºÉñÑ§¼ÒÒÑ¾­³ö·¢;Un groupe de théologiens est envoy?Ein Gruppe von Theologen wird geschickt;;Se envía un grupo de teólogos;;;;;;;;;x
EVTDESC_SOA_4110;[From.GetTitledFirstName]ÅÉÀ´ÁËÒ»´óÅúÄÁÊ¦ºÍÎÀ±øÀ´ÕòÑ¹[Root.GetName]µÄÒì¶Ë£¡;[From.GetTitledFirstName] a envoy?un important groupe de prêtres et de gardes armés afin de mater les hérétiques de [Root.GetName]?;[From.GetTitledFirstName] hat eine große Gruppe von Priestern und bewaffneten Wächtern zur Vernichtung der Ketzer in [Root.GetName]losgeschickt!;;¡[From.GetTitledFirstName] ha enviado un gran grupo de sacerdotes y guardias armados para acabar con los herejes en [Root.GetName]!;;;;;;;;;x
EVTOPTA_SOA_4110;Õæ¼¬ÊÖ¡­¡­;C'est une sale affaire...;Eine hässliche Angelegenheit...;;Un asunto sucio...;;;;;;;;;x
#EVTDESC_SOA_4111;The inquisitors are returning to [FromFrom.Capital.GetName] after failing to accomplish much in [Root.GetName] - aside from riling up the peasants.;;Die Inquisitoren kehren nach [FromFrom.Capital.GetName] zur¨¹ck, ohne in [Root.GetName] viel erreicht zu haben - au?er die Bauern aufzuwiegeln.;;Los inquisidores vuelven a [FromFrom.Capital.GetName] sin haber conseguido grandes logros en [Root.GetName], aparte de irritar a los campesinos.;;;;;;;;;x;
EVTOPTA_SOA_4111;ºÃ°É£¬ÏÖÔÚµÃÎÒÀ´´¦ÀíÎÊÌâÁË¡£;Leur problème devient donc le mien;Also ist es jetzt mein Problem;;Por lo tanto, ahora es problema mío;;;;;;;;;x
EVTDESC_SOA_4112;×Ú½Ì²ÃÅĞ¹ÙÃÇÔÚ[From.GetName]Ê§°ÜÁË£¬Òì¶Ë¹ÛµãÒÑ¾­ÉîÈëÈËĞÄ¡£;L'inquisition en [From.GetName] a échou? Les croyances des hérétiques étaient trop profondément enracinées.;Die  Inquisition in [From.GetName] ist gescheitert - die ketzerischen Überzeugungen waren zu tief verwurzelt.;;La Inquisición ha fallado en [From.GetName], los sentimientos herejes estaban demasiado arraigados.;;;;;;;;;x
EVTOPTA_SOA_4112;×çÖäÕâÈºÅÑ½ÌÕß£¡;Maudits soient ces apostats?;Verflucht die Abtrünnigen!;;¡Malditos sean los apóstatas!;;;;;;;;;x
#EVTDESC_SOA_4113;After successfully stomping out the heresy in [Root.GetName], the inquisitors are returning to [FromFrom.Capital.GetName].;;Nach der erfolgreichen Ausmerzung der Ketzerei in [Root.GetName] kehren die Inquisitoren nach [FromFrom.Capital.GetName] zur¨¹ck.;;Despu¨¦s de sofocar la herej¨ªa en [Root.GetName], los inquisidores vuelven a [FromFrom.Capital.GetName].;;;;;;;;;x;
EVTOPTA_SOA_4113;Ì«¾ªÏ²ÁË£¡;Comme c'est surprenant?;Was für eine schöne Überraschung!;;Bueno, ¡eso es una sorpresa!;;;;;;;;;x
EVTDESC_SOA_4114;×Ú½Ì²ÃÅĞ¹ÙÃÇ³É¹¦µØÔÚ[From.GetName]ÒÖÖÆÁËµ±µØÒì¶ËµÄÂûÑÓ¡£;L'inquisition en [From.GetName] est une réussite. Les hérétiques locaux ont ét?efficacement éliminés.;Die Inquisition in [From.GetName] war erfolgreich - die Ketzer wurden wirksam unterdrückt. ;;La Inquisición ha triunfado en [From.GetName], los herejes locales han sido eliminados sin problemas.;;;;;;;;;x
EVTOPTA_SOA_4114;ÔŞÃÀ[Root.Religion.GetRandomGodName]£¡;Gloire ?[Root.Religion.GetRandomGodName]? ;Preist [Root.Religion.GetRandomGodName]!;;¡Alabado sea [Root.Religion.GetRandomGodName]!;;;;;;;;;x
EVTDESC_SOA_4120;Ò»Ãû½Ì×ÚÌØÊ¹À´µ½ÁËÎÒµÄ¹¬Í¢[From.GetTitledName]¡£[From.PrimaryTitle.GetRulerTitle]¶Ô[FromFrom.GetName]µÄÒì¶ËÊ®·Ö¹ØĞÄ£¬´ß´ÙÎÒ¿ìµã½â¾öÕâ¸öÇé¿ö¡£;Un messager de [From.GetTitledName] est arriv??ma Cour.\nLe [From.PrimaryTitle.GetRulerTitle] s'inquiète grandement de la présence d'hérétiques ?[FromFrom.GetName] et insiste pour que je remédie ?ce problème.;Ein Sondergesandter aus [From.GetTitledName] ist an meinem Hof eingetroffen. Der [From.PrimaryTitle.GetRulerTitle] is t äußerst besorgt über die Ketzer in  [FromFrom.GetName] und fordert mich zur Klärung der Lage auf..;;Un legado especial de [From.GetTitledName] ha llegado a la corte. El [From.PrimaryTitle.GetRulerTitle] est?enormemente preocupado por los herejes en [FromFrom.GetName] y me insta a hacerme cargo de la situación.;;;;;;;;;x
EVTOPTA_SOA_4120;ÕâµÃ»¨ÉÏÊ®Äê£¡;Ce sera fait d'ici dix ans?;Es soll binnen 10 Jahren erledigt werden!;;¡Lo har?en el transcurso de los 10 próximos años!;;;;;;;;;x
EVTDESC_SOA_4122;ÈçÎÒÅÉÊ¹½Ú·Ô¸À[From.Holder.TopLiege.GetTitledName]Ó¦¸Ã×öµÄÄÇÑù£¬[From.GetName]µÄÒì¶ËÒÑ¾­±»ÏûÃğÁË¡£;Les hérétiques en [From.GetName] ont pu être éradiqués grâce ?[From.Holder.TopLiege.GetTitledName] dont j'ai sollicit?l'aide.;Die Ketzer in [From.GetName]wurden gemäß den Anweisungen meines Legaten an [From.Holder.TopLiege.GetTitledName] ausgemerzt.;;Los herejes de [From.GetName] han sido erradicados tal como mi legado indic?a [From.Holder.TopLiege.GetTitledName].;;;;;;;;;x
