;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
mesoamerican;中美洲人;m閟o-am閞icain;Mesoamerikaner;;Mesoamericano;;;;;;;;;x
EVTDESC_SSI_044;巴黎也陷落在阿兹特克的残酷魔爪之中了，现在塞纳河里流淌的是数以百计不幸的生灵的鲜血，阿兹特克人将他们献祭以取悦那些僭称为神的恶魔。阿兹特克皇帝已从特诺奇提特兰向参与行动的将领们发来了嘉奖令。;La ville de Paris est tomb閑 sous le joug cruel des Azt鑡ues et l'eau de la Seine s'est teinte du sang des centaines de malheureux qui ont 閠?sacrifi閟 pour contenter les d閙ons qui se faisaient passer pour leurs dieux. L'Empereur lui-m阭e a envoy?ses 閘oges depuis Tenochtitlan aux commandants concern閟.;Paris ist in die Gewaltherrschaft der Azteken geraten, und die Seine fliesst nun rot vom Blut der hundert ungl點klichen Seelen, die zum Wohlgefallen der D鋗onen, die sich als G鰐ter ausgeben, geopfert wurden. Der Imperator selbst schickte seine Gesandten aus dem fernen Tenochtitlan zu den involvierten, aztekischen Befehlshabern.;;La ciudad de Paris ha sido sometida al cruel yugo de los aztecas. El r韔 Sena discurre, ahora, enrojecido por la sangre de cientos de almas desafortunadas que han sido sacrificadas para satisfacer a los demonios disfrazados de dioses. Desde el lejano Tenochtitlan, el mism韘imo Emperador ha mandado sus galardones a los comandantes aztecas implicados.;;;;;;;;;x
EVTDESC_SSI_045;阿兹特克军队兵临罗马城，并将其并入帝国版图内。圣座宫殿里传出哀嚎，此地已被血腥的人祭玷污，与之同时，参观古代罗马帝国遗迹的阿兹特克统帅们不由哀叹他们根本无法与如此强大的帝国匹敌。;L'arm閑 azt鑡ue a atteint la ville de Rome et l'a incorpor閑 dans son empire. De terribles cris se font entendre depuis le Palais apostolique souill?par les sacrifices humains pendant que les commandants azt鑡ues visitent les monuments antiques romains et d閜lorent le fait qu'ils n'auront jamais la chance de se mesurer au combat contre un antique adversaire aussi redoutable.;Die Armeen der Azteken haben Rom erreicht, und die Stadt ist nun Teil ihres Imperiums. Entsetzliche Schreie erschallen vom Apostolischen Palast, der durch Menschenopfer entweiht wird, w鋒rend aztekische Befehlshaber, angesichts der alten r鰉ischen Monumente die Tatsache beklagen, dass sie keine Chance hatten, sich gegen diesen w黵digen Gegner h鯿hstselbst zu beweisen.;;Los ej閞citos aztecas han alcanzado Roma, y la ciudad ha sido incluida en su imperio. Desde el Palacio Ap髎tolico resuenan gritos terribles a medida que va siendo profanando con sacrificios humanos, mientras los comandantes aztecas pasean por los antiguos monumentos de Roma, lamentan el hecho de no haber tenido la oportunidad de demostrar sus capacidades de luchar contra un enemigo tan respetable.;;;;;;;;;x
EVTDESC_SSI_046;皇城君士坦丁堡已向阿兹特克帝国臣服，这座雄伟的首都深深震撼了战士们的心灵，即使她并不能和特诺奇提特兰的壮丽相媲美。阿兹特克祭司们已经制定了拆除圣索菲亚大教堂并在其原址上建造一座大金字塔的初步计划。;La ville imp閞iale de Constantinople est tomb閑 aux mains des Azt鑡ues. M阭e si sa splendeur n'est pas comparable ?celle de Tenochtitlan, la grande capitale a su impressionner les guerriers azt鑡ues. Les pr阾res azt鑡ues ont d閖?commenc??planifier la d閙olition de la Hagia Sophia pour y construire ?sa place une pyramide.;Die imperiale Stadt Konstantinopel ist in die H鋘de der Azteken gefallen, und diese imposante Hauptstadt lie?die Krieger beeindruckt zur點k, auch wenn sie niemals gegen den Ruhm von Tenochtitlan ankommen kann. Die aztekischen Priester haben mit der Planung der Zerst鰎ung der Hagia Sophia begonnen, um an deren Stelle eine Pyramide zu errichten.;;La cuidad imperial de Constantinopla ha ca韉o ante los aztecas, y la poderosa capital ha dejado a sus guerreros impresionados aunque no haya podido competir con el esplendor de Tenochtitlan. Sacerdotes aztecas ya han hecho planes preliminares para la demolici髇 de la iglesia de Santa Sof韆 y la construcci髇 de una pir醡ide en su lugar.;;;;;;;;;x
EVTDESC_SSI_047;科尔多瓦，这座有时会被称作"世界明珠"的城市已被阿兹特克人攻陷.他们并未感到这座城市有多壮丽，因为和墨西哥山谷和尤卡坦半岛的大城市相比它不免相形见绌。此外阿兹特克人把100个无礼冒犯的科尔多瓦市民献祭了。;Les Azt鑡ues ont pris la ville de Cordoue, parfois consid閞閑 comme le joyau du monde. La ville ne les impressionne pas. Elle est bien insignifiante compar閑 aux grandes m閠ropoles imp閞iales de la vall閑 de Mexico et du Yucatan. Et pour cette grossi鑢e insolence, les Azt鑡ues sacrifient une centaine de Cordouans.;Die Stadt von Cordoba, oft als das 'Juwel der Welt' bezeichnet, wurde von den Azteken eingenommen, die von ihrem Glanz nicht beeindruckt sind. Sie h鋖t dem Vergleich mit den gewaltigen, imperialen Metropolen Mexikos und von Yukatan nicht stand, und die Azteken opferten hundert Einwohner Cordobas, als Strafe f黵 ihre schamlose Impertinenz.;;La ciudad de C髍doba, en ocasiones nombada 'La Joya del Mundo,' ha sido tomada por los aztecas, los cuales no se dejaron impresionar. 蓅ta infravalora las grandes metr髉olis imperiales del Valle de M閤ico y Yucat醤, y los aztecas sacrificar醤 a cientos de cordobeses por su desvergonzada impudencia.   ;;;;;;;;;x
EVTDESC_SSI_048;阿兹特克人抵达了开罗，他们从来没有见到过吉萨大金字塔群那样的建筑，即使是他们故乡最大的金字塔也无此般雄伟。阿兹特克大祭司已宣布金字塔周围地带是除特诺奇提特兰外最神圣的地区。;Les Azt鑡ues ont atteint le Caire et ont 閠?frapp閟 par les pyramides de Gizeh, qui ne ressemblaient ?rien de ce qu'ils avaient vu jusque l? Elles d閜assent m阭e les plus grandes pyramides de Cemanahuac, et les grands pr阾res azt鑡ues ont proclam?que ce lieu 閠ait l'endroit le plus sacr?apr鑣 Tenochtitlan.;Die Azteken haben Kairo erreicht, und stellten fest, dass die Gro遝n Pyramiden von Gizeh mit nichts zu vergleichen sind, dem sie bisher begegnet sind. Sie 黚erragen sogar die gr鲞ten Pyramiden in Cemanahuac, und die aztekischen Priester erkl鋜ten das Gebiet zum heiligsten Ort fernab von Tenochtitlan.;;Los aztecas han llegado a El Cairo, y han encontrado que la Gran Pir醡ide de Giza no se parece en nada a lo que se han encontrado previamente;;;;;;;;;x
EVTDESC_SSI_060;阿兹特克入侵者已将[From.GetTitledName]献祭给了他们信奉的恶魔！把[From.GetHerHim]带到他们新建的一座金字塔神庙之后，邪恶的祭司把[From.GetFirstName]放在祭坛上，并用黑曜石刀把[From.GetHerHim]切开。在战士们的欢呼中祭司挖出了[From.GetHerHis]仍在跳动的心脏。;Les Azt鑡ues ont sacrifi?[From.GetTitledName] ?leurs dieux d閙oniaques? Apr鑣 un calvaire jusqu'?l'un de leur nouveaux temples-pyramides, les d閙oniaques pr阾res l'ont allong?sur un autel et l'ont 関entr?avec une dague c閞閙onielle. Ils ont ensuite arrach?son coeur encore palpitant sous les vivats des guerriers rassembl閟.;Die aztekischen Invasoren haben [From.GetTitledName] ihren d鋗onischen G鰐tern geopfert! Nachdem sie [From.GetHerHim] zu einem ihrer Tempel-Pyramiden brachten, legten ihre verschlagenen Priester [From.GetFirstName] auf einen Altar und schnitten  [From.GetHerHim] mit einem Zeremoniendolch auf. Dann rissen sie, unter dem Jubel der versammelten Krieger, [From.GetHerHis] noch schlagendes Herz heraus.;;os invasores aztecas han sacrificado [From.GetTitledName] a sus dioses-demonio! Despu閟 de traer a [From.GetHerHim]a uno de sus nuevos templos  pir醡ide, sus malvados sacerdotes colocaron [From.GetFirstName] encima de un altar y abrieron a [From.GetHerHim] con una daga ceremonial. Luego, a la aclamaci髇 de sus guerreros congregados,  arrancaron el coraz髇 todav韆 latiente de[From.GetHerHis]. ;;;;;;;;;x
EVTOPTA_SSI_060;愿[This.Religion.GetRandomGodNameCap]赐予[From.GetHerHim]安息。;Que [This.Religion.GetRandomGodNameCap] l'accueille ?bras ouverts dans l'au-del?;M鰃e [This.Religion.GetRandomGodNameCap] [From.GetHerHim] sicher ins Jenseits geleiten.;;Que [This.Religion.GetRandomGodNameCap] se ocupe de [From.GetHerHim] en la vida del m醩 all? ;;;;;;;;;x
EVTNAME_SSI_105;阿兹特克人被击败了;Les Azt鑡ues subissent une cinglante d閒aite;Die Azteken erleiden eine Niederlage;; Los aztecas encuentran la derrota.;;;;;;;;;x
EVTDESC_SSI_105;阿兹特克人征服世界的疯狂野望已经石沉大海。他们的大军被击败，并丢失了所有的殖民地。心灰意冷的残军已经登船往他们遥远的故乡驶去，去舔舐他们的伤口并给皇帝带去战败的消息。\n\n或许有一天，旧大陆的舰队会"回访"他们的海岸。到了那一天，他们要把欠下的血债连本带利地偿还！;La grande arm閑 azt鑡ue qui a travers?l'oc閍n dans sa soif de conqu阾e de toute la Cr閍tion a 閠?renvoy閑 ?la mer. Les Azt鑡ues ont perdu leurs colonies, leurs arm閑s ont 閠?vaincues. Leurs forces d'invasion sont rentr閑s chez elles ?Cemanahuac en lambeaux et ont inform?l'Empereur azt鑡ue de leur d閒aite.\n\nIl viendra peut-阾re un temps o?leurs propres c魌es recevront la visite de flottes de l'Ancien Monde et lorsque cela se produira, la dette ?r間ler sera sans doute r閏lam閑 int間ralement... Int閞阾s y compris.;Der gro遝 aztekische Schlachttross, der die Meere in dem verr點kten Vorhaben durchkreuzte, die gesamte Kreation zu erobern, wurde zur點k ins Meer gejagt. Ihre Kolonien sind verloren, ihre Armeen vernichtet. Der erb鋜mliche Rest ihrer Streitmacht setzt die Segel zur R點kkehr in ihre Heimat, Cemanahuac, um ihre Wunden zu lecken und den aztekischen Imperator von der Niederlage zu informieren.\n\nVielleicht kommt einst der Tag, an dem ihre eigenen K黶ten von die Flotten aus der Alten Welt besucht werden, und wenn dieser Tag kommt, wird ihre Schuld an ihren fr黨eren Opfern beglichen werden ?mit Zins und Zinseszins.;;Las grandes huestes aztecas que cruzaron el oc閍no en su descabellado intento de conquistar toda la Creaci髇, han sido devueltas a la mar. Han perdido sus colonias y sus ej閞citos han sido vencidos.  Los lastimosos restos de sus fuerzas de invasi髇 han zarpado para regresar a Cemanahuac, su tierra natal, all?curar醤 sus heridas e informar醤 al emperador azteca de su derrota.\n\n Llegar?un d韆 en que sus propias costas ser醤 frecuentadas por flotas del Viejo Mundo, y cuando eso suceda, la deuda en que incurrieron con sus antiguas v韈timas, ser?sin duda cobrada en su totalidad...  y con intereses.;;;;;;;;;x
EVTOPTA_SSI_105;不是不报，时候未到！;Nous r間lerons nos comptes.;Der Tag der Abrechnung wird kommen.;;Habr?un juicio final.;;;;;;;;;x
EVTNAME_SSI_070;阿兹特克人带来了疾病;Les Azt鑡ues r閜andent des maladies;Azteken verbreiten Krankheiten;;Los aztecas propagan enfermedades;;;;;;;;;x
EVTDESC_SSI_070;阿兹特克人给这片土地带来的苦难是无穷无尽的。一种传出自他们征服的领土的怪病已经开始在整个旧大陆传播。这种疾病的症状和令人谈虎色变的大疮症相似，但这种被诅咒的瘟疫看起来要更加致命。精通医术的人称之为"梅毒"，所有治疗这种疾病的尝试皆因其难杂均以失败告终。\n\nNoweventhosebeyondthereachoftheAztecarmiesareimperiled，asthisdisease，carriedbyrefugeesandmerchants，sweepsacrossEuropeandtheMiddleEastlikeanunstoppabletidalwave。;Les maux que les Azt鑡ues ont inflig閟 sur ces terres n'en finissent pas. Une 閠range maladie 閙anant des territoires conquis commence ?se r閜andre sur le vieux continent. Les sympt鬽es sont similaires ?ceux de la grande v閞ole, mais cette peste maudite semble encore plus virulente. Les m閐ecins et apothicaires l'ont surnomm?珷syphilis牷 et toutes les tentatives pour la soigner ont 閠?vaines pour l'instant.\n\nMaintenant, m阭e ceux qui sont hors de port閑 des arm閑s azteques sont en danger, vu que cette maladie, transport閑 par les r閒ugi閟 et les marchands, balaye l'Europe et le Moyen-Orient comme un raz de mar閑 irr閟istible.;Die Schrecken, die die Azteken in unserem Land verbreiten, nehmen kein Ende. Eine seltsame Krankheit, die sie in ihre eroberten Gebiete eingeschleppt haben, breitet sich in der Alten Welt aus. Ihre Symptome 鋒neln denen der Pocken, jedoch scheint diese verfluchte Plage weitaus ansteckender zu sein und alle Heilungsversuche schlugen bisher fehl. Gelehrte Medizi gaben der neuen Krankheit den Namen 'Syphilis'.\n\nSelbst all jene Menschen au遝rhalb der Reichweite der Armeen der Azteken sind nun in Gefahr, da die Krankheit, von Fl點htlingen und H鋘dlern mitgeschleppt, wie eine Flutwelle 黚er ganz Europa und den Nahen Osten hereinbricht.;;Parece que no hay fin para los males que los Aztecas est醤 infligiendo en esta tierra. Una extra馻 enfermedad que emana de sus territorios conquistados ha empezado a propagarse por todo el Viejo Mundo. Los s韓tomas son similares a aquellos que padecen de la Peste, pero esta maldita plaga parece todav韆 m醩 virulenta. Los hombres aptos en el arte de la medicina la han catalogado como 'S韋ilis' y todos los intentos de tratarla han fracasado.\n\nAhora incluso aquellos fuera del alcance de los ej閞citos Aztecas est醤 en peligro, ya que esta enfermedad, transmitida por refugiados y mercaderes atraviesa Europa y el Oriente Medio como una ola imparable.;;;;;;;;;x
EVTOPTA_SSI_070;这是对我们罪孽的神罚。;Nous sommes punis pour nos p閏h閟.;Wir werden f黵 unsere S黱den bestraft.;;Estamos siendo castigados por nuestros pecados;;;;;;;;;x
EVTNAME_SSI_071;跨洋传播的天花;La variole se r閜and par-del?la mer.;Pocken verbreiten sich 黚er das Meer hinaus;;La viruela se propaga a trav閟 de los mares;;;;;;;;;x
EVTDESC_SSI_071;阿兹特克船队带回家乡的不仅仅是战利品和奴隶。流言渐渐传回旧大陆，说是天花已经席卷了阿兹特克帝国及其邻国。\n\n特诺奇提特兰的大街小巷中尽是病躯死尸，阿兹特克皇帝下令立即处死在东方大陆上抓获的奴隶俘虏以力图遏制天花的扩散。;Il semblerait que butins et esclaves ne soient pas les seules choses que les navigateurs azt鑡ues aient ramen閑s avec eux sur leurs propres c魌es. Des rumeurs sont parvenues jusqu'au vieux continent racontant des histoires d'閜id閙ies de variole se r閜andant ?travers l'Empire Azt鑡ue et ses voisins.\n\nIl parait que les rues et les all閑s de Tenochtitlan sont jonch閑s de mort et de mourant et que l'Empereur azt鑡ue a ordonn?l'ex閏ution imm閐iate de tous les esclaves et prisonniers captur閟 sur le grand continent de l'est afin de limiter la propagation de la maladie.;Anscheinend haben die Azteken nicht nur Beutegut und Sklaven zur點k in ihre Heimat gebracht. In der Alten Welt gehen Ger點hte um, dass eine Pockenpandemie im Reich der Azteken und ihrer Nachbarn ausgebrochen sei.\n\nDie Stra遝n Tenochtitlans sollen mit den Sterbenden und Toten 黚ers鋞 sein und der Herrscher der Azteken habe die Hinrichtung aller Gefangenen und Sklaven des Gro遝n 謘tlichen Kontinents angeordnet, um die Verbreitung der Krankheit einzud鋗men.;;Parece que los saqueos y los esclavos no son las 鷑icas cosas que los pescadores Aztecas se han llevado de vuelta a sus costas. Han llegado rumores al Viejo Mundo contando historias de pandemias de viruela que recorren el Imperio Azteca y sus vecinos.\n\nSe habla de que las calles y callejones de Tenochtitlan est醤 llenos de muertos y moribundos, y el Emperador azteca ha ordenado la ejecuci髇 inmediata de todos los esclavos y prisioneros capturados en el Gran Continente Oriental en un esfuerzo para detener la propagaci髇 de la enfermedad.;;;;;;;;;x
EVTOPTA_SSI_071;或许世间仍有正义在。;Peut-阾re y a-t-il une justice dans ce monde apr鑣 tout.;Vielleicht gibt es doch noch Gerechtigkeit in der Welt.;;Tal vez haya algo de justicia en este mundo;;;;;;;;;x
has_aztec_disease_death;梅毒症;de la syphilis;an Syphilis;;de s韋ilis;;;;;;;;;x
syphilis;梅毒症;Syphilis;Syphilis;;S韋ilis;;;;;;;;;x
has_aztec_disease;患上了梅毒症;Syphilitique;Syphilitisch;;Sifil韙ico;;;;;;;;;x
has_aztec_disease_desc;此人患上了梅毒症，一种由阿兹特克征服者跨洋带来的新型强力病毒造成的大痘症。;Ce personnage souffre de la syphilis, une souche virulente de la grande v閞ole amen閑 par la mer par l'envahisseur azt鑡ue.;Dieser Charakter leidet an Syphilis, einer ansteckenden Krankheit, die von den aztekischen Eroberern eingeschleppt wurde.;;Este personaje sufre de S韋ilis, una virulenta variante de la Peste traida de allende los mares por los conquistadores Aztecas.;;;;;;;;;x
AZTEC_DISEASE_INFO;此郡爆发了梅毒疫情，梅毒症是一种由阿兹特克人跨洋带来的新型强力病毒造成的大痘症。;Ce comt?a souffert d'une 閜id閙ie de syphilis, une souche virulente de la grande v閞ole amen閑 par la mer par l'envahisseur azt鑡ue.;Dieses Land leidet unter einem Ausbruch von Syphilis, einer ansteckenden Krankheit, die von den Azteken eingeschleppt wurde.;;Este condado sufre un brote de S韋ilis, una virulenta variante de la Peste traida de allende los mares por los conquistadores Aztecas.;;;;;;;;;x
