#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
INSULT_PIGFACE;ÖíÍ·;de face de cochon;Schweinegesicht;;caracerdo;;;;;;;;;x
EVTOPTA_RIP_21116;°¡°¡°¡°¡°¡°¡°¡£¡;Aaaaahhh?;Aaaaahhh!;;¡Aaaaahh!;;;;;;;;;x
EVTOPTA_RIP_21116_TOOLTIP;Äã²ÒÁÒµØËÀÈ¥£¬Òò´Ë[FromFrom.GetFirstName]µÄÈÎÎñÊ§°ÜÁË¡£ËıÀë¿ªÁËÄãµÄ¹¬Í¢¡£;Vous mourrez d'une mort horrible, et vous échouez donc ?la quête de §Y[FromFrom.GetFirstName]?. Elle quitte votre Cour. ;Ihr kommt auf tragische Weise ums Leben und seid somit gescheitert. [FromFrom.GetFirstName] verlässt Euren Hof. ;;Sufres una muerte trágica y fracasas en la misión de §Y[FromFrom.GetFirstName]?, que se marcha de tu corte.;;;;;;;;;x
EVTNAME_RIP_21120;ÉúÃüÖ®Ê÷;L'arbre de vie;Der Baum des Lebens;;El Árbol de la vida;;;;;;;;;x
#EVTDSC_RIP_21120;ÔÚÑÏ¿áµÄ»ÄÒ°¶É¹ıÊıÖÜÖ®ºó£¬ÄãÖÕÓÚµÖ´ïÁËÁÖÖĞ¿ÕµØ¡£´Ë´¦Î¢·çºÍìã£¬Ìì¿Õ³Î³º£¬´óµØÉÏ¸²¸Ç×Å²ÓÀÃµÄ»¨º£¡£¿ÕµØµÄÖĞÑë´£Á¢×ÅÒ»Öê¾Ş´óµÄ¹ÅÊ÷£¬ÆäÖ¦ÌõÉìÕ¹µ½Ô¶³¬¹ıÖÜÎ§Ê÷Ä¾¹Ú¶¥µÄ¸ß´¦¡£[From.GetFirstName]Ö¸Ïò¹ÅÊ÷¶¥¶Ë£¬Äã¿ÉÒÔ¿´¼ûÒ»¿Å¹ÂÁãÁãµÄÆ»¹û£¬Ï¦ÑôÏÂÏÊºìµÄÉÁ¹âÈçºì±¦Ê¯Ò»°ãÒ«ÑÛ¡£\n\nÄãÕıÒª½øÈë¿ÕµØ£¬ºó·½´«À´Ò»Éùºô½Ğ¡£ºôÉùÀ´×ÔÄãµÄÒ»Ãû»ï°é£¬ÊÇµîºóÈËÔ±£¬ÄãÖ»¸úËûËµ¹ı¼¸¾ä»°¡£ËûÖÊÒÉÎªºÎËùÓĞÈË¶¼Æ½µÈµØÔÚÕâ´ÎÂÃÍ¾ÖĞ¹±Ï×ÁË×Ô¼ºµÄÁ¦Á¿£¬¶øÄãÈ´ÊÇÄÇ¸ö³ÔÏÂÆ»¹ûµÄÈË¡£Ö»¿´±íÇé¾ÍÖªµÀÓĞÒ»²¿·ÖÆäËûÈËÒ²ÊÇÕâÑùÏëµÄ¡­¡­;Apr¨¨s plusieurs semaines dans la r¨¦gion recul¨¦e, vous avez enfin atteint la clairi¨¨re. Ici, la brise est chaude et le ciel clair, et le sol est recouvert d'une mer de fleurs aux couleurs vives. Au milieu de la clairi¨¨re se dresse un grand vieil arbre, ses branches atteignant une hauteur bien sup¨¦rieure ¨¤celle de la canop¨¦e environnante. [From.GetFirstName] pointe le doigt vers le sommet de l'arbre o¨´ vous pouvez apercevoir une seule pomme, rouge brillant, comme un rubis au soleil de l'apr¨¨s-midi. \n\nVous ¨ºtes sur le point d'entrer dans la clairi¨¨re quand vous entendez un appel de derri¨¨re vous. C'est l'un de vos compagnons, un homme r¨¦serv¨¦ avec qui vous avez seulement ¨¦chang¨¦ quelques mots. Il se demande pourquoi vous devriez ¨ºtre la seule personne ¨¤manger la pomme alors que tout le monde a particip¨¦ au voyage. Vous lisez sur les autres visages qu'il n'est pas le seul ¨¤le penser...;Nach mehreren Wochen in der rauen Wildnis habt Ihr endlich die Lichtung erreicht. Hier gr¨¹?en Euch eine warme Brise und ein klarer Himmel, und der Erdboden ist von einem leuchtend bunten Blumenmeer bedeckt. In der Mitte der Lichtung steht ein alter Baum, dessen ?ste viel weiter in den Himmel reichen als die umliegenden Baumwipfel. [From.GetFirstName] deutet zur Spitze des Baums, wo Ihr einen einzelnen Apfel erblickt, der wie ein Rubin in der Nachmittagssonne leuchtet. \n\nIhr wollt die Lichtung gerade betreten, als Ihr hinter Euch jemanden rufen h?rt. Es ist einer Eurer Gef?hrten, ein zur¨¹ckhaltender Mann, mit dem Ihr bislang nur wenige Worte gewechselt habt. Er fragt, warum gerade Ihr den Apfel essen solltet, obwohl alle gleicherma?en zum Erfolg dieser Reise beigetragen h?tten. An den Blicken Eurer Gef?hrten erkennt Ihr, dass auch andere dieses Gedanken teilen ... ;;Tras varias semanas en la agreste naturaleza, finalmente hab¨¦is llegado a la floresta. Aqu¨ª, la brisa es c¨¢lido, el cielo claro y el terreno est¨¢ cubierto por un mar de flores de colores brillantes. En el medio del claro se alza un gran ¨¢rbol viejo, sus ramas llegan m¨¢s arriba que la cubierta que los rodea. [From.GetFirstName] te se?ala a la copa del ¨¢rbol, donde ves una manzana, un rojo brillante como un rub¨ª en el sol de la tarde.\n\nEst¨¢s a punto de entrar en el claro cuando oyes una vez que te llama. Es uno de tus compa?eros, un tipo reservado con el que solo has intercambiado unas pocas palabras. Te pregunta porqu¨¦ debes ser quien coma la manzana cuando todos han contribuido igual al viaje. Por el aspecto de sus rostros, ves que algunos de los dem¨¢s se sienten igual...;;;;;;;;;x;
EVTOPTA_RIP_21120;Ò»´ó´ü½ğ±ÒÓ¦¸ÃÄÜ¸ã¶¨¡£;Une lourde bourse devrait faire l'affaire.;Ein praller Beutel voller Münzen sollte die Sache ins Reine bringen. ;;Una bolsa llena de monedas debería bastar.;;;;;;;;;x
EVTOPTA_RIP_21120_TOOLTIP;Ñ¡Ôñ½Ï°²È«·½·¨£¬»ßÂ¸ÄÇ¸öÈË¡£;Faire le pari le plus sûr en soudoyant l'homme. ;Trefft die sicherere Wahl und bestecht den Mann. ;;Ve a lo seguro y sobórnalo.;;;;;;;;;x
EVTOPTB_RIP_21120;ÎÒ±ØĞë³¢ÊÔÔÙ´ÎËµ·şËûÃÇ£¡;Je dois tenter de les persuader une fois encore?;Ich muss versuchen, sie noch ein letztes Mal zu überzeugen! ;;¡Debo intentar convencerles de nuevo!;;;;;;;;;x
EVTOPTB_RIP_21120_TOOLTIP;ÏàĞÅÄãµÄÍâ½»ÄÜÁ¦£¬³¢ÊÔËµ·şÄãµÄ»ï°é¡£;Vous fier ?vos compétences diplomatiques en tentant de persuader vos compagnons. ;Vertraut auf Eure diplomatischen Fertigkeiten und versucht, Eure Gefährten zu überzeugen. ;;Confía en tus habilidades diplomáticas para persuadir a tus compañeros.;;;;;;;;;x
EVTOPTC_RIP_21120;ËûÊÇ¶ÔµÄ¡£ÎÒÎªÊ²Ã´±È±ğÈË¸üÓĞ×Ê¸ñµÃµ½ËüÄØ£¿;Il a raison. Qui suis-je pour dire que je la mérite plus qu'eux?;Er hat recht. Warum sollte ich den Apfel mehr verdienen als sie? ;;Tiene razón. ¿Quién soy yo para decir que lo merezco más que ellos?;;;;;;;;;x
EVTOPTC_RIP_21120_TOOLTIP;·ÅÆú§Y[From.GetTitledFirstName]µÄ§!ÈÎÎñ¡£§Y[From.GetTitledFirstName]§!½«Àë¿ªÄãµÄ¹¬Í¢¡£;Vous renoncez ?la quête de §Y[From.GetTitledFirstName]?. Elle quitte votre Cour. ;Gebt die Quest von §Y[From.GetTitledFirstName]? auf. §Y[From.GetTitledFirstName]? verlässt Euren Hof. ;;Abandonas la misión de §Y[From.GetTitledFirstName]?. §Y[From.GetTitledFirstName]? se marcha de tu corte.;;;;;;;;;x
EVTNAME_RIP_21122;×îÓĞËµ·şÁ¦µÄ·½°¸;Une offre plus convaincante;Ein äußerst überzeugendes Angebot ;;Una oferta de lo más convincente;;;;;;;;;x
EVTDSC_RIP_21122;ÄÇ¸öÈËÒ»ËµÍê»°£¬ÄãÍ¬ÒâÕâ¼şÊÂÒª×ĞÏ¸¿¼ÂÇºóÔÙ¾ö¶¨¡£ÄãÖ¸¶¨ÄÇ¸öÈË×÷ÎªÕ½Ê¿ÃÇµÄ·¢ÑÔÈË£¬ÑûÇëËûµ½ÄãµÄÕÊÅñÀïÍí²Í¡£\n\nÖ»Ê£ÄãÃÇ¶şÈËÊ±£¬ÄãÌá³öÄãµÄÌõ¼ş¡£¼´Ê¹Äã¿ÉÄÜÃ»°ì·¨»ñµÃÆ»¹û£¬Ëû¿ÖÅÂÒ²²»ĞĞ¡£¸ü°²È«µÄÑ¡ÔñÊÇÖ§³ÖÄãµÄÒªÇó£¬»»À´Ò»´ó´ü½ğ±Ò¡£ÄÇ¸öÈËËäÈ»³ÙÒÉ£¬»¹ÊÇÍ¬ÒâÁË¡£\n\nÊÇÒ¹ÉÔÍí£¬µ±ÄãÎªÄãµÄÀíÓÉ±ç»¤£¬ÄÇ¸öÈËËµÄãÒÑËµ·şÁËËû£¬²¢Ö§³ÖÄãµÄÒªÇó¡£ÆäËûËùÓĞ·´¶Ô¶¼ÏûÊ§ÁË¡£Äã×ßÏò¹ÅÊ÷£¬[From.GetFirstName]¸ú×ÅÄã¡£¡°¹§Ï²Äã£¬[Root.GetMasterMistress]£¬¡±ËıÎ¢Ğ¦µÍÓï¡£¡°ÓÀºãµÄÉúÃü×îÖÕÊÇÄãµÄ¡£¡±;L'homme a fini de parler, et vous êtes d'accord pour que la question soit correctement étudiée avant de prendre une décision. Vous le nommez comme porte-parole des guerriers et l'invitez dans votre tente pour le dîner. \n\nLorsque vous êtes tous les deux seuls, vous faites votre offre. Vous n'aurez peut-être pas la pomme, lui non plus probablement. Un pari plus sûr serait qu'il soutienne votre demande en échange d'un lourd sac de pièces de monnaie. L'homme hésite, puis accepte. \n\nPlus tard ce soir-l? alors que vous défendez votre cause, l'homme confirme que vous l'avez convaincu et soutient votre demande. Toute autre opposition se dissout. Vous marchez jusqu'?l'arbre, avec [From.GetFirstName] ?vos côtés. « Félicitations, [Root.GetMasterMistress] », murmure-t-elle avec un sourire. « La vie éternelle est finalement vôtre ».;Nachdem der Mann ausgeredet hat, stimmt Ihr zu, dass diese Angelegenheit gut überlegt sein will, bevor eine Entscheidung getroffen werden kann. Ihr ernennt den Mann zum Sprecher der Krieger und ladet Ihn zum Abendessen in Euer Zelt ein.\n\nAls Ihr unter Euch seid, unterbreitet Ihr ihm Euer Angebot. Ihr mögt den Apfel vielleicht nicht bekommen, er aber vermutlich auch nicht. Es wäre sicherer, Eurem Standpunkt mit einem prallen Münzbeutel Nachdruck zu verleihen. Der Mann zögert zwar erst, stimmt dann aber zu.\n\nSpäter am Abend, als Ihr Euren Standpunkt verteidigt, unterstützt der Mann Euch, da Ihr ihn überzeugt haben wollt. Der verbleibende Widerstand schmilzt dahin. Gemeinsam mit [From.GetFirstName] tretet Ihr an den Baum heran. Glückwunsch, [Root.GetMasterMistress], murmelt sie lächelnd. "Ihr habt endlich das ewige Leben erlangt.";;Una vez que este termina de hablar, aceptas que hay que considerar el asunto debidamente antes de tomar una decisión. Nombras al hombre el portavoz de los guerreros y le invitas a cenar a tu tienda.\nCuando los dos estáis solos, haces tu oferta. Aunque t?no tomes la manzana, seguro que él tampoco. Lo más seguro sería aceptar tu derecho a cambio de una bolsa repleta de monedas. El hombre duda, pero al final acepta.\n\nMás tarde, cuando discutís vuestros casos, el hombre dice que le has convencido y apoya tus derechos. El resto de la oposición se deshace. Vas hacia el árbol, con [From.GetFirstName] a tu lado. Enhorabuena, [Root.GetMasterMistress]", murmura sonriendo. "La vida eterna es al fin vuestra".";;;;;;;;;x
EVTOPTA_RIP_21122;ÎÒÒÑ¾­Õ÷·şÁËËÀÍö£¬Ò»ÇĞÊÂÎïµÄ´óµĞ¡£;J'ai vaincu la mort, le plus grand adversaire que l'on puisse affronter.;Ich habe den Tod, den größten Widersacher von allen, besiegt. ;;Has vencido a la Muerte, el mayor adversario de todos.;;;;;;;;;x
EVTOPTA_RIP_21122_TOOLTIP;Äã³É¹¦Íê³ÉÁË§Y[From.GetFirstName]µÄ§!ÈÎÎñ²¢»ñµÃÁËÓÀÉú¡£;Vous avez accompli avec succès la quête de §Y[From.GetFirstName]? et avez gagn?l'immortalit?\n;Ihr habt die Quest von §Y[From.GetFirstName]? mit Erfolg abgeschlossen und Unsterblichkeit erlangt.\n;;Has terminado con éxito la búsqueda de §Y[From.GetTitledFirstName]? y conseguido la inmortalidad.\n;;;;;;;;;x
EVTNAME_RIP_21124;µĞÈË±äÅóÓÑ;D'ennemi ?ami;Vom Feind zum Freund ;;De enemigo a amigo;;;;;;;;;x
EVTDSC_RIP_21124;ÄãÓÅÑÅµØÈÃÄÇ¸öÈËËµÍê£¬¼ÇÏÂËûËùÓĞÂÛµã¡£½ÓÏÂÀ´¾ÍÓÃ×îĞÛ±ç¶¯ÈËµÄÑİ½²Ò»¸ö½ÓÒ»¸öµØ·ÛËéÕâĞ©ÂÛµã¡£Äã´¥¶¯ËûÃÇµÄÂß¼­ÓëĞÄÁé¡£ÄãÄÑµÀ²»ÊÇËûÃÇĞûÊÄĞ§ÖÒµÄÄÇ¸ö[Root.GetManWoman]Âğ£¿ÄãÄÑµÀ²»ÊÇËûÃÇµÄÕıµ±ÇÒÈÙÒ«µÄÁìÖ÷£¿Èç¹ûÄã»ñµÃÁËËûÃÇµÄÖ§³Ö£¬ÄãµÄ¸Ğ¼¤Ö®Çé½«ÓÀºã³ÖĞø¡£Äã½«È·±£ËûÃÇ¼Ò×åµÄÎ´À´£¬ËûÃÇµÄÓ¢ÃûÒ²½«³¤´æ¡£½áÊøÄãµÄ¿ÒÇóºó£¬ÈËÈº³öÏÖÁË¶ÌÔİµÄ¾ø¶Ô³Á¼ÅÓë¾²Ä¬¡£½Ó×Å£¬É¿¶¯Õß¹òµ¹ÔÚÄãÃæÇ°£¬ÂúÑÛÀáË®£¬Ìá³öÇ××Ô°ïÄã´ø»ØÆ»¹û¡£\n\n»Æ»èÊ±´ËÈË´Ó¹ûÊ÷¹éÀ´£¬ÊÖÖĞÄÃ×ÅÆ»¹û¡£¡°¹§Ï²Äã£¬[Root.GetMasterMistress]£¬¡±[From.GetFirstName]ÔÚÄãÒ§ÏÂµÚÒ»¿Ú¹ûÊµÊ±Î¢Ğ¦µÍÓï¡£¡°ÓÀºãµÄÉúÃü×îÖÕÊÇÄãµÄ¡£¡±;Vous laissez courtoisement l'homme finir, en prenant note de chacun de ses arguments. Vous vous montrez ensuite très éloquent[Root.GetNoneE] en les réfutant, un ?un. Vous faites appel tant ?leur logique qu'?leurs cœurs. N'êtes-vous pas cette même personne ?qui ils ont jur?fidélité ? N'êtes-vous pas leur [Root.GetLordLady] lige légitime et honorable? Si vous avez leur soutien, votre gratitude sera éternelle. Vous assurerez l'avenir de leurs dynasties et leurs noms perdureront pour l'éternit? ?la fin de votre discours, il y a un moment d'immobilit?et de silence. Puis, l'instigateur s'agenouille devant vous, les larmes aux yeux, et propose de vous apporter lui-même la pomme. Vous avez réussi.\nC'est la tombée de la nuit lorsque l'homme revient de l'arbre avec la pomme dans sa main. « Félicitations, [Root.GetMasterMistress] », murmure [From.GetFirstName] avec un sourire, alors que vous mordez dans le fruit. « La vie éternelle est finalement vôtre ».;Ihr lasst den Mann höflich ausreden und merkt Euch all seine Argumente. Danach widerlegt Ihr mit der wortgewandtesten Rede Eures Lebens jedes einzelne davon. Ihr appelliert an ihren Verstand sowie an ihre Herzen. Seid Ihr nicht noch immer dieselbe Person, der sie die Treue geschworen hatten? Seid Ihr nicht ihr rechtmäßiger und ehrenwerter Lehnsherr? Sollte Euch ihre Unterstützung sicher sein, wäre Eure Dankbarkeit grenzenlos. Ihr würdet die Zukunft ihrer Dynastien sichern und ihre Namen würden in alle Ewigkeit in die Geschichte eingehen. Nach Eurer Ansprache herrscht ein Moment der absoluten Stille und des Schweigens. Dann kniet der Wortführer mit Tränen in den Augen vor Euch nieder und bietet Euch an, den Apfel höchstpersönlich für Euch zu pflücken. Ihr seid erfolgreich. \n\nDer Abend dämmert schon, als der Mann mit dem Apfel vom Baum zurückkehrt. Glückwunsch, [Root.GetMasterMistress], murmelt [From.GetFirstName] lächelnd, als Ihr herzhaft hineinbeißt. "Ihr habt endlich das ewige Leben erlangt.";;Dejas cortésmente que ese hombre termine, apuntando todos sus argumentos. Y después pasas a destrozarlos, uno tras otro, con el discurso más elocuente de tu vida. Apelas a su lógica as?como a sus corazones. ¿No eres el/la mismo/a [Root.GetManWoman] a quienes juraron lealtad? ¿No eres su señor/a legítimo y honorable? Si consigues su apoyo, tu gratitud ser?eterna. Garantizarás el futuro de sus dinastías y sus nombres vivirán para siempre. Al terminar tu apelación hay un momento de calma y silencio absoluto. Entonces el instigador se arrodilla ante ti con lágrimas en los ojos y se ofrece a traerte la manzana en persona. Has tenido éxito.\n\nAnochece cuando el hombre vuelve del árbol con la manzana en la mano. Enhorabuena, [Root.GetMasterMistress]", murmura sonriendo. "La vida eterna es al fin vuestra".";;;;;;;;;x
EVTOPTA_RIP_21124;ÎÒÒÑ¾­Õ÷·şÁËËÀÍö£¬Ò»ÇĞÊÂÎïµÄ´óµĞ¡£;J'ai vaincu la mort, le plus grand adversaire que l'on puisse affronter;Ich habe den Tod, den größten Widersacher von allen, besiegt. ;;Has vencido a la Muerte, el mayor adversario de todos.;;;;;;;;;x
EVTOPTA_RIP_21124_TOOLTIP;Äã³É¹¦Íê³ÉÁË§Y[eternal_life_mystic.GetFirstName]µÄ§!ÈÎÎñ²¢»ñµÃÁËÓÀÉú¡£;Vous avez accompli avec succès la quête de §Y[eternal_life_mystic.GetFirstName]? et avez gagn?l'immortalit?\n;Ihr habt die Quest von §Y[eternal_life_mystic.GetFirstName]? mit Erfolg abgeschlossen und Unsterblichkeit erlangt.\n;;Has terminado con éxito la búsqueda de §Y[eternal_life_mystic.GetFirstName]? y conseguido la inmortalidad.\n;;;;;;;;;x
EVTNAME_RIP_21125;»ßÂ¸±³ÅÑÕß;Soudoiement d'un traître;Bestechung eines Verräters ;;Sobornando a un traidor;;;;;;;;;x
EVTDSC_RIP_21125;ÄÇ¸öÈËÒ»ËµÍê»°£¬ÄãÍ¬ÒâÕâ¼şÊÂÒª×ĞÏ¸¿¼ÂÇºóÔÙ¾ö¶¨¡£ÄãÖ¸¶¨ÄÇ¸öÈË×÷ÎªÕ½Ê¿ÃÇµÄ·¢ÑÔÈË£¬ÑûÇëËûµ½ÄãµÄÕÊÅñÀïÍí²Í¡£\n\nÖ»Ê£ÄãÃÇ¶şÈËÊ±£¬ÄãÌá³öÄãµÄÌõ¼ş£ºËûÖ§³ÖÄãµÄÒªÇó£¬ÒÔÒ»´ó´ü½ğ±Ò×÷Îª½»»»¡£ÄÇ¸öÈËËäÈ»³ÙÒÉ£¬»¹ÊÇÍ¬ÒâÁË¡£\n\nÊÇÒ¹ÉÔÍí£¬ÄãÎªÄãµÄÀíÓÉ±ç»¤¡£Íê³ÉÑİ½²ºó£¬Äã³äÂúÆÚ´ıµØ¿´ÏòÄÇ¸öÈË¡£È»¶ø£¬´ÓËû×ìÀïÍÂ³öµÄ»°Óï²»ÊÇÄãÆÚ´ıµÄ¡£Ëû½ÒÂ¶ÄãÒâÍ¼»ßÂ¸Ëû£¬ÈÓÏÂÆäËûÈË¡£Äã¿ªÊ¼ÅÜÏò¹ÅÊ÷£¬µ«·ßÅ­µÄ±©Í½ºÜ¿ì¸ÏÉÏÁËÄã¡£;L'homme a fini de parler, et vous êtes d'accord pour que la question soit correctement étudiée avant de prendre une décision. Vous nommez l'homme comme porte-parole des guerriers et l'invitez dans votre tente pour le dîner. Lorsque vous êtes tous les deux seuls, vous faites votre offre. Son soutien en échange d'un lourd sac de pièces de monnaie. L'homme hésite, puis accepte.\n\nPlus tard ce soir-l? vous défendez votre cause. Lorsque vous avez termin?votre discours, vous vous tournez dans l'expectative vers l'homme. Les mots qui sortent de sa bouche ne sont pas ceux que vous attendiez. Il expose votre tentative de le corrompre et galvanise les autres hommes. Vous commencez ?courir vers l'arbre, mais la foule en colère vous rattrape en quelques instants.;Nachdem der Mann ausgeredet hat, stimmt Ihr zu, dass diese Angelegenheit gut überlegt sein will, bevor eine Entscheidung getroffen werden kann. Ihr ernennt den Mann zum Sprecher der Krieger und ladet Ihn zum Abendessen in Euer Zelt ein. Als Ihr unter Euch seid, unterbreitet Ihr ihm Euer Angebot. Seine Unterstützung im Tausch gegen einen prallen Beutel voller Münzen. Der Mann zögert erst, stimmt dann aber zu.\n\nSpäter am Abend verteidigt Ihr Euren Standpunkt. Nachdem Ihr Eure Rede zu Ende gebracht habt, blickt Ihr den Mann erwartungsvoll an. Was er zu sagen hat, stimmt jedoch rein gar nicht mit dem überein, was Ihr erwartet hattet. Er legt Euren Bestechungsversuch blo?und bringt damit die anderen gegen Euch auf. Ihr rennt in Richtung des Baums, doch Eure wütenden Gefährten holen Euch nach wenigen Schritten ein.;;Una vez que este termina de hablar, aceptas que hay que considerar el asunto debidamente antes de tomar una decisión. Nombras al hombre el portavoz de los guerreros y le invitas a cenar a tu tienda.\nCuando los dos estáis solos, haces tu oferta. Aunque t?no tomes la manzana, seguro que él tampoco. Lo más seguro sería aceptar tu derecho a cambio de una bolsa repleta de monedas. El hombre duda, pero al final acepta.\n\nMás tarde, esa misma tarde, exponéis vuestros casos. Pero las palabras que salen de su boca no son las que esperabas. Revela tu intento de soborno e inflama a los otros. Empiezas a correr hacia el árbol, pero la muchedumbre furiosa te alcanza al cabo de unos momentos.;;;;;;;;;x
EVTOPTA_RIP_21125;²»Òª£¬ÇóÄã£¡²»Òª£¡;Non, pitié ! NONNNN?;Nein, bitte! NEIN! ;;¡No, por favor! ¡NOOO!;;;;;;;;;x
EVTOPTA_RIP_21125_TOOLTIP;ÄãËÀÔÚ»ï°éµÄÊÖÉÏ£¬Òò¶øÃ»ÄÜÍê³É§Y[eternal_life_mystic.GetFirstName]µÄ§! ÈÎÎñ£¬ËıÀë¿ªÁËÄãµÄ¹¬Í¢¡£;Vous mourrez des mains de vos compagnons, ainsi s'achève la quête de §Y[eternal_life_mystic.GetFirstName]?, qui quitte donc votre Cour.;Ihr sterbt durch die Hand Eurer Gefährten und seid somit gescheitert. §Y[eternal_life_mystic.GetFirstName]? verlässt Euren Hof. ;;Mueres a manos de tus acompañantes, fracasando en la misión de §Y[FromFrom.GetFirstName]?, que se marcha de tu corte.;;;;;;;;;x
EVTNAME_RIP_21126;ÇáĞÅµÄ´ú¼Û;Le prix de la confiance;Der Preis des Vertrauens;;El precio de la confianza.;;;;;;;;;x
EVTDSC_RIP_21126;Äã´ò¶ÏÁËÉ¿¶¯Õß¡£ÄãÄÑµÀ²»ÊÇËûÃÇĞÀÈ»ĞûÊÄĞ§ÖÒµÄÄÇ¸ö[Root.GetManWoman]Âğ£¿ÄãÄÑµÀ²»ÊÇËûÃÇµÄÕıµ±ÇÒÈÙÒ«µÄÁìÖ÷£¿½áÊøÄãµÄ¿ÒÇóºó£¬ÈËÈº³öÏÖÁË¶ÌÔİµÄ¼Å¾²¡£½Ó×Å£¬É¿¶¯Õß»º»ºµãÍ·£¬²¢Í¬ÒâÎªÄãÇ××ÔÕªÀ´Æ»¹û¡£ÄãÈçÊÍÖØ¸º£¬¸ĞĞ»Ëû¡£Õâ¼şÊÂÓĞ¿ÉÄÜÒ»·¢²»¿ÉÊÕÊ°£¡\n\nÄã½ôÕÅµØ´ÓºóÃæ¿´×ÅÄÇ¸öÈËÅÀÉÏ¹ÅÊ÷¡£Ê÷³¤µÃºÜ¸ß£¬²»Ö¹Ò»´ÎËû¶¼ÏÔµÃÒ¡Ò¡Óû×¹¡£ÖÕÓÚËûÅÀµ½ÁËÊ÷¶¥£¬Äã·¢³öÁËÊ¤ÀûµÄºôº°£¬µ«ÄãµÄ¿ñÏ²Ñ¸ËÙÏûÊÅ¡ª¡ªÄÇ¸öÈËÌôĞÆµØ¿´ÁËÄãÒ»ÑÛ£¬½«×Ô¼ºµÄÑÀ³İÒ§½øÁËÆ»¹ûÀï¡£Äã¾øÍûµÄ¿´Ïò[eternal_life_mystic.GetFirstName]£¬¿ÉËıÖ»ÊÇã°âêµØÒ¡Ò¡Í·¡£½áÊøÁË¡£;Vous interrompez l'instigateur. N'êtes-vous pas cette même personne ?qui ils ont jur?fidélité ? N'êtes-vous pas leur [Root.GetLordLady] lige légitime et honorable? Lorsque vous avez termin?votre appel, il y a un moment de silence. Puis l'instigateur hoche lentement la tête et accepte de vous chercher la pomme lui-même. Soulag? vous le remerciez. Cela aurait pu mal se terminer? \nVous regardez nerveusement d'en bas l'homme qui grimpe dans l'arbre. Celui-ci est très grand et ?plus d'une occasion, l'homme semble dangereusement proche de tomber. Quand il atteint enfin le sommet de l'arbre, vous criez en triomphe, mais votre bonheur est bientôt contrari? Avec un regard de défi, l'homme enfonce ses dents dans la pomme. Vous regardez en direction de [eternal_life_mystic.GetFirstName], la panique dans vos yeux, mais elle ne fait que secouer la tête avec tristesse. C'est fini.;Ihr unterbrecht den Wortführer. Seid Ihr nicht noch immer dieselbe Person, der sie freudig die Treue geschworen hatten? Seid Ihr nicht ihr rechtmäßiger und ehrenwerter Lehnsherr? Als Ihr mit Eurer Ansprache endet, herrscht ein Moment des Schweigens. Dann nickt der Wortführer langsam und stimmt zu, Euch den Apfel höchstpersönlich zu holen. Erleichtert bedankt Ihr Euch bei ihm. Das hätte übel enden können! \n\nIhr seht angespannt zu, wie der Mann auf den Baum klettert. Er ist sehr hoch, und mehr als einmal sieht es so aus, als würde er herabstürzen. Als der Mann endlich den Baumwipfel erreicht, stoßt Ihr einen triumphierenden Schrei aus, doch Eure Freude wendet sich augenblicklich: mit einem herausfordernden Blick beißt der Mann herzhaft selbst in den Apfel. Panisch sucht Ihr Blickkontakt mit [eternal_life_mystic.GetFirstName], doch sie schüttelt nur wehmutsvoll den Kopf. Es ist vorbei.;;Interrumpes al instigador. ¿No eres el/la mismo/a [Root.GetManWoman] a quienes juraron lealtad? ¿No eres su señor/a legítimo y honorable? Al terminar tu apelación hay un momento de silencio. Entonces el instigador asiente lentamente y acepta ir traerte la manzana. Se lo agradeces, aliviado. ¡Esto podía haber terminado muy mal!\n\nNerviosamente, miras desde abajo cómo ese hombre trepa al árbol. Est?muy alto, y en más de una ocasión parece peligrosamente cerca de caer. Cuando por fin llega a la copa, gritas triunfante, pero tu felicidad pronto se ve frustrada. Con una mirada desafiante, el hombre clava sus dientes en la manzana. Miras a [eternal_life_mystic.GetFirstName], con pánico en la mirada, pero ella niega con tristeza. Se acab?;;;;;;;;;x
EVTOPTA_RIP_21126;¸øÎÒÏÂÀ´£¡ÎÒÒªÄãµÄÄÔ´ü£¬ÎÒ¸æËßÄã£¡;Descendez de là ! Je vais prendre votre tête, je vous le dis?;Steigt herab! Ich werde Euch den Kopf abschlagen, das könnt Ihr mir glauben! ;;¡Baja! ¡Tendr?tu cabeza, te lo aseguro!;;;;;;;;;x
EVTOPTA_RIP_21126_TOOLTIP;ÄãÃ»ÄÜÍê³É§Y[eternal_life_mystic.GetFirstName]µÄ§!ÈÎÎñËıÀë¿ªÁËÄãµÄ¹¬Í¢;Vous échouez ?la quête de §Y[eternal_life_mystic.GetFirstName]?. Elle quitte votre Cour.\n;Ihr seid an der Quest gescheitert. §Y[eternal_life_mystic.GetFirstName]? verlässt Euren Hof. ;;Has fracasado en la misión de §Y[FromFrom.GetFirstName]?, que se marcha de tu corte.\n;;;;;;;;;x
EVTNAME_RIP_21501;ÑÏÖØ¹ØÇĞ;Un sujet sérieux;Ernstzunehmende Bedenken;;Una grave preocupación.;;;;;;;;;x
