;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
MONTHLY_COMBAT_DEC_CHANGE;±¾ÔÂÓÉÕ½¶·ÒıÆğµÄ±ä»¯;Modificateur d?au combat de ce mois;Veränderung wegen diesmonatigem Schlacht;;Cambio debido a combate este mes;;;;;;;;;x
BATTLES;Õ½¶·;Batailles;Schlachten;;Combates;;;;;;;;;x
MONTHLY_UNLANDED;§YÓÉ¼ÒÀï¶×µÄ¶ù×ÓÃÇÒıÆğµÄ±ä»¯:§!;§YModificateur d?aux fils désoeuvrés? ?;§YÄnderung aufgrund arbeitsloser Söhne:?;;§YCambio debido a hijos sin trabajo:?;;;;;;;;;x
DYNASTIC_DECADENCE;¼Ò×å¸¯»¯¶È;§YDécadence dynastique?\n;§YDynastische Dekadenz?\n;;§YDecadencia dinástica?\n;;;;;;;;;x
JOBLESS_SON; ( $NUM_SONS$ ¸³ÏĞµÄ¶ù×Ó ); ( $NUM_SONS$ fils désoeuvr?); ( $NUM_SONS$ arbeitsloser Sohn );; ( $NUM_SONS$ hijo sin trabajo );;;;;;;;;x
JOBLESS_SONS; ( $NUM_SONS$ ¸³ÏĞµÄ¶ù×Ó ); ( $NUM_SONS$ fils désoeuvrés ); ( $NUM_SONS$ arbeitslose Söhne );; ( $NUM_SONS$ hijos sin trabajo );;;;;;;;;x
REL_FIRSTWIFE;ÕıÆŞ;Première épouse;Erste Ehefrau;;Primera esposa;;;;;;;;;x
MUSLIM_TAX_PENALTY;È±·¦·ÇÄÂË¹ÁÖÈËÍ·Ë°: ;Pénalit?d'imposition par absence de djizîa;Mangel an Dschizya-Steuer:;;Penalización de impuestos por falta de Jizya: ;;;;;;;;;x
JIZYA_BONUS;·ÇÄÂË¹ÁÖÈËÍ·Ë°µÄÊÕÈë: ;Bonus de la djizîa? ;Dschizya-Steuer Bonus:;;Bonificación de impuestos de Jizya: ;;;;;;;;;x
claim_all_desc;§Y$CLAIMANT$§!¶Ô§Y$TARGET$§!ĞûÕ½ÓĞ¼¸¸öÇ¿Ğû³Æ¿ÉÓÃ(²»°üÀ¨ÈõĞû³Æ);§Y$CLAIMANT$? peut déclarer la guerre ?§Y$TARGET$? avec plusieurs fortes revendications (les faibles revendications ne sont pas prises en compte).;§Y$CLAIMANT$? kann gegen §Y$TARGET$? mit mehreren starken Ansprüchen einen Krieg erklären (schwache Ansprüche zählen nicht.) ;;§Y$CLAIMANT$? puede declarar la guerra a §Y$TARGET$? con varias reclamaciones fuertes (las reclamaciones débiles no cuentan.);;;;;;;;;x
alert_can_press_weak_claims_instant;§Y$NUM$¸öÈõĞû³Æ¿ÉÓÃ§!;§YFaibles revendications pouvant être soutenues ($NUM$)?;§Y$NUM$ Schwache(r) Anspruch(-üche) kann (können) erzwungen werden?;;§Y$NUM$ reclamación(es) débil(es) pueden presionarse?;;;;;;;;;x
alert_can_press_weak_claims_delayed;ÏÂÁĞÈõĞû³Æ¿ÉÒÔÊ¹ÓÃ:\n$LIST$;Les faibles revendications suivantes peuvent être soutenues? \n$LIST$;Die folgenden schwachen Ansprüche können erzwungen werden:\n$LIST$;;Las siguientes reclamaciones débiles pueden presionarse:\n$LIST$;;;;;;;;;x
MORALE_DEMESNE_TROOPS;Ö±ÊôÁìµØ¾ü¶ÓÊ¿Æø;Moral des troupes du domaine;Kampfgeist der Domänen-Truppen;;Moral de las tropas del dominio;;;;;;;;;x
HAS_LOWER_DECADENCE_THAN;¸¯»¯¶ÈÉÙÓÚ ;A une décadence inférieure ?Hat eine niedrigere Dekadenz als;;Tiene una decadencia menor de;;;;;;;;;x
HAS_HIGHER_DECADENCE_THAN;¸¯»¯¶ÈÖÁÉÙ ;A une décadence égale ou supérieure ?Hat eine Dekadenz von mindestens;;Tiene una decadencia de al menos;;;;;;;;;x
DECADENCE_EFFECT;$DIRECTION$ $VALUE$ ¸¯»¯¶È.\n;Décadence $DIRECTION$ $VALUE$.\n;$DIRECTION$ $VALUE$ Dekadenz.\n;;$DIRECTION$ $VALUE$ de decadencia.\n;;;;;;;;;x
DESTROY;Ïú»Ù;Détruire;Vernichten;;Destruir;;;;;;;;;x
TITLE_DESTROYED_SETUP;Ïú»ÙÍ·ÏÎ;Titre détruit;Titel vernichtet;;Título destruido;;;;;;;;;x
TITLE_DESTROYED_LOG;§Y$DESTROYER$§!ÒÑÏú»ÙÁË§Y$TITLE$§!Í·ÏÎ¡£;§Y$DESTROYER$? a détruit le titre de §Y$TITLE$?.;§Y$DESTROYER$? hat den Titel §Y$TITLE$? vernichtet.;;§Y$DESTROYER$? ha destruido el título §Y$TITLE$?.;;;;;;;;;x
CHAR_REL_DIVORCED_SETUP;Í¬ÒâÀë»é;Divorce prononc?Scheidung Gewährt;;Divorcio concedido;;;;;;;;;x
CHAR_REL_DIVORCED_LETTER;Ç×°®µÄ$SPOUSE$, ÎÒÃÇµÄ»éÒöÒÑ¾­×ßµ½ÁË¾¡Í·¡£§Y$REL_HEAD$§!ÒÑÈÊ´ÈµØÍ¬ÒâÎÒÃÇÀë»é.\n\n$ACTOR$;Cher $SPOUSE$, notre mariage bat sérieusement de l'aile, c'est pourquoi §Y$REL_HEAD$? a eu la bont?de prononcer notre divorce.\n\n$ACTOR$;Lieber $SPOUSE$, unsere Ehe funktioniert einfach nicht mehr. Aus diesem Grund hat §Y$REL_HEAD$? gnädigerweise einer Scheidung zugestimmt.\n\n$ACTOR$;;Querida $SPOUSE$, nuestro matrimonio ya no funciona. Por ello, §Y$REL_HEAD$? nos ha concedido amablemente el divorcio.\n\n$ACTOR$;;;;;;;;;x
CHAR_REL_DIVORCED_LOG;§Y$REL_HEAD$§!ÒÑ¾­Í¬Òâ§Y$ACTOR$§!ºÍ§Y$VICTIM$§!Àë»é.;§Y$REL_HEAD$? a autoris?§Y$ACTOR$? de divorcer de §Y$VICTIM$?.;§Y$REL_HEAD$? hat §Y$ACTOR$? die Scheidung von §Y$VICTIM$? gewährt.;;§Y$REL_HEAD$? ha concedido a §Y$ACTOR$? el divorcio de §Y$VICTIM$?.;;;;;;;;;x
CHAR_DIVORCED_SETUP;Àë»é;Divorce prononc?Scheidung Vorbereitet;;Divorcio Pactado;;;;;;;;;x
CHAR_DIVORCED_LETTER;Ç×°®µÄ$SPOUSE$, ÎÒÃÇµÄ»éÒöÒÑ¾­×ßµ½ÁË¾¡Í·. Òò´Ë, ÎÒ¾ö¶¨ºÍÄãÀë»é. ¼ûÁÂ.\n\n$ACTOR$;Cher $SPOUSE$, notre mariage bat sérieusement de l'aile, c'est pourquoi j'ai décid?de solliciter le divorce. Désolée.\n\n$ACTOR$;Lieber $SPOUSE$, unsere Ehe funktioniert einfach nicht mehr. Aus diesem Grund habe ich beschlossen, mich von Euch scheiden zu lassen. Tut mir Leid.\n\n$ACTOR$;;Querida $SPOUSE$, nuestro matrimonio ya no funciona. Por ello, he decidido divorciarme de ti. Lo siento.\n\n$ACTOR$;;;;;;;;;x
CHAR_DIVORCED_LOG;§Y$ACTOR$§! ÒÑ¾­ºÍ §Y$VICTIM$§! Àë»éÁË;§Y$ACTOR$? a demand?le divorce contre §Y$VICTIM$??;§Y$ACTOR$? hat sich von §Y$VICTIM$? Scheiden lassen;;§Y$ACTOR$? se ha divorciado de §Y$VICTIM$?;;;;;;;;;x
CONFIRM_TITLE_DESTRUCTION;Ïú»ê$TITLE$?Í·ÏÎ;Détruire le titre de $TITLE$?;Den Titel $TITLE$ vernichten?;;¿Destruir el título del $TITLE$?;;;;;;;;;x
TITLE_DESTRUCTION_COST_DESC;Ïú»ÙÕâ¸öÍ·ÏÎ»áÏûºÄÄã§R$PRESTIGE$§!ÉùÍû. ËùÓĞ$TITLE$Í·ÏÎÏÂµÄ·¨Àí·â³¼¶¼»á¸Ğµ½Ê§Íû(§R$OPINION$§!ºÃ¸Ğ).;Détruire ce titre vous coûtera §R$PRESTIGE$? points de Prestige. Tous les vassaux du $TITLE$ seront très déçus (opinion §R$OPINION$?).;Die Vernichtung dieses Titels würde Euch §R$PRESTIGE$? Ansehen kosten. Alle rechtmäßigen Vasallen von $TITLE$ werden aufgeregt sein (§R$OPINION$? Meinung).;;Destruir este título te costar?§R$PRESTIGE$? de prestigio. Todos los vasallos de facto del $TITLE$ estarán molestos (§R$OPINION$? de opinión).;;;;;;;;;x
opinion_destroyed_dj_liege_title;Ïú»ÙÁìÖ÷Í·ÏÎ;Titre de seigneur de jure détruit;Vernichteter Fürstentitel;;Título de señor destruido;;;;;;;;;x
CANNOT_DESTROY_BELOW_DUKE;²»ÄÜÏú»Ù²®¾ôºÍÄĞ¾ôÍ·ÏÎ;Vous ne pouvez pas détruire un titre de comtés ni de baronnies;Grafschaften und Baronien können nicht zerstört werden;;No se pueden destruir condados ni baronías;;;;;;;;;x
CANNOT_DESTROY_PRIMARY_TITLE;²»ÄÜÏú»ÙÖ÷Í·ÏÎ;Vous ne pouvez pas détruire votre titre principal;Euer Primärtitel kann nicht zerstört werden;;No se puede destruir tu título principal;;;;;;;;;x
CANNOT_DESTROY_SPECIAL_TITLE;²»ÄÜÏú»ÙÌØÊâÍ·ÏÎ;Vous ne pouvez pas détruire les titres spéciaux;Besonderer Titel kann nicht zerstört werden;;No se puede destruir un título especial;;;;;;;;;x
CANNOT_AFFORD_DESTRUCTION;±ØĞëÓĞ§R$PRESTIGE$§!ÉùÍû;§R$PRESTIGE$? points de Prestige requis;Muss §R$PRESTIGE$? Ansehen besitzen;;Debes tener §R$PRESTIGE$? de prestigio;;;;;;;;;x
DOES_NOT_HAVE_REGENT;²»ÔÚÉãÕşÆÚ¼ä;N'a pas de régent;Hat KEINEN Regenten;;NO tiene regente;;;;;;;;;x
HAS_REGENT;ÔÚÉãÕşÆÚ¼ä;A un régent;Hat einen Regenten;;Tiene regente;;;;;;;;;x
ISNT_CONTESTED_TITLE;²»ÔÚ±»±ğµÄĞû³ÆÕßÌôÕ½ÖĞ;N'est pas contest?par d'éventuels rivaux;Wird NICHT von Klägern angefochten;;NO est?siendo discutido por aspirantes;;;;;;;;;x
IS_CONTESTED_TITLE;Õı±»±ğµÄĞû³ÆÕßÌôÕ½;Est contest?par des rivaux;Wird von Klägern angefochten;;Est?siendo discutido por aspirantes;;;;;;;;;x
STRONG_CLAIM_TITLE;§Y¶Ô$TITLE$ÓĞÇ¿Ğû³Æ§W;§YRevendication forte sur le titre de $TITLE$§W;§YStarker Anspruch auf $TITLE$§W;;§YReclamación fuerte al $TITLE$§W;;;;;;;;;x
WEAK_CLAIM_TITLE;§Y¶Ô$TITLE$ÓĞÈõĞû³Æ§W;§YRevendication faible sur le titre de $TITLE$§W;§YSchwacher Anspruch auf $TITLE$§W;;§YReclamación débil al $TITLE$§W;;;;;;;;;x
STRONG_CLAIM_DESC;µ±¸ÃÍ·ÏÎ±»¼Ì³ĞµÄÊ±ºò, Ö»ÓĞµÚ¶şµÚÈıË³Î»¼Ì³ĞÈË²ÅÄÜµÃµ½¸ÃÍ·ÏÎµÄÇ¿Ğû³Æ.;Lors d'une succession, les fortes revendications ne sont attribuées qu'aux enfants, placés deuxièmes ou troisièmes dans la ligne de succession.;Bei der Erbfolge werden Starke Ansprüche nur den Kindern gewährt, die an zweiter oder dritter Stelle der Erbfolge stehen.;;En la sucesión, las reclamaciones fuertes se otorgan a los hijos que ocupan el segundo o tercer puesto en la línea sucesoria.;;;;;;;;;x
WEAK_CLAIM_DESC;ÔÚ¸ÃÍ·ÏÎ±»¼Ì³ĞµÄÊ±ºò, µÚÈıË³Î»Ö®ºóµÄ¼Ì³ĞÈË½«µÃµ½¸ÃÍ·ÏÎµÄÈõĞû³Æ. Ê¹ÓÃÈõĞû³ÆĞè¾ß±¸Ìõ¼ş:\n§Y* Í³ÖÎÕßÎªÅ®ĞÔ¶øĞû³ÆÕßÊÇÄĞĞÔ\n* ÉãÕşÖĞ\n* Í·ÏÎÕı±»ÆäËûĞû³ÆÕßÌôÕ½, »òÕßÕı´¦ÓÚ¼Ì³ĞÕ½ÕùÖĞ\n* Í·ÏÎĞû³ÆÕßÎªµÚ¶ş»òµÚÈı¼Ì³ĞÈË§!;Lors d'une succession, les faibles revendications sont attribuées aux enfants qui ne seraient ni deuxièmes ni troisièmes dans la ligne de succession. Les faibles revendications peuvent être déposées? \n§Y* ?l'encontre d'une femme dirigeante si le prétendant est un homme\n* si c'est une régence\n* si le titre est déj?contest?dans une guerre de succession ou de revendication\n* si le prétendant au titre est le second ou troisième dans la ligne de succession?;Bei der Erbfolge werden Schwache Ansprüche nur den Kindern gewährt, die nicht an zweiter oder dritter Stelle der Erbfolge stehen. Schwache Ansprüche können nur erhoben werden gegen:\n§Y* Weibliche Herrscher, wenn der Anspruchsteller männlich ist\n* Regent;;En la sucesión, las reclamaciones fuertes se otorgan a los hijos que ocupan el segundo o tercer puesto en la línea sucesoria. Las reclamaciones débiles solo pueden presentarse contra:\n§Y* Gobernantes femeninos si el demandante es masculino\n* Regencias\n* Los títulos ya disputados en una reclamación o guerra de sucesión\n* Títulos en los que el demandante est?en segunda o tercera línea para heredar?;;;;;;;;;x
HAS_NOT_STRONG_CLAIM;Ã»ÓĞ¶Ô$TITLE$µÄÇ¿Ğû³Æ;N'a pas de revendication forte sur le titre de $TITLE$ ;Hat KEINEN Starken Anspruch auf $TITLE$;;NO tiene una reclamación fuerte al $TITLE$;;;;;;;;;x
HAS_STRONG_CLAIM;ÓĞ¶Ô$TITLE$µÄÇ¿Ğû³Æ;A une revendication forte sur le titre de $TITLE$;Hat Starken Anspruch auf $TITLE$;;Tiene una reclamación fuerte al $TITLE$;;;;;;;;;x
HAS_NOT_WEAK_CLAIM;Ã»ÓĞ¶Ô$TITLE$µÄÈõĞû³Æ;N'a pas de revendication faible sur le titre de $TITLE$;Hat KEINEN Schwachen Anspruch auf $TITLE$;;NO tiene una reclamación débil al $TITLE$;;;;;;;;;x
HAS_WEAK_CLAIM;ÓĞ¶Ô$TITLE$µÄÈõĞû³Æ;A une revendication faible sur le titre de $TITLE$;Hat Schwachen Anspruch auf $TITLE$;;Tiene una reclamación débil al $TITLE$;;;;;;;;;x
GAIN_CLAIM_ON;$WHO$»ñµÃÒ»¸ö¶Ô§Y$TITLE$§!µÄÇ¿Ğû³Æ.\n;$WHO$ a une revendication forte sur le titre de $TITLE$\n;$WHO$ erhebt einen Starken Anspruch auf $TITLE$\n;;$WHO$ obtiene una reclamación fuerte al $TITLE$\n;;;;;;;;;x
GAIN_WEAK_CLAIM_ON;$WHO$»ñµÃÒ»¸ö¶Ô§Y$TITLE$§!µÄÈõĞû³Æ.\n;$WHO$ a une revendication faible sur le titre de $TITLE$\n;$WHO$ erhebt einen Schwachen Anspruch auf $TITLE$\n;;$WHO$ obtiene una reclamación débil al $TITLE$\n;;;;;;;;;x
iddah_period;ÒÁÔıÊ±ÆÚ;Période d'Iddah;Iddah-Zeit;;Periodo de Iddah;;;;;;;;;x
opinion_chief_qadi;Ê×Ï¯¿¨µÏ;Cadi;Ober-Kadi;;Cad?Jefe;;;;;;;;;x
opinion_merciful_qadi;ÈÊ´ÈµÄÊ×Ï¯¿¨µÏ;Cadi clément;Barmherziger Ober-Kadi;;Cad?Jefe piadoso;;;;;;;;;x
opinion_arbitrary_qadi;×¨¶ÏµÄÊ×Ï¯¿¨µÏ;Cadi partial;Eigenmächtiger Ober-Kadi;;Cad?Jefe arbitrario;;;;;;;;;x
;#LAW_NORMAL_CHANGE_MUSLIM_PIETY_COST;It costs $PIETY$ $PIETYNAME$ for Muslims to change Demesne Laws;;Moslems kostet es $PIETY$ $PIETYNAME$, um die Grundbesitzrechte zu ?ndern;;Que los Musulmanes cambien las leyes del dominio cuesta $PIETY$ de $PIETYNAME$;;;;;;;;;x;
;#LAW_DE_JURE_CHANGE_MUSLIM_PIETY_COST;It costs $PIETY$ $PIETYNAME$ for Muslims to change Crown Laws;;Moslems kostet es $PIETY$ $PIETYNAME$, um das Strafrecht zu ?ndern;;Que los Musulmanes cambien las leyes de la corona cuesta $PIETY$ de $PIETYNAME$;;;;;;;;;x;
CB_NAME_COUNTY_CONQUEST;Õ÷·ş[Title.GetBaseName];Conquête de [Title.GetBaseName];Die Eroberung von [Title.GetBaseName];;Conquista del [Title.GetBaseName];;;;;;;;;x
WAR_NAME_COUNTY_CONQUEST;$ORDER$$FIRST_ADJ$µÄ$OTHER_TITLE$Õ÷·şÕ½;$ORDER$Conquête $FIRST_ADJ$ de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Eroberung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ conquista $OTHER_TITLE$;;;;;;;;;x
EVTTOOLTIPB3538;[Root.GetTitledFirstName]¶Ô[This.GetTitledFirstName]µÄ°×³ÕµÄ±Ş´òĞĞÎªÖ»±íÊ¾±ÉÊÓ;[Root.GetTitledFirstName] n'éprouve que du mépris ?l'égard de la flagellation stupide de [This.GetTitledFirstName].;[Root.GetTitledFirstName] hat nichts als Verachtung übrig für [This.GetTitledFirstName]s idiotische Auspeitschung;;[Root.GetTitledFirstName] no siente más que desprecio por la estúpida flagelación de [This.GetTitledFirstName];;;;;;;;;x
EVTDESC55000;[Root.GetName]µÄ[Root.Culture.GetName]ÃñÖÚÓµ±§ÁË[Root.Holder.Culture.GetName]ÎÄ»¯.;La populace [Root.Culture.GetName] de [Root.GetName] a adopt?la culture [Root.Holder.Culture.GetName].;Die [Root.Culture.GetName]-Bevölkerung in [Root.GetName] hat die [Root.Holder.Culture.GetName]-Kultur angenommen.;;El populacho [Root.Culture.GetName] de [Root.GetName] ha adoptado la cultura [Root.Holder.Culture.GetName].;;;;;;;;;x
EVTDESC55001;[Root.GetName]µÄ[Root.Culture.GetName]ÃñÖÚÈÏÎªÎÒÊÇ¸öÍâ¹úÈË²¢Ô÷ºŞÎÒ, È»¶øÎÒ»¹Òª¿¿ÕâĞ©×ÔË½µÄÈËµÄÀ´µ±±øÄÉÁ¸. ÕâÏÔÈ»²»ĞĞ. ÎÒ¿´ÊÇÊ±ºò´ÓÀÏ¼ÒÕÒµãÈË¹ıÀ´°ïÃ¦ÁË.;La populace [Root.Culture.GetName] de [Root.GetName] n'apprécie pas ma façon de gouverner et me considère comme un[Root.GetNoneE] étrang[Root.GetBoyGirl]. Pourtant, je compte sur ces mêmes personnes pour payer l'impôt et gonfler l'effectif de mon armée. Ça ne fonctionnera pas. Je crois qu'il est temps de faire venir des hommes de chez nous pour nous aider.;Die [Root.Culture.GetName]-Bevölkerung in [Root.GetName] lehnen mich als Herrscher ab und haben das Gefühl, dass ich ein Ausländer bin - und dennoch bin ich auf diese Menschen angewiesen, um meine Steuern und Männer für mein Armee zu sammeln. So kann das n;;Al populacho [Root.Culture.GetName] de [Root.GetName] le ofende que yo sea su gobernante y siente que soy un extranjero, aunque dependo de esta gente egocéntrica para recolectar impuestos y hombres para mi ejército. No va a funcionar. Creo que es hora de traer algunos chicos desde casa para que me ayuden.;;;;;;;;;x
EVTDESC55010;ÎÒµÄ¸ù»òĞíÊÇ[Root.Culture.GetName], µ«ÊÇÎÒ¸üÈÏÍ¬ÎÒÍ³ÖÎÏÂµÄ[Root.Capital.Culture.GetName]ÈËÃñ.;Je suis peut-être de culture [Root.Culture.GetName] par mes racines, mais je me sens plus proche des gens de culture [Root.Capital.Culture.GetName] qui est celle du peuple que je dirige.;Meine Wurzeln mögen [Root.Culture.GetName] sein, aber ich identifiziere mich mehr mit den [Root.Capital.Culture.GetName]-Menschen, über die ich herrsche.;;Puede que mi origen sea [Root.Culture.GetName], pero me identifico más con el pueblo [Root.Capital.Culture.GetName] que gobierno.;;;;;;;;;x
EVTOPTA55010;[Root.Capital.Culture.GetName]·çË×´«Í³¸üÓÅĞã!;La culture [Root.Capital.Culture.GetName] est plus raffinée?;[Root.Capital.Culture.GetName] Sitten sind überlegen!;;¡Las costumbres del pueblo [Root.Capital.Culture.GetName] son superiores!;;;;;;;;;x
EVTOPTB55010;²», ÎÒÓÀÔ¶ÊÇ[Root.Culture.GetName]!;Je reste et resterai de culture [Root.Culture.GetName]?;Niemals, ich bin immernoch [Root.Culture.GetName]!;;¡Jamás, aún soy [Root.Culture.GetName]!;;;;;;;;;x
EVTDESC55011;[From.GetTitledName]ÒÑ¾­¸ÄĞĞ[From.Capital.GetName]µÄÍâ¹ú×öÅÉ, ¾ÙÖ¹¸üÏñÒ»¸ö[From.Capital.Culture.GetName]Ğ¡Ãñ, ¶ø²»ÊÇÒ»¸ö[Root.Culture.GetName]¾ıÖ÷.;[From.GetTitledName] a adopt?les us et coutumes de [From.Capital.GetName], et se comporte plus comme un insignifiant citoyen de culture [From.Capital.Culture.GetName] que comme un fier seigneur de culture [Root.Culture.GetName].;[From.GetTitledName] hat die fremde Art von [From.Capital.GetName] angenommen und verhält sich eher wie ein belangloser [From.Capital.Culture.GetName]-Bürger, statt wie ein angemessener [Root.Culture.GetName] Lord.;;[From.GetTitledName] ha adoptado los modos extranjeros de la gente [From.Capital.GetName], comportándose más como un insignificante burgués [From.Capital.Culture.GetName] que como un correcto señor [Root.Culture.GetName].;;;;;;;;;x
EVTOPTA55011;ÁîÈË²»°²µÄÏûÏ¢;De troublantes nouvelles;Beunruhigende Nachrichten;;Noticias preocupantes;;;;;;;;;x
PROV420;Î¬¶ûÅ¦Ë¹;Vilnius;Vilnius;;Vilna;;;;;;;;;x
PROV423;ÌØÀ­¿­;Trakai;Trakai;;Trakai;;;;;;;;;x
PROV424;¸ñÂŞµÂÅµ;Grodno;Grodno;;Grodno;;;;;;;;;x
PROV496;¾ıÊ¿Ì¹¶¡±¤;Constantinople;Konstantinopel;;Constantinopla;;;;;;;;;x
PROV632;Í¼Ë¹;Tus;Tus;;Tus;;;;;;;;;x
PROV696;ÈøÂíÀ­;Samarra;Samarra;;Samarra;;;;;;;;;x
PROV702;»ùÀïÌØ;Khliat;Khliat;;Khliat;;;;;;;;;x
PROV727;²¼Ë¹À­;Bosra;Bostra;;Bostra;;;;;;;;;x
PROV729;ËÕºÕÄÎ;Al-Sukhnah;Al-Sukhnah;;Al-Sukhnah;;;;;;;;;x
PROV929;°¢²¼Â³Æë;Les Abruzzes;Aprutium;;Abruzos;;;;;;;;;x
c_tadmor_adj;ËÕºÕÄÎ;al-Sukhnahne;Al-Sukhnahner;;Al-Sukhnahn;;;;;;;;;x
c_syria_adj;²¼Ë¹À­;bostriane;Bostraer;;Bostriano;;;;;;;;;x
c_mesopotamia_adj;»ùÀïÌØ;khliatiane;Khliater;;Khliatiano;;;;;;;;;x
c_euphrates_adj;ÈøÂíÀ­;samarréenne;Samarraer;;Samarreño;;;;;;;;;x
c_tus_adj;Í¼Ë¹;de Tus;Tuser;;Tusiano;;;;;;;;;x
c_aukshayts_adj;Î¬¶ûÅ¦Ë¹;vilnienne;Vilniuser;;de Vilna;;;;;;;;;x
c_sudovia_adj;ÌØÀ­¿­;thrakane;Thrakier;;de Trakai;;;;;;;;;x
c_jacwiez_adj;¸ñÂŞµÂÅµ;grodnienne;Grodnoer;;Grodno;;;;;;;;;x
c_byzantion_adj;¾ıÊ¿Ì¹¶¡±¤;constantinopolitaine;Konstantinopeler;;Constantinopolitano;;;;;;;;;x
d_hashshashin;°¢ÈøĞÁ;Hashshashin;Die Hashshashin;;Los hassasin;;;;;;;;;x
GRANDHEADMASTER;´ó³¤ÀÏ;Grand-Maître;Eminenz;;Gran Director;;;;;;;;;x
GRANDHEADMASTER_FOA;¸óÏÂ;Votre Excellence;Eure Exzellenz;;Su Excelencia;;;;;;;;;x
DEATH_MURDER_HASHSHASHIN;ËÀÓÚ°¢ÈøĞÁÖ®ÊÖ;a ét?tué[GetNoneE] par un Hashshashin;starb durch die Hände der Assassinen;;muri?a manos de los hassasin;;;;;;;;;x
EXPECTED_TO_HAVE_MORE_WIVES;ÆŞ×ÓÊıÁ¿ÉÙÓÚ§Y$NUM$§W: §R$PRESTIGE$§W;Moins de §Y$NUM$§W épouses? §R$PRESTIGE$§W;Weniger als §Y$NUM$§W Ehefrauen: §R$PRESTIGE$§W;;Menos de §Y$NUM$§W esposas: §R$PRESTIGE$§W;;;;;;;;;x
EXPECTED_TO_HAVE_FEWER_WIVES;ÆŞ×ÓÊıÁ¿¶àÓÚ§Y$NUM$§W: §G+$PRESTIGE$§W;Plus de §Y$NUM$§W épouses? §G+$PRESTIGE$§W;Mehr al §Y$NUM$§W Ehefrauen: §G+$PRESTIGE$§W;;Más de §Y$NUM$§W esposas: §G+$PRESTIGE$§W;;;;;;;;;x
;#tp_wall_q_1_muslim;Mosque Moat;;Moschee-Festungsgraben;;Foso de la mezquita;;;;;;;;;x;
;#tp_wall_q_2_muslim;Mosque Gatehouse;;Moschee-Pf?rtnerhaus;;Garita de la mezquita;;;;;;;;;x;
;#tp_wall_q_3_muslim;Mosque Portcullis;;Moschee-Fallgatter;;Rastrillo de la mezquita;;;;;;;;;x;
;#tp_wall_q_4_muslim;Deep Mosque Moat;;Tiefer Moschee-Festungsgraben;;Foso profundo de la mezquita;;;;;;;;;x;
;#tp_wall_q_5_muslim;Mosque Barbicans;;Moschee-Wacht¨¹rme;;Barbacanas de la mezquita;;;;;;;;;x;
;#tp_wall_1_muslim;Mosque Palisade;;Moschee-Palisade;;Empalizada de la mezquita;;;;;;;;;x;
;#tp_wall_2_muslim;Small Mosque Wall;;Kleine Moschee-Mauer;;Muro peque?o de mezquita;;;;;;;;;x;
;#tp_wall_3_muslim;Medium Mosque Wall;;Mittelgro?e Moschee-Mauer;;Muro mediano de mezquita;;;;;;;;;x;
;#tp_wall_4_muslim;Large Mosque Wall;;Gro?e Moschee-Mauer;;Muro grande de mezquita;;;;;;;;;x;
;#tp_wall_5_muslim;Huge Mosque Wall;;Riesige Moschee-Mauer;;Muro enorme de mezquita;;;;;;;;;x;
;#tp_monastery_1_muslim;Musalla;;Musalla;;Musalla;;;;;;;;;x;
;#tp_monastery_2_muslim;Small Mosque;;Kleine Moschee;;Mezquita peque?a;;;;;;;;;x;
tp_monastery_1_muslim;Æíµ»ÊÒ;Mosquée;Moschee;;Mezquita;;;;;;;;;x
tp_monastery_2_muslim;Ğ¡ĞÍÇåÕæËÂ;Mosquée;Moschee;;Mezquita;;;;;;;;;x
tp_monastery_3_muslim;ÇåÕæËÂ;Mosquée;Moschee;;Mezquita;;;;;;;;;x
;#tp_monastery_4_muslim;Large Mosque;;Gro?e Moschee;;Mezquita grande;;;;;;;;;x;
tp_monastery_4_muslim;´óĞÍÇåÕæËÂ;Grande Mosquée;Sehr Große Moschee;;Mezquita enorme;;;;;;;;;x
tp_monastery_5_muslim;¾ŞĞÍÇåÕæËÂ;Grande Mosquée;Sehr Große Moschee;;Mezquita enorme;;;;;;;;;x
tp_monastery_6_muslim;ºêÎ°ÇåÕæËÂ;Grande Mosquée;Sehr Große Moschee;;Mezquita enorme;;;;;;;;;x
;#tp_monastery_6_muslim;Grand Mosque;;Stattliche Moschee;;Gran mezquita;;;;;;;;;x;
;#tp_barracks_1_muslim;Mosque Militia Quarters;;Moschee-Milizquartiere;;Cuartos de la milicia de la mezquita;;;;;;;;;x;
;#tp_barracks_2_muslim;Small Mosque Militia Grounds;;Kleines Moschee-Milizgel?nde;;Campos de la milicia de la mezquita peque?os;;;;;;;;;x;
;#tp_barracks_3_muslim;Medium Mosque Militia Grounds;;Mittelgro?es Moschee-Milizgel?nde;;Campos de la milicia de la mezquita medianos;;;;;;;;;x;
;#tp_barracks_4_muslim;Large Mosque Militia Grounds;;Gro?es Moschee-Milizgel?nde;;Campos de la milicia de la mezquita grandes;;;;;;;;;x;
;#tp_barracks_5_muslim;Great Mosque Militia Grounds;;Sehr gro?es Moschee-Milizgel?nde;;Campos de la milicia de la mezquita muy grandes;;;;;;;;;x;
