;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
opinion_hajj_promised;麦加朝圣之诺.;A promis de faire le hajj;Hat versprochen auf Hadsch zu gehen.;;Prometi?ir de Hajj.;;;;;;;;;x
EVTDESC100550;[Root.Religion.GetName]的阿訇们经常在宗教，[Root.Religion.GetRandomGodName]以及捐献的天课这些事情上面纠缠我.不管我做什么，承诺做更多次祈祷或者把古兰经从头到尾多读几遍，他们就是不肯让我一个人安静一下！;Les imams [Root.Religion.GetName]s me harc鑜ent sans cesse ?propos de religion, sur [Root.Religion.GetRandomGodName] et d'argent pour la zakat. Quoi que je fasse, que je promette de prier plus ou de lire le Coran de fa鏾n plus assidue, ils ne me laissent jamais en paix?;Die [Root.Religion.GetName] Imamehe bel鋝tigen mich st鋘dig mit Religion, [Root.Religion.GetRandomGodName] und Geld f黵 die Zakat. Egal was ich tue, mehr zu beten verspreche oder den Koran noch genauer zu lesen, sie lie遝n mich nicht in Ruhe! ;;Los imames de [Root.Religion.GetRandomGodName] se la pasan atosig醤dome con preguntas sobre la religi髇, ???[Root.Religion.GetRandomGodName]  y dinero para el azaque. Ellos no me dejar醤 en paz incluso si les prometo que rezar?m醩 o que leer?con m醩 cuidado el Cor醤. ;;;;;;;;;x
EVTOPTB100550;安拉，请帮助我成为一个更好的穆斯林！;Allah, aide-moi ?devenir un meilleur musulman?;Allah, hilf mir ein besserer Moslem zu sein! ;;l? ay鷇ame a ser un mejor musulm醤!;;;;;;;;;x
EVTDESC100551;我发现这件事情有点古怪，不论[From.GetTitledFirstName]承诺做什么或者无论[From.GetSheHe]捐献多少天课，[From.Religion.GetName]的阿訇们还是经常纠缠[From.GetSheHe].;Je trouve 閠range que les imams harc鑜ent [From.GetTitledFirstName] sans rel鈉he, malgr?toutes ses promesses ou de l'argent qu'il donne pour le zakat.;Ich finde es seltsam, dass die [From.Religion.GetName] Imamehe st鋘dig [From.GetTitledFirstName] bel鋝tigen, egal was [From.GetSheHe] zu tun verspricht, egal wie viel Geld [From.GetSheHe] f黵 die Zakat geben will.;;Me parece extra駉 que los imames de [From.GetTitledFirstName] siempre est閚 atosigando a ?? [From.GetTitledFirstName], sin importar lo que prometa o cu醤to dinero d?por el ?azaque. ;;;;;;;;;x
EVTOPTB100551;我不想做任何让这些阿訇们不高兴的事情;Je ne veux rien faire qui contrarierait les imams.;Ich m鯿hte nichts tun, das die Imamehe aus der Fassung bringen k鰊nte ;;No quiero que nada enoje a los imames.;;;;;;;;;x
EVTTOOLTIP100553;对于[This.Religion.GetName]的阿訇们使[Root.GetTitledFirstName]如此害怕感到气馁;trouve vraiment dommage que les imams effraient autant [Root.GetTitledFirstName].;ist entmutigt, dass die [This.Religion.GetName] Imamehen [Root.GetTitledFirstName] so ver鋘gstigen;;se siente mal porque los imames de [Root.Liege.GetTitledName] asustan a ?[Root.GetTitledFirstName] ;;;;;;;;;x
EVTDESC100552;“[Root.Religion.GetName]的阿訇们只关心钱.不论何时他们来拜访都给他们钱，他们就会让你安静几个星期，if not months for fear of being sinful: 没有阿訇愿意承认犯下了贪婪的罪行.”\n[From.GetTitledFirstName] advised me soundly ，我同意尝试一下.;La seule chose ?laquelle s'int閞essent les imams [Root.Religion.GetName]s, c'est l'argent. Donnez-leur de l'argent ?chacune de leur visite et ils vous laisseront en paix pendant plusieurs semaines, si ce n'est plusieurs mois, de peur de commettre un p閏h闋: aucun imam ne veut avoir la r閜utation d'阾re cupide.'\n[From.GetTitledFirstName] m'a donn?un excellent conseil que je compte bien suivre.;"Alles was die [Root.Religion.GetName] Imamehe interessiert ist Geld. Gib ihnen immer Geld, wenn sie zu Besuch kommen und sie werden dich f黵 Wochen, wenn nicht sogar f黵 Monate, in Ruhe, aus Sorge, dass sie s黱digen: kein Imam m鯿hte die S黱de des Geizes zugeben."\nriet mir [From.GetTitledFirstName] vern黱ftig und ich stimmte zu, es zu versuchen. ;;"A los imames de [Root.Religion.GetRandomGodName] solo les importa el dinero. Dales dinero cuando vengan a visitarte y te dejar醤 tranquilo por semanas, incluso meses por miedo a pecar, pues ning鷑 imam quiere reconocer el pecado de la avaricia". \n??[From.GetTitledFirstName] me aconseja  ?;;;;;;;;;x
EVTOPTB100552;不只是阿訇们是贪婪的...;Les imams ne sont pas les seuls ?阾re cupides...;Nicht nur die Imamehe sind geizig... ;;Los imames no son los 鷑icos avaros...;;;;;;;;;x
EVTDESC100553;看起来没有人愿意在我害怕让[Root.Religion.GetName]的阿訇们不满这件事情上面帮助我，这甚至包括我的朋友[From.GetTitledFirstName]！;Il semble que personne ne souhaite m'aider de peur de froisser les imams, pas m阭e mon ami [From.GetTitledFirstName]?;Anscheinend wagt es niemand mit zu helfen, aus Angst die [Root.Religion.GetName] Imamehe zu ver鋜gern, nicht einmal mein Freund [From.GetTitledFirstName]!;;Pareciera que nadie, ni siquiera From.GetTitledFirstName], me quiere ayudar por miedo a hacer enfadar a los imames de [Root.Religion.GetRandomGodName]. ;;;;;;;;;x
EVTOPTA100553;纠缠我的阿訇们变得越来越过分！;Ces imams me harc鑜ent de plus en plus?;Die bel鋝tigenden Imamehe werden immer schlimmer!;; cada d韆 los imames se ponen peores!;;;;;;;;;x
EVTDESC100554;[From.GetTitledFirstName]告诉我[From.GetSheHe]在如何停止[Root.Religion.GetName]的阿訇们对我的纠缠上面有一个好建议，而且[From.GetSheHe]得到了我全部的关注.但是问题在于[From.GetTitledFirstName]想让我为[From.GetHerHis]建议付钱！;[From.GetTitledFirstName] m'a r関閘?avoir un formidable conseil ?me donner pour que les imams [Root.Religion.GetName]s cessent de me harceler, et je lui ai accord?toute mon attention. Seul probl鑝e? [From.GetTitledFirstName] exigeait de l'argent en 閏hange de son conseil?;[From.GetTitledFirstName] erz鋒lte mir, dass [From.GetSheHe] einen gro遖rtigen Rat hat, wie ich die had a great advice for me on how to stop the [Root.Religion.GetName] Imamehe davon abhalten kann, mich zu bel鋝tigen, und erhielt so meine ungeteilte Aufmerksamkeit. Doch das Problem war, dass  [From.GetTitledFirstName]f黵 [From.GetHerHis] Rat bezahlt werden wollte!;;[From.GetTitledFirstName] me dijo que ten韆 un gran consejo sobre c髆o evitar que los imames de [Root.Religion.GetRandomGodName] me siguieran molestando, y obtuvo mi atenci髇 inmediata.  ero el problema era que [From.GetTitledFirstName] quer韆 una remuneraci髇 por su consejo!;;;;;;;;;x
EVTDESC100555;我给[From.GetTitledFirstName]的建议非常简单：只要付钱给[From.Religion.GetName]的阿訇们，他们就会停止纠缠你，或者几个星期内不纠缠你.虽然我可以免费提供这条建议，但是我决定测试下[From.GetTitledFirstName]到底有多想摆脱[From.Religion.GetName]的阿訇们，并要求用钱来换这条建议.;Le conseil que j'ai donn??[From.GetTitledFirstName] 閠ait on ne peut plus simple? donnez de l'argent aux imams et ils vous ficheront la paix pendant plusieurs semaines. Mais alors que j'aurais pu partager ce conseil gracieusement, j'ai d閏id?d'関aluer le ras-le-bol de [From.GetTitledFirstName] en lui demandant de l'argent en 閏hange...;Mein Rat f黵 [From.GetTitledFirstName] war ganz einfach: bezahlt die [From.Religion.GetName] Imamehe einfach und sie werden Euch f黵, na ja vielleicht ein paar Wochen, nicht mehr bel鋝tigen? Auch wenn ich dies kostenlos h鋞te teilen k鰊nen entschloss ich mich zu testen, wie sehr [From.GetTitledFirstName] von den [From.Religion.GetName] Imamehen in Ruhe gelassen werden wollte, und verlangte Geld f黵 einen Rat. ;;Mi consejo para [From.GetTitledFirstName] fue muy sencillo: paga a los imames de [From.Religion.GetName], y dejar醤 de molestarte por, digamos... 縰n par de semanas? Si bien pude hab閞selo dicho sin costo alguno, decid?probar cu醤to quer韆 ?[From.GetTitledFirstName] que los imames de [From.Religion.GetName] le dejar醤 en paz, y le he cobrado por el consejo.;;;;;;;;;x
EVTDESC1632;我发现宗教非常让我着迷，特别是当古兰经谈到异教徒和无信仰的人，以及他们应该被如何打败的时候！;La religion est un sujet qui me fascine, notamment les passages du Coran abordant les questions des pa飁ns et des infid鑜es, et du sort terrible qui devrait leur 阾re r閟erv闋!;Religion fasziniert mich, insbesondere wenn der Koran von Heiden und Ungl鋟bigen spricht - und wie diese niedergeschlagen werden sollen! ;;La religi髇 me parece fascinante, sobre todo cuando el Cor醤 habla de paganos e infieles y del castigo que merecen.;;;;;;;;;x
EVTDESC2132;我可怜的[GetFromRelation][From.GetTitledFirstName]总是恨不得把[From.GetHerHis]鼻子贴在古兰经上，并把[From.GetHerHis]所有时间都花在同阿訇们一起度过上.;M[From.GetHerHis] [GetFromRelation] [From.GetTitledFirstName] a toujours le nez fourr?dans le Coran et passe tout son temps en compagnie des imams.;Meine kleine [GetFromRelation] [From.GetTitledFirstName] steckt [From.GetHerHis] Nase immer in den Koran und verbringt [From.GetHerHis] gesamte Zeit mit den Imamehen.;;Mi peque駉/a [GetFromRelation] [From.GetTitledFirstName] pasa horas leyendo el Coran, y pasa su tiempo entre los imames. ;;;;;;;;;;x
EVTDESC1732;人是天生的傻瓜，随着阿訇们演奏的错误曲调像个木偶一样欢笑，跳舞，点头.都是骗子！;Les gens sont tellement na飂s. Ils rient, dansent et approuvent tels de gentils toutous les paroles des imams. Que des charlatans?;Menschen sind naive Dummk鰌fe, die wie Marionetten zu den falschen T鰊en der Imamehe lachen, tanzen und nicken. Scharlatene, alle mit einander! ;;Las personas se ven como idiotas riendo, bailando y asintiendo como t韙eres ante la falsa melod韆 de los imames. aya charlatanes!;;;;;;;;;x
EVTDESC1733;阿訇的告诫让我听得无聊的眼泪都要掉下来了 bored me to tears, then he told my [GetFromRelation] about my cynicism. [From.GetSubjectPronounCap]试图把这种想法从我这里赶走...;La r閜rimande de l'imam 閠ait d'un ennui mortel, puis il s'est entretenu avec m[From.GetHerHis] [GetFromRelation] au sujet de mon cynisme. [From.GetSubjectPronounCap] a essay?de me remettre dans le droit chemin...;Die Verwarnungen der Imams langweilten mich zu Tode und erz鋒lte meinem [GetFromRelation] von meinem Zynismus. [From.GetSubjectPronounCap] versuchte diesen aus mir herauszupr黦eln... ;;Estaba aburrido/a como una ostra por las advertencias del imam, quien luego le dijo a mi [GetFromRelation] escepticismo. [From.GetSubjectPronounCap] intent?quitarmelo a pu駉s...;;;;;;;;;x
EVTDESC3010;我同一个漂亮仆人淫乱的的耻辱行为被[Root.GetLordSpiritualName][Root.job_spiritual.GetBestName]抓个正着.[Root.job_spiritual.GetSheHeCap]责备我，并向我教授贞洁的美德.;Aujourd'hui, [Root.GetLordSpiritualName] [Root.job_spiritual.GetBestName] m'a surpris en charmante compagnie... [Root.job_spiritual.GetSheHeCap] m'a fait la le鏾n, suivie d'un sermon sur les vertus de la chastet?;Ich wurde heute besch鋗enderweise auf frischer Tat mit einem wundersch鰊en Bediensteten von [Root.GetLordSpiritualName] [Root.job_spiritual.GetBestName] ertappt. [Root.job_spiritual.GetSheHeCap] scholt mich und belehrte mich 黚er die Tugend der Keuschheit.;;Hoy [Root.GetLordSpiritualName] [Root.job_spiritual.GetBestName] me ha cogido con las manos en la masa con una hermosa sierva.  Me ha reprendido y me ha dado un platicado sobre los beneficios de la castidad.;;;;;;;;;x
EVTOPTA3010;我希望我可以忽视[Root.job_spiritual.GetHerHim];J'aimerais tant pouvoir l'ignorer...;Ich w黱schte ich k鰊nte [Root.job_spiritual.GetHerHim] ignorieren;;Quisiera no tener que prestarle atenci髇.;;;;;;;;;x
EVTDESC3371;我把我的雄心告诉阿訇并问他有什么可以帮助我的.;J'ai parl?de mes ambitions ?l'imam et lui ai demand?s'il pouvait m'aider ?atteindre mes objectifs.;Ich berichtete dem Imam 黚er mein Bestreben und fragte ihn, ob er mir auf irgendeine Weise helfen k鰊nte. ;;Le cont?al imam acerca de mis ambiciones y le pregunt?si pod韆 hacer algo por m?;;;;;;;;;x
EVTDESC3456;我太大声的表达我对于宗教和“安拉”的看法，这让我陷入了很大的麻烦，一个阿訇借此指责我.;J'ai exprim?mon point de vue sur la religion et sur Allah un peu trop fort, semble-t-il, car j'ai eu de sacr閟 ennuis avec un imam par la suite.;Ich brachte meine Ansichten 黚er die ganze Religion und die "Allah"-Sache ein wenig zu laut zum Ausdruck und geriet deshalb in ziemliche Schwierigkeiten mit einem Imam. ;;Me parece que us?un tono altisonante cuando expres?mi opini髇 sobre la religi髇 y sobre Al?y me met?en muchos problemas con el imam por eso.;;;;;;;;;x
EVTOPTA3456;安拉已死！;Allah est mort?;Allah ist tot!;;l?ha muerto!;;;;;;;;;x
EVTDESC4041;阿訇指控几名村民亵渎，他听到他们在无意义的时候提到了安拉的名字.铁匠在锤子敲到他的拇指的时候，马夫在一匹马踢他的时候，厨子在一只老鼠掉进炖肉的时候.;L'imam a accus?plusieurs villageois de blasph鑝e apr鑣 les avoir entendus souiller le nom d'Allah. Mais en r閍lit? le forgeron a jur?quand il s'est 閏ras?le pouce avec son marteau, le ma顃re d'閏urie quand un cheval lui a donn?un coup de sabot et le cuisinier quand un rat est tomb?dans le rago鹴.;Der Imam beschuldigte eine Reihe von Dorfbewohnern der Blasphemie, nachdem er h鰎te, wie sie Allahs Namen missbrauchten. Der Schmied tat es, wenn er sich mit dem Hammer auf den Daumen schlug, der Stallmeister, wenn er von einem Pferd getreten wurde und der Koch, wenn ihm eine Ratte in den Eintopf fiel.;;El imam acus?a un par de aldeanos de blasfemia despu閟 de haberlos o韉o usar el nombre de Al?en vano. El herrero lo hizo cuando se dio en los dedos con el martillo, el maestro de establos cuando un caballo lo pate?y el cocinero cuando una rata cay?en su estofado.;;;;;;;;;x
EVTDESC5026;我的臣民不喜欢新的钉死在木桩上的惩罚措施，他们在阿訇们的带领下通过向我投掷腐烂的蔬菜来表达他们的愤怒！;Mes sujets n'appr閏ient gu鑢e la nouvelle forme de ch鈚iment que j'ai mise en place? l'empalement. Pour montrer leur m閏ontentement, conseill閟 par les imams, ils ont jet?des l間umes pourris sur mon passage?;Meine Untertanen m鰃en meine neuen aufspie遝nden Bestrafungen, was dazu f黨rte, dass meine Imamehe ihrem Unmut Luft machten, indem sie verrottetes Gem黶e auf mich warfen! ;;A mis s鷅ditos no les gusta el nuevo castigo por empalamiento y, liderados por los imames, mostraron su descontento tir醤dome vegetales podridos.;;;;;;;;;x
EVTOPTA5026;蔬菜阻止不了我！;Il faudra plus que des l間umes pour m'arr阾er?;Gem黶e wird mich nicht aufhalten! ;;ero los vegetales no me detendr醤!;;;;;;;;;x
EVTDESC6030_MUS;我正在说方言，不分时刻突然就会尖叫着说肮脏淫秽的话，尤其当伊玛目正在跟我谈话、有时甚至会躺在地面痛苦地扭动着。我很少记得这一切发生过，人们都认为我被恶魔附身了。;Je parle des langues dont j'ignorais m阭e l'existence, il m'arrive de hurler des obsc閚it閟, souvent lorsque l'imam est en train de parler, et on me retrouve par terre, en train de me tordre de douleur. Je me souviens ?peine de ces 閜isodes 閠ranges et les gens pensent que je suis poss閐?;Ich spreche in anderen Sprachen, schreie Obsz鰊it鋞en zu willk黵lichen Zeiten, besonders dann, wenn der Imam spricht und manchmal w鋖ze ich mich vor Schmerzen auf dem Boden. Ich erinnere mich kaum an diese Dinge und Leute glauben, dass ich besessen bin. ;;Hablo en lenguas desconocidas, grito obscenidades de vez en cuando, y mucho m醩 cuando el imam habla y estoy a veces estoy echado en el suelo retorci閚dome de un dolor aparente. Pocas veces recuerdo estas ocasiones y las personas creen que estoy pose韉o. ;;;;;;;;;x
EVTOPTA6030_MUS;给我滚开，肮脏的精灵！;Hors d'ici, g閚ie mal閒ique?;Verschwindet, garstiger Dschinn! ;;ete, monstruoso genio!;;;;;;;;;x
EVTDESC6031_MUS;通过背诵《古兰经》中的御座章节，我们祈求安拉帮助伊玛目修复我被魔法或者巫术所造成的伤害。以防万一，我们又背诵了《古兰经》的最后三节：《忠诚》、《创造》和《众人》。;En r閏itant le verset du Tr鬾e du Coran, et en invoquant l'aide d'Allah, l'imam a r閡ssi ?r閜arer les dommages caus閟 par la magie noire dans mon esprit. Et pour 閏arter tout danger suppl閙entaire, nous avons r閏it?ensemble les trois derni鑢es sourates du Coran? la sourate al-Ikhlas (la Fid閘it?, la sourate al-Falaq (l'Aube naissante) et la sourate al-Nas (les Hommes).;Durch das Rezitieren der Thronverse des Korans und durch das Anflehen von Allahs Hilfe, schaffte es der Imam, den Schaden zu reparieren, der in mir durch Sirh oder Zauberkraft verursacht worden war. Um auf der sicheren Seite zu sein, rezitierten wir gemeinsam die letzten drei Suren des Korans: Sure Al-Ichl醩 (Der Glaube ohne Vorbehalt), Sure Al-Falaq (Die Morgend鋗merung) and Sure An-N醩 (Die Menschen).;;Recitando el Verso del Trono del Cor醤 e invocando a Al?para que lo ayude, el imam logra enmendar el da駉 causado en m?por sihr o brujer韆. Para estar sanos y salvos, tambi閚 recitamos juntos las tres 鷏timas suras del Cor醤:  Surat al-Ikhlas (La Fidelidad), Surat al-Falaq (El Amanecer) y Surat al-Nas (Humanidad).;;;;;;;;;x
EVTOPTA6031_ALL;以防万一，再来一次......;Une fois encore, mieux vaut mettre toutes les chances de notre c魌?..;Erneut, um auf der sicheren Seite zu sein... ;;Una vez m醩, para estar sanos y salvos...;;;;;;;;;x
EVTDESC1002;厨子准备了一顿了不起的饭菜，有很多不同的水果，各种各样的肉，充足的新鲜烤制的面包以及数块熟奶酪.;Le cuisinier a pr閜ar?un repas fabuleux, agr閙ent?de nombreuses vari閠閟 de fruits, de viandes, d'une montagne de pains tout juste sortis du four et de plusieurs fromages d閘icieusement parfum閟.;Der Koch hat ein hervoragendes Mahl vorbereitet, mit vielen verschiedenen Fr點hten, verschiedenen Fleischsorten, reichlich frisch gebackenem Brot und verschiedenen reifen K鋝esorten.;;El cocinero hab韆 preparado una magnifica comida, con montones de frutas diferentes, varios tipos de carnes, mucho pan reci閚 horneado y muchos quesos maduros.;;;;;;;;;x
EVTOPTB3553;[Root.Religion.GetRandomGodNameCap]帮帮我！我真的有一个问题！;[Root.Religion.GetRandomGodNameCap], aidez-moi? J'ai un grave probl鑝e.;[Root.Religion.GetRandomGodNameCap] helft mir! Ich habe ein Problem!;;ue [Root.Religion.GetRandomGodName] me ayude! engo un Problema!;;;;;;;;;x
EVTOPTB36051;为[From.GetTitledFirstName]而感谢[Root.Religion.GetRandomGodName];Remercions [Root.Religion.GetRandomGodName] pour [From.GetTitledFirstName].;Dankt [Root.Religion.GetRandomGodName] f黵 [From.GetTitledFirstName];;Agradezco a [Root.Religion.GetRandomGodName] por tener a [From.GetTitledFirstName];;;;;;;;;x
EVTOPTA6082;愿[Root.Religion.GetRandomGodName]怜悯我们！;Que [Root.Religion.GetRandomGodName] ait piti?de nous?;M鰃e [Root.Religion.GetRandomGodName] Erbarmen mit uns haben!;;ue [Root.Religion.GetRandomGodName] se apiade de nosotros!;;;;;;;;;x
EVTDESC1920;服侍[Root.Religion.GetRandomGodName]应该是我们生命的目标.我怎样才能用最好的方法做这件事呢;Servir [Root.Religion.GetRandomGodName] devrait 阾re notre objectif ?tous dans la vie. Comment faire pour r閍liser au mieux cette mission?;[Root.Religion.GetRandomGodName] zu dienen sollte unser Lebensziel sein. Wie kann ich dies am Besten tun? ;;Nuestra meta en la vida deber韆 ser servir a [Root.Religion.GetRandomGodName]. 緾髆o hacerlo lo mejor posible?;;;;;;;;;x
EVTOPTD38233;只有安拉可以决定生死;Seul Allah a le droit de vie ou de mort.;Nur Allah entscheidet 黚er Leben und Tod ;;Solo Al?decide qui閚 sobre la vida y la muerte. ;;;;;;;;;x
EVTOPTB3243;为[Root.GetMarshalName][Root.job_marshal.GetTitledFirstName]而感谢[Root.Religion.GetRandomGodName];Remercier [Root.Religion.GetRandomGodName] pour [Root.GetMarshalName] [Root.job_marshal.GetTitledFirstName].;Dankt [Root.Religion.GetRandomGodName] f黵 [Root.GetMarshalName] [Root.job_marshal.GetTitledFirstName];;Gracias [Root.Religion.GetRandomGodName] por tener a [Root.GetMarshalName][Root.job_spiritual.GetTitledFirstName];;;;;;;;;x
EVTOPTA3245;奖励我的[Root.GetChancellorName]!;R閏ompenser mon [Root.GetChancellorName]?;Belohnt meinen [Root.GetChancellorName]!;;ecompensar a mi [Root.GetChancellorName]!;;;;;;;;;x
EVTOPTB3245;为[Root.GetChancellorName][Root.job_chancellor.GetTitledFirstName]而感谢[Root.Religion.GetRandomGodName];Remercier [Root.Religion.GetRandomGodName] pour [Root.GetChancellorName] [Root.job_chancellor.GetTitledFirstName].;Dankt [Root.Religion.GetRandomGodName] f黵 [Root.GetChancellorName] [Root.job_chancellor.GetTitledFirstName];;Gracias [Root.Religion.GetRandomGodName] por tener a [Root.GetChancellorName][Root.job_chancellor.GetTitledFirstName];;;;;;;;;x
EVTOPTA3246;奖励我的[Root.GetSpymasterName]!;R閏ompenser mon [Root.GetSpymasterName]?;Belohnt meinen [Root.GetSpymasterName]!;;ecompensar a mi [Root.GetSpymasterName]!;;;;;;;;;x
EVTOPTB3246;为[Root.GetSpymasterName][Root.job_spymaster.GetTitledFirstName]而感谢[Root.Religion.GetRandomGodName];Remercier [Root.Religion.GetRandomGodName] pour [Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName].;Dankt [Root.Religion.GetRandomGodName] f黵 [Root.GetSpymasterName] [Root.job_spymaster.GetTitledFirstName];;Gracias [Root.Religion.GetRandomGodName] por tener a [Root.GetSpymasterName][Root.job_spymaster.GetTitledFirstName];;;;;;;;;x
EVTOPTA3247;奖励我的[Root.GetLordSpiritualName]!;R閏ompenser mon [Root.GetLordSpiritualName]?;Belohnt meinen [Root.GetLordSpiritualName]!;;ecompensar a mi [Root.GetLordSpiritualName]!;;;;;;;;;x
EVTOPTB3247;为[Root.GetLordSpiritualName][Root.job_spiritual.GetTitledFirstName]而感谢[Root.Religion.GetRandomGodName];Remercier [Root.Religion.GetRandomGodName] pour [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName].;Dankt [Root.Religion.GetRandomGodName] f黵 [Root.GetLordSpiritualName] [Root.job_spiritual.GetTitledFirstName];;Gracias [Root.Religion.GetRandomGodName] por tener a  [Root.GetLordSpiritualName][Root.job_spiritual.GetTitledFirstName];;;;;;;;;x
EVTOPTB68001;仁慈的安拉！;Allah est mis閞icorde?;Allah ist gn鋎ig!;;l?es misericordioso!;;;;;;;;;x
EVTOPTC20021;感谢安拉拯救了我;Je remercie Allah de m'avoir sauv?Ich danke Allah, dass er mich gerettet hat ;;Agradezco a Al?por salvarme;;;;;;;;;x
EVTOPTB20030;我是一个虔诚的穆斯林，我不会容忍这件事！;Je suis un fid鑜e musulman, je ne supporterai pas 鏰?;Ich bin ein gl鋟biger Moslem, ich werde mich damit nicht abfinden! ;;Soy un musulm醤 fiel y no voy a tolerar esto.;;;;;;;;;x
EVTDESC20032;我的[Root.GetTitle]，我听说你的[Root.GetLordSpiritualName]指控我为异端！我恳求你，作为一个虔诚的[Root.Religion.GetName]对另一个虔诚的[Root.Religion.GetName]的信任，相信我说的我不是一个异端的话！\n\n你谦卑的[From.GetTitle]，\n[From.GetTitledName];Mon [Root.GetTitle], j'ai entendu dire que votre [Root.GetLordSpiritualName] m'accuse d'h閞閟ie? La foi [Root.Religion.GetName] ?laquelle je me d関oue me fait adresser une supplique au fid鑜e que vous 阾es et croyez bien que je ne suis pas un h閞閠ique?\n\n Votre humble [From.GetTitle],\n[From.GetTitledName];Mein [Root.GetTitle], mich erreichte die Meldung, dass Euer [Root.GetLordSpiritualName] mich der Ketzerei beschuldigt! Ich flehe Euch an, von einem strenggl鋟bigen [Root.Religion.GetName] zum anderen strenggl鋟bigen [Root.Religion.GetName], mir zu glauben, wenn ich Euch sage, dass ich kein Ketzer bin!\n\nEuer dem黷iger [From.GetTitle],\n[From.GetTitledName];;Mi querido [Root.GetTitle], me ha llegado el rumor de que tu [Root.GetLordSpiritualName]  me ha acusado de herej韆. Te imploro, como devoto/a ?[Root.Religion.GetName]/a a otro/a devoto/a [Root.Religion.GetName]/a que me creas cuando te digo que no soy hereje. \n\nTu humilde om.GetTitle],\n[From.GetTitledName];;;;;;;;;x
EVTOPTB20033;赞美安拉！;Gloire ?Allah?;Allah sei gepriesen!;;labado sea Al?;;;;;;;;;x
EVTDESC20034;我的 [Root.GetLordSpiritualName], 在对那个异端进一步调查之后，我向你保证 [FromFrom.GetTitledFirstName]虔诚的信仰着 [FromFrom.Religion.GetName]. 如果这种错误再次发生，我就不会这么通情达理了.在你错误的指责别人是异端之前，请确定你说的异端是真正的异端.\n]\n[From.GetTitledName];Mon [Root.GetLordSpiritualName], apr鑣 une enqu阾e plus pouss閑 concernant la personne suspect閑 d'h閞閟ie, je suis en mesure de vous assurer que la d関otion de [FromFrom.GetTitledFirstName] ?la foi [FromFrom.Religion.GetName] est r閑lle. Si une telle erreur devait se reproduire, je ne ferai pas preuve d'autant de cl閙ence. Veillez ?v閞ifier vos accusations avant de les prof閞er de vive voix.\n\n[From.GetTitledName];Mein [Root.GetLordSpiritualName], nachdem ich die Ketzerei weiter untersucht habe, kann ich Euch versichern, dass [FromFrom.GetTitledFirstName] ein strenggl鋟biger [FromFrom.Religion.GetName] ist. Sollte dieser Fehler erneut auftreten, werde ich kein Verst鋘dnis zeigen. Stellt sicher, dass der Ketzer tats鋍hlich ein Ketzer ist, bevor Ihr jemanden f鋖schlicherweise bezichtigt.\n]\n[From.GetTitledName];;Mi querido [Root.GetLordSpiritualName], despu閟 de investigar al hereje cuidadosamente, puedo asegurarte que [FromFrom.GetTitledFirstName] es un/a devoto/a  [FromFrom.Religion.GetName]/a. No ser?tan comprensivo si este error vuelve a ocurrir. Aseg鷕ate de que el hereje sea un hereje antes de levantar falasas acusaciones contra alguien.\n]\n[From.GetTitledName];;;;;;;;;x
EVTOPTA20211;感谢[Root.Religion.GetRandomGodName]拯救了我！;Je remercie [Root.Religion.GetRandomGodName] de m'avoir sauv?;Ich danke [Root.Religion.GetRandomGodName] f黵 meine Rettung!;;Agradezco a [Root.Religion.GetRandomGodName] por salvarme;;;;;;;;;x
EVTOPTA63020;感谢[Root.Religion.GetRandomGodName]！;Je remercie [Root.Religion.GetRandomGodName]?;Dankt [Root.Religion.GetRandomGodName]!;;racias [Root.Religion.GetRandomGodName]!;;;;;;;;;x
EVTDESC8000;这么久以来阁下一直妨碍我正当的主张 [From.GetPlot]. 乖乖认同我的应有权利 不要给我挡路 否则就尝尝我手中之剑的锋利. 放心吧 反正我也有足够多的支持者...\n\n签名,\n[From.GetTitledName];Depuis trop longtemps vous m'emp阠hez de [From.GetPlot]. Approuvez ma requ阾e l間itime et retirez-vous sans r閟ister ou je provoquerai en duel. Soyez certain que j'ai suffisamment de sympathisants pour arriver ?mes fins...\n\nSign閈n[From.GetTitledName];Schon viel zu lange habt Ihr mein rechtm溥iges Recht an [From.GetPlot] blockiert. Erkennt meine rechtm溥igen Anspr點he an und tretet friedlich zur點k, oder Ihr werdet mein Schwert kennenlernen. Seid versichert, dass ich genug Unterst黷zer habe, um dies so oder so durchzusetzen...\n\nGezeichnet,\n[From.GetTitledName];;Por mucho tiempo se me ha coartado mi justo derecho a [From.GetPlot] Recon髗case dicho reclamo tan justo y me retirar?en paz o nos veremos en el campo de batalla. Te puedo asegurar que cuento con suficientes recursos para hacer valer dicho derecho..\n\nFirma,\n[From.GetTitledName].;;;;;;;;;x
