;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
IS_NOT_LOVER_OF;不是$WHO$?的情人;N'est pas l'amant(e) de $WHO$?;Ist KEIN Liebhaber von $WHO$?;;No es un amante de $WHO$?;;;;;;;;;x
EVTDESC_RoI_3110;你的宫廷宗师来觐见你: '我有要事相告, [Root.GetLordLady] [Root.GetFirstName]... 我们必须始终追求智慧并行走在人生的正道上. 身为一位高贵的统治者, 如此愤世嫉俗恐怕是不合适的.' 语毕, 他深深地鞠躬, 看着你, 不再说话.;Le gourou de votre cour vient vous voir. 珷Je dois vous entretenir d'un sujet important, M[Root.GetHerHis][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain d'阾re tellement cynique牷. Il s'incline et vous d関isage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir m黶sen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht f黵 einen edlen Herrscher zynisch zu sein." Er verbeugt sich und schaut Euch gelassen an.;; Tu gur?de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabidur韆 y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble sea tan c韓ico.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3111;你的宫廷宗师来觐见你: '我有要事相告, [Root.GetLordLady] [Root.GetFirstName]... 我们必须始终追求智慧并行走在人生的正道上. 身为一位高贵的统治者, 如此残暴恐怕是不合适的.' 语毕, 他深深地鞠躬, 看着你, 不再说话.;Le gourou de votre cour vient vous voir. 珷Je dois vous entretenir d'un sujet important, M[Root.GetHerHis][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain d'阾re aussi enclin ?la cruaut闋? Il s'incline et vous d関isage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir m黶sen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht f黵 einen edlen Herrscher Spa?an Grausamkeiten zu haben." Er verbeugt sich und schaut Euch gelassen an.;; Tu gur?de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabidur韆 y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble sea tan propenso a la crueldad.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3112;你的宫廷宗师来觐见你: '我有要事相告, [Root.GetLordLady] [Root.GetFirstName]... 我们必须始终追求智慧并行走在人生的正道上. 身为一位高贵的统治者, 成天从事决斗并以暴力为乐恐怕是不太合适的.' 语毕, 他深深地鞠躬, 看着你, 不再说话.;Le gourou de votre cour vient vous voir. 珷Je dois vous entretenir d'un sujet important, M[Root.GetHerHis][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain d'阾re un duelliste et de devenir violent pour se divertir牷. Il s'incline et vous d関isage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir m黶sen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht f黵 einen edlen Herrscher ein Duellant zu sein." Er verbeugt sich und schaut Euch gelassen an.;; Tu gur?de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabidur韆 y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble sea un duelista y participe en la violencia por deporte.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3113;你的宫廷宗师来觐见你: '我有要事相告, [Root.GetLordLady] [Root.GetFirstName]... 我们必须始终追求智慧并行走在人生的正道上. 身为一位高贵的统治者, 成天猎杀无辜的生灵为乐恐怕是不合适的.' 语毕, 他深深地鞠躬, 看着你, 不再说话.;Le gourou de votre cour vient vous voir. 珷Je dois vous entretenir d'un sujet important, M[Root.GetHerHis][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain de chasser des animaux innocents pour se divertir牷. Il s'incline et vous d関isage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir m黶sen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht f黵 einen edlen Herrscher unschuldige Tiere aus Spa?zu jagen." Er verbeugt sich und schaut Euch gelassen an.;; Tu gur?de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabidur韆 y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble cace animales inocentes por deporte.' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_3114;你的宫廷宗师来觐见你: '我有要事相告, [Root.GetLordLady] [Root.GetFirstName]... 我们必须始终追求智慧并行走在人生的正道上. 身为一位高贵的统治者, 对 [Root.GetHerHim] 身边的人不加以信任是不合适的.' 语毕, 他深深地鞠躬, 看着你, 不再说话.;Le gourou de votre Cour vient vous voir. 珷Je dois vous entretenir d'un sujet important, M[Root.GetHerHis][Root.GetLordLady]... Nous devons sans cesse chercher la sagesse et tenter de suivre la voie du bien. Il n'est pas convenable pour un noble souverain de montrer si peu de confiance envers ceux qui l'entourent牷. Il s'incline et vous d関isage en silence.;Euer Hofguru bittet um eine Audienz: "Ich muss Euch in einer dringenden Angelegenheit sprechen, [Root.GetLordLady] [Root.GetFirstName]... Wir m黶sen immer nach Weisheit streben und versuchen, im Leben den rechten Pfad einzuschlagen. Es ziemt sich nicht f黵 einen edlen Herrscher so wenig Vertrauen in die Mitmenschen zu haben." Er verbeugt sich und schaut Euch gelassen an.;; Tu gur?de la corte ha venido a verte: 'Tengo que hablar con usted de un asunto importante, [Root.GetLordLady] [Root.GetFirstName]... Siempre debemos buscar la sabidur韆 y tratar de caminar por el camino recto en la vida. No es adecuado que un gobernante noble muestre tan poca confianza en los que le rodean a [Root.GetHerHim].' Se inclina y te mira en silencio.;;;;;;;;;x
EVTDESC_RoI_410;本地印度教寺庙的教士来拜访你, 请求你的捐助. 他们需要扩建寺庙以容纳与日俱增的信徒.;Des pr阾res d'un temple hindou local vous approchent afin de solliciter un don. Ils en ont besoin pour ajouter un nouveau b鈚iment au temple afin d'accueillir le nombre croissant de fid鑜es.;Die Priester eines Hindu-Tempels vor Ort n鋒ern sich Euch und bitten um Spenden. Sie m黶sen den Tempel um ein neues Geb鋟de erweitern, um die wachsende Zahl der Gl鋟bigen zu beherbergen.;; Sacerdotes de un templo hind?local se te han acercado pidiendo donaciones. Necesitan ampliar el templo con un nuevo edificio para acomodar el creciente n鷐ero de fieles.;;;;;;;;;x
EVTOPTA_RoI_410;我会帮你.记得再加一座大型湿婆雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Shiva.;Ich helfe Euch. Achtet darauf, eine gro遝 Shiva-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Shiva.;;;;;;;;;x
EVTOPTB_RoI_410;我会帮你.记得再加一座大型毗湿奴雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Vishnou.;Ich helfe Euch. Achtet darauf, eine gro遝 Vishnu-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Vishnu.;;;;;;;;;x
EVTOPTC_RoI_410;我会帮你.记得再加一座大型梵天雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Brahma.;Ich helfe Euch. Achtet darauf, eine gro遝 Brahma-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Brahma.;;;;;;;;;x
EVTOPTD_RoI_410;我会帮你.记得再加一座大型时母雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Kali.;Ich helfe Euch. Achtet darauf, eine gro遝 Kali-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Kali.;;;;;;;;;x
EVTOPTE_RoI_410;我会帮你.记得再加一座大型欢喜天雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Ganesh.;Ich helfe Euch. Achtet darauf, eine gro遝 Ganesha-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Ganesha.;;;;;;;;;x
EVTOPTF_RoI_410;我会帮你.记得再加一座大型恒河女神雕像.;Je vous aiderai. N'oubliez pas d'y placer une grande statue de Ganga.;Ich helfe Euch. Achtet darauf, eine gro遝 Ganga-Statue darin aufzustellen.;; Le ayudar? Aseg鷕ese de poner all?una gran estatua de Ganga.;;;;;;;;;x
EVTOPTG_RoI_410;我会给你少量的资助.;Je vous apporterai une petite contribution.;Ich helfe euch mit einer kleinen Spende.;; Le ayudar?con una peque馻 donaci髇.;;;;;;;;;x
EVTOPTH_RoI_410;抱歉,我没钱.;Je n'ai malheureusement rien ?vous donner.;Leider habe ich kein Geld.;; Lo siento, no tengo fondos.;;;;;;;;;x
EVTDESC_RoI_411;本地修道院的教士来拜访你, 请求你的捐助. 他们需要足够的空间容纳与日俱增的信徒以及提供他们的日常工作和学习.;Des moines d'un monast鑢e local vous approchent afin de solliciter un don. Ils doivent accueillir le nombre croissant de fid鑜es tout en conservant assez de provisions pour subvenir ?leurs autres 渦vres et ?leurs 閠udes.;M鰊che eines Klosters vor Ort n鋒ern sich Euch und bitten um Spenden. Sie m黶sen die wachsende Zahl der Gl鋟bigen unterbringen und ben鰐igen dar黚er hinaus noch ausreichend Mittel, um ihre anderen T鋞igkeiten und Studien fortzuf黨ren.;; Monjes de un monasterio local se te han acercado pidiendo donaciones. Necesitan acomodar el creciente n鷐ero de fieles y tener suficientes provisiones para mantener sus otros trabajos y estudios.;;;;;;;;;x
EVTOPTA_RoI_411;给他们钱.;Donnons-leur de l'or.;Gib ihnen Gold.;; Darles oro.;;;;;;;;;x
EVTOPTB_RoI_411;给他们吃的.;Donnons-leur de la nourriture.;Gib ihnen Lebensmittel.;; Darles comida.;;;;;;;;;x
EVTOPTC_RoI_411;我才懒得管他们.;Ce n'est pas mon probl鑝e.;Das geht mich nichts an.;; Esto no es de mi incumbencia.;;;;;;;;;x
EVTDESC_RoI_412;最近来自附近城镇的商人们的抱怨与日俱增.似乎有一些赤身裸体的耆那教苦行者们正静坐在主广场上向他人讲道.商人们说他们懂得尊重其他宗教,但是苦行者们赤身裸体的行为不但赶跑了他们的客人,还让民众内的敏感者们感到不安.;Vous avez remarqu?un nombre croissant de plaintes de la part des commer鏰nts de la ville voisine ces derniers temps. Il semble que plusieurs asc鑤es ja飊s nus aient d閏id?de s'installer sur la place du march?pour pr阠her. Les commer鏰nts disent comprendre la n閏essit?de respecter les autres religions, mais les asc鑤es nus font fuir les clients et heurtent la sensibilit?des gens.;Seit kurzem werden die Klagen der H鋘dler der nahegelegenen Stadt immer lauter. Es scheint, dass mehrere unbekleidete jainistische Asketen st鋘dig auf dem Stadtplatz herumsitzen und predigen. Die H鋘dler sagen, dass sie andere Religionen durchaus achten, aber die nackten Asketen vertreiben Kunden und ersch黷tern die Gef黨le anderer.;; 鷏timamente han aumentado las quejas de los comerciantes de la ciudad cercana. Parece que un n鷐ero de ascetas jainistas desnudos han tomado la plaza principal para sentarse y predicar. Los comerciantes dicen que entienden la necesidad de respetar a las otras religiones, pero los ascetas desnudos est醤 ahuyentando a los clientes e hiriendo la sensibilidad de las personas.;;;;;;;;;x
EVTOPTA_RoI_412;你怎么能拿这种鸡毛蒜皮的小事打扰我？;Je ne comprends pas pourquoi vous venez m'ennuyer avec cela;Weshalb bel鋝tigt ihr mich mit diesem belanglosem Unsinn?;; 繮or qu?me molestas con esta tonter韆 insignificante?;;;;;;;;;x
EVTOPTB_RoI_412;我们会让苦行者们搬到一处不那么显眼的地方.;Nous demanderons aux asc鑤es de se trouver un endroit moins fr閝uent?;Wir werden die Asketen bitten, an einen weniger zentralen Ort umzuziehen.;; Pediremos a los ascetas que se trasladen a un lugar menos prominente.;;;;;;;;;x
EVTOPTC_RoI_412;我的战士们会把这些异信者从城镇中扔出去！;Mes soldats iront expulser ces pa飁ns?;Meine Soldaten werden diese Heiden aus der Stadt jagen!;;Mis soldados echar醤 a estos paganos fuera de la ciudad!;;;;;;;;;x
merchants_unhappy;商人们不大高兴.;Les commer鏰nts sont m閏ontents;Die H鋘dler sind unzufrieden.;; Los comerciantes no est醤 contentos.;;;;;;;;;x
realm_jains_upset;你领内的耆那教众被惹恼了.;Les ja飊s qui vivent dans votre pays sont en col鑢e.;Die Jainisten in Eurem Reich sind unzufrieden.;; Los jainistas de tu reino est醤 molestos.;;;;;;;;;x
gambler;赌徒;Joueur;Spieler;; Jugador;;;;;;;;;x
opinion_sacrilege;亵渎神明;Actes sacril鑗es;Frevlerische Taten;; Actos sacr韑egos;;;;;;;;;x
sacrilege_tooltip;这种亵渎行为将被广而告之.;Tout le monde sera inform?de ce sacril鑗e.;Dieser Frevel wird weithin bekannt werden.;; Este sacrilegio ser?ampliamente conocido.;;;;;;;;;x
EVTDESC_RoI_163;一位来自本地庙宇的祭司来到了你的宫廷,他说道：”我的[Root.GetLordLady],庙中那些神圣的大象们都得病了.不过我们了解到临近的省份中有一位专治病象的名医,可是他开的价格最高.”;Un pr阾re du temple local vient vous parler? 珷M[Root.GetHerHis][Root.GetLordLady], les 閘閜hants sacr閟 du temple sont tous malades. Nous avons cependant appris l'existence d'un gu閞isseur qui vit dans une province voisine et dont les rem鑔es sont r閜ut閟 pour soigner les 閘閜hants souffrants. Il est cependant plus cher...牷.;Ein Priester aus dem Tempel vor Ort trifft ein und bittet um eine Audienz: "Oh [Root.GetLordLady], die heiligen Elefanten im Tempel sind alle krank. Wir haben jedoch in Erfahrung gebracht, dass es in der Nachbarprovinz einen Heiler gibt, der daf黵 bekannt ist kranke Elefanten zu heilen. Er ist jedoch am teuersten...;; Un sacerdote del templo local ha llegado, pidiendo hablar contigo: 'Mi [Root.GetLordLady], los elefantes sagrados del templo est醤 todos enfermos. Sin embargo, hemos sabido que hay un sanador en una provincia vecina, que es famoso por la curaci髇 de elefantes enfermos. 蒷 es, sin embargo, el m醩 caro... ';;;;;;;;;x
EVTOPTA_RoI_163;这次你不大走运,我没钱.;C'est bien triste pour vous.;Wie bedauerlich f黵 euch.;; Qu?desgracia para ti,.;;;;;;;;;x
EVTOPTB_RoI_163;我该替他们付钱.;Je paierai ?votre place.;Ich werde daf黵 aufkommen.;; Lo pagar?;;;;;;;;;x
EVTDESC_RoI_164;我的[Root.GetLordLady],伟大的[From.GetFullName]给你送来了消息.[From.GetSheHe]好像已经决定给予你一份荣耀,将一头作为最高级别礼物的白象送给你！;M[Root.GetHerHis][Root.GetLordLady], des messagers envoy閟 par [From.GetHerHim] grand[From.GetNoneE] [From.GetFullName] sont arriv閟. Il semble qu'[From.GetSheHe] ait d閏id?de vous faire l'honneur du plus merveilleux des cadeaux, un 閘閜hant blanc?;Oh [Root.GetLordLady], Boten des gro遝n [From.GetFullName] sind eingetroffen. Es scheint, dass [From.GetSheHe] Euch mit dem Gr鲞ten aller Geschenke ehren m鯿hte, einem wei遝n Elefanten!;; Mi [Root.GetLordLady], han llegado mensajeros de la gran [From.GetFullName]. Parece que [From.GetSheHe] ha decidido honrarlo con el m醩 grande de todos los obsequios,醬n elefante blanco!;;;;;;;;;x
EVTOPTA_RoI_164;我会接受这份崇高的礼物。;J'accepterai ce g閚閞eux cadeau.;Ich nehme dieses gn鋎ige Geschenk an.;; Aceptar?este gentil regalo;;;;;;;;;x
EVTOPTB_RoI_164;我才不要.;Je ne peux pas l'accepter.;Ich nehme es nicht an.;; No lo aceptar?;;;;;;;;;x
EVTDESC_RoI_165;你需要为你的白象建造一座舒适的住处.它是一种独特而神圣的动物,必须得到与其地位相称的居所.;Vous devez construire une 閏urie appropri閑 pour votre 閘閜hant blanc. C'est un animal unique et sacr? et sa demeure doit faire honneur ?son statut.;Ihr braucht einen angemessenen Stall f黵 Euren wei遝n Elefanten. Er ist einzigartiges und heiliges Tier und ben鰐igt daher eine seinem Status angemessene Wohnst鋞te.;; Necesitar醩 construir un establo adecuado para tu elefante blanco. Es un animal 鷑ico y santo, y debe tener una morada que se ajuste a su estatus.;;;;;;;;;x
EVTOPTA_RoI_165;我会为其花重金良木打造一所房屋.;Je construirai une demeure de bois pr閏ieux et d'or.;Ich werde ihm ein Haus aus Edelholz und Gold errichten lassen.;; Construir?una casa de madera fina y oro.;;;;;;;;;x
EVTOPTB_RoI_165;用普通的象柙就够了.;Une 閏urie classique fera l'affaire.;Ein herk鰉mlicher Elefantenstall reicht aus.;; Har?una jaula de elefante normal.;;;;;;;;;x
EVTDESC_RoI_166;我的[Root.GetLordLady],看守白象的守卫们报告称他们抓住了一些入侵者.似乎他们来自一个本地的信奉欢喜天的相当奇怪的教派,而且他们还把白象的粪便偷回去祭拜.;M[Root.GetHerHis][Root.GetLordLady], les gardes qui prot鑗ent votre 閘閜hant blanc ont signal?avoir captur?des intrus. Il semble que ce soient des membres d'un 閠range culte local vou??Ganesh. Ils ont vol?la bouse de l'閘閜hant blanc pour leurs rites.;Oh [Root.GetLordLady], die Wachposten, die euren wei遝n Elefanten besch黷zen, haben berichtet, dass sie ein paar Eindringlinge ertappt haben. Es scheint, als handele es sich dabei um recht merkw黵dige Mitglieder eines 鰎tlichen Ganeshakults, die den Dung wei遝r Elefanten anbeten.;; Mi [Root.GetLordLady], los guardias que vigilan su elefante blanco informan de que han capturado a algunos intrusos. Parece que son miembros de un extra駉 culto local a Ganesha, y han estado robando el esti閞col del elefante blanco para el culto.;;;;;;;;;x
EVTOPTA_RoI_166;杀掉这些亵渎者！;Tuez ces blasph閙ateurs?;T鰐et die Frevler!;;Mata a los blasfemos!;;;;;;;;;x
EVTOPTB_RoI_166;他们人畜无害,给他们点粪便当礼物吧.;Ils n'ont rien fait de mal, donnez-leur la bouse en cadeau.;Es wurde ja kein Schaden angerichtet, gebt ihnen den Dung als Geschenk.;; No hay problema, dales los excrementos como un regalo;;;;;;;;;x
EVTOPTC_RoI_166;让他们在大象的房屋里工作，我们付给他们粪便。;Ils pourraient travailler ?l'閏urie... Nous les paierons en bouse.;Lasst sie im Stall arbeiten. Wir werden sie mit Dung bezahlen.;; H醶les trabajar en los establos. Les pagaremos con esti閞col.;;;;;;;;;x
EVTDESC_RoI_167;你的白象到现在都没适应它的新居所,而且它似乎越发焦虑不安.昨晚的情况更糟,他开始暴走,四处乱踹,几乎毁掉了整栋建筑.;Votre 閘閜hant blanc ne s'est toujours pas habitu??sa nouvelle maison. Il semble agit?et morose. Les choses ont empir?la nuit derni鑢e? il a commenc??donner des coups et ?tout saccager, le b鈚iment a failli s'effondrer.;Euer wei遝r Elefant hat sich noch nicht an seine neue Wohnst鋞te gew鰄nt. Er ist ruhelos und gelangweilt. Letzte Nacht verschlimmerte sich sein Zustand, er fing an zu treten und zu toben und h鋞te beinahe den ganzen Stall zerlegt.;; Tu elefante blanco a鷑 no se ha acostumbrado a su nueva vivienda, parece inquieto y aburrido. Anoche se puso peor, comenz?a dar patadas a su alrededor y a desmadrarse, destrozando casi todo el lugar.;;;;;;;;;x
EVTOPTA_RoI_167;把房子修好就行了.;Faites les r閜arations n閏essaires.;Repariert den Stall einfach.;; Simplemente rep醨alo.;;;;;;;;;x
EVTOPTB_RoI_167;我受够了,把这份受诅咒的礼物还回去把.;J'en ai vu assez, restituez ce cadeau maudit.;Mir reicht es, bringt dieses verfluchte Geschenk zur點k.;; Ya he tenido suficiente, devuelve este maldito regalo.;;;;;;;;;x
EVTOPTC_RoI_167;把这该死的东西卖掉.;Vendez cette sale b阾e.;Verkauft das verdammte Ding.;; Vende la maldita cosa.;;;;;;;;;x
EVTOPTD_RoI_167;这头蠢货必须马上死！;Ce stupide animal doit 阾re mis ?mort. Tout de suite?;Dieses dumme Tier muss sterben - und zwar sofort.;; Este est鷓ido animal necesita morir - ahora.;;;;;;;;;x
EVTDESC_RoI_168;我的[Root.GetLordLady],你的白象出了点问题.昨天,它逃离了住处并且跑进了附近的田间.它刚一到那就立刻开始和几头大象交配————这种性需求也许就是它逃离的原因吧.;M[Root.GetHerHis][Root.GetLordLady], nous avons un probl鑝e concernant votre 閘閜hant blanc. Hier, il s'est enfui de son 閠able et a pi閠in?les champs alentour. Il a tent?de s'accoupler avec plusieurs 閘閜hantes. Il est possible que ce d閟ir ait 閠?la raison de son escapade.;Oh [Root.GetLordLady], es gibt Schwierigkeiten mit Eurem wei遝n Elefanten. Gestern ist er aus seinem Stall ausgebrochen und lief in die nahegelegenen Felder. Dort angekommen, versuchte er sich sofort mit mehreren Elefanten zu paaren - solch Begierde war wohl der Grund f黵 seine Flucht.;; Mi [Root.GetLordLady], hay un problema con su elefante blanco. Ayer se escap?de su establo y corri?hacia los campos cercanos. Una vez all? inmediatamente trat?de aparearse con varios elefantes - este deseo en realidad puede haber sido la raz髇 de su huida.;;;;;;;;;x
EVTOPTA_RoI_168;从现在开始,要保证它每周都得到“锻炼”.;?compter d'aujourd'hui, il pourra 珷s'exercer牷 toutes les semaines.;Von nun an achtet darauf, dass der Elefant jede Woche Gelegenheit zu 侺eibes黚ungen?erh鋖t.;;" De ahora en adelante, aseg鷕ate de que haga ""ejercicio"" semanal";;;;;;;;;x
EVTOPTB_RoI_168;我受够了,把这头淫荡的畜生还回去吧.;J'en ai vu assez, restituez cette sale b阾e.;Mir reicht es, ich gebe diese l黶terne Bestie zur點k.;; Ya he tenido bastante, devuelve a la bestia lasciva;;;;;;;;;x
EVTOPTC_RoI_168;嗯……也许我们可以用它下崽卖钱.;Je pourrais peut-阾re le vendre comme reproducteur.;Hmm, vielleicht k鰊nen wir ihn als Zuchtbullen verkaufen.;; Hmm, tal vez podr韆mos venderlo para la reproducci髇.;;;;;;;;;x
EVTOPTD_RoI_168;马上宰掉这头象！;Tuez-moi cet 閘閜hant. Tout de suite.;T鰐et diesen Elefanten. Sofort.;; Mata a este elefante. Ahora.;;;;;;;;;x
EVTDESC_RoI_169;如果你真的想要杀掉白象,就必须想想该怎么做,我的[Root.GetLordLady].无论我们采用什么办法,都应该让它看起来像是死于意外,使得赠送大象的人不会怪罪于我们.;Si vous d閟irez vraiment tuer cet 閘閜hant blanc, M[Root.GetHerHis][Root.GetLordLady], vous devez d閏ider comment proc閐er. Quelle que soit la m閠hode employ閑, nous devons tenter de faire passer sa mort pour un accident afin d'関iter que la personne qui vous en a fait cadeau se sente insult閑.;Falls Ihr wirklich den Wei遝n Elefanten t鰐en wollt, m黶st ihr entscheiden, wie dies umgesetzt werden soll, oh [Root.GetLordLady]. Egal welche Methode wir benutzen, wir sollten es nach einem Unfall aussehen lassen, um die Person, die uns das Tier schenkte nicht zu beleidigen.;; Si realmente desea matar al elefante blanco, debe decidir c髆o proceder, mi [Root.GetLordLady]. Sea cual que sea el m閠odo que empleemos, debemos tratar de hacer que parezca un accidente para evitar insultar a la persona que nos lo dio.;;;;;;;;;x
EVTOPTA_RoI_169;下毒吧.;Empoisonnez-le.;Vergiftet ihn.;; Enven閚alo.;;;;;;;;;x
EVTOPTB_RoI_169;把它饿死算了.;Laissez-le mourir de faim.;Lassen wir ihn einfach verhungern.;; Dejemos que muera de hambre.;;;;;;;;;x
EVTOPTC_RoI_169;把它推下悬崖.;Poussez-le du haut d'une falaise.;Werft ihn von einer Klippe.;; Emp鷍alo por un acantilado.;;;;;;;;;x
EVTOPTD_RoI_169;我才不在乎谁会怪罪我.让战士们戳死它.;Ce qu'on peut en penser ne m'importe pas. Les soldats lui r鑗leront son compte ?coup de lance.;Es ist mir egal, ob jemand beleidigt ist. Schickt Soldaten mit Lanzen los.;; No me importa qui閚 sea insultado. Env韆 a los soldados con lanzas.;;;;;;;;;x
EVTDESC_RoI_170;看门人在白象的饮用水里下了毒.大象很快变得虚弱并且开始痛苦地哭号起来,这是一种慢性毒药,过了好几天才让大象断气.大家对此事非常关切并对这种突如其来的“病症”感到异常沮丧.没人怀疑你给大象下了毒.;Les palefreniers empoisonnent l'eau de l'abreuvoir. L'閘閜hant g閙it bient魌 de douleur et tombe tr鑣 malade. C'est un poison lent et la b阾e met plusieurs jours ?mourir. Tous sont tr鑣 inquiets et tr鑣 attrist閟 par cette 'maladie' soudaine. Personne ne soup鏾nne que vous avez empoisonn?l'閘閜hant.;Die Pfleger vergiften das Trinkwasser des wei遝n Elefanten. Der Elefant f鋘gt bald an, vor Schmerz zu jammern und erkrankt schwer. Es handelt sich um ein langsam wirkendes Gift und es dauert mehrere Tage, bis das Tier verendet. Jeder ist 鋟遝rst besorgt und traurig ob dieser 'pl鰐zlichen' Erkrankung. Niemand nimmt an ihr h鋞tet den Elefanten vergiftet.;;" Los cuidadores envenenan el agua de beber del elefante blanco. El elefante pronto comienza a gemir de dolor y se pone muy enfermo. Es un veneno lento, la bestia tardar?varios d韆s en morir. Todo el mundo est?muy preocupado y muy triste por esta repentina ""enfermedad"". Nadie sospecha que has envenenado al elefante.";;;;;;;;;x
EVTOPTA_RoI_170;干得漂亮.;Excellent.;Hervorragend.;; Excelente.;;;;;;;;;x
EVTDESC_RoI_171;看门人在白象的饮用水里下了毒.大象很快变得虚弱并且开始痛苦地哭号起来,几分钟内就七窍流血而死.大部分人都对一头如此健康的动物死的那么突然感到蹊跷.很快就有流言称你给大象下了毒.;Les palefreniers empoisonnent l'eau de l'abreuvoir. L'閘閜hant g閙it bient魌 de douleur et tombe tr鑣 malade. Il vomit du sang et meurt en quelques minutes. Beaucoup trouvent tr鑣 閠range qu'un 閘閜hant en aussi bonne sant?meure si soudainement. Rapidement la rumeur que c'est vous qui avez empoisonn?l'閘閜hant se r閜and.;Die Pfleger vergiften das Trinkwasser des wei遝n Elefanten. Der Elefant f鋘gt bald an, vor Schmerz zu jammern und erkrankt schwer, wobei er Blut erbricht und innerhalb weniger Minuten stirbt. Die meisten Menschen wundern sich sehr, dass ein gesundes Tier so schnell und pl鰐zlich stirbt. Ger點hte machen schnell die Runde ihr h鋞tet es vergiftet.;; Los cuidadores envenenan el agua de beber del elefante blanco. El elefante pronto comienza a gemir de dolor y se pone muy enfermo, vomitando  sangre y muriendo en cuesti髇 de minutos. La mayor韆 de la gente piensa que es muy extra駉 que un animal tan saludable se muera de repente. Los rumores de que lo has envenenado se propagan r醦idamente.;;;;;;;;;x
EVTOPTA_RoI_171;真倒霉.;C'est malheureux.;Bedauerlich.;; Desgraciado;;;;;;;;;x
