;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
LEDGER_SORT_DELAYED;点击后按此栏排序;Cliquez pour trier cette colonne;Zum Sortieren nach dieser Spalte hier klicken;;Clic para ordenar usando esta columna;;;;;;;;;x
EVTOPTA64046;最后只能做朋友...;Nous sommes finalement rest閟 bons amis...;Am Ende sind wir als Freunde auseinander gegangen ...;;Al final quedamos como amigos?;;;;;;;;x
EVTDESC64050;从我们小的时候开始，我们就觉得我们之间好像有些，有些什么东西让事情变得更尴尬。我们少年时的感情逐渐成长成了更加...不太好描述的东西...;Depuis notre adolescence, nous ressentons qu'il y a quelque chose entre nous, quelque chose qui fait que certaines situations sont plus difficiles qu'elles ne devraient l'阾re en r閍lit? Cet engouement de notre jeunesse s'est amplifi?et d関elopp?en quelque chose de difficile ?expliquer...;Seit wir jung waren, hatten wir immer gesp黵t, das etwas zwischen uns stand, etwas, das bestimmte Situationen unangenehmer machte, als sie h鋞ten sein sollen.  Unsere Teenager-Liebe hat sich vertieft und wuchs zu etwas Gr鲞erem heran, zu etwas, das schwer zu beschreiben ist ...;;Desde que 閞amos j髒enes, siempre sentimos que hab韆 algo entre nosotros, que provoc?que algunas situaciones resultaran m醩 dif韈iles de lo necesario. Nuestro enamoramiento adolescente ha arraigado y se ha convertido en algo m醩, dif韈il de explicar...;;;;;;;;;x
EVTOPTA64050;迷恋已经变成了爱;Notre engouement s'est transform?en amour;Unsere Teenager-Romanze verwandelte sich in Liebe;;Nuestro enamoramiento se ha convertido en amor;;;;;;;;;x
EVTTOOLTIP64051;[This.GetTitledFirstName] 会和我有同样的感受吗?;Est-ce que [This.GetTitledFirstName] a les m阭es sentiments que moi?;F黨lt [This.GetTitledFirstName] ebenso wie ich?;;縎e siente [This.GetTitledFirstName] igual que yo?;;;;;;;;;x
EVTOPTB64050;只是些成长中的烦恼罢了;C'閠ait simplement quelque chose avec lequel nous avons grandi;Dies diente eigentlich mehr unserem Erwachsenwerden;;Hab韆 algo creciendo para nosotros;;;;;;;;;x
EVTTOOLTIP64052;[This.GetTitledFirstName] 和 [Root.GetTitledFirstName] 之间的迷恋变成了感情吗?;L'engouement s'est-il transform?en affection entre [This.GetTitledFirstName] et [Root.GetTitledFirstName]?;Hat sich die Teenagerliebe zu echter Zuneigung zwischen [This.GetTitledFirstName] und [Root.GetTitledFirstName] entwickelt?;;縎e ha convertido el capricho juvenil entre [This.GetTitledFirstName] y [Root.GetTitledFirstName] en afecto?;;;;;;;;;x
EVTDESC64051;年少时我对 [From.GetTitledFirstName] 的迷恋已经转变成了, 也许是爱情, 而且我知道 [From.GetTitledFirstName] 也这样觉得.;L'engouement d'adolescent que je ressentais pour [From.GetTitledFirstName] s'est transform?en quelque chose de plus fort, peut-阾re en amour, et je sais que [From.GetTitledFirstName] ressent la m阭e chose que moi.;Die Teenager-Liebe, die ich f黵 [From.GetTitledFirstName] empfand hat sich zu etwas Gr鲞erem - vielleicht Liebe - entwickelt und ich wei? dass [From.GetTitledFirstName] genau so f黨lt wie ich.;;El capricho juvenil que sent韆 por [From.GetTitledFirstName] se ha convertido en algo m醩 y s?que [From.GetTitledFirstName] siente lo mismo que yo.;;;;;;;;;x
EVTOPTA64051;这就是爱吗...?;Est-ce l'amour?;Also, das ist Liebe ...?;;緼s?que esto es el amor...?;;;;;;;;;x
EVTDESC64052;[From.GetTitledFirstName] 和我曾经在青少年时互相有些...."迷恋".今天我遇到了[From.GetHerHim]，旧日的感情又重新浮上心头.在我说些什么之前，[From.GetTitledFirstName]对我们青少年时的事儿一笑置之，并告诉我[From.GetSheHe]依然喜欢我.;[From.GetTitledFirstName] et moi avions... le b間uin l'un pour l'autre lorsque nous 閠ions adolescents et lorsque nous nous sommes crois閟 aujourd'hui, les vieux sentiments ont refait surface. Avant que je ne puisse dire quelque chose de g阯ant, [From.GetTitledFirstName] a ri de notre engouement d'adolescents et m'a dit qu'[From.GetSheHe] s'閜renait toujours de moi.;[From.GetTitledFirstName] und ich ?schw鋜mten als Teenager f黵einander und als ich [From.GetHerHim] heute traf, flammten die alten Gef黨le wieder auf. Bevor ich etwas Peinliches sagen konnte, lachte [From.GetTitledFirstName] 黚er unsere Romanze als Teenager und sagte mir, dass [From.GetSheHe] noch immer in mich verliebt sei. ;;[From.GetTitledFirstName] y yo tuvimos un... capricho adolescente y cuando [From.GetHerHim] encontr?hoy, los antiguos sentimientos afloraron. Antes de que pudiera decir nada comprometido, [From.GetTitledFirstName] se ri?de nuestro amor juvenil y me dijo que a [From.GetSheHe] todav韆 le gusto.;;;;;;;;;x
EVTOPTA64052;是啊, 那只是青春期的迷恋罢了...;Oui, ce n'閠ait qu'un engouement d'adolescent;Ja, es war nur eine Teenager-Romanze ...;;S? solo fue un amor juvenil...;;;;;;;;;x
EVTOPTB64052;但是我爱过...;Mais, je vous ai aim?..;Aber ich liebte Euch ...;;Pero yo te amaba...;;;;;;;;;x
IMAM;伊玛目;Imam;Imam;;Im醤;;;;;;;;;x
IMAM_FOA;殿下;Votre Altesse;Eure Hoheit;;Su Alteza;;;;;;;;;x
LOADING_TIP_22;孩子出生时就拥有其父母家族威望的一部分.;Les enfants naissent avec une fraction du Prestige total des dynasties de leurs parents.;Kinder werden mit einem Teil des Ansehens ihrer elterlichen Dynastie geboren.;;Los ni駉s nacen con una parte del prestigio de las dinast韆s de sus progenitores.;;;;;;;;;x
LOADING_TIP_23;男性继承法意味着只有男性有继承权.;La succession agnatique signifie que seuls les hommes peuvent h閞iter.;V鋞erliche Thronfolge bedeutet, dass nur M鋘ner erben k鰊nen.;;La sucesi髇 agnaticia significa que solo los varones pueden heredar.;;;;;;;;;x
LOADING_TIP_24;男性优先继承法意味着女性只在没有男性继承人时拥有权继承.;La succession agnatico-cognatique (c.-?d. Pr閒閞ence masculine) signifie que les femmes ne peuvent h閞iter que s'il n'y a pas d'hommes valides.;Die V鋞erlich-M黷terliche Thronfolge  (auch M鋘nlicher Vorzug genannt) bedeutet, dass Frauen nur dann erben k鰊nen, wenn kein legitimer m鋘nlicher Nachkomme vorhanden ist. ;;La sucesi髇 agnaticia-cognaticia (preferencia masculina) significa que las mujeres pueden heredar solo en caso de ausencia de var髇.;;;;;;;;;x
LOADING_TIP_25;年长者继承法意味着最年长的家族成员有继承权.;Sous la succession par anciennet? c'est le membre le plus 鈍?de la dynastie qui h閞ite.;Bei der Alterserbfolge erbt das 鋖teste Mitglied der Dynastie.;;En la sucesi髇 jer醨quica, hereda el miembro de mayor edad de la dinast韆.;;;;;;;;;x
LOADING_TIP_26;长子继承法意味着最年长的合法孩子有继承权.;Sous la succession de la primog閚iture, c'est l'enfant l間itime le plus 鈍?qui h閞ite.;Beim Erstgeborenen-Erbrecht ist das erstgeborene, legitime Kind erbberechtigt.;;En la sucesi髇 por primog閚itura hereda el hijo leg韙imo de mayor edad;;;;;;;;;x
LOADING_TIP_27;分封继承法意味着继承权在所有孩子之间分割.;Sous la succession du partage salique, l'h閞itage est r閜arti entre tous les enfants.;Bei der Erbfolge "Realteilung" wird das Erbe unter den Kindern aufgeteilt.;;En la sucesi髇 equitativa la herencia se divide entre los hijos.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_LETTER;我们决定即刻剥夺你的[ThirdPartyTitle.GetFullName]头衔. 拒绝和平交出头衔将引发战争.;Nous avons d閏id?de r関oquer imm閐iatement votre titre de [ThirdPartyTitle.GetFullName]. Votre comportement conduira ?la guerre.;Wir haben beschlossen, Euch sofort den Titel als [ThirdPartyTitle.GetFullName] zu entziehen. Sollte es bei der friedlichen 躡ergabe zu Fehlern kommen, f黨rt das zum Krieg. ;;Hemos decidido revocar vuestro t韙ulo de [ThirdPartyTitle.GetFullName] inmediatamente. Si no lo entreg醝s pac韋icamente, la guerra comenzar?;;;;;;;;;x
EVTDESC20111;我的领主,我努力使[From.GetBestName]意识到您是个优雅而爱好和平的人,但是[From.GetHerHis]宫廷里的恶势力歪曲我说的每个字,令我的每个动作都被质疑.恐怕这次拜访带来的害处将多过好处.\n\n您谦卑的[Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];M[Root.GetHerHis][Root.GetLordLady], \nJ'ai tent?de faire comprendre ?[From.GetBestName] combien vous r間nez avec bienveillance, mais des forces malveillantes de sa Cour ont vite discr閐it?chacune de mes actions et d閒orm?chacune de mes paroles. Je crains que la visite n'ait fait plus de mal que de bien.\n\nVotre humble [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];Mein Lehensherr, ich habe versucht, [From.GetBestName] klar zu machen, was f黵 ein friedlicher Herrscher Ihr seid, aber b鰏e M鋍hte am Hof von [From.GetHerHis] haben all ihre Macht daran gesetzt, jedes meiner Worte in Verruf zu bringen. Ich f黵chte, dass der Besuch mehr Schaden denn Gutes angerichtet hat.\n\nEuer ergebener [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];;Mi se駉r, he tratado de conseguir que [From.GetBestName] se d?cuenta de lo benevolente y pac韋ico que sois como gobernador, pero las fuerzas siniestras de [From.GetHerHis] corte se han esforzado en desacreditar todos mis movimientos y en distorsionar cada una de mis palabras. Me temo que, al final, mi visita ha hecho m醩 mal que bien.\n\nVuestro humilde [Root.GetChancellorName],\n[Root.job_chancellor.GetTitledName];;;;;;;;;x
CHAR_OPINION_OF_CHAR;$CHAR1$? 对 $CHAR2$? 的好感;Opinion de $CHAR1$? envers $CHAR2$?;$CHAR1$'s? Meinung 黚er $CHAR2$?;;Opini髇 de $CHAR1$? sobre $CHAR2$?;;;;;;;;;x
CHAR_IMPRISONED_SETUP;角色被拘禁;Personnage emprisonn?Charakter wurde inhaftiert;;Personaje encarcelado;;;;;;;;;x
CHAR_IMPRISONED_LOG;$VICTIM$? 被$ACTOR$? 拘禁;$ACTOR$? a jet?$VICTIM$? en prison.;$VICTIM$? wurde von $ACTOR$? Inhaftiert;;$VICTIM$? ha sido encarcelado por $ACTOR$?;;;;;;;;;x
CHAR_RELEASED_SETUP;角色被释放;Personnage lib閞?de prison;Charakter wurde aus dem Gef鋘gnis entlassen;;Personaje liberado de prisi髇;;;;;;;;;x
CHAR_RELEASED_LOG;$VICTIM$? 被$ACTOR$? 放出了地牢;$VICTIM$? a 閠?lib閞?du cachot de $ACTOR$?;$VICTIM$? wurde aus dem Verlies von $ACTOR$'s? entlassen;;$VICTIM$? ha sido liberado de la mazmorra de $ACTOR$?;;;;;;;;;x
CHAR_BANISHED_SETUP;角色被放逐;Personnage banni;Charakter wurde  verbannt;;Personaje desterrado;;;;;;;;;x
CHAR_BANISHED_LOG;$VICTIM$? 被驱逐出了$ACTOR$? 的领地;$VICTIM$? a 閠?banni des terres de $ACTOR$?;$VICTIM$? wurde aus dem Lande von $ACTOR$'s? verbannt;;$VICTIM$? ha sido desterrado de las tierras de $ACTOR$? ;;;;;;;;;x
ASSIGNED_JOB_ACTION_SETUP;角色被派遣进行工作;Personnage assign??une t鈉he;Charakter wurde eine Arbeitsaufgabe zugeteilt;;Personaje asignado a una acci髇 de trabajo;;;;;;;;;x
ASSIGNED_JOB_ACTION_LOG;$CHAR$? 被派出在$COUNTY$? 进行$JOB$? 工作;$CHAR$? a 閠?envoy?pour $JOB$? en $COUNTY$?;$CHAR$? wurde als $JOB$? nach $COUNTY$? Geschickt;;$CHAR$? ha sido enviado a $JOB$? en $COUNTY$?;;;;;;;;;x
ATTRITION_WEIGHT;本地的总兵力：$VALUE$?;Nombre total de troupes dans le comt闋: $VALUE$?;Gesamte Truppen in der Provinz:  $VALUE$?;;Tropas totales de la provincia: $VALUE$?;;;;;;;;;x
;#TITLE_ONLY_FEUDAL_CREATE_KING;Republics and theocracies cannot create kingdoms!;;Republiken und Gottesherrschaften k?nnen keine K?nigreiche erschaffen!;;?Las repúblicas y las teocracias no pueden crear reinos!;;;;;;;;;x;
;#TODO: THESE EVENTS MUST HAVE DESC!;;;;;;;;;;;;;;x;
opinion_beheaded_dynasty_member;处决一个本家族成员!;A d閏apit?un membre de ma dynastie? ;Ein Angeh鰎iger meiner Dynastie gek鰌ft!;;n miembro de mi dinast韆 ha sido decapitado!;;;;;;;;;x
love_poem;情诗;Po鑝e d'amour;Liebesgedicht;;Poema de amor;;;;;;;;;x
beautiful_flower;美丽的花朵;Fleur magnifique;Wundersch鰊e Blume;;Bella flor;;;;;;;;;x
precious_item;珍贵的礼物;Objet pr閏ieux;Wertvolles Objekt;;Art韈ulo precioso;;;;;;;;;x
EVTDESC64055;各种证据表明我的孩子受到了一个佞臣的蛊惑，成天和不三不四的人在一起.;Mon enfant semble 閜ris d'un membre de la Cour et suit cette personne partout.;Mein Kind ist wohl vernarrt in ein Mitglied des Hofstaats und folgt dieser Person auf Schritt und Tritt.;;Mi hijo tiene todos los s韓tomas de estar enamorado de un miembro de la corte y sigue a la persona en cuesti髇 a todas partes.;;;;;;;;;x
EVTOPTA64055;哦, 我的宝贝儿...;Oh, que c'est mignon...;Ach, wie entz點kend ?;Uy, que dulce...;;;;;;;;;x
EVTOPTB64055;事情应该会自己变好的;莂 va peut-阾re lui passer;Vielleicht ist es nur eine Phase;;Puede que se le pase;;;;;;;;;x
EVTOPTC64055;让他们分开;Les s閜arer;Sie m黶sen getrennt werden;;Separadlos;;;;;;;;;x
EVTDESC64060;我的至爱和另一个[Root.GetManWoman]结婚了.我再也不能和[Root.GetHerHimOpp]在一起的事实使我的灵魂饱受煎熬.问世间情为何物,直叫人生死相许!;La personne que j'aime est mari閑 et mon 鈓e saigne de ne pouvoir l'閜ouser. Oh, que l'amour peut 阾re cruel?;Mein Schatz geh鰎t zu einem/r anderen [Root.GetManWoman]. Weh mir - ich werde [Root.GetHerHimOpp] niemals heiraten! Oh, wie grausam das Spiel der Liebe ist ?;Mi amor est?casado con otro [Root.GetManWoman] y mi alma sufre porque yo nunca podr?casarme con [Root.GetHerHimOpp]. u?cruel es el amor!;;;;;;;;;x
EVTOPTA64060;我把我的心痛写成一首诗;Je vais mettre ma douleur sur papier;Ich werde mein Leid in einem Gedicht verarbeiten;;Escribir?un poema sobre mi dolor;;;;;;;;;x
EVTOPTB64060;一醉解千愁;Le vin soulagera ma peine;Wein wird meine Schmerzen lindern;;El vino curar?mis males;;;;;;;;;x
EVTOPTC64060;只有祈祷能让我平静;Dans la pri鑢e je trouverai refuge;Es ist an der Zeit f黵 ein Gebet;;Buscar?ayuda en la oraci髇;;;;;;;;;x
EVTOPTD64060;[Root.GetSheHeCapOpp]结婚了, 我应该忘了[Root.GetHerHimOpp];C'est une personne mari閑, je devrais l'oublier;[Root.GetSheHeCapOpp] ist verheiratet. Kein weiterer Gedanke mehr an [Root.GetHerHimOpp]!;;[Root.GetSheHeCapOpp] se ha casado, deber韆 olvidar[Root.GetHerHimOpp];;;;;;;;;x
EVTDESC38286;我用喝酒来让自己忘记那些不想记住的事情.我获得了酒鬼的称号.;Je bois pour oublier. L'ivrognerie me frappe.;Ich trinke, bis mein Kummer vergessen ist. So habe ich die Eigenschaft 'Trunkenbold' erworben.;;Bebo para olvidar mis problemas por completo. He adquirido la cualidad de Borracho.;;;;;;;;;x
EVTDESC64065;同[Root.GetManWomanOpp]偷偷摸摸的关系越来越让我厌烦.我希望我可以在大庭广众之下向[Root.GetHerHimOpp]表达我的爱意，而不必在意别人的看法....;Une relation avec une personne mari閑 est vraiment frustrante. J'aimerais pouvoir l'aimer au grand jour, sans craindre le m閜ris d'autrui...;Diese unerf黮lte Verbindung mit einem/r verheirateten [Root.GetManWomanOpp] wird zu einer echten Belastung. K鰊nte ich doch nur ganz offen zu meiner Liebe f黵 [Root.GetHerHimOpp] stehen, ohne das Gesicht zu verlieren ?;Mi relaci髇 poco satisfactoria con [Root.GetManWomanOpp] casado(a) se est?volviendo irritante. Ojal?pudiera amar[Root.GetHerHimOpp] abiertamente, sin temer el desprecio de todos...;;;;;;;;;x
EVTOPTA64065;然后这事儿就完蛋了...;Ainsi finit cette histoire...;Das ist also das Ende ?;Y as?termina...;;;;;;;;;x
EVTOPTB64065;说不定这样能行...;Cela peut peut-阾re encore marcher;Vielleicht kann es trotzdem funktionieren ?;Puede que a鷑 funcione?;;;;;;;;x
EVTOPTC64065;说行就行, 不行也行!;Non, il faut que 鏰 marche?;Es wird mir gelingen!;;o! ar?que funcione!;;;;;;;;;x
EVTDESC64070;我配偶身后另一个[Root.GetManWomanOpp]的事实让我十分苦恼,无数被戳破的谎言撕扯着我的灵魂,使我不再愿意同我的爱人生活下去.够了,已经够了.;Voir une autre personne en cachette de celle ?qui je suis mari?devient de plus en plus pesant, les mensonges me d閏hirent et mon d閟ir d'阾re aupr鑣 de cet amour secret me ronge.;Diese klammheimlichen Treffen mit einem/r anderen [Root.GetManWomanOpp] werden immer beschwerlicher. All der Lug und Trug peinigt meine Seele, und das Verlangen nach meiner wahren Liebe ist beinahe unertr鋑lich.;;Ver a otro(a) [Root.GetManWomanOpp] a espaldas de mi c髇yuge se est?convirtiendo en problem醫ico para mi, las mentiras pesan sobre mi alma y la espera para estar con mi amante es demasiado larga.;;;;;;;;;x
EVTOPTA64070;是时候结束这一切了;Il est temps de mettre un terme ?cette relation;Es wird Zeit, von solcher Techtelmechtelei abzulassen und best鋘dig zu werden;;Es hora de acabar con los romances y establecerse;;;;;;;;;x
EVTOPTB64070;如果我再努力一些,说不定就行了;Cela peut toujours marcher si j'y mets un peu du mien;Etwas mehr Einsatz, und es kann funktionieren;;Funcionar?si me esfuerzo un poco m醩;;;;;;;;;x
EVTOPTC64070;我才不关心配偶呢;Peu importe mon mariage;Meine offizielle Partnerschaft bedeutet mir nichts;;No me importa mi c髇yuge;;;;;;;;;x
EVTDESC64075;我和我的情人计划了一次特殊的约会，但是我的妻子似乎也想约我共度那个时段.妻子和情人谁更重要呢?;Je pr関ois une petite surprise pour ma ma顃resse, mais ma femme insiste pour que je passe un moment avec elle. Qui m'est la plus importante, ma femme ou ma ma顃resse?;Ich habe ein besonderes Stelldichein mit meinem Schatz geplant, doch meine Gemahlin hat andere Pl鋘e. Wer ist mir da wichtiger - meine Geliebte, oder mein Eheweib?;;Estoy planeando una ocasi髇 especial con mi amante, pero mi esposa tiene otros planes. 縌ui閚 me importa m醩, mi amante o mi esposa? ;;;;;;;;;x
EVTOPTA64075;无视妻子, 去找我的小情人;D閘aisser ma femme et rendre visite ?ma ma顃resse;Mein Eheweib ignorieren und meine Geliebte besuchen;;Ignorar a mi mujer e ir a visitar a mi amante;;;;;;;;;x
EVTOPTB64075;安排一次舞会,但也邀请情人来参加;Organiser un bal et inviter ma ma顃resse;Einen Ball veranstalten und meine Geliebte einladen;;Organizar un baile e invitar a mi amante;;;;;;;;;x
EVTTOOLTIP64076;你的妻子 [This.GetFirstName] 在舞会上遇见了你的情妇,了解了你在外的风花雪月;Votre femme [This.GetTitledFirstName] a rencontr?votre ma顃resse au bal et a tout d閏ouvert de votre infid閘it?Deine Gemahlin [This.GetTitledFirstName] trifft deine Geliebte auf dem Ball und erf鋒rt so von deiner Untreue;;Tu esposa [This.GetTitledFirstName] se encuentra con tu amante en el baile y se entera de tu relaci髇 ad鷏tera;;;;;;;;;x
EVTOPTC64075;还是花点时间陪陪我的妻子;Passer du temps avec ma femme;Zeit mit meiner Gemahlin verbringen;;Pasar el tiempo con mi esposa en su lugar;;;;;;;;;x
EVTTOOLTIP64045;你对你的情人失去了兴趣;Vous avez perdu l'amour que vous portiez ?votre ma顃resse;Das romantische Verlangen nach deiner Geliebten ist erloschen;;Has perdido el sentimiento amoroso por tu amante;;;;;;;;;x
EVTDESC64076;我很高兴 [From.GetFirstName] 举办了一个舞会并邀请了我所有的朋友,相信我会拥有一个难忘的夜晚.一切都相当美好,直到我遇到了我丈夫 [From.GetFirstName] 的情人.;J'閠ais heureuse de voir [From.GetFirstName] organiser un bal et inviter tous mes amis pour une soir閑 inoubliable. Le bal 閠ait merveilleux, jusqu'?ce que je rencontre la ma顃resse de mon mari [From.GetFirstName].;Ich war entz點kt, dass [From.GetFirstName] einen Ball veranstalten wollte. Ich lud all meine Freunde ein, weil es eine unvergesslich sch鰊e Nacht werden sollte.  Der Ball war hinrei遝nd - bis ich die Liebhaberin meines Gemahlen [From.GetFirstName] traf!;;Me emocion?que [From.GetFirstName] quisiera organizar un baile e invit?a todos mis a amigos a una noche inolvidable. El baile era maravilloso, hasta que me encontr?con la amante de mi marido [From.GetFirstName].;;;;;;;;;x
EVTOPTA64076;[From.GetSheHe]怎么能这么对我?;Comment a-t-il pu me faire 鏰?;Wie konnte [From.GetSheHe] mir das nur antun?;;緾髆o es posible que [From.GetSheHe] me haga esto?;;;;;;;;;x
EVTTOOLTIP64077;[Root.GetTitledFirstName]憎恨[This.GetTitledFirstName], 只因为邀请[This.GetHerHis]情人参加舞会一事;[Root.GetTitledFirstName] d閠este [This.GetTitledFirstName] pour avoir invit?l'阾re aim?au bal;[Root.GetTitledFirstName] hasst [This.GetTitledFirstName], weil [This.GetSheHe] die falsche Person auf den Ball einlud;;[Root.GetTitledFirstName] odia a [This.GetTitledFirstName] por a qui閚 ha invitado [This.GetSheHe] al baile;;;;;;;;;x
EVTDESC64077;我的妻子 [From.GetTitledFirstName] 走上前来,搧了我一个耳光便离开了.我的情人紧接着也跑了出去，同时用眼神告诉我大事不好.我的妻子 [From.GetFirstName] 撞见了我的情人,从而知道了我们"纯洁的关系".;Ma femme [From.GetTitledFirstName] m'a gifl?et a quitt?le bal. Ma ma顃resse l'a suivie me lan鏰nt un regard annonciateur de temp阾e. Ma femme [From.GetFirstName] et ma ma顃resse ont fait connaissance et ma femme a d閏ouvert mon infid閘it?;Meine Gemahlin [From.GetTitledFirstName] kam auf mich zu, gab mir eine Ohrfeige und verlie?den Ball. Meine Geliebte verfolgte sie, und warf mir einen verhei遳ngsvollen Blick zu. Mein Eheweib [From.GetFirstName] und meine Geliebte waren sich begegnet, und mein Ehebruch war kein Geheimnis mehr.;;Mi esposa [From.GetTitledFirstName] vino hacia m? me abofete?y abandon?el baile. Mi amante vino corriendo tras ella. Su mirada indicaba complicaciones. Mi esposa [From.GetFirstName] y mi amante se hab韆n encontrado y ahora mi esposa sab韆 de nuestra relaci髇 ad鷏tera.;;;;;;;;;x
EVTOPTA64077;现在她一定恨死我了;Et maintenant, elle me d閠este;Und nun hasst sie mich;;Y ahora ella me odia;;;;;;;;;x
EVTDESC64080;我的妻子现在去了修道院，开始思考她的状况并试图从主那里获得一些安慰.;Ma femme s'est retir閑 au couvent pour un moment pour r閒l閏hir et trouver la paix, et peut-阾re m阭e Dieu.;Meine Gemahlin hat sich f黵 eine Weile ins Kloster zur點kgezogen, um sich zu sammeln und zu erholen. Wom鰃lich findet sie sogar zu Gott.;;Mi esposa se ha retirado a un convento durante un corto per韔do, a fin de poner sus pensamientos en orden y obtener algo de paz, puede que incluso encuentre a Dios.;;;;;;;;;x
EVTOPTA64080;同我的情人幽会的最佳时机!;Une occasion r陃閑 pour passer du temps avec ma ma顃resse?;Eine gute Gelegenheit, meine Gespielin zu treffen!;;na ocasi髇 perfecta para pasar un rato con mi amante!;;;;;;;;;x
EVTOPTB64080;慎重考虑是不是该把时间用来陪情人;Voir en secret ma ma顃resse;Die Geliebte treffen, aber Diskretion wahren;;Ser discreto al pasar tiempo con mi amante;;;;;;;;;x
EVTOPTC64080;我还是向情人发朋友卡吧;Ne voir ma ma顃resse qu'en toute amiti?Ein platonisches Treffen mit meiner Geliebten;;Ver a mi amante solo como amiga;;;;;;;;;x
EVTOPTD64080;把时间花在工作上;Passer du temps ?travailler;Stattdessen Arbeit erledigen;;Pasar el tiempo trabajando;;;;;;;;;x
EVTDESC64085;我爱[Root.GetHerHimOpp],[Root.GetSheHeOpp]也爱我,我们都成年了,没有人可以阻止我们在一起!;J'aime cette personne et elle me le rend bien, nous sommes tous deux adultes et rien ni personne ne nous emp阠hera de nous marier?;Ich liebe [Root.GetHerHimOpp] und [Root.GetSheHeOpp] liebt mich, wir beide sind erwachsen. Nichts und niemand wird unserer Hochzeit im Weg stehen!;;o [Root.GetHerHimOpp] amo y [Root.GetSheHeOpp] me ama, ambos somos adultos y nada ni nadie podr?evitar que nos casemos!;;;;;;;;;x
EVTOPTA64085;我们私奔去结婚;Nous prenons la fuite et nous nous marions;Wir brennen durch, um zu heiraten;;Nos escapamos juntos para casarnos;;;;;;;;;x
EVTTOOLTIP64086;我们的私奔被 [This.GetTitledFirstName] 发现了;Notre fuite a alert?[This.GetTitledFirstName];[This.GetTitledFirstName] hat unseren Fluchtversuch bemerkt;;Nuestra huida llam?la atenci髇 de [This.GetTitledFirstName];;;;;;;;;x
EVTDESC64086;有两个人私奔了,他们在除了他们自己之外没有任何人同意的情况下就结婚,作为他们的领主,该怎么处理他们由我决定.;Deux personnes se sont enfuies puis mari閑s sans consentement hormis le leur et, en tant que leur [Root.GetLordLady] lige, il me revient d'accepter ou de sanctionner ce mariage.;Ein Liebespaar, das durchbrennt, um zu heiraten - ganz ohne die Meinung anderer zu ber點ksichtigen ?Nun obliegt es mir als ihrem Gebieter, die Hochzeit entweder zu gew鋒ren oder einzugreifen.;;Dos personas se fugaron y casaron sin el consentimiento de nadie, excepto el suyo propio, y me corresponde a m? su se駉r, aceptarla boda o hacer algo al respecto.;;;;;;;;;x
EVTOPTA64086;把他们抓起来;Ordonner leur arrestation;Ergreift sie!;;Ordenar su captura;;;;;;;;;x
EVTTOOLTIP64087;私奔者被捕入狱;Les fugitifs sont attrap閟 et emprisonn閟;Die Ausrei遝r werden festgesetzt und eingesperrt;;Los amantes fugados son atrapados y encarcelados;;;;;;;;;x
EVTTOOLTIP64088;私奔者被驱逐;Les fugitifs sont attrap閟 et bannis;Die Ausrei遝r werden festgesetzt und verbannt;;Los amantes fugados son atrapados y desterrados;;;;;;;;;x
EVTOPTB64086;接受他们的婚姻;Accepter leur mariage;Die Hochzeit akzeptieren;;Aceptar su boda;;;;;;;;;x
EVTDESC64087;[From.GetTitledFirstName] 不能接受我们的婚姻,现在我的 [Root.Spouse.GetFirstName] 和我都被 [From.GetTitledFirstName]抓进了监狱.;[From.GetTitledFirstName] n'a pas pu accepter notre mariage. [Root.Spouse.GetFirstName] et moi nous retrouvons d閟ormais dans la prison de [From.GetTitledFirstName].;[From.GetTitledFirstName] konnte die Eheschlie遳ng nicht zulassen, und jetzt bin ich mit [Root.Spouse.GetFirstName] im Gef鋘gnis von [From.GetTitledFirstName] gelandet.;;[From.GetTitledFirstName] no pudo aceptar nuestra boda y ahora mi [Root.Spouse.GetFirstName] y yo nos hallamos en la prisi髇 de [From.GetTitledFirstName].;;;;;;;;;x
EVTOPTA64087;我诅咒你, [From.GetTitledFirstName]!;Sois maudit, [From.GetTitledFirstName]?;Verflucht seist du, [From.GetTitledFirstName]!;;o te maldigo, [From.GetTitledFirstName]!;;;;;;;;;x
